entry_style,rev,impulse,pb,dip,target,split,n,win,E_net,E_R,target_hit,stop_hit,time_exit,median_stop_dist,n_days,n_trig,trig_rate
impulse_pb,5.0,20.0,5.0,,30.0,OOS,88,0.45454545454545453,-1.8011363636363635,-0.14794106723725492,0.45454545454545453,0.5454545454545454,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,5.0,,30.0,Validation,204,0.3480392156862745,-2.988970588235294,-0.2141997144461378,0.3382352941176471,0.6470588235294118,0.014705882352941176,19.125,258,204,0.7906976744186046
impulse_pb,5.0,20.0,10.0,,20.0,Discovery,180,0.43333333333333335,0.7055555555555556,-0.03392838221120298,0.35555555555555557,0.5111111111111111,0.13333333333333333,11.5,367,180,0.4904632152588556
impulse_pb,5.0,20.0,10.0,,20.0,OOS,88,0.5113636363636364,-3.3806818181818183,-0.1843702701934415,0.5113636363636364,0.48863636363636365,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,10.0,,20.0,Validation,204,0.44607843137254904,-2.113970588235294,-0.15363680634261417,0.4411764705882353,0.553921568627451,0.004901960784313725,19.125,258,204,0.7906976744186046
impulse_pb,5.0,20.0,10.0,,25.0,Discovery,180,0.37777777777777777,-0.22083333333333333,-0.10673772465121276,0.2722222222222222,0.5611111111111111,0.16666666666666666,11.5,367,180,0.4904632152588556
impulse_pb,5.0,20.0,10.0,,25.0,OOS,88,0.48863636363636365,-2.434659090909091,-0.1311247132338687,0.48863636363636365,0.5113636363636364,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,10.0,,25.0,Validation,204,0.39215686274509803,-2.530637254901961,-0.20428135289391128,0.3872549019607843,0.6078431372549019,0.004901960784313725,19.125,258,204,0.7906976744186046
impulse_pb,5.0,20.0,10.0,,30.0,Discovery,180,0.36666666666666664,0.39166666666666666,-0.049966108344612355,0.25555555555555554,0.5722222222222222,0.17222222222222222,11.5,367,180,0.4904632152588556
impulse_pb,5.0,20.0,10.0,,30.0,OOS,88,0.45454545454545453,-1.8011363636363635,-0.14794106723725492,0.45454545454545453,0.5454545454545454,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,10.0,,30.0,Validation,204,0.3480392156862745,-2.9779411764705883,-0.21459808023688476,0.3382352941176471,0.6470588235294118,0.014705882352941176,19.125,258,204,0.7906976744186046
impulse_pb,10.0,10.0,5.0,,20.0,Discovery,162,0.37037037037037035,-1.029320987654321,-0.1627668277729774,0.3271604938271605,0.6111111111111112,0.06172839506172839,10.5,207,162,0.782608695652174
impulse_pb,10.0,10.0,5.0,,20.0,OOS,90,0.5111111111111111,-0.6694444444444444,-0.13929316260333438,0.5111111111111111,0.4888888888888889,0.0,24.25,102,90,0.8823529411764706
impulse_pb,10.0,10.0,5.0,,20.0,Validation,210,0.4142857142857143,-3.375,-0.21486616864419614,0.4142857142857143,0.5857142857142857,0.0,19.75,227,210,0.9251101321585903
impulse_pb,10.0,10.0,5.0,,25.0,Discovery,162,0.35802469135802467,-0.4861111111111111,-0.06674943204932525,0.30246913580246915,0.6234567901234568,0.07407407407407407,10.5,207,162,0.782608695652174
impulse_pb,10.0,10.0,5.0,,25.0,OOS,90,0.4777777777777778,-0.008333333333333333,-0.08178066546737402,0.4777777777777778,0.5111111111111111,0.011111111111111112,24.25,102,90,0.8823529411764706
impulse_pb,10.0,10.0,5.0,,25.0,Validation,210,0.36666666666666664,-3.6857142857142855,-0.233132475758448,0.3619047619047619,0.6333333333333333,0.004761904761904762,19.75,227,210,0.9251101321585903
impulse_pb,10.0,10.0,5.0,,30.0,Discovery,162,0.3395061728395062,-0.4506172839506173,-0.061279794810811014,0.25925925925925924,0.6419753086419753,0.09876543209876543,10.5,207,162,0.782608695652174
impulse_pb,10.0,10.0,5.0,,30.0,OOS,90,0.4444444444444444,0.5583333333333333,-0.06712811713997027,0.4444444444444444,0.5444444444444444,0.011111111111111112,24.25,102,90,0.8823529411764706
impulse_pb,10.0,10.0,5.0,,30.0,Validation,210,0.32857142857142857,-3.795238095238095,-0.2568429816937727,0.319047619047619,0.6666666666666666,0.014285714285714285,19.75,227,210,0.9251101321585903
impulse_pb,10.0,10.0,10.0,,20.0,Discovery,161,0.39751552795031053,-0.5698757763975155,-0.10844362458115339,0.35403726708074534,0.5714285714285714,0.07453416149068323,11.75,207,161,0.7777777777777778
impulse_pb,10.0,10.0,10.0,,20.0,OOS,90,0.5111111111111111,-0.6694444444444444,-0.13929316260333438,0.5111111111111111,0.4888888888888889,0.0,24.25,102,90,0.8823529411764706
impulse_pb,10.0,10.0,10.0,,20.0,Validation,210,0.4142857142857143,-3.4440476190476192,-0.21238631570863872,0.4142857142857143,0.5857142857142857,0.0,19.75,227,210,0.9251101321585903
impulse_pb,10.0,10.0,10.0,,25.0,Discovery,161,0.36645962732919257,-0.5419254658385093,-0.10868385326309478,0.30434782608695654,0.5962732919254659,0.09937888198757763,11.75,207,161,0.7777777777777778
impulse_pb,10.0,10.0,10.0,,25.0,OOS,90,0.4777777777777778,-0.008333333333333333,-0.08178066546737402,0.4777777777777778,0.5111111111111111,0.011111111111111112,24.25,102,90,0.8823529411764706
