run,n_trades,total_pnl_nq,expectancy_r,expectancy_usd
133,400,-11730.000000000082,-0.07252731088504769,-29.325000000000205
134,400,1834.749999999658,-0.07699061450748074,4.586874999999145
135,400,-12782.500000000446,-0.09375995387465824,-31.956250000001113
136,400,23459.24999999971,0.08125864772579491,58.648124999999276
137,400,-26343.7500000002,-0.052521470309149006,-65.8593750000005
138,400,-12755.749999999884,-0.0988938285884771,-31.88937499999971
139,400,-2690.7500000003574,-0.04761680805221972,-6.726875000000893
140,400,-12862.499999999936,-0.05714767343734065,-32.156249999999844
141,400,-12931.999999999807,-0.09723011422261227,-32.329999999999515
142,400,-9182.00000000003,-0.1412203511799213,-22.955000000000073
143,400,3324.49999999993,-0.03225710851395414,8.311249999999825
144,400,1844.9999999996498,-0.009131564325646036,4.612499999999125
145,400,4658.000000000316,0.03487687376121761,11.645000000000788
146,400,-19464.749999999403,-0.12869060880497185,-48.66187499999851
147,400,-23902.999999999673,-0.22471361831259165,-59.75749999999918
148,400,-16312.999999999856,-0.13429896785319717,-40.782499999999644
149,400,-8545.250000000251,-0.01294978035783572,-21.36312500000063
150,400,-25234.500000000062,-0.1566767785414687,-63.086250000000156
151,400,-3045.749999999998,-0.05213082341232755,-7.6143749999999955
152,400,2721.499999999928,-0.034554264247121734,6.8037499999998206
153,400,-5120.249999999751,-0.06926139227496259,-12.800624999999377
154,400,-601.2500000003774,-0.07239025724776141,-1.5031250000009435
155,400,3702.2500000000764,-0.09125663167393118,9.25562500000019
156,400,-4108.999999999969,-0.1127387836191376,-10.272499999999923
157,400,-9822.999999999724,-0.04445721626203134,-24.557499999999308
158,400,-27095.500000000047,-0.11337980552583062,-67.73875000000012
159,400,-7656.2500000001,-0.037385275651390465,-19.14062500000025
160,400,14435.999999999704,-0.029663970265666362,36.08999999999926
161,400,-12454.499999999625,-0.1403328333615023,-31.136249999999063
162,400,103.4999999998945,-0.13434275694114603,0.25874999999973625
163,400,-6729.500000000235,-0.11268632733586102,-16.823750000000587
164,400,7252.250000000313,-0.026776918834736138,18.130625000000784
165,400,-21819.249999999563,-0.22192290393195802,-54.54812499999891
166,400,-213.49999999994452,0.026016629868442474,-0.5337499999998613
167,400,-3662.7499999997417,-0.043122240183696585,-9.156874999999355
168,400,-27130.749999999825,-0.16310147399391592,-67.82687499999956
169,400,6166.99999999948,-0.03638880754754028,15.4174999999987
170,400,-5876.500000000192,-0.12058660870226083,-14.69125000000048
171,400,-6996.00000000028,-0.10090463740381925,-17.490000000000702
172,400,-27636.50000000016,-0.14739773241041357,-69.0912500000004
