sample,side,length,start_date,end_date
All,bull,6,2023-06-08,2023-06-15
All,bear,3,2023-06-16,2023-06-21
All,bull,1,2023-06-22,2023-06-22
All,bear,2,2023-06-23,2023-06-26
All,bull,2,2023-06-27,2023-06-28
All,bear,1,2023-06-29,2023-06-29
All,bull,2,2023-06-30,2023-07-05
All,bear,3,2023-07-06,2023-07-10
All,bull,3,2023-07-11,2023-07-13
All,bear,1,2023-07-14,2023-07-14
All,bull,2,2023-07-17,2023-07-18
All,bear,3,2023-07-19,2023-07-21
All,bull,2,2023-07-24,2023-07-25
All,bear,2,2023-07-26,2023-07-27
All,bull,2,2023-07-28,2023-07-31
All,bear,4,2023-08-01,2023-08-04
All,bull,1,2023-08-07,2023-08-07
All,bear,2,2023-08-08,2023-08-09
All,bull,1,2023-08-10,2023-08-10
All,bear,1,2023-08-11,2023-08-11
All,bull,1,2023-08-14,2023-08-14
All,bear,4,2023-08-15,2023-08-18
All,bull,1,2023-08-21,2023-08-21
All,bear,1,2023-08-22,2023-08-22
All,bull,1,2023-08-23,2023-08-23
All,bear,1,2023-08-24,2023-08-24
All,bull,5,2023-08-25,2023-08-31
All,bear,4,2023-09-01,2023-09-07
All,bull,2,2023-09-08,2023-09-11
All,bear,1,2023-09-12,2023-09-12
All,bull,2,2023-09-13,2023-09-14
All,bear,1,2023-09-15,2023-09-15
All,bull,1,2023-09-18,2023-09-18
All,bear,3,2023-09-19,2023-09-21
All,bull,2,2023-09-22,2023-09-25
All,bear,1,2023-09-26,2023-09-26
All,bull,4,2023-09-27,2023-10-02
All,bear,1,2023-10-03,2023-10-03
All,bull,1,2023-10-04,2023-10-04
All,bear,1,2023-10-05,2023-10-05
All,bull,4,2023-10-06,2023-10-11
All,bear,2,2023-10-12,2023-10-13
All,bull,1,2023-10-16,2023-10-16
All,bear,4,2023-10-17,2023-10-20
All,bull,2,2023-10-23,2023-10-24
All,bear,2,2023-10-25,2023-10-26
All,bull,8,2023-10-27,2023-11-07
All,bear,2,2023-11-08,2023-11-09
All,bull,1,2023-11-10,2023-11-10
All,bear,1,2023-11-13,2023-11-13
All,bull,1,2023-11-14,2023-11-14
All,bear,1,2023-11-15,2023-11-15
All,bull,1,2023-11-16,2023-11-16
All,bear,1,2023-11-17,2023-11-17
All,bull,1,2023-11-20,2023-11-20
All,bear,1,2023-11-21,2023-11-21
All,bull,1,2023-11-22,2023-11-22
All,bear,1,2023-11-27,2023-11-27
All,bull,1,2023-11-28,2023-11-28
All,bear,2,2023-11-29,2023-11-30
All,bull,1,2023-12-01,2023-12-01
All,bear,1,2023-12-04,2023-12-04
All,bull,1,2023-12-05,2023-12-05
All,bear,1,2023-12-06,2023-12-06
All,bull,5,2023-12-07,2023-12-13
All,bear,1,2023-12-14,2023-12-14
All,bull,3,2023-12-15,2023-12-19
All,bear,1,2023-12-20,2023-12-20
All,bull,4,2023-12-21,2023-12-27
All,bear,5,2023-12-28,2024-01-04
All,bull,5,2024-01-05,2024-01-11
All,bear,1,2024-01-12,2024-01-12
All,bull,1,2024-01-16,2024-01-16
All,bear,1,2024-01-17,2024-01-17
All,bull,2,2024-01-18,2024-01-19
All,bear,1,2024-01-22,2024-01-22
All,bull,2,2024-01-23,2024-01-24
All,bear,2,2024-01-25,2024-01-26
All,bull,1,2024-01-29,2024-01-29
All,bear,2,2024-01-30,2024-01-31
All,bull,3,2024-02-01,2024-02-05
All,bear,1,2024-02-06,2024-02-06
All,bull,3,2024-02-07,2024-02-09
All,bear,2,2024-02-12,2024-02-13
All,bull,2,2024-02-14,2024-02-15
All,bear,2,2024-02-16,2024-02-20
All,bull,2,2024-02-21,2024-02-22
All,bear,2,2024-02-23,2024-02-26
All,bull,1,2024-02-27,2024-02-27
All,bear,1,2024-02-28,2024-02-28
All,bull,2,2024-02-29,2024-03-01
All,bear,2,2024-03-04,2024-03-05
All,bull,2,2024-03-06,2024-03-07
All,bear,1,2024-03-08,2024-03-08
All,bull,2,2024-03-11,2024-03-12
All,bear,3,2024-03-13,2024-03-15
All,bull,4,2024-03-18,2024-03-21
All,bear,3,2024-03-22,2024-03-26
All,bull,1,2024-03-27,2024-03-27
All,bear,3,2024-03-28,2024-04-02
All,bull,1,2024-04-03,2024-04-03
All,bear,1,2024-04-04,2024-04-04
All,bull,1,2024-04-05,2024-04-05
All,bear,1,2024-04-08,2024-04-08
All,bull,1,2024-04-09,2024-04-09
All,bear,1,2024-04-10,2024-04-10
All,bull,1,2024-04-11,2024-04-11
All,bear,2,2024-04-12,2024-04-15
All,bull,1,2024-04-16,2024-04-16
All,bear,3,2024-04-17,2024-04-19
All,bull,2,2024-04-22,2024-04-23
All,bear,1,2024-04-24,2024-04-24
All,bull,3,2024-04-25,2024-04-29
All,bear,1,2024-04-30,2024-04-30
All,bull,5,2024-05-01,2024-05-07
All,bear,1,2024-05-08,2024-05-08
All,bull,5,2024-05-09,2024-05-15
All,bear,2,2024-05-16,2024-05-17
All,bull,3,2024-05-20,2024-05-22
All,bear,1,2024-05-23,2024-05-23
All,bull,1,2024-05-24,2024-05-24
All,bear,3,2024-05-29,2024-05-31
All,bull,3,2024-06-03,2024-06-05
All,bear,2,2024-06-06,2024-06-07
All,bull,7,2024-06-10,2024-06-18
All,bear,3,2024-06-20,2024-06-24
All,bull,1,2024-06-25,2024-06-25
All,bear,1,2024-06-26,2024-06-26
All,bull,1,2024-06-27,2024-06-27
All,bear,1,2024-06-28,2024-06-28
All,bull,6,2024-07-01,2024-07-10
All,bear,1,2024-07-11,2024-07-11
All,bull,2,2024-07-12,2024-07-15
All,bear,4,2024-07-16,2024-07-19
All,bull,1,2024-07-22,2024-07-22
All,bear,3,2024-07-23,2024-07-25
All,bull,2,2024-07-26,2024-07-29
All,bear,1,2024-07-30,2024-07-30
All,bull,1,2024-07-31,2024-07-31
All,bear,5,2024-08-01,2024-08-07
All,bull,8,2024-08-08,2024-08-19
All,bear,1,2024-08-20,2024-08-20
All,bull,1,2024-08-21,2024-08-21
All,bear,1,2024-08-22,2024-08-22
All,bull,1,2024-08-23,2024-08-23
All,bear,1,2024-08-26,2024-08-26
All,bull,1,2024-08-27,2024-08-27
All,bear,1,2024-08-28,2024-08-28
All,bull,2,2024-08-29,2024-08-30
All,bear,4,2024-09-03,2024-09-06
All,bull,7,2024-09-09,2024-09-17
All,bear,1,2024-09-18,2024-09-18
All,bull,1,2024-09-19,2024-09-19
All,bear,1,2024-09-20,2024-09-20
All,bull,4,2024-09-23,2024-09-26
All,bear,1,2024-09-27,2024-09-27
All,bull,1,2024-09-30,2024-09-30
All,bear,1,2024-10-01,2024-10-01
All,bull,1,2024-10-02,2024-10-02
All,bear,1,2024-10-03,2024-10-03
All,bull,1,2024-10-04,2024-10-04
All,bear,1,2024-10-07,2024-10-07
All,bull,2,2024-10-08,2024-10-09
All,bear,2,2024-10-10,2024-10-11
All,bull,1,2024-10-14,2024-10-14
All,bear,2,2024-10-15,2024-10-16
All,bull,3,2024-10-17,2024-10-21
All,bear,2,2024-10-22,2024-10-23
All,bull,2,2024-10-24,2024-10-25
All,bear,1,2024-10-28,2024-10-28
All,bull,1,2024-10-29,2024-10-29
All,bear,2,2024-10-30,2024-10-31
All,bull,1,2024-11-01,2024-11-01
All,bear,1,2024-11-04,2024-11-04
All,bull,4,2024-11-05,2024-11-08
All,bear,5,2024-11-11,2024-11-15
All,bull,2,2024-11-18,2024-11-19
All,bear,1,2024-11-20,2024-11-20
All,bull,2,2024-11-21,2024-11-22
All,bear,1,2024-11-25,2024-11-25
All,bull,1,2024-11-26,2024-11-26
All,bear,1,2024-11-27,2024-11-27
All,bull,3,2024-12-02,2024-12-04
All,bear,1,2024-12-05,2024-12-05
All,bull,1,2024-12-06,2024-12-06
All,bear,2,2024-12-09,2024-12-10
All,bull,1,2024-12-11,2024-12-11
All,bear,1,2024-12-12,2024-12-12
All,bull,3,2024-12-13,2024-12-17
All,bear,2,2024-12-18,2024-12-19
All,bull,2,2024-12-20,2024-12-23
All,bear,5,2024-12-26,2025-01-02
All,bull,2,2025-01-03,2025-01-06
All,bear,5,2025-01-07,2025-01-14
All,bull,1,2025-01-15,2025-01-15
All,bear,1,2025-01-16,2025-01-16
All,bull,4,2025-01-17,2025-01-23
All,bear,2,2025-01-24,2025-01-27
All,bull,3,2025-01-28,2025-01-30
All,bear,1,2025-01-31,2025-01-31
All,bull,1,2025-02-03,2025-02-03
All,bear,1,2025-02-04,2025-02-04
All,bull,2,2025-02-05,2025-02-06
All,bear,1,2025-02-07,2025-02-07
All,bull,1,2025-02-10,2025-02-10
All,bear,1,2025-02-11,2025-02-11
All,bull,3,2025-02-12,2025-02-14
All,bear,6,2025-02-18,2025-02-25
All,bull,1,2025-02-26,2025-02-26
All,bear,1,2025-02-27,2025-02-27
All,bull,1,2025-02-28,2025-02-28
All,bear,1,2025-03-03,2025-03-03
All,bull,2,2025-03-04,2025-03-05
All,bear,4,2025-03-06,2025-03-11
All,bull,1,2025-03-12,2025-03-12
All,bear,1,2025-03-13,2025-03-13
All,bull,2,2025-03-14,2025-03-17
All,bear,1,2025-03-18,2025-03-18
All,bull,1,2025-03-19,2025-03-19
All,bear,1,2025-03-20,2025-03-20
All,bull,3,2025-03-21,2025-03-25
All,bear,3,2025-03-26,2025-03-28
All,bull,2,2025-03-31,2025-04-01
All,bear,3,2025-04-02,2025-04-04
All,bull,1,2025-04-07,2025-04-07
All,bear,1,2025-04-08,2025-04-08
All,bull,1,2025-04-09,2025-04-09
All,bear,1,2025-04-10,2025-04-10
All,bull,1,2025-04-11,2025-04-11
All,bear,1,2025-04-14,2025-04-14
All,bull,1,2025-04-15,2025-04-15
All,bear,1,2025-04-16,2025-04-16
All,bull,1,2025-04-17,2025-04-17
All,bear,1,2025-04-21,2025-04-21
All,bull,4,2025-04-22,2025-04-25
All,bear,1,2025-04-28,2025-04-28
All,bull,2,2025-04-29,2025-04-30
All,bear,1,2025-05-01,2025-05-01
All,bull,1,2025-05-02,2025-05-02
All,bear,2,2025-05-05,2025-05-06
All,bull,2,2025-05-07,2025-05-08
All,bear,1,2025-05-09,2025-05-09
All,bull,6,2025-05-12,2025-05-19
All,bear,2,2025-05-20,2025-05-21
All,bull,1,2025-05-22,2025-05-22
All,bear,1,2025-05-23,2025-05-23
All,bull,2,2025-05-27,2025-05-28
All,bear,2,2025-05-29,2025-05-30
All,bull,3,2025-06-02,2025-06-04
All,bear,1,2025-06-05,2025-06-05
All,bull,3,2025-06-06,2025-06-10
All,bear,1,2025-06-11,2025-06-11
All,bull,1,2025-06-12,2025-06-12
All,bear,1,2025-06-13,2025-06-13
All,bull,1,2025-06-16,2025-06-16
All,bear,1,2025-06-17,2025-06-17
All,bull,8,2025-06-18,2025-06-30
All,bear,1,2025-07-01,2025-07-01
All,bull,1,2025-07-02,2025-07-02
All,bear,1,2025-07-07,2025-07-07
All,bull,2,2025-07-08,2025-07-09
All,bear,2,2025-07-10,2025-07-11
All,bull,1,2025-07-14,2025-07-14
All,bear,1,2025-07-15,2025-07-15
All,bull,2,2025-07-16,2025-07-17
All,bear,1,2025-07-18,2025-07-18
All,bull,1,2025-07-21,2025-07-21
All,bear,1,2025-07-22,2025-07-22
All,bull,1,2025-07-23,2025-07-23
All,bear,1,2025-07-24,2025-07-24
All,bull,1,2025-07-25,2025-07-25
All,bear,2,2025-07-28,2025-07-29
All,bull,1,2025-07-30,2025-07-30
All,bear,2,2025-07-31,2025-08-01
All,bull,1,2025-08-04,2025-08-04
All,bear,1,2025-08-05,2025-08-05
All,bull,3,2025-08-06,2025-08-08
All,bear,1,2025-08-11,2025-08-11
All,bull,1,2025-08-12,2025-08-12
All,bear,7,2025-08-13,2025-08-21
All,bull,1,2025-08-22,2025-08-22
All,bear,1,2025-08-25,2025-08-25
All,bull,1,2025-08-26,2025-08-26
All,bear,1,2025-08-27,2025-08-27
All,bull,1,2025-08-28,2025-08-28
All,bear,2,2025-08-29,2025-09-02
All,bull,2,2025-09-03,2025-09-04
All,bear,1,2025-09-05,2025-09-05
All,bull,2,2025-09-08,2025-09-09
All,bear,1,2025-09-10,2025-09-10
All,bull,3,2025-09-11,2025-09-15
All,bear,2,2025-09-16,2025-09-17
All,bull,3,2025-09-18,2025-09-22
All,bear,3,2025-09-23,2025-09-25
All,bull,5,2025-09-26,2025-10-02
All,bear,1,2025-10-03,2025-10-03
All,bull,1,2025-10-06,2025-10-06
All,bear,1,2025-10-07,2025-10-07
All,bull,1,2025-10-08,2025-10-08
All,bear,2,2025-10-09,2025-10-10
All,bull,1,2025-10-13,2025-10-13
All,bear,1,2025-10-14,2025-10-14
All,bull,1,2025-10-15,2025-10-15
All,bear,1,2025-10-16,2025-10-16
All,bull,2,2025-10-17,2025-10-20
All,bear,2,2025-10-21,2025-10-22
All,bull,5,2025-10-23,2025-10-29
All,bear,2,2025-10-30,2025-10-31
All,bull,1,2025-11-03,2025-11-03
All,bear,1,2025-11-04,2025-11-04
All,bull,1,2025-11-05,2025-11-05
All,bear,2,2025-11-06,2025-11-07
All,bull,1,2025-11-10,2025-11-10
All,bear,3,2025-11-11,2025-11-13
All,bull,1,2025-11-14,2025-11-14
All,bear,2,2025-11-17,2025-11-18
All,bull,1,2025-11-19,2025-11-19
All,bear,1,2025-11-20,2025-11-20
All,bull,4,2025-11-21,2025-11-26
All,bear,1,2025-12-01,2025-12-01
All,bull,2,2025-12-02,2025-12-03
All,bear,1,2025-12-04,2025-12-04
All,bull,1,2025-12-05,2025-12-05
All,bear,2,2025-12-08,2025-12-09
All,bull,2,2025-12-10,2025-12-11
All,bear,1,2025-12-12,2025-12-12
All,bull,1,2025-12-15,2025-12-15
All,bear,2,2025-12-16,2025-12-17
All,bull,4,2025-12-18,2025-12-23
All,bear,5,2025-12-26,2026-01-02
All,bull,3,2026-01-05,2026-01-07
All,bear,1,2026-01-08,2026-01-08
All,bull,1,2026-01-09,2026-01-09
All,bear,3,2026-01-12,2026-01-14
All,bull,1,2026-01-15,2026-01-15
All,bear,2,2026-01-16,2026-01-20
All,bull,6,2026-01-21,2026-01-28
All,bear,2,2026-01-29,2026-01-30
All,bull,1,2026-02-02,2026-02-02
All,bear,3,2026-02-03,2026-02-05
All,bull,2,2026-02-06,2026-02-09
All,bear,1,2026-02-10,2026-02-10
All,bull,1,2026-02-11,2026-02-11
All,bear,2,2026-02-12,2026-02-13
All,bull,2,2026-02-17,2026-02-18
All,bear,1,2026-02-19,2026-02-19
All,bull,1,2026-02-20,2026-02-20
All,bear,1,2026-02-23,2026-02-23
All,bull,2,2026-02-24,2026-02-25
All,bear,2,2026-02-26,2026-02-27
All,bull,1,2026-03-02,2026-03-02
All,bear,1,2026-03-03,2026-03-03
All,bull,1,2026-03-04,2026-03-04
All,bear,2,2026-03-05,2026-03-06
All,bull,2,2026-03-09,2026-03-10
All,bear,3,2026-03-11,2026-03-13
All,bull,2,2026-03-16,2026-03-17
All,bear,3,2026-03-18,2026-03-20
All,bull,1,2026-03-23,2026-03-23
All,bear,5,2026-03-24,2026-03-30
All,bull,14,2026-03-31,2026-04-20
All,bear,1,2026-04-21,2026-04-21
All,bull,1,2026-04-22,2026-04-22
All,bear,1,2026-04-23,2026-04-23
All,bull,2,2026-04-24,2026-04-27
All,bear,2,2026-04-28,2026-04-29
All,bull,2,2026-04-30,2026-05-01
All,bear,1,2026-05-04,2026-05-04
All,bull,2,2026-05-05,2026-05-06
All,bear,1,2026-05-07,2026-05-07
All,bull,2,2026-05-08,2026-05-11
All,bear,1,2026-05-12,2026-05-12
All,bull,2,2026-05-13,2026-05-14
All,bear,3,2026-05-15,2026-05-19
All,bull,9,2026-05-20,2026-06-02
All,bear,3,2026-06-03,2026-06-05
All,bull,1,2026-06-08,2026-06-08
All,bear,2,2026-06-09,2026-06-10
All,bull,3,2026-06-11,2026-06-15
All,bear,2,2026-06-16,2026-06-17
All,bull,2,2026-06-18,2026-06-22
All,bear,1,2026-06-23,2026-06-23
All,bull,1,2026-06-24,2026-06-24
All,bear,2,2026-06-25,2026-06-26
All,bull,2,2026-06-29,2026-06-30
All,bear,2,2026-07-01,2026-07-02
All,bull,1,2026-07-06,2026-07-06
All,bear,1,2026-07-07,2026-07-07
All,bull,3,2026-07-08,2026-07-10
All,bear,1,2026-07-13,2026-07-13
All,bull,1,2026-07-14,2026-07-14
All,bear,3,2026-07-15,2026-07-17
All,bull,2,2026-07-20,2026-07-21
All,bear,6,2026-07-22,2026-07-29
All,bull,1,2026-07-30,2026-07-30
All,bear,1,2026-07-31,2026-07-31
All,bull,2,2026-08-03,2026-08-04
All,bear,2,2026-08-05,2026-08-06
All,bull,1,2026-08-07,2026-08-07
IS,bear,4,2010-06-07,2010-06-28
IS,bull,7,2010-07-06,2010-08-16
IS,bear,3,2010-08-23,2010-09-07
IS,bull,2,2010-09-13,2010-09-20
IS,bear,2,2010-09-27,2010-10-04
IS,bull,1,2010-10-11,2010-10-11
IS,bear,1,2010-10-18,2010-10-18
IS,bull,3,2010-10-25,2010-11-08
IS,bear,1,2010-11-15,2010-11-15
IS,bull,1,2010-11-22,2010-11-22
IS,bear,1,2010-11-29,2010-11-29
IS,bull,1,2010-12-06,2010-12-06
IS,bear,1,2010-12-13,2010-12-13
IS,bull,7,2010-12-20,2011-02-14
IS,bear,1,2011-02-22,2011-02-22
IS,bull,1,2011-02-28,2011-02-28
IS,bear,3,2011-03-07,2011-03-15
IS,bull,1,2011-03-21,2011-03-21
IS,bull,1,2011-03-25,2011-03-25
IS,bear,1,2011-03-28,2011-03-28
IS,bull,2,2011-03-31,2011-04-04
IS,bear,2,2011-04-11,2011-04-14
IS,bull,1,2011-04-15,2011-04-15
IS,bear,1,2011-04-18,2011-04-18
IS,bull,2,2011-04-19,2011-04-20
IS,bear,3,2011-05-02,2011-05-06
IS,bull,1,2011-05-09,2011-05-09
IS,bear,2,2011-05-16,2011-05-24
IS,bull,3,2011-05-25,2011-06-02
IS,bear,2,2011-06-06,2011-06-08
IS,bull,5,2011-06-09,2011-07-05
IS,bear,2,2011-07-11,2011-07-18
IS,bull,1,2011-07-25,2011-07-25
IS,bear,2,2011-08-01,2011-08-08
IS,bull,7,2011-08-15,2011-09-26
IS,bear,1,2011-10-03,2011-10-03
IS,bull,1,2011-10-10,2011-10-10
IS,bear,1,2011-10-17,2011-10-17
IS,bull,1,2011-10-24,2011-10-24
IS,bear,1,2011-10-31,2011-10-31
IS,bull,1,2011-11-07,2011-11-07
IS,bear,2,2011-11-14,2011-11-21
IS,bull,2,2011-11-28,2011-12-05
IS,bear,3,2011-12-12,2012-01-09
IS,bull,5,2012-01-17,2012-02-13
IS,bear,1,2012-02-21,2012-02-21
IS,bull,1,2012-02-27,2012-02-27
IS,bear,1,2012-03-05,2012-03-05
IS,bull,5,2012-03-12,2012-04-09
IS,bear,3,2012-04-16,2012-04-30
IS,bull,1,2012-05-07,2012-05-07
IS,bear,1,2012-05-14,2012-05-14
IS,bull,3,2012-05-21,2012-06-04
IS,bear,1,2012-06-11,2012-06-11
IS,bull,1,2012-06-18,2012-06-18
IS,bear,1,2012-06-25,2012-06-25
IS,bull,3,2012-07-02,2012-07-09
IS,bear,3,2012-07-16,2012-07-30
IS,bull,4,2012-08-06,2012-08-22
IS,bear,1,2012-08-23,2012-08-23
IS,bull,1,2012-08-24,2012-08-24
IS,bear,2,2012-08-27,2012-08-28
IS,bull,1,2012-08-31,2012-08-31
IS,bear,2,2012-09-04,2012-09-05
IS,bull,1,2012-09-06,2012-09-06
IS,bear,3,2012-09-07,2012-09-11
IS,bull,2,2012-09-12,2012-09-13
IS,bear,1,2012-09-17,2012-09-17
IS,bull,2,2012-09-18,2012-09-19
IS,bear,4,2012-09-21,2012-09-26
IS,bull,1,2012-09-27,2012-09-27
IS,bear,2,2012-09-28,2012-10-01
IS,bull,3,2012-10-02,2012-10-04
IS,bear,2,2012-10-08,2012-10-10
IS,bull,3,2012-10-15,2012-10-17
IS,bear,2,2012-10-18,2012-10-19
IS,bull,1,2012-10-22,2012-10-22
IS,bear,3,2012-10-23,2012-10-25
IS,bull,1,2012-10-26,2012-10-26
IS,bear,1,2012-10-31,2012-10-31
IS,bull,1,2012-11-01,2012-11-01
IS,bear,1,2012-11-02,2012-11-02
IS,bull,1,2012-11-05,2012-11-05
IS,bear,1,2012-11-07,2012-11-07
IS,bull,7,2012-11-09,2012-11-29
IS,bear,2,2012-12-03,2012-12-05
IS,bull,1,2012-12-06,2012-12-06
IS,bear,1,2012-12-07,2012-12-07
IS,bull,2,2012-12-10,2012-12-11
IS,bear,1,2012-12-14,2012-12-14
IS,bull,2,2012-12-17,2012-12-18
IS,bear,1,2012-12-19,2012-12-19
IS,bull,1,2012-12-20,2012-12-20
IS,bear,2,2012-12-21,2012-12-28
IS,bull,2,2012-12-31,2013-01-07
IS,bear,1,2013-01-08,2013-01-08
IS,bull,2,2013-01-10,2013-01-11
IS,bear,2,2013-01-14,2013-01-15
IS,bull,2,2013-01-17,2013-01-18
IS,bear,2,2013-01-22,2013-01-24
IS,bull,3,2013-01-28,2013-02-01
IS,bear,2,2013-02-04,2013-02-06
IS,bull,1,2013-02-07,2013-02-07
IS,bear,1,2013-02-12,2013-02-12
IS,bull,1,2013-02-13,2013-02-13
IS,bear,2,2013-02-21,2013-02-25
IS,bull,3,2013-03-01,2013-03-18
IS,bear,1,2013-03-19,2013-03-19
IS,bull,1,2013-03-20,2013-03-20
IS,bear,2,2013-03-21,2013-03-25
IS,bull,2,2013-03-28,2013-04-02
IS,bear,3,2013-04-03,2013-04-05
IS,bull,2,2013-04-08,2013-04-11
IS,bear,2,2013-04-12,2013-04-15
IS,bull,1,2013-04-16,2013-04-16
IS,bear,2,2013-04-17,2013-04-18
IS,bull,3,2013-04-19,2013-04-23
IS,bear,1,2013-04-24,2013-04-24
IS,bull,1,2013-04-25,2013-04-25
IS,bear,1,2013-04-26,2013-04-26
IS,bull,4,2013-04-29,2013-05-06
IS,bear,1,2013-05-07,2013-05-07
IS,bull,5,2013-05-08,2013-05-15
IS,bear,1,2013-05-16,2013-05-16
IS,bull,1,2013-05-17,2013-05-17
IS,bear,1,2013-05-20,2013-05-20
IS,bull,1,2013-05-21,2013-05-21
IS,bear,2,2013-05-23,2013-05-24
IS,bull,1,2013-05-28,2013-05-28
IS,bear,1,2013-05-29,2013-05-29
IS,bull,1,2013-05-30,2013-05-30
IS,bear,1,2013-05-31,2013-05-31
IS,bull,1,2013-06-03,2013-06-03
IS,bear,2,2013-06-04,2013-06-05
IS,bull,3,2013-06-06,2013-06-10
IS,bear,2,2013-06-11,2013-06-12
IS,bull,3,2013-06-13,2013-06-18
IS,bear,4,2013-06-19,2013-06-24
IS,bull,3,2013-06-25,2013-06-27
IS,bull,2,2013-07-01,2013-07-02
IS,bear,2,2013-07-05,2013-07-08
IS,bull,5,2013-07-09,2013-07-15
IS,bear,1,2013-07-19,2013-07-19
IS,bull,1,2013-07-22,2013-07-22
IS,bear,2,2013-07-23,2013-07-24
IS,bull,2,2013-07-25,2013-07-26
IS,bear,1,2013-07-29,2013-07-29
IS,bull,5,2013-07-30,2013-08-05
IS,bear,2,2013-08-06,2013-08-07
IS,bull,1,2013-08-08,2013-08-08
IS,bear,1,2013-08-09,2013-08-09
IS,bull,2,2013-08-12,2013-08-13
IS,bear,3,2013-08-14,2013-08-16
IS,bull,5,2013-08-19,2013-08-26
IS,bear,1,2013-08-27,2013-08-27
IS,bull,2,2013-08-28,2013-08-29
IS,bear,2,2013-08-30,2013-09-03
IS,bull,1,2013-09-04,2013-09-04
IS,bear,1,2013-09-05,2013-09-05
IS,bull,3,2013-09-06,2013-09-10
IS,bear,2,2013-09-11,2013-09-16
IS,bull,1,2013-09-19,2013-09-19
IS,bear,1,2013-09-23,2013-09-23
IS,bull,4,2013-09-24,2013-10-01
IS,bear,2,2013-10-02,2013-10-03
IS,bull,1,2013-10-04,2013-10-04
IS,bear,3,2013-10-07,2013-10-09
IS,bull,3,2013-10-10,2013-10-14
IS,bear,1,2013-10-15,2013-10-15
IS,bull,4,2013-10-16,2013-10-21
IS,bear,1,2013-10-23,2013-10-23
IS,bull,1,2013-10-24,2013-10-24
IS,bear,1,2013-10-25,2013-10-25
IS,bull,2,2013-10-28,2013-10-29
IS,bear,3,2013-10-30,2013-11-01
IS,bull,2,2013-11-04,2013-11-08
IS,bear,1,2013-11-11,2013-11-11
IS,bull,2,2013-11-14,2013-11-15
IS,bear,1,2013-11-18,2013-11-18
IS,bull,4,2013-11-21,2013-11-27
IS,bear,1,2013-12-02,2013-12-02
IS,bull,2,2013-12-04,2013-12-09
IS,bear,3,2013-12-11,2013-12-13
IS,bull,2,2013-12-16,2013-12-23
IS,bear,2,2014-01-06,2014-01-09
IS,bull,1,2014-01-10,2014-01-10
IS,bear,1,2014-01-13,2014-01-13
IS,bull,2,2014-01-15,2014-01-16
IS,bear,1,2014-01-17,2014-01-17
IS,bull,1,2014-01-21,2014-01-21
IS,bear,4,2014-01-27,2014-02-05
IS,bull,7,2014-02-06,2014-02-20
IS,bear,1,2014-02-21,2014-02-21
IS,bull,1,2014-02-24,2014-02-24
IS,bear,4,2014-02-26,2014-03-07
IS,bull,1,2014-03-10,2014-03-10
IS,bear,1,2014-03-11,2014-03-11
IS,bull,1,2014-03-12,2014-03-12
IS,bear,2,2014-03-13,2014-03-14
IS,bull,2,2014-03-17,2014-03-18
IS,bear,1,2014-03-19,2014-03-19
IS,bull,1,2014-03-20,2014-03-20
IS,bear,2,2014-03-21,2014-03-24
IS,bull,1,2014-03-25,2014-03-25
IS,bear,2,2014-03-26,2014-03-27
IS,bull,4,2014-03-28,2014-04-02
IS,bear,3,2014-04-03,2014-04-07
IS,bull,2,2014-04-08,2014-04-09
IS,bear,1,2014-04-11,2014-04-11
IS,bull,5,2014-04-14,2014-04-22
IS,bear,3,2014-04-23,2014-04-25
IS,bull,4,2014-04-28,2014-05-01
IS,bear,1,2014-05-02,2014-05-02
IS,bull,1,2014-05-05,2014-05-05
IS,bear,1,2014-05-07,2014-05-07
IS,bull,2,2014-05-09,2014-05-12
IS,bear,3,2014-05-13,2014-05-15
IS,bull,2,2014-05-16,2014-05-19
IS,bear,1,2014-05-20,2014-05-20
IS,bull,4,2014-05-21,2014-05-27
IS,bear,3,2014-05-28,2014-06-02
IS,bull,3,2014-06-03,2014-06-06
IS,bear,1,2014-06-09,2014-06-09
IS,bull,1,2014-06-16,2014-06-16
IS,bear,1,2014-06-19,2014-06-19
IS,bull,9,2014-06-20,2014-07-09
IS,bear,1,2014-07-10,2014-07-10
IS,bull,2,2014-07-11,2014-07-14
IS,bear,2,2014-07-15,2014-07-17
IS,bull,1,2014-07-18,2014-07-18
IS,bear,1,2014-07-21,2014-07-21
IS,bull,2,2014-07-22,2014-07-23
IS,bear,2,2014-07-24,2014-07-25
IS,bull,1,2014-07-28,2014-07-28
IS,bear,1,2014-07-29,2014-07-29
IS,bull,1,2014-07-30,2014-07-30
IS,bear,2,2014-07-31,2014-08-01
IS,bull,1,2014-08-04,2014-08-04
IS,bear,3,2014-08-05,2014-08-07
IS,bull,2,2014-08-08,2014-08-11
IS,bear,1,2014-08-12,2014-08-12
IS,bull,9,2014-08-13,2014-09-02
IS,bear,1,2014-09-04,2014-09-04
IS,bull,2,2014-09-05,2014-09-08
IS,bear,1,2014-09-09,2014-09-09
IS,bull,1,2014-09-10,2014-09-10
IS,bear,2,2014-09-11,2014-09-15
IS,bull,2,2014-09-16,2014-09-18
IS,bear,3,2014-09-19,2014-09-29
IS,bull,1,2014-09-30,2014-09-30
IS,bear,2,2014-10-01,2014-10-02
IS,bull,1,2014-10-03,2014-10-03
IS,bear,2,2014-10-06,2014-10-07
IS,bull,1,2014-10-08,2014-10-08
