sample,side,length,start_date,end_date
IS,bear,3,2014-10-09,2014-10-13
IS,bull,3,2014-10-14,2014-10-20
IS,bear,1,2014-10-22,2014-10-22
IS,bull,4,2014-10-23,2014-10-28
IS,bear,1,2014-10-29,2014-10-29
IS,bull,3,2014-10-30,2014-11-03
IS,bear,1,2014-11-07,2014-11-07
IS,bull,2,2014-11-10,2014-11-14
IS,bear,1,2014-11-17,2014-11-17
IS,bull,1,2014-11-18,2014-11-18
IS,bear,1,2014-11-19,2014-11-19
IS,bull,3,2014-11-20,2014-11-24
IS,bear,1,2014-12-01,2014-12-01
IS,bull,1,2014-12-04,2014-12-04
IS,bear,2,2014-12-08,2014-12-10
IS,bull,1,2014-12-11,2014-12-11
IS,bear,3,2014-12-12,2014-12-16
IS,bull,3,2014-12-17,2014-12-22
IS,bear,3,2014-12-29,2015-01-05
IS,bull,1,2015-01-07,2015-01-07
IS,bear,4,2015-01-12,2015-01-15
IS,bull,3,2015-01-20,2015-01-22
IS,bear,1,2015-01-23,2015-01-23
IS,bull,3,2015-01-26,2015-02-02
IS,bear,1,2015-02-09,2015-02-09
IS,bull,5,2015-02-11,2015-02-26
IS,bear,1,2015-02-27,2015-02-27
IS,bull,1,2015-03-02,2015-03-02
IS,bear,1,2015-03-04,2015-03-04
IS,bull,2,2015-03-05,2015-03-09
IS,bear,1,2015-03-11,2015-03-11
IS,bull,1,2015-03-12,2015-03-12
IS,bear,1,2015-03-13,2015-03-13
IS,bull,2,2015-03-16,2015-03-17
IS,bear,1,2015-03-19,2015-03-19
IS,bull,1,2015-03-20,2015-03-20
IS,bear,4,2015-03-23,2015-03-26
IS,bull,2,2015-03-27,2015-03-30
IS,bear,1,2015-03-31,2015-03-31
IS,bull,1,2015-04-06,2015-04-06
IS,bear,1,2015-04-07,2015-04-07
IS,bull,3,2015-04-08,2015-04-10
IS,bear,2,2015-04-13,2015-04-14
IS,bull,1,2015-04-15,2015-04-15
IS,bear,2,2015-04-16,2015-04-17
IS,bull,5,2015-04-20,2015-04-24
IS,bear,4,2015-04-27,2015-04-30
IS,bull,1,2015-05-01,2015-05-01
IS,bear,3,2015-05-04,2015-05-06
IS,bull,2,2015-05-07,2015-05-08
IS,bear,3,2015-05-11,2015-05-13
IS,bull,3,2015-05-14,2015-05-18
IS,bear,1,2015-05-19,2015-05-19
IS,bull,2,2015-05-20,2015-05-21
IS,bear,2,2015-05-22,2015-05-26
IS,bull,1,2015-05-27,2015-05-27
IS,bear,2,2015-05-28,2015-05-29
IS,bull,1,2015-06-01,2015-06-01
IS,bear,1,2015-06-02,2015-06-02
IS,bull,1,2015-06-03,2015-06-03
IS,bear,4,2015-06-04,2015-06-09
IS,bull,2,2015-06-10,2015-06-11
IS,bear,1,2015-06-15,2015-06-15
IS,bull,3,2015-06-16,2015-06-18
IS,bear,1,2015-06-19,2015-06-19
IS,bull,2,2015-06-22,2015-06-23
IS,bear,3,2015-06-25,2015-06-29
IS,bull,3,2015-06-30,2015-07-06
IS,bear,2,2015-07-07,2015-07-09
IS,bull,6,2015-07-10,2015-07-20
IS,bear,5,2015-07-21,2015-07-27
IS,bull,3,2015-07-28,2015-07-30
IS,bear,3,2015-07-31,2015-08-04
IS,bull,1,2015-08-05,2015-08-05
IS,bear,2,2015-08-06,2015-08-07
IS,bull,1,2015-08-10,2015-08-10
IS,bear,1,2015-08-11,2015-08-11
IS,bull,1,2015-08-12,2015-08-12
IS,bear,1,2015-08-13,2015-08-13
IS,bull,2,2015-08-14,2015-08-17
IS,bear,5,2015-08-18,2015-08-24
IS,bull,3,2015-08-25,2015-08-27
IS,bear,3,2015-08-28,2015-09-01
IS,bull,1,2015-09-02,2015-09-02
IS,bear,2,2015-09-03,2015-09-04
IS,bull,1,2015-09-08,2015-09-08
IS,bear,1,2015-09-09,2015-09-09
IS,bull,2,2015-09-10,2015-09-11
IS,bear,1,2015-09-14,2015-09-14
IS,bull,1,2015-09-16,2015-09-16
IS,bear,2,2015-09-17,2015-09-18
IS,bull,1,2015-09-21,2015-09-21
IS,bear,1,2015-09-22,2015-09-22
IS,bear,4,2015-09-24,2015-09-29
IS,bull,4,2015-09-30,2015-10-05
IS,bear,1,2015-10-06,2015-10-06
IS,bull,4,2015-10-07,2015-10-12
IS,bear,1,2015-10-13,2015-10-13
IS,bull,4,2015-10-14,2015-10-19
IS,bear,2,2015-10-20,2015-10-21
IS,bull,5,2015-10-22,2015-10-28
IS,bear,2,2015-10-29,2015-10-30
IS,bull,2,2015-11-02,2015-11-06
IS,bear,2,2015-11-09,2015-11-11
IS,bull,3,2015-11-16,2015-11-20
IS,bear,2,2015-11-23,2015-11-24
IS,bull,1,2015-11-25,2015-11-25
IS,bear,1,2015-11-30,2015-11-30
IS,bull,1,2015-12-01,2015-12-01
IS,bear,2,2015-12-02,2015-12-03
IS,bull,1,2015-12-04,2015-12-04
IS,bear,3,2015-12-07,2015-12-09
IS,bull,1,2015-12-10,2015-12-10
IS,bear,1,2015-12-11,2015-12-11
IS,bull,3,2015-12-14,2015-12-16
IS,bear,2,2015-12-17,2015-12-18
IS,bull,5,2015-12-21,2015-12-29
IS,bear,7,2015-12-30,2016-01-08
IS,bull,2,2016-01-11,2016-01-12
IS,bear,1,2016-01-13,2016-01-13
IS,bull,1,2016-01-14,2016-01-14
IS,bear,1,2016-01-15,2016-01-15
IS,bull,1,2016-01-19,2016-01-19
IS,bear,2,2016-01-20,2016-01-21
IS,bull,1,2016-01-22,2016-01-22
IS,bear,1,2016-01-25,2016-01-25
IS,bull,1,2016-01-26,2016-01-26
IS,bear,2,2016-01-27,2016-01-28
IS,bull,2,2016-01-29,2016-02-01
IS,bear,6,2016-02-02,2016-02-09
IS,bull,1,2016-02-10,2016-02-10
IS,bear,1,2016-02-11,2016-02-11
IS,bull,3,2016-02-12,2016-02-17
IS,bear,1,2016-02-18,2016-02-18
IS,bull,2,2016-02-19,2016-02-22
IS,bear,1,2016-02-23,2016-02-23
IS,bull,2,2016-02-24,2016-02-25
IS,bear,2,2016-02-26,2016-02-29
IS,bull,1,2016-03-01,2016-03-01
IS,bear,5,2016-03-02,2016-03-08
IS,bull,1,2016-03-09,2016-03-09
IS,bear,1,2016-03-10,2016-03-10
IS,bull,8,2016-03-11,2016-03-22
IS,bear,1,2016-03-23,2016-03-23
IS,bull,1,2016-03-24,2016-03-24
IS,bear,1,2016-03-28,2016-03-28
IS,bull,2,2016-03-29,2016-03-30
IS,bear,1,2016-03-31,2016-03-31
IS,bull,1,2016-04-01,2016-04-01
IS,bear,2,2016-04-04,2016-04-05
IS,bull,1,2016-04-06,2016-04-06
IS,bear,1,2016-04-07,2016-04-07
IS,bull,1,2016-04-08,2016-04-08
IS,bear,1,2016-04-11,2016-04-11
IS,bull,3,2016-04-12,2016-04-14
IS,bear,1,2016-04-15,2016-04-15
IS,bull,1,2016-04-18,2016-04-18
IS,bear,1,2016-04-19,2016-04-19
IS,bull,1,2016-04-20,2016-04-20
IS,bear,4,2016-04-21,2016-04-26
IS,bull,1,2016-04-27,2016-04-27
IS,bear,2,2016-04-28,2016-04-29
IS,bull,1,2016-05-02,2016-05-02
IS,bear,3,2016-05-03,2016-05-05
IS,bull,3,2016-05-06,2016-05-10
IS,bear,3,2016-05-11,2016-05-13
IS,bull,1,2016-05-16,2016-05-16
IS,bear,1,2016-05-17,2016-05-17
IS,bull,1,2016-05-18,2016-05-18
IS,bear,1,2016-05-19,2016-05-19
IS,bull,1,2016-05-20,2016-05-20
IS,bear,1,2016-05-23,2016-05-23
IS,bull,5,2016-05-24,2016-05-31
IS,bull,1,2016-06-02,2016-06-02
IS,bear,1,2016-06-03,2016-06-03
IS,bull,1,2016-06-06,2016-06-06
IS,bear,1,2016-06-07,2016-06-07
IS,bull,1,2016-06-08,2016-06-08
IS,bear,3,2016-06-09,2016-06-13
IS,bull,1,2016-06-14,2016-06-14
IS,bear,1,2016-06-15,2016-06-15
IS,bull,1,2016-06-16,2016-06-16
IS,bear,1,2016-06-17,2016-06-17
IS,bull,1,2016-06-20,2016-06-20
IS,bear,2,2016-06-21,2016-06-22
IS,bull,1,2016-06-23,2016-06-23
IS,bear,2,2016-06-24,2016-06-27
IS,bull,4,2016-06-28,2016-07-01
IS,bear,1,2016-07-05,2016-07-05
IS,bull,5,2016-07-06,2016-07-12
IS,bear,1,2016-07-13,2016-07-13
IS,bull,1,2016-07-14,2016-07-14
IS,bear,1,2016-07-15,2016-07-15
IS,bull,1,2016-07-18,2016-07-18
IS,bear,1,2016-07-19,2016-07-19
IS,bull,1,2016-07-20,2016-07-20
IS,bear,1,2016-07-21,2016-07-21
IS,bull,1,2016-07-22,2016-07-22
IS,bear,1,2016-07-25,2016-07-25
IS,bull,3,2016-07-26,2016-07-28
IS,bear,1,2016-07-29,2016-07-29
IS,bull,1,2016-08-01,2016-08-01
IS,bear,1,2016-08-02,2016-08-02
IS,bull,3,2016-08-03,2016-08-05
IS,bear,1,2016-08-08,2016-08-08
IS,bull,1,2016-08-09,2016-08-09
IS,bear,1,2016-08-10,2016-08-10
IS,bull,3,2016-08-11,2016-08-15
IS,bear,1,2016-08-16,2016-08-16
IS,bull,1,2016-08-17,2016-08-17
IS,bear,1,2016-08-18,2016-08-18
IS,bull,3,2016-08-19,2016-08-23
IS,bear,3,2016-08-24,2016-08-26
IS,bull,1,2016-08-29,2016-08-29
IS,bear,2,2016-08-30,2016-08-31
IS,bull,3,2016-09-01,2016-09-06
IS,bear,3,2016-09-07,2016-09-09
IS,bull,1,2016-09-12,2016-09-12
IS,bear,1,2016-09-13,2016-09-13
IS,bull,3,2016-09-14,2016-09-16
IS,bear,1,2016-09-19,2016-09-19
IS,bull,3,2016-09-20,2016-09-22
IS,bear,2,2016-09-23,2016-09-26
IS,bull,2,2016-09-27,2016-09-28
IS,bear,1,2016-09-29,2016-09-29
IS,bull,2,2016-09-30,2016-10-03
IS,bear,1,2016-10-04,2016-10-04
IS,bull,1,2016-10-05,2016-10-05
IS,bear,2,2016-10-06,2016-10-07
IS,bull,1,2016-10-10,2016-10-10
IS,bear,3,2016-10-11,2016-10-13
IS,bull,1,2016-10-14,2016-10-14
IS,bear,1,2016-10-17,2016-10-17
IS,bull,5,2016-10-18,2016-10-24
IS,bear,4,2016-10-25,2016-10-28
IS,bull,1,2016-10-31,2016-10-31
IS,bear,4,2016-11-01,2016-11-04
IS,bull,3,2016-11-07,2016-11-09
IS,bear,1,2016-11-10,2016-11-10
IS,bull,1,2016-11-11,2016-11-11
IS,bear,1,2016-11-14,2016-11-14
IS,bull,3,2016-11-15,2016-11-17
IS,bear,1,2016-11-18,2016-11-18
IS,bull,2,2016-11-21,2016-11-22
IS,bear,2,2016-11-23,2016-11-28
IS,bull,1,2016-11-29,2016-11-29
IS,bear,3,2016-11-30,2016-12-02
IS,bull,5,2016-12-05,2016-12-09
IS,bear,1,2016-12-12,2016-12-12
IS,bull,1,2016-12-13,2016-12-13
IS,bear,1,2016-12-14,2016-12-14
IS,bull,1,2016-12-15,2016-12-15
IS,bear,1,2016-12-16,2016-12-16
IS,bull,2,2016-12-19,2016-12-20
IS,bear,2,2016-12-21,2016-12-22
IS,bull,2,2016-12-23,2016-12-27
IS,bear,3,2016-12-28,2016-12-30
IS,bull,7,2017-01-03,2017-01-11
IS,bear,1,2017-01-12,2017-01-12
IS,bull,1,2017-01-13,2017-01-13
IS,bear,1,2017-01-17,2017-01-17
IS,bull,6,2017-01-18,2017-01-25
IS,bear,1,2017-01-26,2017-01-26
IS,bull,1,2017-01-27,2017-01-27
IS,bear,1,2017-01-30,2017-01-30
IS,bull,2,2017-01-31,2017-02-01
IS,bear,1,2017-02-02,2017-02-02
IS,bull,9,2017-02-03,2017-02-15
IS,bear,1,2017-02-16,2017-02-16
IS,bull,3,2017-02-17,2017-02-22
IS,bear,1,2017-02-23,2017-02-23
IS,bull,2,2017-02-24,2017-02-27
IS,bear,1,2017-02-28,2017-02-28
IS,bull,1,2017-03-01,2017-03-01
IS,bear,1,2017-03-02,2017-03-02
IS,bull,1,2017-03-03,2017-03-03
IS,bear,2,2017-03-06,2017-03-07
IS,bull,4,2017-03-08,2017-03-13
IS,bear,1,2017-03-14,2017-03-14
IS,bull,1,2017-03-15,2017-03-15
IS,bear,2,2017-03-16,2017-03-17
IS,bull,1,2017-03-20,2017-03-20
IS,bear,1,2017-03-21,2017-03-21
IS,bull,1,2017-03-22,2017-03-22
IS,bear,1,2017-03-23,2017-03-23
IS,bull,5,2017-03-24,2017-03-30
IS,bear,2,2017-03-31,2017-04-03
IS,bull,1,2017-04-04,2017-04-04
IS,bear,1,2017-04-05,2017-04-05
IS,bull,1,2017-04-06,2017-04-06
IS,bear,1,2017-04-07,2017-04-07
IS,bull,1,2017-04-10,2017-04-10
IS,bear,3,2017-04-11,2017-04-13
IS,bull,1,2017-04-17,2017-04-17
IS,bear,1,2017-04-18,2017-04-18
IS,bull,2,2017-04-19,2017-04-20
IS,bear,1,2017-04-21,2017-04-21
IS,bull,2,2017-04-24,2017-04-25
IS,bear,1,2017-04-26,2017-04-26
IS,bull,1,2017-04-27,2017-04-27
IS,bear,1,2017-04-28,2017-04-28
IS,bull,1,2017-05-01,2017-05-01
IS,bear,2,2017-05-02,2017-05-03
IS,bull,2,2017-05-04,2017-05-05
IS,bear,1,2017-05-08,2017-05-08
IS,bull,1,2017-05-09,2017-05-09
IS,bear,2,2017-05-10,2017-05-11
IS,bull,3,2017-05-12,2017-05-16
IS,bear,1,2017-05-17,2017-05-17
IS,bull,7,2017-05-18,2017-05-26
IS,bear,1,2017-05-30,2017-05-30
IS,bull,4,2017-05-31,2017-06-05
IS,bear,1,2017-06-06,2017-06-06
IS,bull,2,2017-06-07,2017-06-08
IS,bear,2,2017-06-09,2017-06-12
IS,bull,1,2017-06-13,2017-06-13
IS,bear,3,2017-06-14,2017-06-16
IS,bull,1,2017-06-19,2017-06-19
IS,bear,1,2017-06-20,2017-06-20
IS,bull,1,2017-06-21,2017-06-21
IS,bear,1,2017-06-22,2017-06-22
IS,bull,1,2017-06-23,2017-06-23
IS,bear,2,2017-06-26,2017-06-27
IS,bull,1,2017-06-28,2017-06-28
IS,bear,1,2017-06-29,2017-06-29
IS,bull,2,2017-06-30,2017-07-05
IS,bear,1,2017-07-06,2017-07-06
IS,bull,10,2017-07-07,2017-07-20
IS,bear,1,2017-07-21,2017-07-21
IS,bull,3,2017-07-24,2017-07-26
IS,bear,1,2017-07-27,2017-07-27
IS,bull,1,2017-07-28,2017-07-28
IS,bear,1,2017-07-31,2017-07-31
IS,bull,1,2017-08-01,2017-08-01
IS,bear,2,2017-08-02,2017-08-03
IS,bull,2,2017-08-04,2017-08-07
IS,bear,1,2017-08-08,2017-08-08
IS,bull,1,2017-08-09,2017-08-09
IS,bear,1,2017-08-10,2017-08-10
IS,bull,4,2017-08-11,2017-08-16
IS,bear,1,2017-08-17,2017-08-17
IS,bull,1,2017-08-18,2017-08-18
IS,bear,1,2017-08-21,2017-08-21
IS,bull,1,2017-08-22,2017-08-22
IS,bear,1,2017-08-23,2017-08-23
IS,bull,1,2017-08-24,2017-08-24
IS,bear,1,2017-08-25,2017-08-25
IS,bull,4,2017-08-28,2017-08-31
IS,bear,2,2017-09-01,2017-09-05
IS,bull,2,2017-09-06,2017-09-07
IS,bear,1,2017-09-08,2017-09-08
IS,bull,3,2017-09-11,2017-09-13
IS,bear,1,2017-09-14,2017-09-14
IS,bull,1,2017-09-15,2017-09-15
IS,bear,1,2017-09-18,2017-09-18
IS,bull,1,2017-09-19,2017-09-19
IS,bear,4,2017-09-20,2017-09-25
IS,bull,9,2017-09-26,2017-10-06
IS,bear,1,2017-10-09,2017-10-09
IS,bull,2,2017-10-10,2017-10-11
IS,bear,1,2017-10-12,2017-10-12
IS,bull,3,2017-10-13,2017-10-17
IS,bear,2,2017-10-18,2017-10-19
IS,bull,1,2017-10-20,2017-10-20
IS,bear,1,2017-10-23,2017-10-23
IS,bull,1,2017-10-24,2017-10-24
IS,bear,1,2017-10-25,2017-10-25
IS,bull,4,2017-10-26,2017-10-31
IS,bear,1,2017-11-01,2017-11-01
IS,bull,5,2017-11-02,2017-11-08
IS,bear,5,2017-11-09,2017-11-15
IS,bull,1,2017-11-16,2017-11-16
IS,bear,1,2017-11-17,2017-11-17
IS,bull,5,2017-11-20,2017-11-28
IS,bear,1,2017-11-29,2017-11-29
IS,bull,1,2017-11-30,2017-11-30
IS,bear,2,2017-12-01,2017-12-04
IS,bull,5,2017-12-05,2017-12-11
IS,bear,1,2017-12-12,2017-12-12
IS,bull,1,2017-12-13,2017-12-13
IS,bear,1,2017-12-14,2017-12-14
IS,bull,2,2017-12-15,2017-12-18
IS,bear,2,2017-12-19,2017-12-20
IS,bull,1,2017-12-21,2017-12-21
IS,bear,5,2017-12-22,2017-12-29
IS,bull,5,2018-01-02,2018-01-08
IS,bear,2,2018-01-09,2018-01-10
IS,bull,2,2018-01-11,2018-01-12
IS,bear,1,2018-01-16,2018-01-16
IS,bull,1,2018-01-17,2018-01-17
IS,bear,1,2018-01-18,2018-01-18
IS,bull,3,2018-01-19,2018-01-23
IS,bear,1,2018-01-24,2018-01-24
IS,bull,2,2018-01-25,2018-01-26
IS,bear,6,2018-01-29,2018-02-05
IS,bull,1,2018-02-06,2018-02-06
IS,bear,2,2018-02-07,2018-02-08
IS,bull,5,2018-02-09,2018-02-15
IS,bear,1,2018-02-16,2018-02-16
IS,bull,1,2018-02-20,2018-02-20
IS,bear,1,2018-02-21,2018-02-21
IS,bull,3,2018-02-22,2018-02-26
IS,bear,3,2018-02-27,2018-03-01
IS,bull,7,2018-03-02,2018-03-12
IS,bear,2,2018-03-13,2018-03-14
IS,bull,1,2018-03-15,2018-03-15
IS,bear,2,2018-03-16,2018-03-19
IS,bull,1,2018-03-20,2018-03-20
IS,bear,3,2018-03-21,2018-03-23
IS,bull,1,2018-03-26,2018-03-26
IS,bear,2,2018-03-27,2018-03-28
IS,bull,1,2018-03-29,2018-03-29
IS,bear,1,2018-04-02,2018-04-02
IS,bull,3,2018-04-03,2018-04-05
IS,bear,1,2018-04-06,2018-04-06
IS,bull,2,2018-04-09,2018-04-10
IS,bear,1,2018-04-11,2018-04-11
IS,bull,1,2018-04-12,2018-04-12
IS,bear,1,2018-04-13,2018-04-13
IS,bull,3,2018-04-16,2018-04-18
IS,bear,4,2018-04-19,2018-04-24
IS,bull,2,2018-04-25,2018-04-26
IS,bear,1,2018-04-27,2018-04-27
IS,bull,1,2018-05-01,2018-05-01
IS,bear,1,2018-05-02,2018-05-02
IS,bull,8,2018-05-03,2018-05-14
IS,bear,1,2018-05-15,2018-05-15
IS,bull,1,2018-05-16,2018-05-16
IS,bear,4,2018-05-17,2018-05-22
IS,bull,1,2018-05-23,2018-05-23
IS,bear,1,2018-05-24,2018-05-24
IS,bull,1,2018-05-25,2018-05-25
IS,bear,1,2018-05-29,2018-05-29
IS,bull,6,2018-05-30,2018-06-06
IS,bear,1,2018-06-07,2018-06-07
IS,bull,3,2018-06-08,2018-06-12
IS,bear,1,2018-06-13,2018-06-13
IS,bull,1,2018-06-14,2018-06-14
IS,bear,3,2018-06-15,2018-06-19
IS,bull,1,2018-06-20,2018-06-20
IS,bear,3,2018-06-21,2018-06-25
IS,bull,1,2018-06-26,2018-06-26
IS,bear,1,2018-06-27,2018-06-27
IS,bull,6,2018-06-28,2018-07-09
IS,bear,2,2018-07-10,2018-07-11
IS,bull,2,2018-07-12,2018-07-13
IS,bear,1,2018-07-16,2018-07-16
IS,bull,1,2018-07-17,2018-07-17
IS,bear,3,2018-07-18,2018-07-20
IS,bull,1,2018-07-23,2018-07-23
IS,bear,1,2018-07-24,2018-07-24
IS,bull,2,2018-07-25,2018-07-26
IS,bear,2,2018-07-27,2018-07-30
IS,bull,1,2018-07-31,2018-07-31
IS,bear,1,2018-08-01,2018-08-01
IS,bull,4,2018-08-02,2018-08-07
IS,bear,1,2018-08-08,2018-08-08
IS,bull,1,2018-08-09,2018-08-09
IS,bear,2,2018-08-10,2018-08-13
IS,bull,1,2018-08-14,2018-08-14
IS,bear,1,2018-08-15,2018-08-15
IS,bull,2,2018-08-16,2018-08-17
IS,bear,2,2018-08-20,2018-08-21
IS,bull,1,2018-08-22,2018-08-22
IS,bear,1,2018-08-23,2018-08-23
IS,bull,4,2018-08-24,2018-08-29
IS,bear,1,2018-08-30,2018-08-30
IS,bull,1,2018-08-31,2018-08-31
IS,bear,4,2018-09-04,2018-09-07
IS,bull,2,2018-09-10,2018-09-11
IS,bear,1,2018-09-12,2018-09-12
IS,bull,2,2018-09-13,2018-09-14
IS,bear,1,2018-09-17,2018-09-17
IS,bull,1,2018-09-18,2018-09-18
IS,bear,1,2018-09-19,2018-09-19
IS,bull,1,2018-09-20,2018-09-20
IS,bear,1,2018-09-21,2018-09-21
IS,bull,2,2018-09-24,2018-09-25
IS,bear,1,2018-09-26,2018-09-26
IS,bull,3,2018-09-27,2018-10-01
IS,bear,5,2018-10-02,2018-10-08
IS,bull,1,2018-10-09,2018-10-09
IS,bear,1,2018-10-10,2018-10-10
IS,bull,2,2018-10-11,2018-10-12
IS,bear,1,2018-10-15,2018-10-15
IS,bull,1,2018-10-16,2018-10-16
IS,bear,3,2018-10-17,2018-10-19
IS,bull,1,2018-10-22,2018-10-22
IS,bear,2,2018-10-23,2018-10-24
IS,bull,1,2018-10-25,2018-10-25
IS,bear,2,2018-10-26,2018-10-29
IS,bull,3,2018-10-30,2018-11-01
IS,bear,2,2018-11-02,2018-11-05
IS,bull,2,2018-11-06,2018-11-07
IS,bear,3,2018-11-08,2018-11-12
IS,bull,1,2018-11-13,2018-11-13
IS,bear,1,2018-11-14,2018-11-14
IS,bull,2,2018-11-15,2018-11-16
IS,bear,2,2018-11-19,2018-11-20
IS,bull,4,2018-11-21,2018-11-28
IS,bull,2,2018-11-30,2018-12-03
IS,bear,1,2018-12-04,2018-12-04
IS,bull,1,2018-12-06,2018-12-06
IS,bear,1,2018-12-07,2018-12-07
IS,bull,1,2018-12-10,2018-12-10
IS,bear,1,2018-12-11,2018-12-11
IS,bull,1,2018-12-12,2018-12-12
IS,bear,7,2018-12-13,2018-12-21
IS,bull,2,2018-12-26,2018-12-27
IS,bear,1,2018-12-28,2018-12-28
IS,bull,1,2018-12-31,2018-12-31
IS,bear,2,2019-01-02,2019-01-03
IS,bull,5,2019-01-04,2019-01-10
IS,bear,2,2019-01-11,2019-01-14
IS,bull,1,2019-01-15,2019-01-15
IS,bear,1,2019-01-16,2019-01-16
IS,bull,2,2019-01-17,2019-01-18
IS,bear,1,2019-01-22,2019-01-22
IS,bull,3,2019-01-23,2019-01-25
IS,bear,2,2019-01-28,2019-01-29
IS,bull,2,2019-01-30,2019-01-31
IS,bear,1,2019-02-01,2019-02-01
IS,bull,2,2019-02-04,2019-02-05
IS,bear,2,2019-02-06,2019-02-07
IS,bull,1,2019-02-08,2019-02-08
IS,bear,1,2019-02-11,2019-02-11
IS,bull,1,2019-02-12,2019-02-12
IS,bear,1,2019-02-13,2019-02-13
IS,bull,1,2019-02-15,2019-02-15
IS,bear,1,2019-02-19,2019-02-19
IS,bull,1,2019-02-20,2019-02-20
IS,bear,1,2019-02-21,2019-02-21
IS,bull,2,2019-02-22,2019-02-25
IS,bear,1,2019-02-26,2019-02-26
IS,bull,1,2019-02-27,2019-02-27
IS,bear,1,2019-02-28,2019-02-28
IS,bull,1,2019-03-01,2019-03-01
IS,bear,1,2019-03-04,2019-03-04
IS,bull,1,2019-03-05,2019-03-05
IS,bear,2,2019-03-06,2019-03-07
IS,bull,4,2019-03-08,2019-03-13
IS,bear,1,2019-03-14,2019-03-14
IS,bull,5,2019-03-15,2019-03-21
IS,bear,2,2019-03-22,2019-03-25
IS,bull,1,2019-03-26,2019-03-26
IS,bear,1,2019-03-27,2019-03-27
IS,bull,5,2019-03-28,2019-04-03
IS,bear,1,2019-04-04,2019-04-04
IS,bull,2,2019-04-05,2019-04-08
IS,bear,1,2019-04-09,2019-04-09
IS,bull,1,2019-04-10,2019-04-10
IS,bear,1,2019-04-11,2019-04-11
IS,bull,1,2019-04-12,2019-04-12
IS,bear,1,2019-04-15,2019-04-15
IS,bull,6,2019-04-16,2019-04-24
IS,bear,1,2019-04-25,2019-04-25
IS,bull,1,2019-04-26,2019-04-26
IS,bear,1,2019-04-29,2019-04-29
IS,bull,1,2019-04-30,2019-04-30
IS,bear,1,2019-05-01,2019-05-01
IS,bull,2,2019-05-02,2019-05-03
IS,bear,4,2019-05-06,2019-05-09
IS,bull,1,2019-05-10,2019-05-10
IS,bear,1,2019-05-13,2019-05-13
IS,bull,3,2019-05-14,2019-05-16
IS,bear,2,2019-05-17,2019-05-20
IS,bull,1,2019-05-21,2019-05-21
IS,bear,5,2019-05-22,2019-05-29
IS,bull,1,2019-05-30,2019-05-30
IS,bear,2,2019-05-31,2019-06-03
IS,bull,5,2019-06-04,2019-06-10
IS,bear,2,2019-06-11,2019-06-12
IS,bull,6,2019-06-13,2019-06-20
IS,bear,1,2019-06-21,2019-06-21
IS,bull,1,2019-06-24,2019-06-24
IS,bear,1,2019-06-25,2019-06-25
IS,bull,5,2019-06-26,2019-07-02
IS,bear,2,2019-07-05,2019-07-08
IS,bull,2,2019-07-09,2019-07-10
IS,bear,1,2019-07-11,2019-07-11
IS,bull,2,2019-07-12,2019-07-15
IS,bear,2,2019-07-16,2019-07-17
IS,bull,1,2019-07-18,2019-07-18
IS,bear,1,2019-07-19,2019-07-19
IS,bull,3,2019-07-22,2019-07-24
IS,bear,1,2019-07-25,2019-07-25
IS,bull,1,2019-07-26,2019-07-26
IS,bear,6,2019-07-29,2019-08-05
IS,bull,3,2019-08-06,2019-08-08
IS,bear,2,2019-08-09,2019-08-12
IS,bull,1,2019-08-13,2019-08-13
IS,bear,1,2019-08-14,2019-08-14
IS,bull,3,2019-08-15,2019-08-19
IS,bear,1,2019-08-20,2019-08-20
IS,bull,1,2019-08-21,2019-08-21
IS,bear,2,2019-08-22,2019-08-23
IS,bull,1,2019-08-26,2019-08-26
IS,bear,1,2019-08-27,2019-08-27
IS,bull,2,2019-08-28,2019-08-29
IS,bear,1,2019-08-30,2019-08-30
IS,bull,4,2019-09-03,2019-09-06
IS,bear,2,2019-09-09,2019-09-10
IS,bull,2,2019-09-11,2019-09-12
IS,bear,1,2019-09-13,2019-09-13
IS,bull,3,2019-09-16,2019-09-18
IS,bear,2,2019-09-19,2019-09-20
IS,bull,1,2019-09-23,2019-09-23
IS,bear,1,2019-09-24,2019-09-24
IS,bull,1,2019-09-25,2019-09-25
IS,bear,2,2019-09-26,2019-09-27
IS,bull,1,2019-09-30,2019-09-30
IS,bear,2,2019-10-01,2019-10-02
IS,bull,3,2019-10-03,2019-10-07
IS,bear,1,2019-10-08,2019-10-08
IS,bull,5,2019-10-09,2019-10-15
IS,bear,3,2019-10-16,2019-10-18
IS,bull,1,2019-10-21,2019-10-21
IS,bear,1,2019-10-22,2019-10-22
IS,bull,4,2019-10-23,2019-10-28
IS,bear,1,2019-10-29,2019-10-29
IS,bull,1,2019-10-30,2019-10-30
IS,bear,1,2019-10-31,2019-10-31
IS,bull,2,2019-11-01,2019-11-04
IS,bear,1,2019-11-05,2019-11-05
IS,bull,3,2019-11-06,2019-11-08
IS,bear,1,2019-11-11,2019-11-11
IS,bull,1,2019-11-12,2019-11-12
IS,bear,1,2019-11-13,2019-11-13
IS,bull,3,2019-11-14,2019-11-18
IS,bear,2,2019-11-19,2019-11-20
IS,bull,5,2019-11-21,2019-11-27
IS,bear,2,2019-12-02,2019-12-03
IS,bull,3,2019-12-04,2019-12-06
IS,bear,1,2019-12-09,2019-12-09
IS,bull,5,2019-12-10,2019-12-16
