mechanism,T_offset,horizon,split,n,win,mean,rate,n_high,follow_win,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long
thin_vol_follow,25,30,OOS,102,0.5784313725490197,14.941176470588236,0.864406779661017,118.0,0.5508474576271186,0.027583914921901043,3.1657527417746767,0.027583914921901043
hivol_impulse,25,30,OOS,51,0.5490196078431373,0.9656862745098039,0.4322033898305085,118.0,0.5508474576271186,-0.0018278497839813168,-10.809737454303756,-0.0018278497839813168
lovol_move,25,30,OOS,37,0.4594594594594595,1.054054054054054,0.3135593220338983,118.0,0.5508474576271186,-0.09138799816765913,-10.721369674759504,-0.09138799816765913
vol_exp_dir,25,30,OOS,44,0.5227272727272727,14.619318181818182,0.3728813559322034,118.0,0.5508474576271186,-0.028120184899845913,2.843894453004623,-0.028120184899845913
HIGH_ALONE_FOLLOW,25,10,ALL,1140,0.5026315789473684,1.0646929824561404,0.9982486865148862,,,,,
HIGH_ALONE_LONG,25,10,ALL,1142,0.5271453590192644,-0.8305604203152365,1.0,,,,,
tod_high_vol_follow,25,10,ALL,427,0.522248243559719,1.4262295081967213,0.37390542907180385,1142.0,0.5026315789473684,0.019616664612350565,0.3615365257405809,-0.004897115459545409
tod_low_vol_follow,25,10,ALL,405,0.4691358024691358,-0.17901234567901234,0.35464098073555167,1142.0,0.5026315789473684,-0.03349577647823265,-1.2437053281351527,-0.05800955655012863
vol_pct_high_follow,25,10,ALL,427,0.522248243559719,1.4262295081967213,0.37390542907180385,1142.0,0.5026315789473684,0.019616664612350565,0.3615365257405809,-0.004897115459545409
vol_pct_low_follow,25,10,ALL,405,0.4691358024691358,-0.17901234567901234,0.35464098073555167,1142.0,0.5026315789473684,-0.03349577647823265,-1.2437053281351527,-0.05800955655012863
vol_accel_follow,25,10,ALL,393,0.49363867684478374,0.36959287531806617,0.34413309982486867,1142.0,0.5026315789473684,-0.008992902102584688,-0.6951001071380742,-0.03350668217448066
vol_decel_follow,25,10,ALL,350,0.5085714285714286,-0.16428571428571428,0.3064798598949212,1142.0,0.5026315789473684,0.005939849624060134,-1.2289786967418548,-0.01857393044783584
heavy_vol_follow,25,10,ALL,304,0.4868421052631579,-0.40789473684210525,0.266199649737303,1142.0,0.5026315789473684,-0.01578947368421052,-1.4725877192982457,-0.040303253756106494
thin_vol_follow,25,10,ALL,531,0.5103578154425612,2.440677966101695,0.4649737302977233,1142.0,0.5026315789473684,0.007726236495192773,1.3759849836455547,-0.0167875435767032
hivol_impulse,25,10,ALL,427,0.522248243559719,1.4262295081967213,0.37390542907180385,1142.0,0.5026315789473684,0.019616664612350565,0.3615365257405809,-0.004897115459545409
lovol_move,25,10,ALL,405,0.4691358024691358,-0.17901234567901234,0.35464098073555167,1142.0,0.5026315789473684,-0.03349577647823265,-1.2437053281351527,-0.05800955655012863
vol_exp_dir,25,10,ALL,393,0.49363867684478374,0.36959287531806617,0.34413309982486867,1142.0,0.5026315789473684,-0.008992902102584688,-0.6951001071380742,-0.03350668217448066
vol_exp_efficient,25,10,ALL,144,0.4305555555555556,-0.9097222222222222,0.12609457092819615,1142.0,0.5026315789473684,-0.07207602339181285,-1.9744152046783627,-0.09658980346370882
hivol_efficient,25,10,ALL,154,0.4805194805194805,0.12824675324675325,0.13485113835376533,1142.0,0.5026315789473684,-0.022112098427887916,-0.9364462292093871,-0.04662587849978389
HIGH_ALONE_FOLLOW,25,15,ALL,1140,0.4903508771929825,1.3611842105263159,0.9982486865148862,,,,,
HIGH_ALONE_LONG,25,15,ALL,1142,0.5201401050788091,-0.763353765323993,1.0,,,,,
tod_high_vol_follow,25,15,ALL,427,0.5011709601873536,0.9724824355971897,0.37390542907180385,1142.0,0.4903508771929825,0.01082008299437115,-0.38870177492912616,-0.018969144891455514
tod_low_vol_follow,25,15,ALL,405,0.48641975308641977,0.7080246913580247,0.35464098073555167,1142.0,0.4903508771929825,-0.003931124106562711,-0.6531595191682912,-0.033720351992389375
vol_pct_high_follow,25,15,ALL,427,0.5011709601873536,0.9724824355971897,0.37390542907180385,1142.0,0.4903508771929825,0.01082008299437115,-0.38870177492912616,-0.018969144891455514
vol_pct_low_follow,25,15,ALL,405,0.48641975308641977,0.7080246913580247,0.35464098073555167,1142.0,0.4903508771929825,-0.003931124106562711,-0.6531595191682912,-0.033720351992389375
vol_accel_follow,25,15,ALL,393,0.4580152671755725,-0.178117048346056,0.34413309982486867,1142.0,0.4903508771929825,-0.03233561001740998,-1.5393012588723718,-0.06212483790323664
vol_decel_follow,25,15,ALL,350,0.49714285714285716,-0.10857142857142857,0.3064798598949212,1142.0,0.4903508771929825,0.0067919799498746825,-1.4697556390977444,-0.02299724793595198
heavy_vol_follow,25,15,ALL,304,0.4605263157894737,-0.618421052631579,0.266199649737303,1142.0,0.4903508771929825,-0.02982456140350881,-1.9796052631578949,-0.05961378928933547
thin_vol_follow,25,15,ALL,531,0.512241054613936,3.1534839924670433,0.4649737302977233,1142.0,0.4903508771929825,0.021890177420953505,1.7922997819407274,-0.007899050464873159
hivol_impulse,25,15,ALL,427,0.5011709601873536,0.9724824355971897,0.37390542907180385,1142.0,0.4903508771929825,0.01082008299437115,-0.38870177492912616,-0.018969144891455514
lovol_move,25,15,ALL,405,0.48641975308641977,0.7080246913580247,0.35464098073555167,1142.0,0.4903508771929825,-0.003931124106562711,-0.6531595191682912,-0.033720351992389375
vol_exp_dir,25,15,ALL,393,0.4580152671755725,-0.178117048346056,0.34413309982486867,1142.0,0.4903508771929825,-0.03233561001740998,-1.5393012588723718,-0.06212483790323664
vol_exp_efficient,25,15,ALL,144,0.4305555555555556,-1.2361111111111112,0.12609457092819615,1142.0,0.4903508771929825,-0.0597953216374269,-2.597295321637427,-0.08958454952325356
hivol_efficient,25,15,ALL,154,0.525974025974026,1.7564935064935066,0.13485113835376533,1142.0,0.4903508771929825,0.0356231487810435,0.39530929596719067,0.0058339208952168375
HIGH_ALONE_FOLLOW,25,30,ALL,1140,0.5228070175438596,1.832017543859649,0.9982486865148862,,,,,
HIGH_ALONE_LONG,25,30,ALL,1142,0.5271453590192644,-0.8938266199649737,1.0,,,,,
tod_high_vol_follow,25,30,ALL,427,0.5480093676814989,0.9414519906323185,0.37390542907180385,1142.0,0.5228070175438596,0.025202350137639273,-0.8905655532273306,0.02086400866223448
tod_low_vol_follow,25,30,ALL,405,0.4962962962962963,0.682716049382716,0.35464098073555167,1142.0,0.5228070175438596,-0.026510721247563318,-1.149301494476933,-0.030849062722968112
vol_pct_high_follow,25,30,ALL,427,0.5480093676814989,0.9414519906323185,0.37390542907180385,1142.0,0.5228070175438596,0.025202350137639273,-0.8905655532273306,0.02086400866223448
vol_pct_low_follow,25,30,ALL,405,0.4962962962962963,0.682716049382716,0.35464098073555167,1142.0,0.5228070175438596,-0.026510721247563318,-1.149301494476933,-0.030849062722968112
vol_accel_follow,25,30,ALL,393,0.48346055979643765,0.55470737913486,0.34413309982486867,1142.0,0.5228070175438596,-0.03934645774742196,-1.277310164724789,-0.04368479922282675
vol_decel_follow,25,30,ALL,350,0.5142857142857142,-0.30857142857142855,0.3064798598949212,1142.0,0.5228070175438596,-0.008521303258145374,-2.1405889724310776,-0.012859644733550168
heavy_vol_follow,25,30,ALL,304,0.46710526315789475,-1.044407894736842,0.266199649737303,1142.0,0.5228070175438596,-0.05570175438596486,-2.876425438596491,-0.06004009586136966
thin_vol_follow,25,30,ALL,531,0.5574387947269304,4.573446327683616,0.4649737302977233,1142.0,0.5228070175438596,0.034631777183070755,2.7414287838239666,0.03029343570766596
hivol_impulse,25,30,ALL,427,0.5480093676814989,0.9414519906323185,0.37390542907180385,1142.0,0.5228070175438596,0.025202350137639273,-0.8905655532273306,0.02086400866223448
lovol_move,25,30,ALL,405,0.4962962962962963,0.682716049382716,0.35464098073555167,1142.0,0.5228070175438596,-0.026510721247563318,-1.149301494476933,-0.030849062722968112
vol_exp_dir,25,30,ALL,393,0.48346055979643765,0.55470737913486,0.34413309982486867,1142.0,0.5228070175438596,-0.03934645774742196,-1.277310164724789,-0.04368479922282675
vol_exp_efficient,25,30,ALL,144,0.4861111111111111,2.1475694444444446,0.12609457092819615,1142.0,0.5228070175438596,-0.036695906432748504,0.31555190058479554,-0.0410342479081533
hivol_efficient,25,30,ALL,154,0.5584415584415584,3.353896103896104,0.13485113835376533,1142.0,0.5228070175438596,0.035634540897698797,1.5218785600364548,0.031296199422294
HIGH_ALONE_FOLLOW,30,10,IS,816,0.48284313725490197,0.23897058823529413,0.9939098660170523,,,,,
HIGH_ALONE_LONG,30,10,IS,821,0.51278928136419,-0.6470767356881851,1.0,,,,,
tod_high_vol_follow,30,10,IS,296,0.5405405405405406,1.7964527027027026,0.36053593179049936,821.0,0.48284313725490197,0.057697403285638604,1.5574821144674085,0.027751259176350573
tod_low_vol_follow,30,10,IS,293,0.4709897610921502,-0.10921501706484642,0.3568818514007308,821.0,0.48284313725490197,-0.011853376162751783,-0.34818560530014053,-0.041799520272039814
vol_pct_high_follow,30,10,IS,296,0.5405405405405406,1.7964527027027026,0.36053593179049936,821.0,0.48284313725490197,0.057697403285638604,1.5574821144674085,0.027751259176350573
vol_pct_low_follow,30,10,IS,293,0.4709897610921502,-0.10921501706484642,0.3568818514007308,821.0,0.48284313725490197,-0.011853376162751783,-0.34818560530014053,-0.041799520272039814
vol_accel_follow,30,10,IS,276,0.5,0.8242753623188406,0.33617539585870887,821.0,0.48284313725490197,0.017156862745098034,0.5853047740835464,-0.012789281364189997
vol_decel_follow,30,10,IS,270,0.42592592592592593,-0.887962962962963,0.32886723507917176,821.0,0.48284313725490197,-0.056917211328976036,-1.126933551198257,-0.08686335543826407
heavy_vol_follow,30,10,IS,266,0.45864661654135336,-0.5310150375939849,0.32399512789281365,821.0,0.48284313725490197,-0.024196520713548608,-0.7699856258292791,-0.05414266482283664
thin_vol_follow,30,10,IS,279,0.5089605734767025,1.4668458781362008,0.3398294762484775,821.0,0.48284313725490197,0.026117436221800572,1.2278752899009067,-0.003828707887487459
hivol_impulse,30,10,IS,296,0.5405405405405406,1.7964527027027026,0.36053593179049936,821.0,0.48284313725490197,0.057697403285638604,1.5574821144674085,0.027751259176350573
lovol_move,30,10,IS,293,0.4709897610921502,-0.10921501706484642,0.3568818514007308,821.0,0.48284313725490197,-0.011853376162751783,-0.34818560530014053,-0.041799520272039814
vol_exp_dir,30,10,IS,276,0.5,0.8242753623188406,0.33617539585870887,821.0,0.48284313725490197,0.017156862745098034,0.5853047740835464,-0.012789281364189997
vol_exp_efficient,30,10,IS,102,0.47058823529411764,-0.6519607843137255,0.12423873325213154,821.0,0.48284313725490197,-0.012254901960784326,-0.8909313725490197,-0.04220104607007236
hivol_efficient,30,10,IS,110,0.4636363636363636,-0.23636363636363636,0.13398294762484775,821.0,0.48284313725490197,-0.019206773618538342,-0.4753342245989305,-0.04915291772782637
HIGH_ALONE_FOLLOW,30,15,IS,816,0.4877450980392157,0.40870098039215685,0.9939098660170523,,,,,
HIGH_ALONE_LONG,30,15,IS,821,0.51278928136419,-0.5350182704019488,1.0,,,,,
tod_high_vol_follow,30,15,IS,296,0.5168918918918919,1.4695945945945945,0.36053593179049936,821.0,0.4877450980392157,0.02914679385267621,1.0608936142024377,0.004102610527701889
tod_low_vol_follow,30,15,IS,293,0.47440273037542663,0.6757679180887372,0.3568818514007308,821.0,0.4877450980392157,-0.013342367663789045,0.2670669376965803,-0.03838655098876337
vol_pct_high_follow,30,15,IS,296,0.5168918918918919,1.4695945945945945,0.36053593179049936,821.0,0.4877450980392157,0.02914679385267621,1.0608936142024377,0.004102610527701889
vol_pct_low_follow,30,15,IS,293,0.47440273037542663,0.6757679180887372,0.3568818514007308,821.0,0.4877450980392157,-0.013342367663789045,0.2670669376965803,-0.03838655098876337
vol_accel_follow,30,15,IS,276,0.5,0.5706521739130435,0.33617539585870887,821.0,0.4877450980392157,0.012254901960784326,0.1619511935208866,-0.012789281364189997
vol_decel_follow,30,15,IS,270,0.46296296296296297,-0.35833333333333334,0.32886723507917176,821.0,0.4877450980392157,-0.02478213507625271,-0.7670343137254902,-0.04982631840122703
heavy_vol_follow,30,15,IS,266,0.45112781954887216,-0.5761278195488722,0.32399512789281365,821.0,0.4877450980392157,-0.03661727849034352,-0.984828799941029,-0.06166146181531784
thin_vol_follow,30,15,IS,279,0.5232974910394266,1.4256272401433692,0.3398294762484775,821.0,0.4877450980392157,0.0355523930002109,1.0169262597512123,0.01050820967523658
hivol_impulse,30,15,IS,296,0.5168918918918919,1.4695945945945945,0.36053593179049936,821.0,0.4877450980392157,0.02914679385267621,1.0608936142024377,0.004102610527701889
lovol_move,30,15,IS,293,0.47440273037542663,0.6757679180887372,0.3568818514007308,821.0,0.4877450980392157,-0.013342367663789045,0.2670669376965803,-0.03838655098876337
vol_exp_dir,30,15,IS,276,0.5,0.5706521739130435,0.33617539585870887,821.0,0.4877450980392157,0.012254901960784326,0.1619511935208866,-0.012789281364189997
vol_exp_efficient,30,15,IS,102,0.47058823529411764,-2.5269607843137254,0.12423873325213154,821.0,0.4877450980392157,-0.017156862745098034,-2.9356617647058822,-0.04220104607007236
hivol_efficient,30,15,IS,110,0.45454545454545453,0.3840909090909091,0.13398294762484775,821.0,0.4877450980392157,-0.033199643493761144,-0.02461007130124776,-0.05824382681873547
HIGH_ALONE_FOLLOW,30,30,IS,816,0.47671568627450983,0.13939950980392157,0.9939098660170523,,,,,
HIGH_ALONE_LONG,30,30,IS,821,0.5237515225334958,0.544762484774665,1.0,,,,,
tod_high_vol_follow,30,30,IS,296,0.46621621621621623,0.5447635135135135,0.36053593179049936,821.0,0.47671568627450983,-0.010499470058293603,0.4053640037095919,-0.057535306317279544
tod_low_vol_follow,30,30,IS,293,0.4812286689419795,0.13310580204778158,0.3568818514007308,821.0,0.47671568627450983,0.004512982667469689,-0.0062937077561399934,-0.04252285359151625
vol_pct_high_follow,30,30,IS,296,0.46621621621621623,0.5447635135135135,0.36053593179049936,821.0,0.47671568627450983,-0.010499470058293603,0.4053640037095919,-0.057535306317279544
vol_pct_low_follow,30,30,IS,293,0.4812286689419795,0.13310580204778158,0.3568818514007308,821.0,0.47671568627450983,0.004512982667469689,-0.0062937077561399934,-0.04252285359151625
vol_accel_follow,30,30,IS,276,0.4891304347826087,1.3804347826086956,0.33617539585870887,821.0,0.47671568627450983,0.012414748508098872,1.241035272804774,-0.03462108775088707
vol_decel_follow,30,30,IS,270,0.4666666666666667,-1.424074074074074,0.32886723507917176,821.0,0.47671568627450983,-0.010049019607843157,-1.5634735838779956,-0.0570848558668291
heavy_vol_follow,30,30,IS,266,0.43609022556390975,-0.7424812030075187,0.32399512789281365,821.0,0.47671568627450983,-0.04062546071060008,-0.8818807128114403,-0.08766129696958602
thin_vol_follow,30,30,IS,279,0.5304659498207885,1.9444444444444444,0.3398294762484775,821.0,0.47671568627450983,0.05375026354627871,1.8050449346405228,0.006714427287292768
hivol_impulse,30,30,IS,296,0.46621621621621623,0.5447635135135135,0.36053593179049936,821.0,0.47671568627450983,-0.010499470058293603,0.4053640037095919,-0.057535306317279544
lovol_move,30,30,IS,293,0.4812286689419795,0.13310580204778158,0.3568818514007308,821.0,0.47671568627450983,0.004512982667469689,-0.0062937077561399934,-0.04252285359151625
vol_exp_dir,30,30,IS,276,0.4891304347826087,1.3804347826086956,0.33617539585870887,821.0,0.47671568627450983,0.012414748508098872,1.241035272804774,-0.03462108775088707
vol_exp_efficient,30,30,IS,102,0.45098039215686275,-2.1176470588235294,0.12423873325213154,821.0,0.47671568627450983,-0.02573529411764708,-2.257046568627451,-0.07277113037663302
hivol_efficient,30,30,IS,110,0.509090909090909,0.3522727272727273,0.13398294762484775,821.0,0.47671568627450983,0.03237522281639921,0.21287321746880572,-0.014660613442586734
HIGH_ALONE_FOLLOW,30,10,Validation,218,0.5,2.371559633027523,1.0,,,,,
HIGH_ALONE_LONG,30,10,Validation,218,0.45871559633027525,-2.1903669724770642,1.0,,,,,
tod_high_vol_follow,30,10,Validation,86,0.4883720930232558,2.0261627906976742,0.3944954128440367,218.0,0.5,-0.011627906976744207,-0.3453968423298486,0.02965649669298054
tod_low_vol_follow,30,10,Validation,77,0.4935064935064935,3.9967532467532467,0.3532110091743119,218.0,0.5,-0.006493506493506496,1.625193613725724,0.03479089717621825
vol_pct_high_follow,30,10,Validation,86,0.4883720930232558,2.0261627906976742,0.3944954128440367,218.0,0.5,-0.011627906976744207,-0.3453968423298486,0.02965649669298054
vol_pct_low_follow,30,10,Validation,77,0.4935064935064935,3.9967532467532467,0.3532110091743119,218.0,0.5,-0.006493506493506496,1.625193613725724,0.03479089717621825
vol_accel_follow,30,10,Validation,94,0.5531914893617021,6.039893617021277,0.43119266055045874,218.0,0.5,0.05319148936170215,3.668333983993754,0.0944758930314269
vol_decel_follow,30,10,Validation,35,0.4,-5.935714285714286,0.16055045871559634,218.0,0.5,-0.09999999999999998,-8.307273918741808,-0.05871559633027523
heavy_vol_follow,30,10,Validation,25,0.48,-0.33,0.11467889908256881,218.0,0.5,-0.020000000000000018,-2.701559633027523,0.021284403669724727
thin_vol_follow,30,10,Validation,157,0.5222929936305732,4.5334394904458595,0.7201834862385321,218.0,0.5,0.022292993630573243,2.1618798574183367,0.06357739730029799
hivol_impulse,30,10,Validation,86,0.4883720930232558,2.0261627906976742,0.3944954128440367,218.0,0.5,-0.011627906976744207,-0.3453968423298486,0.02965649669298054
lovol_move,30,10,Validation,77,0.4935064935064935,3.9967532467532467,0.3532110091743119,218.0,0.5,-0.006493506493506496,1.625193613725724,0.03479089717621825
vol_exp_dir,30,10,Validation,94,0.5531914893617021,6.039893617021277,0.43119266055045874,218.0,0.5,0.05319148936170215,3.668333983993754,0.0944758930314269
vol_exp_efficient,30,10,Validation,40,0.55,7.60625,0.1834862385321101,218.0,0.5,0.050000000000000044,5.234690366972478,0.09128440366972479
hivol_efficient,30,10,Validation,38,0.5263157894736842,-2.0328947368421053,0.1743119266055046,218.0,0.5,0.02631578947368418,-4.404454369869628,0.06760019314340893
HIGH_ALONE_FOLLOW,30,15,Validation,218,0.5,1.576834862385321,1.0,,,,,
HIGH_ALONE_LONG,30,15,Validation,218,0.5045871559633027,-0.5905963302752294,1.0,,,,,
tod_high_vol_follow,30,15,Validation,86,0.45348837209302323,-3.9040697674418605,0.3944954128440367,218.0,0.5,-0.04651162790697677,-5.480904629827181,-0.051098783870279496
tod_low_vol_follow,30,15,Validation,77,0.5844155844155844,6.691558441558442,0.3532110091743119,218.0,0.5,0.08441558441558439,5.114723579173121,0.07982842845228166
vol_pct_high_follow,30,15,Validation,86,0.45348837209302323,-3.9040697674418605,0.3944954128440367,218.0,0.5,-0.04651162790697677,-5.480904629827181,-0.051098783870279496
vol_pct_low_follow,30,15,Validation,77,0.5844155844155844,6.691558441558442,0.3532110091743119,218.0,0.5,0.08441558441558439,5.114723579173121,0.07982842845228166
vol_accel_follow,30,15,Validation,94,0.5531914893617021,6.486702127659575,0.43119266055045874,218.0,0.5,0.05319148936170215,4.909867265274253,0.048604333398399424
vol_decel_follow,30,15,Validation,35,0.4857142857142857,0.9928571428571429,0.16055045871559634,218.0,0.5,-0.01428571428571429,-0.5839777195281781,-0.018872870249017015
heavy_vol_follow,30,15,Validation,25,0.44,-3.1,0.11467889908256881,218.0,0.5,-0.06,-4.676834862385321,-0.06458715596330272
thin_vol_follow,30,15,Validation,157,0.5159235668789809,4.625796178343949,0.7201834862385321,218.0,0.5,0.015923566878980888,3.0489613159586275,0.011336410915678163
hivol_impulse,30,15,Validation,86,0.45348837209302323,-3.9040697674418605,0.3944954128440367,218.0,0.5,-0.04651162790697677,-5.480904629827181,-0.051098783870279496
lovol_move,30,15,Validation,77,0.5844155844155844,6.691558441558442,0.3532110091743119,218.0,0.5,0.08441558441558439,5.114723579173121,0.07982842845228166
vol_exp_dir,30,15,Validation,94,0.5531914893617021,6.486702127659575,0.43119266055045874,218.0,0.5,0.05319148936170215,4.909867265274253,0.048604333398399424
vol_exp_efficient,30,15,Validation,40,0.5,11.7625,0.1834862385321101,218.0,0.5,0.0,10.185665137614679,-0.004587155963302725
hivol_efficient,30,15,Validation,38,0.4473684210526316,-3.75,0.1743119266055046,218.0,0.5,-0.05263157894736842,-5.326834862385321,-0.05721873491067114
HIGH_ALONE_FOLLOW,30,30,Validation,218,0.48623853211009177,-3.69151376146789,1.0,,,,,
HIGH_ALONE_LONG,30,30,Validation,218,0.555045871559633,1.1754587155963303,1.0,,,,,
tod_high_vol_follow,30,30,Validation,86,0.4186046511627907,-9.593023255813954,0.3944954128440367,218.0,0.48623853211009177,-0.06763388094730105,-5.9015094943460635,-0.1364412203968423
tod_low_vol_follow,30,30,Validation,77,0.5324675324675324,-1.2564935064935066,0.3532110091743119,218.0,0.48623853211009177,0.04622900035744065,2.4350202549743836,-0.022578339092100608
vol_pct_high_follow,30,30,Validation,86,0.4186046511627907,-9.593023255813954,0.3944954128440367,218.0,0.48623853211009177,-0.06763388094730105,-5.9015094943460635,-0.1364412203968423
vol_pct_low_follow,30,30,Validation,77,0.5324675324675324,-1.2564935064935066,0.3532110091743119,218.0,0.48623853211009177,0.04622900035744065,2.4350202549743836,-0.022578339092100608
vol_accel_follow,30,30,Validation,94,0.48936170212765956,-4.875,0.43119266055045874,218.0,0.48623853211009177,0.003123170017567789,-1.1834862385321099,-0.06568416943197347
vol_decel_follow,30,30,Validation,35,0.4857142857142857,0.7214285714285714,0.16055045871559634,218.0,0.48623853211009177,-0.0005242463958060606,4.412942332896462,-0.06933158584534732
heavy_vol_follow,30,30,Validation,25,0.4,-18.89,0.11467889908256881,218.0,0.48623853211009177,-0.08623853211009175,-15.19848623853211,-0.155045871559633
thin_vol_follow,30,30,Validation,157,0.5159235668789809,0.8773885350318471,0.7201834862385321,218.0,0.48623853211009177,0.029685034768889118,4.568902296499737,-0.03912230468065214
hivol_impulse,30,30,Validation,86,0.4186046511627907,-9.593023255813954,0.3944954128440367,218.0,0.48623853211009177,-0.06763388094730105,-5.9015094943460635,-0.1364412203968423
lovol_move,30,30,Validation,77,0.5324675324675324,-1.2564935064935066,0.3532110091743119,218.0,0.48623853211009177,0.04622900035744065,2.4350202549743836,-0.022578339092100608
vol_exp_dir,30,30,Validation,94,0.48936170212765956,-4.875,0.43119266055045874,218.0,0.48623853211009177,0.003123170017567789,-1.1834862385321099,-0.06568416943197347
vol_exp_efficient,30,30,Validation,40,0.525,-3.6375,0.1834862385321101,218.0,0.48623853211009177,0.03876146788990825,0.05401376146788994,-0.03004587155963301
hivol_efficient,30,30,Validation,38,0.47368421052631576,-6.519736842105263,0.1743119266055046,218.0,0.48623853211009177,-0.012554321583776007,-2.8282230806373727,-0.08136166103331727
HIGH_ALONE_FOLLOW,30,10,OOS,126,0.5158730158730159,0.09325396825396826,1.0,,,,,
HIGH_ALONE_LONG,30,10,OOS,126,0.5793650793650794,7.196428571428571,1.0,,,,,
tod_high_vol_follow,30,10,OOS,53,0.4339622641509434,-8.330188679245284,0.42063492063492064,126.0,0.5158730158730159,-0.08191075172207252,-8.423442647499252,-0.145402815214136
tod_low_vol_follow,30,10,OOS,37,0.5675675675675675,10.155405405405405,0.29365079365079366,126.0,0.5158730158730159,0.051694551694551616,10.062151437151437,-0.011797511797511873
vol_pct_high_follow,30,10,OOS,53,0.4339622641509434,-8.330188679245284,0.42063492063492064,126.0,0.5158730158730159,-0.08191075172207252,-8.423442647499252,-0.145402815214136
vol_pct_low_follow,30,10,OOS,37,0.5675675675675675,10.155405405405405,0.29365079365079366,126.0,0.5158730158730159,0.051694551694551616,10.062151437151437,-0.011797511797511873
vol_accel_follow,30,10,OOS,62,0.4838709677419355,0.842741935483871,0.49206349206349204,126.0,0.5158730158730159,-0.03200204813108043,0.7494879672299027,-0.09549411162314392
thin_vol_follow,30,10,OOS,112,0.49107142857142855,-2.466517857142857,0.8888888888888888,126.0,0.5158730158730159,-0.02480158730158738,-2.5597718253968256,-0.08829365079365087
hivol_impulse,30,10,OOS,53,0.4339622641509434,-8.330188679245284,0.42063492063492064,126.0,0.5158730158730159,-0.08191075172207252,-8.423442647499252,-0.145402815214136
lovol_move,30,10,OOS,37,0.5675675675675675,10.155405405405405,0.29365079365079366,126.0,0.5158730158730159,0.051694551694551616,10.062151437151437,-0.011797511797511873
vol_exp_dir,30,10,OOS,62,0.4838709677419355,0.842741935483871,0.49206349206349204,126.0,0.5158730158730159,-0.03200204813108043,0.7494879672299027,-0.09549411162314392
HIGH_ALONE_FOLLOW,30,15,OOS,126,0.5317460317460317,4.287698412698413,1.0,,,,,
HIGH_ALONE_LONG,30,15,OOS,126,0.5634920634920635,0.40674603174603174,1.0,,,,,
tod_high_vol_follow,30,15,OOS,53,0.5094339622641509,-1.1981132075471699,0.42063492063492064,126.0,0.5317460317460317,-0.022312069481880803,-5.485811620245583,-0.05405810122791255
tod_low_vol_follow,30,15,OOS,37,0.5135135135135135,8.871621621621621,0.29365079365079366,126.0,0.5317460317460317,-0.018232518232518258,4.583923208923208,-0.04997854997855
vol_pct_high_follow,30,15,OOS,53,0.5094339622641509,-1.1981132075471699,0.42063492063492064,126.0,0.5317460317460317,-0.022312069481880803,-5.485811620245583,-0.05405810122791255
vol_pct_low_follow,30,15,OOS,37,0.5135135135135135,8.871621621621621,0.29365079365079366,126.0,0.5317460317460317,-0.018232518232518258,4.583923208923208,-0.04997854997855
vol_accel_follow,30,15,OOS,62,0.532258064516129,8.701612903225806,0.49206349206349204,126.0,0.5317460317460317,0.0005120327700972593,4.413914490527393,-0.031233998975934485
thin_vol_follow,30,15,OOS,112,0.5267857142857143,3.8236607142857144,0.8888888888888888,126.0,0.5317460317460317,-0.004960317460317443,-0.4640376984126986,-0.03670634920634919
hivol_impulse,30,15,OOS,53,0.5094339622641509,-1.1981132075471699,0.42063492063492064,126.0,0.5317460317460317,-0.022312069481880803,-5.485811620245583,-0.05405810122791255
lovol_move,30,15,OOS,37,0.5135135135135135,8.871621621621621,0.29365079365079366,126.0,0.5317460317460317,-0.018232518232518258,4.583923208923208,-0.04997854997855
vol_exp_dir,30,15,OOS,62,0.532258064516129,8.701612903225806,0.49206349206349204,126.0,0.5317460317460317,0.0005120327700972593,4.413914490527393,-0.031233998975934485
HIGH_ALONE_FOLLOW,30,30,OOS,126,0.5,3.5634920634920637,1.0,,,,,
HIGH_ALONE_LONG,30,30,OOS,126,0.5793650793650794,1.6666666666666667,1.0,,,,,
tod_high_vol_follow,30,30,OOS,53,0.5283018867924528,1.6886792452830188,0.42063492063492064,126.0,0.5,0.028301886792452824,-1.8748128182090449,-0.05106319257262659
tod_low_vol_follow,30,30,OOS,37,0.43243243243243246,2.5067567567567566,0.29365079365079366,126.0,0.5,-0.06756756756756754,-1.0567353067353071,-0.14693264693264696
vol_pct_high_follow,30,30,OOS,53,0.5283018867924528,1.6886792452830188,0.42063492063492064,126.0,0.5,0.028301886792452824,-1.8748128182090449,-0.05106319257262659
vol_pct_low_follow,30,30,OOS,37,0.43243243243243246,2.5067567567567566,0.29365079365079366,126.0,0.5,-0.06756756756756754,-1.0567353067353071,-0.14693264693264696
vol_accel_follow,30,30,OOS,62,0.46774193548387094,10.919354838709678,0.49206349206349204,126.0,0.5,-0.03225806451612906,7.355862775217615,-0.11162314388120848
thin_vol_follow,30,30,OOS,112,0.49107142857142855,-0.5111607142857143,0.8888888888888888,126.0,0.5,-0.008928571428571452,-4.074652777777778,-0.08829365079365087
hivol_impulse,30,30,OOS,53,0.5283018867924528,1.6886792452830188,0.42063492063492064,126.0,0.5,0.028301886792452824,-1.8748128182090449,-0.05106319257262659
lovol_move,30,30,OOS,37,0.43243243243243246,2.5067567567567566,0.29365079365079366,126.0,0.5,-0.06756756756756754,-1.0567353067353071,-0.14693264693264696
