mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_mfe,mean_mae,mfe_gt_mae,n_high,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long,follow_win,follow_mean,long_win
vwap_side,35,30,Validation,223,1.0,0.4798206278026906,-3.440582959641256,-1.25,40.93609865470852,45.71188340807175,0.484304932735426,223.0,0.006847654829717609,0.2294620854037892,-0.06278026905829598,0.47297297297297297,-3.670045045045045,0.5426008968609866
vwap_side,35,10,OOS,128,1.0,0.5,1.716796875,-1.375,38.529296875,39.603515625,0.546875,128.0,-0.0078125,-0.8203125,0.015625,0.5078125,2.537109375,0.484375
vwap_side,35,15,OOS,128,1.0,0.453125,-1.15625,-3.375,47.298828125,46.859375,0.484375,128.0,-0.0546875,-1.7578125,-0.0625,0.5078125,0.6015625,0.515625
vwap_side,35,30,OOS,128,1.0,0.515625,5.4765625,1.375,62.501953125,62.19140625,0.484375,128.0,-0.0234375,-0.49609375,-0.015625,0.5390625,5.97265625,0.53125
vwap_side,35,10,ALL,1172,1.0,0.4880546075085324,0.06228668941979522,-0.25,14.799274744027304,14.862841296928327,0.4854948805460751,1172.0,0.007301827354554646,-0.23476207020381473,-0.01962457337883955,0.48075278015397777,0.29704875962360994,0.507679180887372
vwap_side,35,15,ALL,1172,1.0,0.47952218430034127,-0.2689846416382253,-0.5,18.01471843003413,17.94731228668942,0.4872013651877133,1172.0,-0.006363187812575777,-0.047855471407258626,-0.045221843003412976,0.48588537211291705,-0.22112917023096665,0.5247440273037542
vwap_side,35,30,ALL,1172,1.0,0.4812286689419795,0.00234641638225256,-0.25,23.825725255972696,24.301407849829353,0.4872013651877133,1172.0,0.0021867527743148485,-0.12917625256556609,-0.05290102389078494,0.47904191616766467,0.13152266894781864,0.5341296928327645
vwap_side,40,10,IS,821,1.0,0.5030450669914738,0.6364190012180267,0.25,8.095615103532278,7.172350791717418,0.5152253349573691,821.0,0.008539572485979252,0.463647328446354,-0.02679658952496955,0.4945054945054945,0.17277167277167277,0.5298416565164433
vwap_side,40,15,IS,821,1.0,0.48721071863581,0.6604750304506699,-0.25,9.561205846528624,8.420219244823386,0.5042630937880633,821.0,0.0049152363403277,0.452599572575212,-0.047503045066991434,0.4822954822954823,0.2078754578754579,0.5347137637028014
vwap_side,40,30,IS,821,1.0,0.5006090133982948,1.3839829476248477,0.25,13.316686967113277,11.621498172959805,0.510353227771011,821.0,0.010987523776805175,0.7225055361474363,-0.035322777101096214,0.4896214896214896,0.6614774114774115,0.535931790499391
vwap_side,40,10,Validation,222,1.0,0.43243243243243246,-4.957207207207207,-2.75,23.10810810810811,28.68918918918919,0.44594594594594594,222.0,0.0,0.10135135135135087,-0.07657657657657657,0.43243243243243246,-5.058558558558558,0.509009009009009
vwap_side,40,15,Validation,222,1.0,0.4594594594594595,-4.806306306306307,-1.25,27.582207207207208,33.601351351351354,0.4594594594594595,222.0,0.0,0.8108108108108105,-0.08558558558558554,0.4594594594594595,-5.617117117117117,0.545045045045045
vwap_side,40,30,Validation,222,1.0,0.46396396396396394,-6.094594594594595,-2.5,38.53603603603604,47.3795045045045,0.42792792792792794,222.0,-0.009009009009009028,-0.8490990990990994,-0.07207207207207206,0.47297297297297297,-5.245495495495495,0.536036036036036
vwap_side,40,10,OOS,131,1.0,0.48091603053435117,1.299618320610687,-2.0,40.036259541984734,35.95610687022901,0.5190839694656488,131.0,-0.022900763358778553,-4.248091603053435,0.022900763358778664,0.5038167938931297,5.547709923664122,0.4580152671755725
vwap_side,40,15,OOS,131,1.0,0.4961832061068702,2.818702290076336,-0.5,47.66793893129771,43.341603053435115,0.48854961832061067,131.0,-0.03816793893129772,-4.450381679389313,0.007633587786259555,0.5343511450381679,7.269083969465649,0.48854961832061067
vwap_side,40,30,OOS,131,1.0,0.4961832061068702,6.183206106870229,-1.0,65.12022900763358,57.14312977099237,0.48091603053435117,131.0,-0.05343511450381683,-5.435114503816794,-0.02290076335877861,0.549618320610687,11.618320610687023,0.5190839694656488
vwap_side,40,10,ALL,1174,1.0,0.48722316865417375,-0.3473168654173765,-0.125,14.49850936967632,14.452938671209541,0.5025553662691652,1174.0,0.003434772749736914,-0.12995338418870755,-0.030664395229982933,0.48378839590443684,-0.21736348122866894,0.5178875638841567
vwap_side,40,15,ALL,1174,1.0,0.4829642248722317,-0.13245315161839863,-0.25,17.221039182282794,17.078577512776832,0.4940374787052811,1174.0,-0.0008241710322051676,-0.02622448267641911,-0.048551959114139676,0.48378839590443684,-0.10622866894197952,0.5315161839863713
vwap_side,40,30,ALL,1174,1.0,0.49318568994889267,0.5053236797274276,0.0,23.86605621805792,23.462734241908006,0.49148211243611584,1174.0,1.1628515445560872e-05,-0.26195447726915944,-0.040885860306643984,0.4931740614334471,0.7672781569965871,0.5340715502555367
vwap_side,45,10,IS,822,1.0,0.4793187347931874,-0.21228710462287104,-0.25,7.447688564476886,7.016119221411192,0.5048661800486618,822.0,0.00010113088120694558,0.06399651395903605,-0.06204379562043788,0.4792176039119804,-0.2762836185819071,0.5413625304136253
vwap_side,45,15,IS,822,1.0,0.4854014598540146,-0.152676399026764,-0.125,9.026459854014599,8.63838199513382,0.5036496350364964,822.0,-0.0035960951582102996,0.046895728112600316,-0.07177615571776153,0.4889975550122249,-0.1995721271393643,0.5571776155717761
vwap_side,45,30,IS,822,1.0,0.4793187347931874,0.36009732360097324,-0.25,12.820863746958638,11.986922141119221,0.5048661800486618,822.0,0.004991106431329162,0.5703662722562299,-0.07299270072992697,0.4743276283618582,-0.21026894865525672,0.5523114355231143
vwap_side,45,10,Validation,218,1.0,0.47706422018348627,-1.6754587155963303,-0.5,22.60091743119266,25.125,0.4908256880733945,218.0,-0.01834862385321101,-0.7362385321100918,-0.01834862385321101,0.4954128440366973,-0.9392201834862385,0.4954128440366973
vwap_side,45,15,Validation,218,1.0,0.4724770642201835,-3.6077981651376145,-2.25,26.658256880733944,30.525229357798164,0.48623853211009177,218.0,-0.03211009174311924,-2.5022935779816513,-0.03211009174311924,0.5045871559633027,-1.1055045871559632,0.5045871559633027
vwap_side,45,30,Validation,218,1.0,0.42201834862385323,-6.4139908256880735,-5.5,37.362385321100916,44.71215596330275,0.43119266055045874,218.0,-0.05504587155963303,-4.745412844036697,-0.09174311926605505,0.47706422018348627,-1.6685779816513762,0.5137614678899083
vwap_side,45,10,OOS,125,1.0,0.504,-2.988,2.5,40.466,42.2,0.504,125.0,-0.016000000000000014,-0.18400000000000016,-0.008000000000000007,0.52,-2.804,0.512
vwap_side,45,15,OOS,125,1.0,0.496,-5.888,-0.5,48.652,50.388,0.496,125.0,0.016000000000000014,-0.952,0.055999999999999994,0.48,-4.936,0.44
vwap_side,45,30,OOS,125,1.0,0.528,1.542,1.75,65.34,63.07,0.528,125.0,0.0,-1.5679999999999998,0.05600000000000005,0.528,3.11,0.472
vwap_side,45,10,ALL,1165,1.0,0.4815450643776824,-0.7839055793991416,-0.25,13.825965665236051,14.179828326180257,0.5021459227467812,1165.0,-0.005104375760129842,-0.11099429602274202,-0.04806866952789701,0.48664944013781225,-0.6729112833763996,0.5296137339055794
vwap_side,45,15,ALL,1165,1.0,0.48412017167381977,-1.4145922746781117,-0.25,16.577467811158797,17.213519313304722,0.4995708154506438,1165.0,-0.006835900677601425,-0.534962645048482,-0.05064377682403426,0.4909560723514212,-0.8796296296296297,0.534763948497854
vwap_side,45,30,ALL,1165,1.0,0.4738197424892704,-0.7806866952789699,-0.5,23.048283261802574,23.591630901287555,0.49356223175965663,1165.0,-0.006800412549489321,-0.6540717081988666,-0.06266094420600854,0.4806201550387597,-0.12661498708010335,0.5364806866952789
vwap_side,50,10,IS,821,1.0,0.47503045066991473,0.02466504263093788,-0.25,6.850487210718636,6.892813641900122,0.48477466504263095,821.0,0.0032167251797186602,0.3895547485132908,-0.051157125456760044,0.47181372549019607,-0.3648897058823529,0.5261875761266748
vwap_side,50,15,IS,821,1.0,0.48112058465286234,0.19214372716199757,-0.25,8.492387332521316,8.42082825822168,0.48112058465286234,821.0,0.008081368966587843,0.4013961781423897,-0.032886723507917215,0.4730392156862745,-0.20925245098039216,0.5140073081607796
vwap_side,50,30,IS,821,1.0,0.4835566382460414,0.06638246041412911,-0.25,12.084957369062119,11.55816077953715,0.5115712545676004,821.0,0.0007135009911394263,0.12367412708079578,-0.058465286236297265,0.48284313725490197,-0.057291666666666664,0.5420219244823387
vwap_side,50,10,Validation,227,1.0,0.5066079295154186,-0.4041850220264317,0.5,23.838105726872246,24.312775330396477,0.4933920704845815,227.0,0.015457487037542461,0.4033371018673736,0.008810572687224738,0.4911504424778761,-0.8075221238938053,0.4977973568281938
vwap_side,50,15,Validation,227,1.0,0.5198237885462555,0.16740088105726872,1.0,29.219162995594715,29.788546255506606,0.5066079295154186,227.0,0.015399009785193596,-0.8171123932790145,0.026431718061674048,0.504424778761062,0.9845132743362832,0.4933920704845815
vwap_side,50,30,Validation,227,1.0,0.5110132158590308,-2.1277533039647576,0.5,40.76651982378855,43.629955947136565,0.47577092511013214,227.0,-0.011110677946278957,-1.426425870336439,0.03964757709251099,0.5221238938053098,-0.7013274336283186,0.4713656387665198
vwap_side,50,10,OOS,122,1.0,0.45081967213114754,-4.694672131147541,-5.0,37.084016393442624,40.89754098360656,0.4918032786885246,122.0,-0.016393442622950838,-5.016393442622951,-0.09016393442622955,0.4672131147540984,0.32172131147540983,0.5409836065573771
vwap_side,50,15,OOS,122,1.0,0.48360655737704916,-0.7827868852459017,-1.875,45.006147540983605,47.17827868852459,0.5,122.0,-0.07377049180327866,-4.864754098360656,-0.008196721311475419,0.5573770491803278,4.081967213114754,0.4918032786885246
vwap_side,50,30,OOS,122,1.0,0.4672131147540984,-0.7479508196721312,-5.625,60.89549180327869,62.04713114754098,0.45901639344262296,122.0,-0.05737704918032788,-7.778688524590164,0.008196721311475419,0.5245901639344263,7.030737704918033,0.45901639344262296
vwap_side,50,10,ALL,1170,1.0,0.47863247863247865,-0.5506410256410257,-0.25,13.298931623931624,13.818376068376068,0.48717948717948717,1170.0,0.003546567979557713,-0.1717750462595824,-0.0435897435897436,0.47508591065292094,-0.3788659793814433,0.5222222222222223
vwap_side,50,15,ALL,1170,1.0,0.4888888888888889,0.08568376068376068,0.0,16.321153846153845,16.607905982905983,0.488034188034188,1170.0,0.0009163802978235935,-0.38661005374922897,-0.018803418803418792,0.4879725085910653,0.4722938144329897,0.5076923076923077
vwap_side,50,30,ALL,1170,1.0,0.48717948717948717,-0.4442307692307692,-0.25,22.73931623931624,23.045299145299147,0.49914529914529915,1170.0,-0.007665873645255117,-1.0047977795400476,-0.03247863247863253,0.4948453608247423,0.5605670103092784,0.5196581196581197
vwap_side,55,10,IS,820,1.0,0.4585365853658537,0.13445121951219513,-0.25,7.07530487804878,6.861585365853658,0.4719512195121951,820.0,-0.006664879835611537,0.021203356264331882,-0.05975609756097561,0.4652014652014652,0.11324786324786325,0.5182926829268293
vwap_side,55,15,IS,820,1.0,0.4902439024390244,0.4844512195121951,0.0,8.785670731707317,8.25640243902439,0.4817073170731707,820.0,0.004285416480538429,0.01741825247922807,-0.013414634146341475,0.48595848595848595,0.46703296703296704,0.5036585365853659
vwap_side,55,30,IS,820,1.0,0.501219512195122,0.5231707317073171,0.25,12.34420731707317,11.229268292682926,0.5097560975609756,820.0,0.014040025015634783,0.25241371095029635,-0.034146341463414664,0.48717948717948717,0.27075702075702074,0.5353658536585366
vwap_side,55,10,Validation,226,1.0,0.5088495575221239,-0.6106194690265486,1.25,23.202433628318584,23.951327433628318,0.48672566371681414,226.0,-0.02212389380530977,-0.7190265486725663,0.026548672566371723,0.5309734513274337,0.1084070796460177,0.4823008849557522
vwap_side,55,15,Validation,226,1.0,0.4911504424778761,-0.8727876106194691,0.0,28.94358407079646,30.155973451327434,0.5221238938053098,226.0,-0.013274336283185861,-1.2654867256637168,0.01769911504424776,0.504424778761062,0.3926991150442478,0.47345132743362833
vwap_side,55,30,Validation,226,1.0,0.5088495575221239,-2.8761061946902653,0.625,37.9070796460177,43.34070796460177,0.4911504424778761,226.0,-0.030973451327433565,-1.8340707964601768,0.035398230088495575,0.5398230088495575,-1.0420353982300885,0.47345132743362833
vwap_side,55,10,OOS,128,1.0,0.4609375,-3.3515625,-3.25,34.67578125,37.646484375,0.46875,128.0,-0.03125,-5.375,-0.0546875,0.4921875,2.0234375,0.515625
vwap_side,55,15,OOS,128,1.0,0.4921875,-2.544921875,-0.375,43.177734375,45.228515625,0.4609375,128.0,-0.046875,-3.484375,-0.078125,0.5390625,0.939453125,0.5703125
vwap_side,55,30,OOS,128,1.0,0.4375,-3.34765625,-5.625,57.81640625,60.5546875,0.484375,128.0,-0.0625,-9.12890625,-0.03125,0.5,5.78125,0.46875
vwap_side,55,10,ALL,1174,1.0,0.4684838160136286,-0.38905451448040884,-0.25,13.189097103918229,13.507879045996592,0.4744463373083475,1174.0,-0.012334598308622047,-0.7098132527583287,-0.04258943781942076,0.48081841432225064,0.32075873827791984,0.5110732538330494
vwap_side,55,15,ALL,1174,1.0,0.4906303236797274,-0.10711243611584327,0.0,16.415885860306645,16.503194207836458,0.48722316865417375,1174.0,-0.004680844265711637,-0.6113750107108987,-0.014480408858603078,0.49531116794543906,0.5042625745950554,0.5051107325383305
vwap_side,55,30,ALL,1174,1.0,0.4957410562180579,-0.553236797274276,0.0,22.222955706984667,22.788756388415674,0.5034071550255537,1174.0,-0.0029801714034254356,-1.172375757206075,-0.020442930153321937,0.49872122762148335,0.6191389599317988,0.5161839863713799
vwap_side,60,10,IS,825,1.0,0.45454545454545453,0.1687878787878788,-0.5,7.135757575757576,6.724545454545455,0.4703030303030303,825.0,-0.0040920150409201606,0.05169542136695422,-0.036363636363636376,0.4586374695863747,0.11709245742092457,0.4909090909090909
vwap_side,60,15,IS,825,1.0,0.45696969696969697,0.2809090909090909,-0.5,8.80030303030303,8.113939393939393,0.4715151515151515,825.0,-0.0016677726166777207,0.21065361645653613,-0.026666666666666672,0.4586374695863747,0.07025547445255474,0.48363636363636364
vwap_side,60,30,IS,825,1.0,0.47878787878787876,0.21424242424242423,-0.25,11.944242424242423,11.114848484848485,0.4896969696969697,825.0,-0.0005308560053086109,0.6014078743640787,-0.047272727272727244,0.4793187347931874,-0.3871654501216545,0.526060606060606
vwap_side,60,10,Validation,228,1.0,0.4780701754385965,0.11732456140350878,-0.625,24.56469298245614,24.43640350877193,0.5087719298245614,228.0,-0.06578947368421056,-3.43859649122807,-0.03508771929824567,0.543859649122807,3.5559210526315788,0.5131578947368421
vwap_side,60,15,Validation,228,1.0,0.4605263157894737,-1.5866228070175439,-2.625,29.25219298245614,30.00548245614035,0.49122807017543857,228.0,-0.03508771929824561,-2.932017543859649,-0.04824561403508776,0.4956140350877193,1.3453947368421053,0.5087719298245614
vwap_side,60,30,Validation,228,1.0,0.5087719298245614,-1.1326754385964912,0.75,39.44407894736842,41.62390350877193,0.5,228.0,-0.04824561403508765,-2.0657894736842106,0.02192982456140352,0.5570175438596491,0.9331140350877193,0.4868421052631579
vwap_side,60,10,OOS,131,1.0,0.44274809160305345,-1.484732824427481,-4.5,36.75,34.9942748091603,0.4732824427480916,131.0,-0.06106870229007627,-1.9389312977099236,-0.08396946564885494,0.5038167938931297,0.4541984732824427,0.5267175572519084
vwap_side,60,15,OOS,131,1.0,0.5190839694656488,8.076335877862595,1.25,44.603053435114504,39.72709923664122,0.48854961832061067,131.0,-0.03053435114503822,0.7442748091603049,0.1145038167938931,0.549618320610687,7.3320610687022905,0.40458015267175573
vwap_side,60,30,OOS,131,1.0,0.46564885496183206,6.08587786259542,-6.0,62.4942748091603,56.52290076335878,0.4961832061068702,131.0,-0.030534351145038163,0.9389312977099236,-0.007633587786259555,0.4961832061068702,5.146946564885496,0.4732824427480916
vwap_side,60,10,ALL,1184,1.0,0.4577702702702703,-0.024070945945945946,-0.5,13.76858108108108,13.263091216216216,0.4780405405405405,1184.0,-0.02233133853582625,-0.8424452050484015,-0.04138513513513514,0.48010160880609654,0.8183742591024555,0.49915540540540543
vwap_side,60,15,ALL,1184,1.0,0.46452702702702703,0.7837837837837838,-0.5,16.69995777027027,15.827280405405405,0.47719594594594594,1184.0,-0.011340881525047475,-0.3381467835320502,-0.015202702702702686,0.4758679085520745,1.121930567315834,0.4797297297297297
vwap_side,60,30,ALL,1184,1.0,0.4831081081081081,0.604518581081081,-0.25,22.83277027027027,22.01393581081081,0.49239864864864863,1184.0,-0.013081561663272068,0.12293517718607677,-0.029560810810810856,0.4961896697713802,0.48158340389500426,0.512668918918919
vwap_side,65,10,IS,820,1.0,0.49390243902439024,0.8009146341463415,0.0,7.525304878048781,6.128963414634146,0.5195121951219512,820.0,-0.012210030413262518,0.14963101556443437,0.003658536585365857,0.5061124694376528,0.6512836185819071,0.4902439024390244
vwap_side,65,15,IS,820,1.0,0.4792682926829268,0.6676829268292683,-0.25,9.098170731707317,7.370426829268292,0.5158536585365854,820.0,-0.024399188979664865,0.12978561631582086,-0.03170731707317076,0.5036674816625917,0.5378973105134475,0.5109756097560976
vwap_side,65,30,IS,820,1.0,0.5097560975609756,1.050609756097561,0.25,12.679573170731707,10.622865853658537,0.5341463414634147,820.0,-0.008581310751982762,0.40696672431271985,-0.01585365853658538,0.5183374083129584,0.6436430317848411,0.525609756097561
vwap_side,65,10,Validation,239,1.0,0.4309623430962343,-3.0439330543933054,-4.75,22.257322175732217,25.30857740585774,0.4769874476987448,239.0,-0.037656903765690364,-1.8221757322175731,-0.09205020920502088,0.4686192468619247,-1.2217573221757323,0.5230125523012552
vwap_side,65,15,Validation,239,1.0,0.47280334728033474,-2.3284518828451883,-2.25,27.22907949790795,30.665271966527197,0.4686192468619247,239.0,-0.012552301255230103,-0.5418410041841004,-0.05857740585774057,0.48535564853556484,-1.786610878661088,0.5313807531380753
vwap_side,65,30,Validation,239,1.0,0.5146443514644351,-0.6778242677824268,1.0,37.67364016736402,40.84309623430963,0.47280334728033474,239.0,-0.012552301255230214,-0.5334728033472803,-0.025104602510460317,0.5271966527196653,-0.14435146443514643,0.5397489539748954
vwap_side,65,10,OOS,134,1.0,0.5,-0.13059701492537312,0.25,34.58768656716418,34.66231343283582,0.4626865671641791,134.0,-0.02238805970149249,-3.235074626865672,0.022388059701492546,0.5223880597014925,3.1044776119402986,0.47761194029850745
vwap_side,65,15,OOS,134,1.0,0.4626865671641791,-2.996268656716418,-3.0,41.350746268656714,42.73320895522388,0.47761194029850745,134.0,-0.052238805970149294,-7.268656716417911,0.029850746268656747,0.5149253731343284,4.272388059701493,0.43283582089552236
vwap_side,65,30,OOS,134,1.0,0.5074626865671642,0.013059701492537313,1.125,57.708955223880594,60.03544776119403,0.4552238805970149,134.0,-0.02238805970149249,-7.645522388059701,0.04477611940298509,0.5298507462686567,7.6585820895522385,0.4626865671641791
vwap_side,65,10,ALL,1193,1.0,0.48197820620285,-0.0739731768650461,-0.25,13.516345347862531,13.176236378876782,0.5046102263202011,1193.0,-0.018441609078426235,-0.6254005488213853,-0.013411567476948827,0.5004198152812762,0.5514273719563392,0.4953897736797988
vwap_side,65,15,ALL,1193,1.0,0.47611064543168485,-0.3440905280804694,-0.5,16.353101424979045,16.009220452640402,0.5020955574182733,1193.0,-0.0251488004121439,-0.8356942224549446,-0.03017602682313497,0.5012594458438288,0.4916036943744752,0.5062866722548198
vwap_side,65,30,ALL,1193,1.0,0.5104777870913663,0.5878038558256496,0.5,22.74455155071249,22.22715842414082,0.5129924559932942,1193.0,-0.010932792253721901,-0.6869652457696483,-0.010896898575020963,0.5214105793450882,1.274769101595298,0.5213746856663872
vwap_side,70,10,IS,821,1.0,0.4543239951278928,0.2871498172959805,-0.25,7.213154689403167,6.35231425091352,0.49086479902557856,821.0,-0.00965646885257121,0.25693003707620027,-0.07064555420219243,0.463980463980464,0.03021978021978022,0.5249695493300852
vwap_side,70,15,IS,821,1.0,0.4713763702801462,0.22137637028014617,-0.25,8.79872107186358,7.736601705237515,0.49573690621193667,821.0,0.0012909001946760923,0.009837908741684637,-0.051157125456760044,0.4700854700854701,0.21153846153846154,0.5225334957369062
vwap_side,70,30,IS,821,1.0,0.4774665042630938,0.25365408038976855,-0.5,12.290499390986602,10.771619975639464,0.4920828258221681,821.0,0.006160032956622485,0.6901620168977051,-0.054811205846528654,0.4713064713064713,-0.4365079365079365,0.5322777101096224
vwap_side,70,10,Validation,238,1.0,0.46218487394957986,-0.8403361344537815,-1.375,22.702731092436974,23.877100840336134,0.4957983193277311,238.0,-0.031486012126369534,0.2008031060525476,-0.037815126050420145,0.4936708860759494,-1.0411392405063291,0.5
vwap_side,70,15,Validation,238,1.0,0.5084033613445378,-0.3182773109243697,1.5,27.2468487394958,28.105042016806724,0.4831932773109244,238.0,-0.014803389710314585,-0.09781317590327268,-0.004201680672268893,0.5232067510548524,-0.22046413502109705,0.5126050420168067
vwap_side,70,30,Validation,238,1.0,0.5126050420168067,3.866596638655462,1.125,37.456932773109244,37.40861344537815,0.5210084033613446,238.0,0.010495337375456493,2.5100565542672766,-0.025210084033613467,0.5021097046413502,1.3565400843881856,0.5378151260504201
vwap_side,70,10,OOS,134,1.0,0.4552238805970149,0.36007462686567165,-4.875,36.2294776119403,34.28917910447761,0.5,134.0,-0.052238805970149294,-6.496268656716418,0.014925373134328346,0.5074626865671642,6.856343283582089,0.44029850746268656
vwap_side,70,15,OOS,134,1.0,0.47761194029850745,-2.9328358208955225,-3.0,43.81716417910448,43.81902985074627,0.48507462686567165,134.0,-0.03731343283582095,-7.8731343283582085,-0.014925373134328346,0.5149253731343284,4.940298507462686,0.4925373134328358
vwap_side,70,30,OOS,134,1.0,0.5597014925373134,3.6791044776119404,8.375,58.05037313432836,56.16231343283582,0.5223880597014925,134.0,-0.022388059701492602,-5.108208955223882,0.05970149253731338,0.582089552238806,8.787313432835822,0.5
vwap_side,70,10,ALL,1193,1.0,0.4559932942162615,0.07041072925398156,-0.5,13.562447611064544,12.986378876781224,0.4928751047778709,1193.0,-0.01879662175012503,-0.5150934724266907,-0.05448449287510476,0.47478991596638653,0.5855042016806723,0.5104777870913663
vwap_side,70,15,ALL,1193,1.0,0.47946353730092206,-0.24056999161777032,-0.25,16.412405699916178,15.852891869237217,0.4920368818105616,1193.0,-0.006250748413363649,-0.8985531848950812,-0.03772003352891873,0.4857142857142857,0.6579831932773109,0.5171835708298408
vwap_side,70,30,ALL,1193,1.0,0.49371332774518023,1.359178541492037,0.0,22.450963956412405,21.18398994132439,0.501257334450964,1193.0,0.0037973613586256283,0.39993484401304535,-0.0360435875943001,0.4899159663865546,0.9592436974789916,0.5297569153394803
vwap_side,75,10,IS,822,1.0,0.48175182481751827,-0.005778588807785888,-0.25,6.74543795620438,6.5346715328467155,0.4781021897810219,822.0,0.014029534927140708,0.17692543068064284,-0.029197080291970823,0.46772228989037756,-0.18270401948842874,0.5109489051094891
vwap_side,75,15,IS,822,1.0,0.49148418491484186,0.4577250608272506,0.0,8.254866180048662,7.778588807785888,0.49148418491484186,822.0,0.016453734244927132,0.5460320035799912,-0.026763990267639926,0.47503045066991473,-0.08830694275274056,0.5182481751824818
vwap_side,75,30,IS,822,1.0,0.49635036496350365,0.3978102189781022,0.0,11.83242092457421,10.827554744525548,0.5097323600973236,822.0,0.02010188749699937,0.6006116806102582,-0.040145985401459805,0.4762484774665043,-0.2028014616321559,0.5364963503649635
vwap_side,75,10,Validation,243,1.0,0.5267489711934157,0.9382716049382716,2.25,22.386831275720166,21.385802469135804,0.51440329218107,243.0,-0.012345679012345623,0.43827160493827155,0.03703703703703709,0.5390946502057613,0.5,0.4897119341563786
vwap_side,75,15,Validation,243,1.0,0.4897119341563786,0.0257201646090535,-0.5,26.727366255144034,26.708847736625515,0.5061728395061729,243.0,-0.03703703703703709,0.29012345679012347,-0.024691358024691357,0.5267489711934157,-0.26440329218106995,0.51440329218107
vwap_side,75,30,Validation,243,1.0,0.5720164609053497,4.389917695473251,7.0,36.638888888888886,34.71604938271605,0.5432098765432098,243.0,0.020576131687242705,0.763374485596708,0.016460905349794164,0.551440329218107,3.626543209876543,0.5555555555555556
vwap_side,75,10,OOS,133,1.0,0.46616541353383456,-1.163533834586466,-2.75,34.68609022556391,35.6296992481203,0.48872180451127817,133.0,-0.03007518796992481,-0.6428571428571428,-0.015037593984962405,0.49624060150375937,-0.5206766917293233,0.48120300751879697
vwap_side,75,15,OOS,133,1.0,0.5338345864661654,1.3533834586466165,4.5,42.1390977443609,42.067669172932334,0.48120300751879697,133.0,0.0,2.409774436090226,0.07518796992481208,0.5338345864661654,-1.056390977443609,0.45864661654135336
vwap_side,75,30,OOS,133,1.0,0.46616541353383456,-5.0281954887218046,-4.5,55.037593984962406,54.1296992481203,0.5112781954887218,133.0,-0.03007518796992481,-1.8045112781954886,-0.045112781954887216,0.49624060150375937,-3.223684210526316,0.5112781954887218
vwap_side,75,10,ALL,1198,1.0,0.48914858096828046,0.05717863105175292,-0.25,13.020033388981636,12.777128547579299,0.48664440734557596,1198.0,0.0037684640092161548,0.13884112060897932,-0.014190317195325541,0.4853801169590643,-0.0816624895572264,0.503338898163606
vwap_side,75,15,ALL,1198,1.0,0.4958263772954925,0.46953255425709517,0.0,15.76356427378965,15.42508347245409,0.493322203672788,1198.0,0.003762885232000468,0.7011532727199189,-0.015025041736226985,0.49206349206349204,-0.23162071846282373,0.5108514190317195
vwap_side,75,30,ALL,1198,1.0,0.508347245409015,0.6051752921535893,0.25,21.66068447412354,20.480383973288816,0.5166944908180301,1198.0,0.014612909569416022,0.3662446321702978,-0.029215358931552582,0.49373433583959897,0.23893065998329155,0.5375626043405676
vwap_side,80,10,IS,819,1.0,0.525030525030525,0.5811965811965812,0.5,6.874847374847374,6.1498778998779,0.5238095238095238,819.0,0.025642520134564195,0.45420759710845393,0.032967032967033016,0.49938800489596086,0.12698898408812728,0.49206349206349204
vwap_side,80,15,IS,819,1.0,0.5347985347985348,1.1388888888888888,0.75,8.932844932844933,7.412393162393163,0.5518925518925519,819.0,0.03173855927833891,0.6040051679586563,0.04029304029304026,0.5030599755201959,0.5348837209302325,0.4945054945054945
vwap_side,80,30,IS,819,1.0,0.48473748473748474,0.40995115995115994,-0.25,12.40995115995116,10.672771672771672,0.5372405372405372,819.0,0.02818913712426563,0.4586047707222738,-0.04884004884004883,0.4565483476132191,-0.04865361077111383,0.5335775335775336
vwap_side,80,10,Validation,242,1.0,0.5082644628099173,0.3367768595041322,0.75,20.477272727272727,20.285123966942148,0.5,242.0,0.002040396419875856,0.5961129590891945,-0.016528925619834767,0.5062240663900415,-0.25933609958506226,0.5247933884297521
vwap_side,80,15,Validation,242,1.0,0.5165289256198347,1.3202479338842976,0.75,25.418388429752067,24.255165289256198,0.5247933884297521,242.0,-0.014591406330372814,0.19991598367682872,0.0,0.5311203319502075,1.120331950207469,0.5165289256198347
vwap_side,80,30,Validation,242,1.0,0.5330578512396694,3.2613636363636362,2.5,35.271694214876035,32.21900826446281,0.5371900826446281,242.0,0.001937519289461953,0.8567993210109393,0.008264462809917328,0.5311203319502075,2.404564315352697,0.5247933884297521
vwap_side,80,10,OOS,128,1.0,0.5625,4.498046875,5.5,34.380859375,31.001953125,0.4921875,128.0,0.0234375,1.66796875,0.0625,0.5390625,2.830078125,0.5
vwap_side,80,15,OOS,128,1.0,0.5390625,8.974609375,3.0,41.982421875,34.02734375,0.5390625,128.0,-0.015625,0.453125,0.0078125,0.5546875,8.521484375,0.53125
vwap_side,80,30,OOS,128,1.0,0.53125,0.943359375,4.0,53.345703125,49.38671875,0.5234375,128.0,0.0234375,2.7109375,-0.0625,0.5078125,-1.767578125,0.59375
