mechanism,T_offset,horizon,split,n,rate,win,mean,n_high,follow_win,follow_mean,long_win,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long
disagree_follow_nq,10,15,IS,104,0.12698412698412698,0.5384615384615384,0.7115384615384616,819.0,0.49014778325123154,-1.0708128078817734,0.5152625152625152,0.0483137552103069,1.7823512694202348,0.023199023199023228
disagree_follow_nq,10,30,IS,104,0.12698412698412698,0.5480769230769231,0.4831730769230769,819.0,0.5098522167487685,-0.2977216748768473,0.514041514041514,0.03822470632815467,0.7808947517999243,0.03403540903540914
HIGH_ALONE_LONG,10,10,Validation,201,1.0,0.4577114427860697,-3.870646766169154,,,,,,,
HIGH_ALONE_FOLLOW,10,10,Validation,201,1.0,0.5771144278606966,2.300995024875622,,,,,,,
HIGH_ALONE_LONG,10,15,Validation,201,1.0,0.47761194029850745,-2.6965174129353233,,,,,,,
HIGH_ALONE_FOLLOW,10,15,Validation,201,1.0,0.5771144278606966,4.791044776119403,,,,,,,
HIGH_ALONE_LONG,10,30,Validation,201,1.0,0.47761194029850745,-8.109452736318408,,,,,,,
HIGH_ALONE_FOLLOW,10,30,Validation,201,1.0,0.5472636815920398,6.029850746268656,,,,,,,
follow_es,10,10,Validation,201,1.0,0.5223880597014925,-0.9875621890547264,201.0,0.5771144278606966,2.300995024875622,0.4577114427860697,-0.054726368159204064,-3.288557213930348,0.06467661691542281
follow_es,10,15,Validation,201,1.0,0.5323383084577115,1.5895522388059702,201.0,0.5771144278606966,4.791044776119403,0.47761194029850745,-0.04477611940298509,-3.201492537313433,0.05472636815920401
follow_es,10,30,Validation,201,1.0,0.5024875621890548,2.216417910447761,201.0,0.5472636815920398,6.029850746268656,0.47761194029850745,-0.04477611940298498,-3.8134328358208953,0.024875621890547317
rs_continue,10,10,Validation,201,1.0,0.5870646766169154,2.084577114427861,201.0,0.5771144278606966,2.300995024875622,0.4577114427860697,0.00995024875621886,-0.21641791044776104,0.12935323383084574
rs_continue,10,15,Validation,201,1.0,0.5771144278606966,5.557213930348259,201.0,0.5771144278606966,4.791044776119403,0.47761194029850745,0.0,0.766169154228856,0.0995024875621891
rs_continue,10,30,Validation,201,1.0,0.5373134328358209,6.703980099502488,201.0,0.5472636815920398,6.029850746268656,0.47761194029850745,-0.00995024875621886,0.6741293532338313,0.05970149253731344
rs_fade,10,10,Validation,201,1.0,0.4129353233830846,-2.084577114427861,201.0,0.5771144278606966,2.300995024875622,0.4577114427860697,-0.16417910447761197,-4.385572139303482,-0.04477611940298509
rs_fade,10,15,Validation,201,1.0,0.417910447761194,-5.557213930348259,201.0,0.5771144278606966,4.791044776119403,0.47761194029850745,-0.15920398009950254,-10.34825870646766,-0.05970149253731344
rs_fade,10,30,Validation,201,1.0,0.4626865671641791,-6.703980099502488,201.0,0.5472636815920398,6.029850746268656,0.47761194029850745,-0.08457711442786064,-12.733830845771145,-0.014925373134328346
es_last5,10,10,Validation,194,0.9651741293532339,0.4793814432989691,-4.778350515463917,201.0,0.5771144278606966,2.300995024875622,0.4577114427860697,-0.09773298456172747,-7.079345540339539,0.021670000512899412
