mechanism,T_offset,horizon,split,n,win,mean,rate,delta_vs_50,n_base,delta_vs_long
run_fade,75,60,OOS,111,0.5585585585585585,7.6058558558558556,0.26941747572815533,0.058558558558558516,412.0,0.02943234496632552
alt_fade,75,60,OOS,106,0.3584905660377358,-7.129716981132075,0.25728155339805825,-0.14150943396226418,412.0,-0.17063564755449717
UNCOND_LONG,90,5,IS,2402,0.49833472106577853,-0.08753122398001666,1.0,-0.0016652789342214702,,
follow_1,90,5,IS,2275,0.46197802197802196,-0.49153846153846154,0.9471273938384679,-0.03802197802197804,2402.0,-0.03635669908775657
fade_1,90,5,IS,2275,0.5129670329670329,0.49153846153846154,0.9471273938384679,0.012967032967032943,2402.0,0.014632311901254413
follow_1_ext,90,5,IS,817,0.4479804161566707,-0.9742962056303549,0.3401332223147377,-0.052019583843329276,2402.0,-0.050354304909107805
fade_1_ext,90,5,IS,817,0.5238678090575275,0.9742962056303549,0.3401332223147377,0.0238678090575275,2402.0,0.02553308799174897
follow_5,90,5,IS,2329,0.48561614426792615,-0.18012022327179047,0.9696086594504579,-0.014383855732073847,2402.0,-0.012718576797852377
fade_5,90,5,IS,2329,0.48862172606268783,0.18012022327179047,0.9696086594504579,-0.011378273937312167,2402.0,-0.009712995003090696
follow_5_ext,90,5,IS,817,0.48592411260709917,-0.094859241126071,0.3401332223147377,-0.014075887392900832,2402.0,-0.012410608458679362
fade_5_ext,90,5,IS,817,0.48959608323133413,0.094859241126071,0.3401332223147377,-0.010403916768665866,2402.0,-0.008738637834444396
follow_15,90,5,IS,2369,0.49683410721823557,0.33094132545377797,0.9862614487926727,-0.0031658927817644344,2402.0,-0.0015006138475429642
fade_15,90,5,IS,2369,0.4774166314900802,-0.33094132545377797,0.9862614487926727,-0.02258336850991982,2402.0,-0.02091808957569835
follow_15_ext,90,5,IS,817,0.49571603427172584,-0.0036719706242350062,0.3401332223147377,-0.004283965728274164,2402.0,-0.0026186867940526937
fade_15_ext,90,5,IS,817,0.4785801713586291,0.0036719706242350062,0.3401332223147377,-0.021419828641370875,2402.0,-0.019754549707149405
follow_30,90,5,IS,2373,0.47619047619047616,0.084070796460177,0.9879267277268943,-0.023809523809523836,2402.0,-0.022144244875302366
fade_30,90,5,IS,2373,0.49810366624525915,-0.084070796460177,0.9879267277268943,-0.0018963337547408532,2402.0,-0.00023105482051938298
follow_30_ext,90,5,IS,817,0.4504283965728274,0.30569155446756424,0.3401332223147377,-0.049571603427172595,2402.0,-0.047906324492951124
fade_30_ext,90,5,IS,817,0.5226438188494492,-0.30569155446756424,0.3401332223147377,0.022643818849449215,2402.0,0.024309097783670686
run_continue,90,5,IS,476,0.45168067226890757,-1.004201680672269,0.19816819317235637,-0.04831932773109243,2402.0,-0.04665404879687096
run_fade,90,5,IS,476,0.5273109243697479,1.004201680672269,0.19816819317235637,0.027310924369747913,2402.0,0.028976203303969383
alt_fade,90,5,IS,533,0.5159474671669794,0.4727954971857411,0.2218984179850125,0.015947467166979368,2402.0,0.017612746101200838
UNCOND_LONG,90,15,IS,2402,0.537052456286428,0.427248126561199,1.0,0.03705245628642795,,
follow_1,90,15,IS,2275,0.47384615384615386,-0.5801098901098901,0.9471273938384679,-0.02615384615384614,2402.0,-0.06320630244027409
fade_1,90,15,IS,2275,0.5081318681318682,0.5801098901098901,0.9471273938384679,0.00813186813186817,2402.0,-0.02892058815455978
follow_1_ext,90,15,IS,817,0.47368421052631576,-0.7965116279069767,0.3401332223147377,-0.026315789473684237,2402.0,-0.06336824576011219
fade_1_ext,90,15,IS,817,0.5067319461444308,0.7965116279069767,0.3401332223147377,0.006731946144430845,2402.0,-0.030320510141997103
follow_5,90,15,IS,2329,0.48218119364534134,-0.15983254615714898,0.9696086594504579,-0.017818806354658656,2402.0,-0.054871262641086604
fade_5,90,15,IS,2329,0.49892657793044226,0.15983254615714898,0.9696086594504579,-0.001073422069557739,2402.0,-0.03812587835598569
follow_5_ext,90,15,IS,817,0.4724602203182375,0.04957160342717258,0.3401332223147377,-0.027539779681762522,2402.0,-0.06459223596819047
fade_5_ext,90,15,IS,817,0.5067319461444308,-0.04957160342717258,0.3401332223147377,0.006731946144430845,2402.0,-0.030320510141997103
follow_15,90,15,IS,2369,0.49472351203039255,0.3535246939636978,0.9862614487926727,-0.005276487969607446,2402.0,-0.042328944256035395
fade_15,90,15,IS,2369,0.4862811312790207,-0.3535246939636978,0.9862614487926727,-0.013718868720979327,2402.0,-0.050771325007407275
follow_15_ext,90,15,IS,817,0.5030599755201959,0.42533659730722156,0.3401332223147377,0.003059975520195879,2402.0,-0.03399248076623207
fade_15_ext,90,15,IS,817,0.47980416156670747,-0.42533659730722156,0.3401332223147377,-0.020195838433292534,2402.0,-0.05724829471972048
follow_30,90,15,IS,2373,0.4892541087231353,0.21154656552886641,0.9879267277268943,-0.010745891276864705,2402.0,-0.047798347563292654
fade_30,90,15,IS,2373,0.4922039612305099,-0.21154656552886641,0.9879267277268943,-0.007796038769490088,2402.0,-0.044848495055918036
follow_30_ext,90,15,IS,817,0.4614443084455324,0.2995716034271726,0.3401332223147377,-0.038555691554467586,2402.0,-0.07560814784089553
fade_30_ext,90,15,IS,817,0.5152998776009792,-0.2995716034271726,0.3401332223147377,0.015299877600979173,2402.0,-0.021752578685448776
run_continue,90,15,IS,476,0.46638655462184875,-0.6596638655462185,0.19816819317235637,-0.03361344537815125,2402.0,-0.0706659016645792
run_fade,90,15,IS,476,0.5189075630252101,0.6596638655462185,0.19816819317235637,0.018907563025210128,2402.0,-0.01814489326121782
alt_fade,90,15,IS,533,0.5234521575984991,1.0267354596622889,0.2218984179850125,0.023452157598499057,2402.0,-0.013600298687928891
UNCOND_LONG,90,30,IS,2402,0.537052456286428,0.6554954204829309,1.0,0.03705245628642795,,
follow_1,90,30,IS,2275,0.48615384615384616,-0.800989010989011,0.9471273938384679,-0.013846153846153841,2402.0,-0.05089861013258179
fade_1,90,30,IS,2275,0.5006593406593407,0.800989010989011,0.9471273938384679,0.0006593406593407014,2402.0,-0.03639311562708725
follow_1_ext,90,30,IS,817,0.48225214198286415,-1.113219094247246,0.3401332223147377,-0.017747858017135854,2402.0,-0.0548003143035638
fade_1_ext,90,30,IS,817,0.5042839657282742,1.113219094247246,0.3401332223147377,0.004283965728274164,2402.0,-0.032768490558153784
follow_5,90,30,IS,2329,0.5015027908973808,0.035422928295405755,0.9696086594504579,0.0015027908973808124,2402.0,-0.035549665389047136
fade_5,90,30,IS,2329,0.4843280377844568,-0.035422928295405755,0.9696086594504579,-0.015671962215543178,2402.0,-0.052724418501971126
follow_5_ext,90,30,IS,817,0.5116279069767442,0.29773561811505506,0.3401332223147377,0.011627906976744207,2402.0,-0.02542454930968374
fade_5_ext,90,30,IS,817,0.4773561811505508,-0.29773561811505506,0.3401332223147377,-0.022643818849449215,2402.0,-0.059696275135877164
follow_15,90,30,IS,2369,0.4917686787674124,0.12346981848881385,0.9862614487926727,-0.008231321232587574,2402.0,-0.04528377751901552
fade_15,90,30,IS,2369,0.4938792739552554,-0.12346981848881385,0.9862614487926727,-0.006120726044744618,2402.0,-0.043173182331172566
follow_15_ext,90,30,IS,817,0.4969400244798042,0.3219094247246022,0.3401332223147377,-0.0030599755201958234,2402.0,-0.04011243180662377
fade_15_ext,90,30,IS,817,0.48959608323133413,-0.3219094247246022,0.3401332223147377,-0.010403916768665866,2402.0,-0.047456373055093815
follow_30,90,30,IS,2373,0.4968394437420986,0.4672355667930889,0.9879267277268943,-0.0031605562579014035,2402.0,-0.04021301254432935
fade_30,90,30,IS,2373,0.4888327012220818,-0.4672355667930889,0.9879267277268943,-0.011167298777918222,2402.0,-0.04821975506434617
follow_30_ext,90,30,IS,817,0.48714810281517745,0.48990208078335373,0.3401332223147377,-0.012851897184822547,2402.0,-0.049904353471250495
fade_30_ext,90,30,IS,817,0.5006119951040392,-0.48990208078335373,0.3401332223147377,0.000611995104039198,2402.0,-0.03644046118238875
run_continue,90,30,IS,476,0.4810924369747899,-0.8019957983193278,0.19816819317235637,-0.018907563025210072,2402.0,-0.05596001931163802
run_fade,90,30,IS,476,0.5042016806722689,0.8019957983193278,0.19816819317235637,0.004201680672268893,2402.0,-0.032850775614159056
alt_fade,90,30,IS,533,0.4896810506566604,0.8658536585365854,0.2218984179850125,-0.0103189493433396,2402.0,-0.04737140562976755
UNCOND_LONG,90,60,IS,2402,0.5491257285595337,0.6148001665278934,1.0,0.04912572855953368,,
follow_1,90,60,IS,2275,0.5028571428571429,-0.13054945054945055,0.9471273938384679,0.0028571428571428914,2402.0,-0.046268585702390785
fade_1,90,60,IS,2275,0.48923076923076925,0.13054945054945055,0.9471273938384679,-0.010769230769230753,2402.0,-0.05989495932876443
follow_1_ext,90,60,IS,817,0.5067319461444308,0.1306609547123623,0.3401332223147377,0.006731946144430845,2402.0,-0.04239378241510283
fade_1_ext,90,60,IS,817,0.4883720930232558,-0.1306609547123623,0.3401332223147377,-0.011627906976744207,2402.0,-0.060753635536277883
follow_5,90,60,IS,2329,0.5057964791756119,0.743774151996565,0.9696086594504579,0.005796479175611879,2402.0,-0.0433292493839218
fade_5,90,60,IS,2329,0.48733361957921856,-0.743774151996565,0.9696086594504579,-0.012666380420781442,2402.0,-0.06179210898031512
follow_5_ext,90,60,IS,817,0.4810281517747858,0.7246022031823746,0.3401332223147377,-0.018971848225214194,2402.0,-0.06809757678474787
fade_5_ext,90,60,IS,817,0.5104039167686658,-0.7246022031823746,0.3401332223147377,0.01040391676866581,2402.0,-0.038721811790867866
follow_15,90,60,IS,2369,0.4850147741663149,0.44016462642465176,0.9862614487926727,-0.014985225833685112,2402.0,-0.06411095439321879
fade_15,90,60,IS,2369,0.5069649641198818,-0.44016462642465176,0.9862614487926727,0.006964964119881789,2402.0,-0.04216076443965189
follow_15_ext,90,60,IS,817,0.4920440636474908,0.6150550795593636,0.3401332223147377,-0.007955936352509185,2402.0,-0.05708166491204286
fade_15_ext,90,60,IS,817,0.5042839657282742,-0.6150550795593636,0.3401332223147377,0.004283965728274164,2402.0,-0.04484176283125951
follow_30,90,60,IS,2373,0.5023177412557943,0.8065739570164349,0.9879267277268943,0.0023177412557943144,2402.0,-0.04680798730373936
fade_30,90,60,IS,2373,0.4896755162241888,-0.8065739570164349,0.9879267277268943,-0.010324483775811188,2402.0,-0.059450212335344865
follow_30_ext,90,60,IS,817,0.5006119951040392,1.3540391676866586,0.3401332223147377,0.000611995104039198,2402.0,-0.04851373345549448
fade_30_ext,90,60,IS,817,0.4920440636474908,-1.3540391676866586,0.3401332223147377,-0.007955936352509185,2402.0,-0.05708166491204286
run_continue,90,60,IS,476,0.5210084033613446,1.486344537815126,0.19816819317235637,0.021008403361344574,2402.0,-0.028117325198189103
run_fade,90,60,IS,476,0.47478991596638653,-1.486344537815126,0.19816819317235637,-0.025210084033613467,2402.0,-0.07433581259314714
alt_fade,90,60,IS,533,0.47654784240150094,0.8691369606003753,0.2218984179850125,-0.023452157598499057,2402.0,-0.07257788615803273
UNCOND_LONG,90,5,Validation,774,0.5361757105943152,0.6153100775193798,1.0,0.036175710594315236,,
follow_1,90,5,Validation,767,0.5097783572359843,-0.18904823989569752,0.9909560723514211,0.009778357235984303,774.0,-0.026397353358330933
fade_1,90,5,Validation,767,0.48239895697522817,0.18904823989569752,0.9909560723514211,-0.017601043024771834,774.0,-0.05377675361908707
follow_1_ext,90,5,Validation,247,0.5060728744939271,-0.15384615384615385,0.31912144702842377,0.006072874493927127,774.0,-0.03010283610038811
fade_1_ext,90,5,Validation,247,0.4817813765182186,0.15384615384615385,0.31912144702842377,-0.018218623481781382,774.0,-0.05439433407609662
follow_5,90,5,Validation,772,0.4740932642487047,-0.9566062176165803,0.9974160206718347,-0.025906735751295318,774.0,-0.062082446345610554
fade_5,90,5,Validation,772,0.5181347150259067,0.9566062176165803,0.9974160206718347,0.01813471502590669,774.0,-0.018040995568408547
follow_5_ext,90,5,Validation,265,0.44528301886792454,-1.9037735849056603,0.3423772609819121,-0.05471698113207546,774.0,-0.0908926917263907
fade_5_ext,90,5,Validation,265,0.5471698113207547,1.9037735849056603,0.3423772609819121,0.047169811320754707,774.0,0.01099410072643947
follow_15,90,5,Validation,773,0.46183699870633893,-1.6484476067270375,0.9987080103359173,-0.03816300129366107,774.0,-0.0743387118879763
fade_15,90,5,Validation,773,0.5304010349288486,1.6484476067270375,0.9987080103359173,0.030401034928848603,774.0,-0.005774675665466633
follow_15_ext,90,5,Validation,281,0.4412811387900356,-2.372775800711744,0.36304909560723514,-0.05871886120996439,774.0,-0.09489457180427963
fade_15_ext,90,5,Validation,281,0.5444839857651246,2.372775800711744,0.36304909560723514,0.04448398576512458,774.0,0.008308275170809343
follow_30,90,5,Validation,772,0.4961139896373057,-0.20401554404145078,0.9974160206718347,-0.0038860103626943143,774.0,-0.04006172095700955
fade_30,90,5,Validation,772,0.4961139896373057,0.20401554404145078,0.9974160206718347,-0.0038860103626943143,774.0,-0.04006172095700955
follow_30_ext,90,5,Validation,255,0.42745098039215684,-0.8901960784313725,0.32945736434108525,-0.07254901960784316,774.0,-0.10872473020215839
fade_30_ext,90,5,Validation,255,0.5607843137254902,0.8901960784313725,0.32945736434108525,0.0607843137254902,774.0,0.024608603131174966
run_continue,90,5,Validation,212,0.4811320754716981,-1.2653301886792452,0.2739018087855297,-0.018867924528301883,774.0,-0.05504363512261712
run_fade,90,5,Validation,212,0.5188679245283019,1.2653301886792452,0.2739018087855297,0.018867924528301883,774.0,-0.017307786066013353
alt_fade,90,5,Validation,186,0.45161290322580644,-0.03225806451612903,0.24031007751937986,-0.04838709677419356,774.0,-0.0845628073685088
UNCOND_LONG,90,15,Validation,774,0.5335917312661499,1.3407622739018088,1.0,0.03359173126614989,,
follow_1,90,15,Validation,767,0.49022164276401564,-1.0638852672750978,0.9909560723514211,-0.009778357235984358,774.0,-0.04337008850213425
fade_1,90,15,Validation,767,0.5058670143415906,1.0638852672750978,0.9909560723514211,0.005867014341590648,774.0,-0.027724716924559245
follow_1_ext,90,15,Validation,247,0.4979757085020243,0.03643724696356275,0.31912144702842377,-0.0020242914979757276,774.0,-0.03561602276412562
fade_1_ext,90,15,Validation,247,0.5020242914979757,-0.03643724696356275,0.31912144702842377,0.002024291497975672,774.0,-0.03156743976817422
follow_5,90,15,Validation,772,0.5181347150259067,-0.18652849740932642,0.9974160206718347,0.01813471502590669,774.0,-0.015457016240243204
fade_5,90,15,Validation,772,0.47797927461139894,0.18652849740932642,0.9974160206718347,-0.02202072538860106,774.0,-0.05561245665475095
follow_5_ext,90,15,Validation,265,0.5169811320754717,-0.3754716981132076,0.3423772609819121,0.016981132075471694,774.0,-0.0166105991906782
fade_5_ext,90,15,Validation,265,0.47924528301886793,0.3754716981132076,0.3423772609819121,-0.02075471698113207,774.0,-0.054346448247281964
follow_15,90,15,Validation,773,0.47865459249676584,-0.9446959896507116,0.9987080103359173,-0.02134540750323416,774.0,-0.05493713876938405
fade_15,90,15,Validation,773,0.517464424320828,0.9446959896507116,0.9987080103359173,0.017464424320827954,774.0,-0.01612730694532194
follow_15_ext,90,15,Validation,281,0.48398576512455516,-1.1548042704626333,0.36304909560723514,-0.016014234875444844,774.0,-0.04960596614159474
fade_15_ext,90,15,Validation,281,0.5124555160142349,1.1548042704626333,0.36304909560723514,0.01245551601423489,774.0,-0.021136215251915003
follow_30,90,15,Validation,772,0.4844559585492228,-0.23251295336787564,0.9974160206718347,-0.015544041450777202,774.0,-0.049135772716927095
fade_30,90,15,Validation,772,0.5116580310880829,0.23251295336787564,0.9974160206718347,0.011658031088082943,774.0,-0.02193370017806695
follow_30_ext,90,15,Validation,255,0.4588235294117647,0.3127450980392157,0.32945736434108525,-0.041176470588235314,774.0,-0.07476820185438521
fade_30_ext,90,15,Validation,255,0.5372549019607843,-0.3127450980392157,0.32945736434108525,0.03725490196078429,774.0,0.003663170694634399
run_continue,90,15,Validation,212,0.49528301886792453,-0.19339622641509435,0.2739018087855297,-0.004716981132075471,774.0,-0.038308712398225364
run_fade,90,15,Validation,212,0.5,0.19339622641509435,0.2739018087855297,0.0,774.0,-0.03359173126614989
alt_fade,90,15,Validation,186,0.5161290322580645,2.092741935483871,0.24031007751937986,0.016129032258064502,774.0,-0.01746269900808539
UNCOND_LONG,90,30,Validation,774,0.5271317829457365,2.6146640826873386,1.0,0.027131782945736482,,
follow_1,90,30,Validation,767,0.5149934810951761,-0.09256844850065189,0.9909560723514211,0.014993481095176064,774.0,-0.012138301850560418
fade_1,90,30,Validation,767,0.48370273794002605,0.09256844850065189,0.9909560723514211,-0.01629726205997395,774.0,-0.04342904500571043
follow_1_ext,90,30,Validation,247,0.5344129554655871,1.027327935222672,0.31912144702842377,0.03441295546558709,774.0,0.007281172519850609
fade_1_ext,90,30,Validation,247,0.46558704453441296,-1.027327935222672,0.31912144702842377,-0.034412955465587036,774.0,-0.06154473841132352
follow_5,90,30,Validation,772,0.5051813471502591,-1.6832901554404145,0.9974160206718347,0.005181347150259086,774.0,-0.021950435795477397
fade_5,90,30,Validation,772,0.49352331606217614,1.6832901554404145,0.9974160206718347,-0.006476683937823857,774.0,-0.03360846688356034
follow_5_ext,90,30,Validation,265,0.5169811320754717,-1.620754716981132,0.3423772609819121,0.016981132075471694,774.0,-0.010150650870264788
fade_5_ext,90,30,Validation,265,0.4830188679245283,1.620754716981132,0.3423772609819121,-0.016981132075471694,774.0,-0.04411291502120818
follow_15,90,30,Validation,773,0.48382923673997413,-2.8735446313065975,0.9987080103359173,-0.016170763260025867,774.0,-0.04330254620576235
fade_15,90,30,Validation,773,0.5148771021992238,2.8735446313065975,0.9987080103359173,0.01487710219922378,774.0,-0.012254680746512703
follow_15_ext,90,30,Validation,281,0.45907473309608543,-3.3096085409252667,0.36304909560723514,-0.04092526690391457,774.0,-0.06805704984965105
fade_15_ext,90,30,Validation,281,0.5373665480427047,3.3096085409252667,0.36304909560723514,0.03736654804270467,774.0,0.01023476509696819
follow_30,90,30,Validation,772,0.48575129533678757,-0.12661917098445596,0.9974160206718347,-0.01424870466321243,774.0,-0.04138048760894891
fade_30,90,30,Validation,772,0.5129533678756477,0.12661917098445596,0.9974160206718347,0.012953367875647714,774.0,-0.014178415070088768
follow_30_ext,90,30,Validation,255,0.5098039215686274,2.0803921568627453,0.32945736434108525,0.009803921568627416,774.0,-0.017327861377109066
fade_30_ext,90,30,Validation,255,0.49019607843137253,-2.0803921568627453,0.32945736434108525,-0.009803921568627472,774.0,-0.036935704514363954
run_continue,90,30,Validation,212,0.5424528301886793,1.5683962264150944,0.2739018087855297,0.04245283018867929,774.0,0.015321047242942809
run_fade,90,30,Validation,212,0.45754716981132076,-1.5683962264150944,0.2739018087855297,-0.042452830188679236,774.0,-0.06958461313441572
alt_fade,90,30,Validation,186,0.46774193548387094,0.635752688172043,0.24031007751937986,-0.03225806451612906,774.0,-0.05938984746186554
UNCOND_LONG,90,60,Validation,774,0.5555555555555556,3.83656330749354,1.0,0.05555555555555558,,
follow_1,90,60,Validation,767,0.5149934810951761,-0.39048239895697523,0.9909560723514211,0.014993481095176064,774.0,-0.040562074460379516
fade_1,90,60,Validation,767,0.485006518904824,0.39048239895697523,0.9909560723514211,-0.014993481095176009,774.0,-0.07054903665073159
follow_1_ext,90,60,Validation,247,0.5384615384615384,1.4908906882591093,0.31912144702842377,0.038461538461538436,774.0,-0.017094017094017144
fade_1_ext,90,60,Validation,247,0.46153846153846156,-1.4908906882591093,0.31912144702842377,-0.038461538461538436,774.0,-0.09401709401709402
follow_5,90,60,Validation,772,0.4961139896373057,-1.429080310880829,0.9974160206718347,-0.0038860103626943143,774.0,-0.059441565918249895
fade_5,90,60,Validation,772,0.5038860103626943,1.429080310880829,0.9974160206718347,0.0038860103626943143,774.0,-0.051669545192861266
follow_5_ext,90,60,Validation,265,0.49056603773584906,-4.255660377358491,0.3423772609819121,-0.009433962264150941,774.0,-0.06498951781970652
fade_5_ext,90,60,Validation,265,0.5094339622641509,4.255660377358491,0.3423772609819121,0.009433962264150941,774.0,-0.04612159329140464
follow_15,90,60,Validation,773,0.48641655886157825,-2.059184993531695,0.9987080103359173,-0.013583441138421748,774.0,-0.06913899669397733
fade_15,90,60,Validation,773,0.5135834411384217,2.059184993531695,0.9987080103359173,0.013583441138421692,774.0,-0.04197211441713389
follow_15_ext,90,60,Validation,281,0.45195729537366547,-4.032918149466192,0.36304909560723514,-0.04804270462633453,774.0,-0.10359826018189011
fade_15_ext,90,60,Validation,281,0.5480427046263345,4.032918149466192,0.36304909560723514,0.04804270462633453,774.0,-0.007512850929221049
follow_30,90,60,Validation,772,0.5025906735751295,1.8999352331606219,0.9974160206718347,0.002590673575129543,774.0,-0.05296488198042604
fade_30,90,60,Validation,772,0.49740932642487046,-1.8999352331606219,0.9974160206718347,-0.002590673575129543,774.0,-0.05814622913068512
follow_30_ext,90,60,Validation,255,0.5215686274509804,6.273529411764706,0.32945736434108525,0.021568627450980427,774.0,-0.033986928104575154
fade_30_ext,90,60,Validation,255,0.47843137254901963,-6.273529411764706,0.32945736434108525,-0.02156862745098037,774.0,-0.07712418300653595
run_continue,90,60,Validation,212,0.4811320754716981,-2.525943396226415,0.2739018087855297,-0.018867924528301883,774.0,-0.07442348008385746
run_fade,90,60,Validation,212,0.5188679245283019,2.525943396226415,0.2739018087855297,0.018867924528301883,774.0,-0.0366876310272537
alt_fade,90,60,Validation,186,0.46236559139784944,-0.18951612903225806,0.24031007751937986,-0.03763440860215056,774.0,-0.09318996415770614
UNCOND_LONG,90,5,OOS,412,0.4733009708737864,-2.7050970873786406,1.0,-0.02669902912621358,,
follow_1,90,5,OOS,409,0.46943765281173594,-0.8514669926650367,0.9927184466019418,-0.03056234718826406,412.0,-0.0038633180620504803
fade_1,90,5,OOS,409,0.5232273838630807,0.8514669926650367,0.9927184466019418,0.023227383863080653,412.0,0.04992641298929423
follow_1_ext,90,5,OOS,126,0.4523809523809524,-3.3055555555555554,0.3058252427184466,-0.047619047619047616,412.0,-0.020920018492834036
fade_1_ext,90,5,OOS,126,0.5317460317460317,3.3055555555555554,0.3058252427184466,0.031746031746031744,412.0,0.058445060872245325
follow_5,90,5,OOS,408,0.49264705882352944,-0.43933823529411764,0.9902912621359223,-0.007352941176470562,412.0,0.019346087949743018
fade_5,90,5,OOS,408,0.5,0.43933823529411764,0.9902912621359223,0.0,412.0,0.02669902912621358
follow_5_ext,90,5,OOS,151,0.5099337748344371,0.5480132450331126,0.36650485436893204,0.009933774834437137,412.0,0.03663280396065072
fade_5_ext,90,5,OOS,151,0.48344370860927155,-0.5480132450331126,0.36650485436893204,-0.01655629139072845,412.0,0.01014273773548513
follow_15,90,5,OOS,410,0.4951219512195122,0.20853658536585365,0.9951456310679612,-0.004878048780487809,412.0,0.02182098034572577
fade_15,90,5,OOS,410,0.4975609756097561,-0.20853658536585365,0.9951456310679612,-0.0024390243902439046,412.0,0.024260004735969676
follow_15_ext,90,5,OOS,146,0.5205479452054794,0.8167808219178082,0.35436893203883496,0.020547945205479423,412.0,0.047246974331693004
fade_15_ext,90,5,OOS,146,0.4726027397260274,-0.8167808219178082,0.35436893203883496,-0.0273972602739726,412.0,-0.0006982311477590208
follow_30,90,5,OOS,412,0.5266990291262136,1.2026699029126213,1.0,0.02669902912621358,412.0,0.05339805825242716
fade_30,90,5,OOS,412,0.46601941747572817,-1.2026699029126213,1.0,-0.03398058252427183,412.0,-0.007281553398058249
follow_30_ext,90,5,OOS,116,0.47413793103448276,-1.7047413793103448,0.2815533980582524,-0.025862068965517238,412.0,0.0008369601606963428
fade_30_ext,90,5,OOS,116,0.5086206896551724,1.7047413793103448,0.2815533980582524,0.008620689655172376,412.0,0.035319718781385956
run_continue,90,5,OOS,104,0.5096153846153846,-0.5072115384615384,0.2524271844660194,0.009615384615384581,412.0,0.03631441374159816
run_fade,90,5,OOS,104,0.49038461538461536,0.5072115384615384,0.2524271844660194,-0.009615384615384637,412.0,0.017083644510828944
alt_fade,90,5,OOS,109,0.5412844036697247,1.2637614678899083,0.2645631067961165,0.041284403669724745,412.0,0.06798343279593833
UNCOND_LONG,90,15,OOS,412,0.5436893203883495,-0.18507281553398058,1.0,0.043689320388349495,,
follow_1,90,15,OOS,409,0.4963325183374083,-0.9388753056234719,0.9927184466019418,-0.003667481662591676,412.0,-0.04735680205094117
fade_1,90,15,OOS,409,0.5012224938875306,0.9388753056234719,0.9927184466019418,0.0012224938875305957,412.0,-0.0424668265008189
follow_1_ext,90,15,OOS,126,0.49206349206349204,-2.2202380952380953,0.3058252427184466,-0.007936507936507964,412.0,-0.05162582832485746
fade_1_ext,90,15,OOS,126,0.5079365079365079,2.2202380952380953,0.3058252427184466,0.007936507936507908,412.0,-0.03575281245184159
follow_5,90,15,OOS,408,0.49019607843137253,1.0024509803921569,0.9902912621359223,-0.009803921568627472,412.0,-0.05349324195697697
fade_5,90,15,OOS,408,0.5073529411764706,-1.0024509803921569,0.9902912621359223,0.007352941176470562,412.0,-0.03633637921187893
follow_5_ext,90,15,OOS,151,0.5231788079470199,0.5596026490066225,0.36650485436893204,0.023178807947019875,412.0,-0.02051051244132962
fade_5_ext,90,15,OOS,151,0.47019867549668876,-0.5596026490066225,0.36650485436893204,-0.029801324503311244,412.0,-0.07349064489166074
follow_15,90,15,OOS,410,0.4975609756097561,-1.5835365853658536,0.9951456310679612,-0.0024390243902439046,412.0,-0.0461283447785934
fade_15,90,15,OOS,410,0.5,1.5835365853658536,0.9951456310679612,0.0,412.0,-0.043689320388349495
follow_15_ext,90,15,OOS,146,0.5547945205479452,1.6626712328767124,0.35436893203883496,0.0547945205479452,412.0,0.011105200159595707
fade_15_ext,90,15,OOS,146,0.4383561643835616,-1.6626712328767124,0.35436893203883496,-0.06164383561643838,412.0,-0.10533315600478788
follow_30,90,15,OOS,412,0.5266990291262136,0.6158980582524272,1.0,0.02669902912621358,412.0,-0.016990291262135915
fade_30,90,15,OOS,412,0.470873786407767,-0.6158980582524272,1.0,-0.029126213592232997,412.0,-0.07281553398058249
follow_30_ext,90,15,OOS,116,0.5431034482758621,-1.3685344827586208,0.2815533980582524,0.0431034482758621,412.0,-0.0005858721124873956
fade_30_ext,90,15,OOS,116,0.45689655172413796,1.3685344827586208,0.2815533980582524,-0.043103448275862044,412.0,-0.08679276866421154
run_continue,90,15,OOS,104,0.49038461538461536,-4.423076923076923,0.2524271844660194,-0.009615384615384637,412.0,-0.05330470500373413
run_fade,90,15,OOS,104,0.5,4.423076923076923,0.2524271844660194,0.0,412.0,-0.043689320388349495
alt_fade,90,15,OOS,109,0.5412844036697247,3.208715596330275,0.2645631067961165,0.041284403669724745,412.0,-0.00240491671862475
UNCOND_LONG,90,30,OOS,412,0.5169902912621359,-1.5764563106796117,1.0,0.016990291262135915,,
follow_1,90,30,OOS,409,0.4841075794621027,2.221882640586797,0.9927184466019418,-0.0158924205378973,412.0,-0.032882711800033215
fade_1,90,30,OOS,409,0.5158924205378973,-2.221882640586797,0.9927184466019418,0.0158924205378973,412.0,-0.0010978707242386143
follow_1_ext,90,30,OOS,126,0.4603174603174603,-0.5615079365079365,0.3058252427184466,-0.03968253968253971,412.0,-0.05667283094467562
fade_1_ext,90,30,OOS,126,0.5396825396825397,0.5615079365079365,0.3058252427184466,0.03968253968253965,412.0,0.022692248420403738
follow_5,90,30,OOS,408,0.4730392156862745,-0.17401960784313725,0.9902912621359223,-0.026960784313725505,412.0,-0.04395107557586142
fade_5,90,30,OOS,408,0.5269607843137255,0.17401960784313725,0.9902912621359223,0.026960784313725505,412.0,0.00997049305158959
follow_5_ext,90,30,OOS,151,0.46357615894039733,-1.5413907284768211,0.36650485436893204,-0.03642384105960267,412.0,-0.05341413232173858
