mechanism,T_offset,horizon,split,n,win,mean,rate,delta_vs_50,n_base,delta_vs_long
run_continue,255,60,IS,399,0.5363408521303258,-0.21679197994987467,0.17080479452054795,0.036340852130325785,2336.0,-0.01203243554090705
run_fade,255,60,IS,399,0.45614035087719296,0.21679197994987467,0.17080479452054795,-0.04385964912280704,2336.0,-0.09223293679403988
alt_fade,255,60,IS,522,0.5134099616858238,-1.3773946360153257,0.22345890410958905,0.013409961685823757,2336.0,-0.03496332598540908
UNCOND_LONG,255,5,Validation,747,0.5220883534136547,0.8517402945113789,1.0,0.02208835341365467,,
follow_1,255,5,Validation,743,0.46029609690444145,-0.8492597577388964,0.9946452476572959,-0.039703903095558546,747.0,-0.06179225650921322
fade_1,255,5,Validation,743,0.5275908479138627,0.8492597577388964,0.9946452476572959,0.02759084791386268,747.0,0.0055024945002080106
follow_1_ext,255,5,Validation,222,0.4369369369369369,-1.2173423423423424,0.2971887550200803,-0.06306306306306309,747.0,-0.08515141647671776
fade_1_ext,255,5,Validation,222,0.5495495495495496,1.2173423423423424,0.2971887550200803,0.0495495495495496,747.0,0.027461196135894927
follow_5,255,5,Validation,739,0.4912043301759134,-0.16441136671177267,0.9892904953145917,-0.008795669824086583,747.0,-0.030884023237741254
fade_5,255,5,Validation,739,0.496617050067659,0.16441136671177267,0.9892904953145917,-0.003382949932341006,747.0,-0.025471303345995677
follow_5_ext,255,5,Validation,226,0.4469026548672566,-2.686946902654867,0.30254350736278446,-0.05309734513274339,747.0,-0.07518569854639806
fade_5_ext,255,5,Validation,226,0.5530973451327433,2.686946902654867,0.30254350736278446,0.053097345132743334,747.0,0.031008991719088663
follow_15,255,5,Validation,741,0.4966261808367072,0.8097165991902834,0.9919678714859438,-0.003373819163292824,747.0,-0.025462172576947495
fade_15,255,5,Validation,741,0.49122807017543857,-0.8097165991902834,0.9919678714859438,-0.00877192982456143,747.0,-0.030860283238216102
follow_15_ext,255,5,Validation,236,0.5254237288135594,1.6504237288135593,0.31593038821954483,0.025423728813559365,747.0,0.0033353753999046942
fade_15_ext,255,5,Validation,236,0.4661016949152542,-1.6504237288135593,0.31593038821954483,-0.03389830508474578,747.0,-0.055986658498400454
follow_30,255,5,Validation,745,0.5100671140939598,1.2147651006711409,0.9973226238286479,0.010067114093959773,747.0,-0.012021239319694899
fade_30,255,5,Validation,745,0.4778523489932886,-1.2147651006711409,0.9973226238286479,-0.0221476510067114,747.0,-0.04423600442036607
follow_30_ext,255,5,Validation,260,0.49230769230769234,0.9913461538461539,0.34805890227576974,-0.007692307692307665,747.0,-0.029780661105962336
fade_30_ext,255,5,Validation,260,0.5,-0.9913461538461539,0.34805890227576974,0.0,747.0,-0.02208835341365467
run_continue,255,5,Validation,160,0.5,-1.3328125,0.214190093708166,0.0,747.0,-0.02208835341365467
run_fade,255,5,Validation,160,0.49375,1.3328125,0.214190093708166,-0.006249999999999978,747.0,-0.02833835341365465
alt_fade,255,5,Validation,205,0.551219512195122,0.32926829268292684,0.2744310575635877,0.051219512195122,747.0,0.029131158781467326
UNCOND_LONG,255,15,Validation,747,0.5167336010709505,0.8497322623828648,1.0,0.016733601070950455,,
follow_1,255,15,Validation,743,0.48855989232839836,-1.2718707940780618,0.9946452476572959,-0.01144010767160164,747.0,-0.028173708742552095
fade_1,255,15,Validation,743,0.5074024226110363,1.2718707940780618,0.9946452476572959,0.007402422611036297,747.0,-0.009331178459914158
follow_1_ext,255,15,Validation,222,0.481981981981982,-2.3671171171171173,0.2971887550200803,-0.018018018018018,747.0,-0.034751619088968455
fade_1_ext,255,15,Validation,222,0.5135135135135135,2.3671171171171173,0.2971887550200803,0.013513513513513487,747.0,-0.003220087557436968
follow_5,255,15,Validation,739,0.4993234100135318,0.6515561569688768,0.9892904953145917,-0.0006765899864681901,747.0,-0.017410191057418645
fade_5,255,15,Validation,739,0.496617050067659,-0.6515561569688768,0.9892904953145917,-0.003382949932341006,747.0,-0.02011655100329146
follow_5_ext,255,15,Validation,226,0.49557522123893805,-2.004424778761062,0.30254350736278446,-0.004424778761061954,747.0,-0.02115837983201241
fade_5_ext,255,15,Validation,226,0.504424778761062,2.004424778761062,0.30254350736278446,0.004424778761061954,747.0,-0.0123088223098885
follow_15,255,15,Validation,741,0.5452091767881242,1.8927125506072875,0.9919678714859438,0.045209176788124195,747.0,0.02847557571717374
fade_15,255,15,Validation,741,0.4507422402159244,-1.8927125506072875,0.9919678714859438,-0.049257759784075594,747.0,-0.06599136085502605
follow_15_ext,255,15,Validation,236,0.576271186440678,3.3612288135593222,0.31593038821954483,0.07627118644067798,747.0,0.05953758536972753
fade_15_ext,255,15,Validation,236,0.423728813559322,-3.3612288135593222,0.31593038821954483,-0.07627118644067798,747.0,-0.09300478751162844
follow_30,255,15,Validation,745,0.5570469798657718,3.2426174496644293,0.9973226238286479,0.057046979865771785,747.0,0.04031337879482133
fade_30,255,15,Validation,745,0.4389261744966443,-3.2426174496644293,0.9973226238286479,-0.061073825503355716,747.0,-0.07780742657430617
follow_30_ext,255,15,Validation,260,0.5576923076923077,2.5625,0.34805890227576974,0.05769230769230771,747.0,0.040958706621357255
fade_30_ext,255,15,Validation,260,0.43846153846153846,-2.5625,0.34805890227576974,-0.06153846153846154,747.0,-0.078272062609412
run_continue,255,15,Validation,160,0.5,-1.025,0.214190093708166,0.0,747.0,-0.016733601070950455
run_fade,255,15,Validation,160,0.5,1.025,0.214190093708166,0.0,747.0,-0.016733601070950455
alt_fade,255,15,Validation,205,0.4878048780487805,0.6219512195121951,0.2744310575635877,-0.012195121951219523,747.0,-0.028928723022169978
UNCOND_LONG,255,30,Validation,747,0.5220883534136547,-1.642570281124498,1.0,0.02208835341365467,,
follow_1,255,30,Validation,743,0.5087483176312247,-1.336137281292059,0.9946452476572959,0.008748317631224745,747.0,-0.013340035782429926
fade_1,255,30,Validation,743,0.48721399730820997,1.336137281292059,0.9946452476572959,-0.012786002691790033,747.0,-0.034874356105444704
follow_1_ext,255,30,Validation,222,0.481981981981982,-1.2905405405405406,0.2971887550200803,-0.018018018018018,747.0,-0.04010637143167267
fade_1_ext,255,30,Validation,222,0.5135135135135135,1.2905405405405406,0.2971887550200803,0.013513513513513487,747.0,-0.008574839900141185
follow_5,255,30,Validation,739,0.5006765899864682,0.7662381596752368,0.9892904953145917,0.0006765899864682456,747.0,-0.021411763427186425
fade_5,255,30,Validation,739,0.4952638700947226,-0.7662381596752368,0.9892904953145917,-0.004736129905277386,747.0,-0.026824483318932058
follow_5_ext,255,30,Validation,226,0.49557522123893805,-1.9944690265486726,0.30254350736278446,-0.004424778761061954,747.0,-0.026513132174716625
fade_5_ext,255,30,Validation,226,0.5,1.9944690265486726,0.30254350736278446,0.0,747.0,-0.02208835341365467
follow_15,255,30,Validation,741,0.5317139001349528,3.2668690958164643,0.9919678714859438,0.03171390013495279,747.0,0.009625546721298117
fade_15,255,30,Validation,741,0.46558704453441296,-3.2668690958164643,0.9919678714859438,-0.034412955465587036,747.0,-0.05650130887924171
follow_15_ext,255,30,Validation,236,0.5423728813559322,3.8188559322033897,0.31593038821954483,0.0423728813559322,747.0,0.02028452794227753
fade_15_ext,255,30,Validation,236,0.4491525423728814,-3.8188559322033897,0.31593038821954483,-0.05084745762711862,747.0,-0.07293581104077329
follow_30,255,30,Validation,745,0.5543624161073826,4.106375838926175,0.9973226238286479,0.05436241610738257,747.0,0.0322740626937279
fade_30,255,30,Validation,745,0.44161073825503355,-4.106375838926175,0.9973226238286479,-0.05838926174496645,747.0,-0.08047761515862112
follow_30_ext,255,30,Validation,260,0.5576923076923077,4.232692307692307,0.34805890227576974,0.05769230769230771,747.0,0.03560395427865304
fade_30_ext,255,30,Validation,260,0.4423076923076923,-4.232692307692307,0.34805890227576974,-0.05769230769230771,747.0,-0.07978066110596238
run_continue,255,30,Validation,160,0.50625,1.85625,0.214190093708166,0.006249999999999978,747.0,-0.015838353413654693
run_fade,255,30,Validation,160,0.49375,-1.85625,0.214190093708166,-0.006249999999999978,747.0,-0.02833835341365465
alt_fade,255,30,Validation,205,0.4585365853658537,-0.6158536585365854,0.2744310575635877,-0.04146341463414632,747.0,-0.063551768047801
UNCOND_LONG,255,60,Validation,747,0.5394912985274432,1.6626506024096386,1.0,0.03949129852744315,,
follow_1,255,60,Validation,743,0.4791386271870794,-2.7099596231493943,0.9946452476572959,-0.02086137281292061,747.0,-0.06035267134036376
fade_1,255,60,Validation,743,0.5195154777927322,2.7099596231493943,0.9946452476572959,0.019515477792732216,747.0,-0.019975820734710936
follow_1_ext,255,60,Validation,222,0.4369369369369369,-5.754504504504505,0.2971887550200803,-0.06306306306306309,747.0,-0.10255436159050624
fade_1_ext,255,60,Validation,222,0.5630630630630631,5.754504504504505,0.2971887550200803,0.06306306306306309,747.0,0.023571764535619932
follow_5,255,60,Validation,739,0.5060893098782138,-0.0027063599458728013,0.9892904953145917,0.006089309878213767,747.0,-0.033401988649229386
fade_5,255,60,Validation,739,0.4925575101488498,0.0027063599458728013,0.9892904953145917,-0.0074424898511502025,747.0,-0.046933788378593355
follow_5_ext,255,60,Validation,226,0.48672566371681414,-3.875,0.30254350736278446,-0.013274336283185861,747.0,-0.052765634810629014
fade_5_ext,255,60,Validation,226,0.5132743362831859,3.875,0.30254350736278446,0.013274336283185861,747.0,-0.02621696224425729
follow_15,255,60,Validation,741,0.5384615384615384,3.074898785425101,0.9919678714859438,0.038461538461538436,747.0,-0.0010297600659047168
fade_15,255,60,Validation,741,0.4601889338731444,-3.074898785425101,0.9919678714859438,-0.03981106612685559,747.0,-0.07930236465429874
follow_15_ext,255,60,Validation,236,0.5254237288135594,5.165254237288136,0.31593038821954483,0.025423728813559365,747.0,-0.014067569713883787
fade_15_ext,255,60,Validation,236,0.4745762711864407,-5.165254237288136,0.31593038821954483,-0.02542372881355931,747.0,-0.06491502734100246
follow_30,255,60,Validation,745,0.5516778523489932,4.601006711409396,0.9973226238286479,0.05167785234899325,747.0,0.012186553821550095
fade_30,255,60,Validation,745,0.4469798657718121,-4.601006711409396,0.9973226238286479,-0.05302013422818791,747.0,-0.09251143275563106
follow_30_ext,255,60,Validation,260,0.5923076923076923,7.5576923076923075,0.34805890227576974,0.09230769230769231,747.0,0.05281639378024916
fade_30_ext,255,60,Validation,260,0.4076923076923077,-7.5576923076923075,0.34805890227576974,-0.09230769230769231,747.0,-0.13179899083513547
run_continue,255,60,Validation,160,0.50625,4.0171875,0.214190093708166,0.006249999999999978,747.0,-0.033241298527443175
run_fade,255,60,Validation,160,0.4875,-4.0171875,0.214190093708166,-0.012500000000000011,747.0,-0.051991298527443164
alt_fade,255,60,Validation,205,0.5121951219512195,-0.39878048780487807,0.2744310575635877,0.012195121951219523,747.0,-0.02729617657622363
UNCOND_LONG,255,5,OOS,397,0.5617128463476071,1.2141057934508817,1.0,0.0617128463476071,,
follow_1,255,5,OOS,392,0.5153061224489796,0.1677295918367347,0.9874055415617129,0.015306122448979553,397.0,-0.046406723898627544
fade_1,255,5,OOS,392,0.48214285714285715,-0.1677295918367347,0.9874055415617129,-0.01785714285714285,397.0,-0.07956998920474995
follow_1_ext,255,5,OOS,133,0.5263157894736842,1.6672932330827068,0.3350125944584383,0.02631578947368418,397.0,-0.035397056873922916
fade_1_ext,255,5,OOS,133,0.46616541353383456,-1.6672932330827068,0.3350125944584383,-0.03383458646616544,397.0,-0.09554743281377254
follow_5,255,5,OOS,395,0.5367088607594936,0.043037974683544304,0.9949622166246851,0.036708860759493644,397.0,-0.025003985588113453
fade_5,255,5,OOS,395,0.4607594936708861,-0.043037974683544304,0.9949622166246851,-0.03924050632911391,397.0,-0.10095335267672101
follow_5_ext,255,5,OOS,115,0.5043478260869565,-4.0978260869565215,0.28967254408060455,0.004347826086956497,397.0,-0.0573650202606506
fade_5_ext,255,5,OOS,115,0.48695652173913045,4.0978260869565215,0.28967254408060455,-0.013043478260869545,397.0,-0.07475632460847664
follow_15,255,5,OOS,395,0.5088607594936709,0.20822784810126582,0.9949622166246851,0.008860759493670933,397.0,-0.052852086853936164
fade_15,255,5,OOS,395,0.48860759493670886,-0.20822784810126582,0.9949622166246851,-0.011392405063291144,397.0,-0.07310525141089824
follow_15_ext,255,5,OOS,128,0.4765625,-1.18359375,0.3224181360201511,-0.0234375,397.0,-0.0851503463476071
fade_15_ext,255,5,OOS,128,0.5234375,1.18359375,0.3224181360201511,0.0234375,397.0,-0.0382753463476071
follow_30,255,5,OOS,395,0.5240506329113924,0.49430379746835446,0.9949622166246851,0.024050632911392422,397.0,-0.037662213436214675
fade_30,255,5,OOS,395,0.47341772151898737,-0.49430379746835446,0.9949622166246851,-0.026582278481012633,397.0,-0.08829512482861973
follow_30_ext,255,5,OOS,124,0.5161290322580645,1.0665322580645162,0.3123425692695214,0.016129032258064502,397.0,-0.045583814089542596
fade_30_ext,255,5,OOS,124,0.4838709677419355,-1.0665322580645162,0.3123425692695214,-0.016129032258064502,397.0,-0.0778418786056716
run_continue,255,5,OOS,88,0.5,0.8778409090909091,0.2216624685138539,0.0,397.0,-0.0617128463476071
run_fade,255,5,OOS,88,0.5,-0.8778409090909091,0.2216624685138539,0.0,397.0,-0.0617128463476071
alt_fade,255,5,OOS,112,0.5178571428571429,1.5133928571428572,0.28211586901763225,0.017857142857142905,397.0,-0.04385570349046419
UNCOND_LONG,255,15,OOS,397,0.5062972292191436,3.1838790931989926,1.0,0.006297229219143552,,
follow_1,255,15,OOS,392,0.48214285714285715,-0.7098214285714286,0.9874055415617129,-0.01785714285714285,397.0,-0.0241543720762864
fade_1,255,15,OOS,392,0.5102040816326531,0.7098214285714286,0.9874055415617129,0.010204081632653073,397.0,0.003906852413509521
follow_1_ext,255,15,OOS,133,0.518796992481203,1.4849624060150375,0.3350125944584383,0.018796992481203034,397.0,0.012499763262059482
fade_1_ext,255,15,OOS,133,0.46616541353383456,-1.4849624060150375,0.3350125944584383,-0.03383458646616544,397.0,-0.04013181568530899
follow_5,255,15,OOS,395,0.5063291139240507,1.4525316455696202,0.9949622166246851,0.006329113924050667,397.0,3.18847049071147e-05
fade_5,255,15,OOS,395,0.4860759493670886,-1.4525316455696202,0.9949622166246851,-0.013924050632911411,397.0,-0.020221279852054963
follow_5_ext,255,15,OOS,115,0.4608695652173913,-5.226086956521739,0.28967254408060455,-0.03913043478260869,397.0,-0.045427664001752244
fade_5_ext,255,15,OOS,115,0.5391304347826087,5.226086956521739,0.28967254408060455,0.03913043478260869,397.0,0.03283320556346514
follow_15,255,15,OOS,395,0.5113924050632911,4.070253164556962,0.9949622166246851,0.011392405063291089,397.0,0.005095175844147537
fade_15,255,15,OOS,395,0.4810126582278481,-4.070253164556962,0.9949622166246851,-0.01898734177215189,397.0,-0.02528457099129544
follow_15_ext,255,15,OOS,128,0.515625,2.732421875,0.3224181360201511,0.015625,397.0,0.009327770780856448
fade_15_ext,255,15,OOS,128,0.484375,-2.732421875,0.3224181360201511,-0.015625,397.0,-0.021922229219143552
follow_30,255,15,OOS,395,0.5088607594936709,0.6234177215189873,0.9949622166246851,0.008860759493670933,397.0,0.0025635302745273814
fade_30,255,15,OOS,395,0.4835443037974684,-0.6234177215189873,0.9949622166246851,-0.016455696202531622,397.0,-0.022752925421675174
follow_30_ext,255,15,OOS,124,0.5725806451612904,6.701612903225806,0.3123425692695214,0.07258064516129037,397.0,0.06628341594214682
fade_30_ext,255,15,OOS,124,0.4274193548387097,-6.701612903225806,0.3123425692695214,-0.07258064516129031,397.0,-0.07887787438043387
run_continue,255,15,OOS,88,0.4659090909090909,-4.6477272727272725,0.2216624685138539,-0.034090909090909116,397.0,-0.04038813831005267
run_fade,255,15,OOS,88,0.5340909090909091,4.6477272727272725,0.2216624685138539,0.03409090909090906,397.0,0.02779367987176551
alt_fade,255,15,OOS,112,0.5357142857142857,3.2924107142857144,0.28211586901763225,0.0357142857142857,397.0,0.029417056495142146
UNCOND_LONG,255,30,OOS,397,0.5440806045340051,1.6769521410579344,1.0,0.044080604534005086,,
follow_1,255,30,OOS,392,0.4719387755102041,-2.4317602040816326,0.9874055415617129,-0.028061224489795922,397.0,-0.07214182902380101
fade_1,255,30,OOS,392,0.5280612244897959,2.4317602040816326,0.9874055415617129,0.028061224489795866,397.0,-0.01601938004420922
follow_1_ext,255,30,OOS,133,0.46616541353383456,1.244360902255639,0.3350125944584383,-0.03383458646616544,397.0,-0.07791519100017053
fade_1_ext,255,30,OOS,133,0.5338345864661654,-1.244360902255639,0.3350125944584383,0.03383458646616544,397.0,-0.010246018067839646
follow_5,255,30,OOS,395,0.5417721518987342,2.9879746835443037,0.9949622166246851,0.04177215189873418,397.0,-0.002308452635270908
fade_5,255,30,OOS,395,0.4582278481012658,-2.9879746835443037,0.9949622166246851,-0.04177215189873418,397.0,-0.08585275643273926
follow_5_ext,255,30,OOS,115,0.48695652173913045,-4.176086956521739,0.28967254408060455,-0.013043478260869545,397.0,-0.05712408279487463
fade_5_ext,255,30,OOS,115,0.5130434782608696,4.176086956521739,0.28967254408060455,0.013043478260869601,397.0,-0.031037126273135485
follow_15,255,30,OOS,395,0.5265822784810127,2.591139240506329,0.9949622166246851,0.02658227848101269,397.0,-0.017498326052992397
fade_15,255,30,OOS,395,0.47341772151898737,-2.591139240506329,0.9949622166246851,-0.026582278481012633,397.0,-0.07066288301501772
follow_15_ext,255,30,OOS,128,0.484375,-0.0625,0.3224181360201511,-0.015625,397.0,-0.059705604534005086
fade_15_ext,255,30,OOS,128,0.515625,0.0625,0.3224181360201511,0.015625,397.0,-0.028455604534005086
follow_30,255,30,OOS,395,0.5215189873417722,0.9335443037974683,0.9949622166246851,0.021518987341772156,397.0,-0.02256161719223293
fade_30,255,30,OOS,395,0.47848101265822784,-0.9335443037974683,0.9949622166246851,-0.021518987341772156,397.0,-0.06559959187577724
follow_30_ext,255,30,OOS,124,0.5564516129032258,2.4778225806451615,0.3123425692695214,0.056451612903225756,397.0,0.01237100836922067
fade_30_ext,255,30,OOS,124,0.4435483870967742,-2.4778225806451615,0.3123425692695214,-0.05645161290322581,397.0,-0.1005322174372309
run_continue,255,30,OOS,88,0.4772727272727273,-8.295454545454545,0.2216624685138539,-0.022727272727272707,397.0,-0.06680787726127779
run_fade,255,30,OOS,88,0.5227272727272727,8.295454545454545,0.2216624685138539,0.022727272727272707,397.0,-0.02135333180673238
alt_fade,255,30,OOS,112,0.5446428571428571,0.38169642857142855,0.28211586901763225,0.044642857142857095,397.0,0.0005622526088520097
UNCOND_LONG,255,60,OOS,397,0.49622166246851385,1.029596977329975,1.0,-0.0037783375314861534,,
follow_1,255,60,OOS,392,0.4413265306122449,-5.065688775510204,0.9874055415617129,-0.058673469387755084,397.0,-0.05489513185626893
fade_1,255,60,OOS,392,0.5586734693877551,5.065688775510204,0.9874055415617129,0.058673469387755084,397.0,0.06245180691924124
follow_1_ext,255,60,OOS,133,0.46616541353383456,0.6165413533834586,0.3350125944584383,-0.03383458646616544,397.0,-0.030056248934679286
fade_1_ext,255,60,OOS,133,0.5338345864661654,-0.6165413533834586,0.3350125944584383,0.03383458646616544,397.0,0.03761292399765159
follow_5,255,60,OOS,395,0.4759493670886076,-1.8715189873417721,0.9949622166246851,-0.024050632911392422,397.0,-0.02027229537990627
fade_5,255,60,OOS,395,0.5240506329113924,1.8715189873417721,0.9949622166246851,0.024050632911392422,397.0,0.027828970442878576
follow_5_ext,255,60,OOS,115,0.4260869565217391,2.0608695652173914,0.28967254408060455,-0.07391304347826089,397.0,-0.07013470594677473
fade_5_ext,255,60,OOS,115,0.5739130434782609,-2.0608695652173914,0.28967254408060455,0.07391304347826089,397.0,0.07769138100974704
follow_15,255,60,OOS,395,0.49873417721518987,1.6981012658227848,0.9949622166246851,-0.0012658227848101333,397.0,0.00251251474667602
fade_15,255,60,OOS,395,0.5012658227848101,-1.6981012658227848,0.9949622166246851,0.0012658227848101333,397.0,0.005044160316296287
follow_15_ext,255,60,OOS,128,0.5078125,1.712890625,0.3224181360201511,0.0078125,397.0,0.011590837531486153
fade_15_ext,255,60,OOS,128,0.4921875,-1.712890625,0.3224181360201511,-0.0078125,397.0,-0.004034162468513847
follow_30,255,60,OOS,395,0.5139240506329114,-0.8215189873417722,0.9949622166246851,0.013924050632911356,397.0,0.01770238816439751
fade_30,255,60,OOS,395,0.4860759493670886,0.8215189873417722,0.9949622166246851,-0.013924050632911411,397.0,-0.010145713101425258
follow_30_ext,255,60,OOS,124,0.5241935483870968,1.1048387096774193,0.3123425692695214,0.024193548387096753,397.0,0.027971885918582906
fade_30_ext,255,60,OOS,124,0.47580645161290325,-1.1048387096774193,0.3123425692695214,-0.024193548387096753,397.0,-0.0204152108556106
run_continue,255,60,OOS,88,0.4659090909090909,-1.8125,0.2216624685138539,-0.034090909090909116,397.0,-0.030312571559422963
run_fade,255,60,OOS,88,0.5340909090909091,1.8125,0.2216624685138539,0.03409090909090906,397.0,0.037869246622395214
alt_fade,255,60,OOS,112,0.5803571428571429,4.232142857142857,0.28211586901763225,0.0803571428571429,397.0,0.08413548038862906
UNCOND_LONG,270,5,IS,2336,0.488013698630137,0.1972388698630137,1.0,-0.011986301369863006,,
follow_1,270,5,IS,2163,0.46740638002773927,-0.19128525196486362,0.9259417808219178,-0.032593619972260734,2336.0,-0.02060731860239773
fade_1,270,5,IS,2163,0.4891354600092464,0.19128525196486362,0.9259417808219178,-0.010864539990753597,2336.0,0.0011217613791094094
follow_1_ext,270,5,IS,794,0.4760705289672544,-0.21158690176322417,0.3398972602739726,-0.02392947103274562,2336.0,-0.011943169662882613
fade_1_ext,270,5,IS,794,0.48740554156171284,0.21158690176322417,0.3398972602739726,-0.01259445843828716,2336.0,-0.0006081570684241533
follow_5,270,5,IS,2249,0.4650955980435749,-0.16707425522454425,0.9627568493150684,-0.03490440195642508,2336.0,-0.022918100586562073
fade_5,270,5,IS,2249,0.4899955535793686,0.16707425522454425,0.9627568493150684,-0.010004446420631419,2336.0,0.0019818549492315873
follow_5_ext,270,5,IS,794,0.45843828715365237,-0.3702770780856423,0.3398972602739726,-0.04156171284634763,2336.0,-0.029575411476484625
fade_5_ext,270,5,IS,794,0.49622166246851385,0.3702770780856423,0.3398972602739726,-0.0037783375314861534,2336.0,0.008207963838376853
follow_15,270,5,IS,2269,0.4587924195680917,-0.12990304098721903,0.971318493150685,-0.04120758043190831,2336.0,-0.029221279062045302
fade_15,270,5,IS,2269,0.49713530189510796,0.12990304098721903,0.971318493150685,-0.0028646981048920384,2336.0,0.009121603264970968
follow_15_ext,270,5,IS,794,0.4596977329974811,-0.22071788413098237,0.3398972602739726,-0.04030226700251888,2336.0,-0.02831596563265587
fade_15_ext,270,5,IS,794,0.5088161209068011,0.22071788413098237,0.3398972602739726,0.008816120906801062,2336.0,0.020802422276664068
follow_30,270,5,IS,2295,0.4514161220043573,-0.11633986928104575,0.9824486301369864,-0.04858387799564268,2336.0,-0.03659757662577967
fade_30,270,5,IS,2295,0.5045751633986928,0.11633986928104575,0.9824486301369864,0.004575163398692794,2336.0,0.0165614647685558
follow_30_ext,270,5,IS,794,0.44710327455919396,-0.40302267002518893,0.3398972602739726,-0.052896725440806036,2336.0,-0.04091042407094303
fade_30_ext,270,5,IS,794,0.5163727959697733,0.40302267002518893,0.3398972602739726,0.016372795969773257,2336.0,0.028359097339636263
run_continue,270,5,IS,397,0.44584382871536526,-0.18387909319899245,0.1699486301369863,-0.054156171284634735,2336.0,-0.04216986991477173
run_fade,270,5,IS,397,0.5214105793450882,0.18387909319899245,0.1699486301369863,0.021410579345088165,2336.0,0.03339688071495117
alt_fade,270,5,IS,533,0.4803001876172608,0.17354596622889307,0.2281678082191781,-0.019699812382739212,2336.0,-0.007713511012876206
UNCOND_LONG,270,15,IS,2336,0.5158390410958904,0.21339897260273974,1.0,0.015839041095890405,,
follow_1,270,15,IS,2163,0.4845122515025428,-0.20827554322699954,0.9259417808219178,-0.01548774849745721,2336.0,-0.031326789593347615
fade_1,270,15,IS,2163,0.497457235321313,0.20827554322699954,0.9259417808219178,-0.002542764678687026,2336.0,-0.01838180577457743
follow_1_ext,270,15,IS,794,0.4836272040302267,-0.06297229219143577,0.3398972602739726,-0.016372795969773313,2336.0,-0.03221183706566372
fade_1_ext,270,15,IS,794,0.49622166246851385,0.06297229219143577,0.3398972602739726,-0.0037783375314861534,2336.0,-0.019617378627376558
follow_5,270,15,IS,2249,0.483325922632281,-0.15984882169853268,0.9627568493150684,-0.016674077367718976,2336.0,-0.03251311846360938
fade_5,270,15,IS,2249,0.49755446865273456,0.15984882169853268,0.9627568493150684,-0.0024455313472654394,2336.0,-0.018284572443155844
follow_5_ext,270,15,IS,794,0.5201511335012594,-0.14231738035264482,0.3398972602739726,0.02015113350125941,2336.0,0.004312092405369006
fade_5_ext,270,15,IS,794,0.464735516372796,0.14231738035264482,0.3398972602739726,-0.035264483627204024,2336.0,-0.05110352472309443
follow_15,270,15,IS,2269,0.499338915821948,0.05608197443807845,0.971318493150685,-0.000661084178051996,2336.0,-0.0165001252739424
fade_15,270,15,IS,2269,0.48171000440722783,-0.05608197443807845,0.971318493150685,-0.018289995592772168,2336.0,-0.03412903668866257
follow_15_ext,270,15,IS,794,0.5025188916876574,-0.1533375314861461,0.3398972602739726,0.0025188916876573986,2336.0,-0.013320149408233006
fade_15_ext,270,15,IS,794,0.482367758186398,0.1533375314861461,0.3398972602739726,-0.017632241813602012,2336.0,-0.03347128290949242
follow_30,270,15,IS,2295,0.4875816993464052,0.28082788671023967,0.9824486301369864,-0.012418300653594783,2336.0,-0.028257341749485188
fade_30,270,15,IS,2295,0.493681917211329,-0.28082788671023967,0.9824486301369864,-0.00631808278867102,2336.0,-0.022157123884561425
follow_30_ext,270,15,IS,794,0.4672544080604534,-0.29250629722921917,0.3398972602739726,-0.032745591939546626,2336.0,-0.04858463303543703
fade_30_ext,270,15,IS,794,0.5201511335012594,0.29250629722921917,0.3398972602739726,0.02015113350125941,2336.0,0.004312092405369006
run_continue,270,15,IS,397,0.4760705289672544,-1.06360201511335,0.1699486301369863,-0.02392947103274562,2336.0,-0.039768512128636024
run_fade,270,15,IS,397,0.5113350125944585,1.06360201511335,0.1699486301369863,0.01133501259445846,2336.0,-0.004504028501431945
alt_fade,270,15,IS,533,0.474671669793621,-0.5614446529080676,0.2281678082191781,-0.02532833020637898,2336.0,-0.041167371302269384
UNCOND_LONG,270,30,IS,2336,0.5368150684931506,0.5934289383561644,1.0,0.03681506849315064,,
follow_1,270,30,IS,2163,0.47572815533980584,-0.410078594544614,0.9259417808219178,-0.024271844660194164,2336.0,-0.0610869131533448
fade_1,270,30,IS,2163,0.5094775774387424,0.410078594544614,0.9259417808219178,0.009477577438742446,2336.0,-0.02733749105440819
follow_1_ext,270,30,IS,794,0.47984886649874053,-0.20465994962216624,0.3398972602739726,-0.020151133501259466,2336.0,-0.056966201994410104
fade_1_ext,270,30,IS,794,0.5037783375314862,0.20465994962216624,0.3398972602739726,0.0037783375314861534,2336.0,-0.033036730961664484
follow_5,270,30,IS,2249,0.47621164962205426,-0.5083370386838595,0.9627568493150684,-0.023788350377945744,2336.0,-0.06060341887109638
fade_5,270,30,IS,2249,0.5068919519786572,0.5083370386838595,0.9627568493150684,0.006891951978657218,2336.0,-0.02992311651449342
follow_5_ext,270,30,IS,794,0.49748110831234255,-0.07304785894206549,0.3398972602739726,-0.002518891687657454,2336.0,-0.03933396018080809
fade_5_ext,270,30,IS,794,0.48614609571788414,0.07304785894206549,0.3398972602739726,-0.013853904282115859,2336.0,-0.050668972775266496
follow_15,270,30,IS,2269,0.49184662847069194,0.24041427941824592,0.971318493150685,-0.008153371529308062,2336.0,-0.0449684400224587
fade_15,270,30,IS,2269,0.49052446011458795,-0.24041427941824592,0.971318493150685,-0.009475539885412054,2336.0,-0.04629060837856269
