prior_session,next_session,calendar_gap_days,prior_poc,prior_poc_location,prior_lower_share,prior_middle_share,prior_upper_share,prior_dominant_third,prior_vw_std_norm,prior_poc_concentration_10,prior_profile_low,prior_profile_high,prior_range,open_to_poc,open_to_poc_frac,open_third,n_bars,near_bar_n,near_share,minutes_to_poc_band,poc_band_status,touched_poc_band,crossed_poc,closes_after_cross,closes_above,closes_below,closes_equal,close_imbalance,next_vwap_proxy,migration_frac,in_location_sample,exclude_reason
2026-08-17,2026-08-18,1,29595.0,0.1333882256072457,0.7546897443004892,0.1811603854752022,0.0641498702243085,lower,0.2085077913531877,0.5709248452951362,29514.0,30121.25,607.25,-28.5,-0.04693289419514203,prior_lower,1380,862,0.6246376811594203,0.0,touch,True,True,1192,250,939,3,-689.0,29556.14389918697,-0.06398699186995625,True,
2026-08-18,2026-08-19,1,29550.0,0.4567496723460026,0.2271774577439271,0.6296474575307818,0.1431750847252911,middle,0.1996178034719142,0.4164416798698392,29375.75,29757.25,381.5,11.5,0.03014416775884666,prior_middle,1380,159,0.11521739130434783,0.0,touch,True,True,774,17,756,1,-739.0,29379.132723045175,-0.4478827705237871,True,
2026-08-19,2026-08-20,1,29300.0,0.1996919917864476,0.5697372992816251,0.3027670802764352,0.1274956204419397,lower,0.2260850545710596,0.4111891114090443,29202.75,29689.75,487.0,27.0,0.055441478439425054,prior_lower,1380,380,0.2753623188405797,0.0,touch,True,True,1377,1287,89,1,1198.0,29374.490032999816,0.1529569466115325,True,
2026-08-20,2026-08-24,4,29400.0,0.5642633228840125,0.2668269081596982,0.5539046452795297,0.1792684465607721,middle,0.2029865748086593,0.378572595808761,29220.0,29539.0,319.0,-259.5,-0.8134796238244514,outside_below,1380,116,0.08405797101449275,701.0,touch,True,True,666,9,656,1,-647.0,29262.652013512656,-0.4305579513709853,True,
2026-08-24,2026-08-25,1,29225.0,0.5088685015290519,0.0735525428806831,0.6313738463202923,0.2950736107990246,middle,0.1670197425106737,0.4478857180901971,29017.0,29425.75,408.75,63.0,0.15412844036697249,prior_middle,1380,853,0.6181159420289855,81.0,touch,True,True,1274,678,589,7,89.0,29252.030014032076,0.06612847469621039,True,
2026-08-25,2026-08-26,1,29280.0,0.5384052670080468,0.2249027271801727,0.6629778983759091,0.1121193744439181,middle,0.165491923822056,0.3893546573650685,29096.0,29437.75,341.75,219.5,0.6422823701536211,outside_above,1380,0,0.0,,no_touch,False,False,0,0,0,0,,29572.446697949592,0.855732839647672,True,
2026-08-26,2026-08-27,1,29580.0,0.5820408163265306,0.1434005101175698,0.5717939610504352,0.2848055288319949,middle,0.1994634507599798,0.4155584073908147,29401.75,29708.0,306.25,55.5,0.18122448979591838,prior_upper,1380,353,0.25579710144927537,1.0,touch,True,True,773,461,311,1,150.0,29596.41416671336,0.05359727906402942,True,
2026-08-27,2026-08-31,4,29490.0,0.1432378414390406,0.3976930511394674,0.4337329990335187,0.1685739498270138,middle,0.2516960531237428,0.3211344249436219,29436.25,29811.5,375.25,28.25,0.07528314457028648,prior_lower,1380,514,0.372463768115942,0.0,touch,True,True,1316,315,999,2,-684.0,29195.571629464503,-0.7846192419333707,True,
2026-08-31,2026-09-01,1,29125.0,0.2160737812911726,0.6244160766224991,0.2625323177718365,0.1130516056056644,lower,0.2197413168545363,0.545132870111937,29002.0,29571.25,569.25,11.5,0.020202020202020204,prior_lower,1380,910,0.6594202898550725,0.0,touch,True,True,1378,518,858,2,-340.0,29119.045972707703,-0.010459424316726947,True,
2026-09-01,2026-09-02,1,29160.0,0.8145231846019247,0.0580693400856888,0.3619345131606712,0.57999614675364,upper,0.2080579284044056,0.4624744263708841,28927.25,29213.0,285.75,17.0,0.0594925634295713,prior_upper,1380,498,0.36086956521739133,0.0,touch,True,True,1379,1132,245,2,887.0,29364.965054210163,0.7172880287319777,True,
2026-09-02,2026-09-03,1,29530.0,0.8934707903780069,0.2458190443098213,0.3373128578550602,0.4168680978351185,upper,0.2811332295698168,0.360394981342438,29075.0,29584.25,509.25,-25.0,-0.049091801669121256,prior_upper,1380,845,0.6123188405797102,0.0,touch,True,True,1229,958,269,2,689.0,29565.56340412418,0.0698348632777206,True,
2026-09-03,2026-09-07,4,29520.0,0.2198731501057082,0.4434931173563728,0.379889488424399,0.1766173942192281,lower,0.227884946729505,0.3527092637247375,29468.0,29704.5,236.5,91.5,0.386892177589852,prior_middle,1380,273,0.19782608695652174,38.0,touch,True,True,779,643,134,2,509.0,29571.552422725537,0.2179806457739422,True,
2026-09-07,2026-09-08,1,29610.0,0.5448529411764705,0.3167896231198909,0.5945751836454435,0.0886351932346656,middle,0.1820350863406978,0.3895118375593653,29424.75,29764.75,340.0,-83.5,-0.24558823529411763,prior_lower,1380,419,0.3036231884057971,186.0,touch,True,True,1135,56,1075,4,-1019.0,29476.435772256966,-0.39283596395010084,True,
2026-09-08,2026-09-09,1,29443.0,0.3657522859517872,0.2337081321580669,0.561983149416293,0.20430871842564,middle,0.2072457515636878,0.411487321093137,29333.0,29633.75,300.75,15.5,0.051537822111388194,prior_middle,1380,545,0.39492753623188404,0.0,touch,True,True,1377,255,1120,2,-865.0,29210.2202665138,-0.7739974513256882,True,
2026-09-09,2026-09-10,1,29150.0,0.2295698924731183,0.5540203231619059,0.3055969928809854,0.1403826839571086,lower,0.2211175263168869,0.4575868460697722,29043.25,29508.25,465.0,-9.0,-0.01935483870967742,prior_lower,1380,347,0.2514492753623188,0.0,touch,True,True,1379,959,418,2,541.0,29372.72104340743,0.4789699858224291,True,
2026-09-10,2026-09-14,4,29415.0,0.8145731375747689,0.1045577897727159,0.1129571140152184,0.7824850962120655,upper,0.2252342210032611,0.6286410802591066,29040.5,29500.25,459.75,-215.0,-0.4676454594888526,prior_middle,1371,0,0.0,,no_touch,False,False,0,0,0,0,,29040.0864483109,-0.8154726518523113,True,
2026-09-14,2026-09-15,1,28995.0,0.2711111111111111,0.4850904120882101,0.2341927995747866,0.2807167883370033,lower,0.2702380628138729,0.3024113505949733,28918.75,29200.0,281.25,-16.75,-0.059555555555555556,prior_lower,1362,387,0.2841409691629956,0.0,touch,True,True,1311,950,361,0,589.0,29039.398024274855,0.1578596418661505,True,
