n,ic,n_early,ic_early,n_late,ic_late,n_daily,ic_daily_median,n_pos,n_neg,median_pos,mean_pos,median_neg,mean_neg,n_sign,sign_pct,family,feature,window_s,horizon_s,signed
233560,-0.0017718685400071564,116765,0.003996139038131962,116795,-0.007540857655060374,26,0.0014438603774216696,111322.0,119727.0,0.125,-0.04585347011372415,0.125,0.03811379221061248,229261.0,0.4999280296256232,order_flow,add_signed,1,15,True
233170,-0.006707829924374454,116570,0.0030870877415067536,116600,-0.016542053610488387,26,-0.0008387565455246237,111145.0,119525.0,0.0,-0.13672904764046967,0.125,0.08953461618908178,229498.0,0.4986535830377607,order_flow,add_signed,1,30,True
232390,-0.005159642839570608,116180,0.0063978620554869525,116210,-0.01666007006940984,26,-0.0025713913273421075,110733.0,119166.0,0.25,-0.1601080978570074,0.25,0.06897730896396623,229035.0,0.4992424738577073,order_flow,add_signed,1,60,True
233946,-0.0033071518729663398,116965,0.0015624021647957379,116981,-0.008041721766378003,26,-0.0007982585022167792,111422.0,119911.0,0.0,-0.01668319541921703,0.0,0.01436586301506951,223266.0,0.5023469762525418,order_flow,cancel_signed,1,1,True
233830,-0.0026714829159849864,116905,0.0018770886483617211,116925,-0.0071238332835829605,26,-0.0014149737347191904,111375.0,119842.0,0.0,-0.026814814814814816,0.0,0.026107291266834667,228018.0,0.50096483610943,order_flow,cancel_signed,1,5,True
233560,-0.0029350469458896723,116765,0.0027913069394453504,116795,-0.008671080082375123,26,0.0003830988891975119,111252.0,119698.0,0.125,-0.06835045662100457,0.0,0.05345536266270113,229148.0,0.5009382582435805,order_flow,cancel_signed,1,15,True
233170,-0.009054474678345944,116570,-0.0010120043436531636,116600,-0.017184830437321347,26,0.0007787746794623817,111065.0,119499.0,0.125,-0.1482330167019313,0.125,0.09565352011313902,229389.0,0.4987641081307299,order_flow,cancel_signed,1,30,True
232390,-0.005231279984835564,116180,0.0052470404419125444,116210,-0.015612107854724666,26,-0.0015269328997710337,110658.0,119138.0,0.25,-0.15985626886442914,0.25,0.054882782991153116,228928.0,0.5000393136706738,order_flow,cancel_signed,1,60,True
233946,0.001263824122409839,116965,0.0025920828931260496,116981,-5.31108340430144e-06,26,0.0023607914064025636,115489.0,115936.0,0.0,0.03340253184285949,0.0,-0.035458140698316314,223366.0,0.49624830994869407,order_flow,replenish_net,1,1,True
233830,0.004479637588955952,116905,0.0034821660936179026,116925,0.005334151339659503,26,0.0035194859922592064,115431.0,115878.0,0.0,0.033486455111711756,0.0,-0.03887385871347452,228109.0,0.4992963890070098,order_flow,replenish_net,1,5,True
233560,0.0016910165731761704,116765,-0.00012459642806612103,116795,0.0032955837178521613,26,0.0015181124774655348,115304.0,115737.0,0.125,0.02170458093387914,0.125,-0.03264621512567286,229232.0,0.49949832484120893,order_flow,replenish_net,1,15,True
233170,0.001966799031367385,116570,0.0033227131601304095,116600,0.00048565354826787783,26,0.002150573874565671,115103.0,115556.0,0.125,0.01938481186415645,0.125,-0.05788102738066392,229489.0,0.5010697680498848,order_flow,replenish_net,1,30,True
232390,-6.0117350062774694e-05,116180,0.0006065835138780729,116210,-0.0008286231311812062,26,0.0002421449591931609,114701.0,115190.0,0.25,-0.027886635687570292,0.25,-0.06343215556905982,229024.0,0.4999214056168786,order_flow,replenish_net,1,60,True
233842,-0.004228696814960571,116913,-0.004568718547985909,116929,-0.0033378978230603385,26,-0.0009722771979613722,,,,,,,,,trade,buy_volume,5,1,False
233726,-0.0011654904333887885,116853,0.003553788547483328,116873,-0.005614297878496033,26,0.002835942884905459,,,,,,,,,trade,buy_volume,5,5,False
233456,0.002006165200480347,116713,0.009172249742332777,116743,-0.005286991524863591,26,0.007182525970410827,,,,,,,,,trade,buy_volume,5,15,False
233066,0.0003938851516872939,116518,0.00877888370186287,116548,-0.009015949903239291,26,0.005511767436591467,,,,,,,,,trade,buy_volume,5,30,False
232286,0.007281113171286975,116128,0.011828194150593439,116158,0.0018410698852938,26,0.015039475317220212,,,,,,,,,trade,buy_volume,5,60,False
233842,0.0005555610574175153,116913,0.0038724172981289325,116929,-0.0029521664391560353,26,0.008351093058466548,,,,,,,,,trade,sell_volume,5,1,False
233726,0.006662928246968131,116853,0.01299159935386146,116873,0.0002226364365819962,26,0.008978781874125367,,,,,,,,,trade,sell_volume,5,5,False
233456,0.00029300375526764493,116713,0.007879805427062321,116743,-0.0067943545150818,26,0.0011445539746053656,,,,,,,,,trade,sell_volume,5,15,False
233066,0.0008222185531898259,116518,0.0055412650801058335,116548,-0.003573362858890908,26,0.007569136057645036,,,,,,,,,trade,sell_volume,5,30,False
232286,0.0053870399868478774,116128,0.005375180804161777,116158,0.005510762193834227,26,0.00570179804796344,,,,,,,,,trade,sell_volume,5,60,False
233842,-0.007243365870776586,116913,-0.012448971825131721,116929,-0.0013522037649499419,26,-0.0053138697212570165,114670.0,114357.0,0.0,0.0011849219499433157,0.0,-0.0014548737724844128,221043.0,0.4954013472491778,trade,trade_imbalance,5,1,True
233726,-0.01053700098019938,116853,-0.012376853604878172,116873,-0.00845100969657021,26,-0.012191654089571399,114616.0,114298.0,0.0,-0.028351190060724507,0.125,0.030784659399114594,225745.0,0.493658774280715,trade,trade_imbalance,5,5,True
233456,3.7106535595238536e-05,116713,0.0007147503693473714,116743,-0.0007647606958404747,26,0.0007270968404409832,114524.0,114126.0,0.125,0.0021971377178582655,0.125,0.00022234197290713772,226871.0,0.49952175465352555,trade,trade_imbalance,5,15,True
233066,-0.0021059619960688294,116518,0.0031728302601106107,116548,-0.00802079393545294,26,-0.006693468298141598,114348.0,113924.0,0.125,-0.06417580543603736,0.125,0.035580738035883575,227111.0,0.49936815037580745,trade,trade_imbalance,5,30,True
232286,0.0009370909853602247,116128,0.006304485212063116,116158,-0.005512243471502599,26,-0.0065492793661402135,113975.0,113532.0,0.25,-0.06911164729107261,0.25,-0.026881187682767854,226647.0,0.5005272516291854,trade,trade_imbalance,5,60,True
233842,-0.00835724113179469,116913,-0.015450653834577778,116929,-0.0010448068755585865,26,-0.008581013773778002,114670.0,114357.0,0.0,0.0011849219499433157,0.0,-0.0014548737724844128,221043.0,0.4954013472491778,trade,signed_volume,5,1,True
233726,-0.011997226889930174,116853,-0.015998773546249626,116873,-0.007993461316446052,26,-0.013758596256906137,114616.0,114298.0,0.0,-0.028351190060724507,0.125,0.030784659399114594,225745.0,0.493658774280715,trade,signed_volume,5,5,True
233456,-0.0009855633544836988,116713,0.0006230021834402859,116743,-0.0027286370410994167,26,-6.77321039223189e-05,114524.0,114126.0,0.125,0.0021971377178582655,0.125,0.00022234197290713772,226871.0,0.49952175465352555,trade,signed_volume,5,15,True
233066,-0.004387894706758739,116518,0.003010736513855831,116548,-0.011896277212943193,26,-0.011243414429656281,114348.0,113924.0,0.125,-0.06417580543603736,0.125,0.035580738035883575,227111.0,0.49936815037580745,trade,signed_volume,5,30,True
232286,-0.0022558009183640602,116128,0.004517004850973947,116158,-0.009380564094353661,26,-0.007480803289162584,113975.0,113532.0,0.25,-0.06911164729107261,0.25,-0.026881187682767854,226647.0,0.5005272516291854,trade,signed_volume,5,60,True
233842,-0.0065403198066530145,116913,-0.01065363415317534,116929,-0.0017331067235002598,26,-0.00572379332642273,113325.0,113233.0,0.0,-0.0004952570041914846,0.0,-0.0011580104739784339,218708.0,0.49539111509409806,trade,count_imbalance,5,1,True
233726,-0.009517672510072019,116853,-0.011246476187140919,116873,-0.007398173378744795,26,-0.007002911334925811,113276.0,113177.0,0.0,-0.026758757371376108,0.125,0.022749763644556758,223333.0,0.49362163227109296,trade,count_imbalance,5,5,True
233456,-0.00147571890236228,116713,-0.00170303969294089,116743,-0.0012565352837467965,26,-0.0048677539549945165,113183.0,113014.0,0.0,-0.03330778473799069,0.125,0.010443396393367194,224453.0,0.4985364419277087,trade,count_imbalance,5,15,True
233066,-0.0040976795052426445,116518,0.0006215565513951237,116548,-0.009461017174161661,26,-0.006653693640252072,113025.0,112800.0,0.125,-0.10392059278920593,0.125,0.05598404255319149,224677.0,0.4990230419669125,trade,count_imbalance,5,30,True
232286,-0.0013325920372112992,116128,0.004540692633736918,116158,-0.008465257067908752,26,-0.005691102293239551,112672.0,112405.0,0.25,-0.10729595640443056,0.375,-0.00889306525510431,224221.0,0.49922174996989577,trade,count_imbalance,5,60,True
233801,0.00897629403267853,116890,0.009837833181591182,116911,0.008192138919961798,26,0.00778781356625598,60787.0,60902.0,0.0,0.029175646108542945,0.0,-0.010418377064792617,117204.0,0.5066806593631616,book_change,depth_bid_change,5,1,True
233685,0.002941640950361415,116830,0.0044910839579995416,116855,0.0014997102590286436,26,0.0010143701081185756,60759.0,60869.0,0.0,0.03587328626211755,0.0,-0.00022178777374361333,119832.0,0.5033546965752053,book_change,depth_bid_change,5,5,True
233415,0.0027707873400197405,116690,0.0034842952167296894,116725,0.0021627279206782118,26,0.0023466862049886595,60675.0,60783.0,0.125,0.06471157807993408,0.125,0.019318723985324845,120447.0,0.5011581857580513,book_change,depth_bid_change,5,15,True
233025,0.0005613523029394189,116495,0.0005251632892469157,116530,0.0006863321882817981,26,-8.754398603681233e-05,60550.0,60666.0,0.125,0.046418249380677123,0.125,0.0133353113770481,120541.0,0.4995395757460117,book_change,depth_bid_change,5,30,True
232245,0.000955911435193762,116105,0.0015925083523520374,116140,0.00037117721267171996,26,0.000855874517636368,60307.0,60412.0,0.375,0.0761292221466828,0.375,0.03680146328543998,120225.0,0.5002370555208984,book_change,depth_bid_change,5,60,True
233801,-0.005376029649586884,116890,-0.007369730425453908,116911,-0.0035574611336931183,26,-0.007080306756665074,61083.0,61124.0,0.0,-0.02698172977751584,0.0,0.009910182579674106,117661.0,0.4962901896125309,book_change,depth_ask_change,5,1,True
233685,-0.0034859971857314365,116830,-0.0068441405365216685,116855,-0.00040524340002789136,26,-0.002975534673979865,61050.0,61085.0,0.0,-0.04375716625716626,0.0,0.020790701481542113,120342.0,0.49732429243323195,book_change,depth_ask_change,5,5,True
233415,-0.004185813355433789,116690,-0.003937146472175008,116725,-0.004468619771815597,26,-0.003330063214679154,60973.0,61009.0,0.0,-0.10154699621143785,0.125,0.01700773656345785,120919.0,0.497556215317692,book_change,depth_ask_change,5,15,True
233025,-0.0019306663925768082,116495,-0.00271681852921505,116530,-0.0012463133648997272,26,-0.0011111534126561362,60845.0,60895.0,0.0,-0.08978962938614513,0.125,-0.06997085146563757,121091.0,0.49860848452816475,book_change,depth_ask_change,5,30,True
232245,-0.0012507729595451571,116105,-0.0013821684647399037,116140,-0.0011254577927963,26,-0.0021381837091382127,60636.0,60664.0,0.25,-0.15909690612837257,0.25,-0.09292578794672293,120790.0,0.49930457819355906,book_change,depth_ask_change,5,60,True
233801,0.009749783960184437,116890,0.01151446677040804,116911,0.008089264448130159,26,0.01091530821858656,80228.0,80122.0,0.0,0.02480274966345914,0.0,-0.016336025061780786,154554.0,0.506179070098477,book_change,depth_net_change,5,1,True
233685,0.003613251401910066,116830,0.006799430386054784,116855,0.000656433200441051,26,0.004434672017627389,80186.0,80080.0,0.0,0.0280363779213329,0.0,-0.0064997502497502494,157953.0,0.5023139794749071,book_change,depth_net_change,5,5,True
233415,0.00462468101383548,116690,0.004106133451091871,116725,0.005099420807295719,26,0.004307027132896186,80098.0,79978.0,0.125,0.04950498139778771,0.0,-0.04180212058316037,158748.0,0.5020346713029455,book_change,depth_net_change,5,15,True
233025,0.0016687193314764489,116495,0.0013940866985641817,116530,0.001910323575517211,26,0.0011786784393716973,79951.0,79831.0,0.125,0.0027970256782279147,0.125,-0.03842179103355839,158925.0,0.5004876514078969,book_change,depth_net_change,5,30,True
232245,0.0009141865235714724,116105,0.0016767529081401047,116140,0.00019920445344677682,26,0.001580130082910384,79670.0,79541.0,0.25,-0.009307141960587424,0.25,-0.04240580329641317,158561.0,0.49994008614980984,book_change,depth_net_change,5,60,True
233842,-0.005159633995895645,116913,-0.004677048605013412,116929,-0.005536793157530518,26,-0.0015134460651227886,109598.0,123378.0,0.0,-0.0006295735323637293,0.0,0.001039488401497836,224850.0,0.4974471870135646,order_flow,add_signed,5,1,True
233726,-0.0011963397699299807,116853,0.00286289368993073,116873,-0.004971149421855397,26,0.0039194438640143495,109551.0,123309.0,0.0,-0.008132057215360882,0.0,0.00799008993666318,229641.0,0.49849112310084,order_flow,add_signed,5,5,True
233456,-0.002927336026185048,116713,0.003573953742182943,116743,-0.009469163262141752,26,0.0029462170359642586,109431.0,123159.0,0.125,-0.07947587977812502,0.125,0.06321807582068707,230773.0,0.49992850116781423,order_flow,add_signed,5,15,True
233066,-0.010910561267682141,116518,0.0009909900711571847,116548,-0.02301776402471066,26,-0.0052700194859199665,109261.0,122941.0,0.0,-0.18338656977329515,0.125,0.12577984561700328,231020.0,0.49835079213920874,order_flow,add_signed,5,30,True
232286,-0.008181632100523776,116128,0.008149948838942224,116158,-0.024547162018799255,26,-0.009105706184123263,108839.0,122587.0,0.375,-0.2351523810398846,0.25,0.11899610072846223,230553.0,0.5006657905123768,order_flow,add_signed,5,60,True
233842,-0.003402477996370261,116913,0.0011204395440281597,116929,-0.007716120779615988,26,-0.004033270869235694,110047.0,122985.0,0.0,-0.01316028605959272,0.0,0.011647761922185633,224906.0,0.49998221479195754,order_flow,cancel_signed,5,1,True
233726,0.0006185585306226175,116853,0.004194847007151654,116873,-0.0028135297761111722,26,0.0022307910844241385,109997.0,122919.0,0.0,-0.026934825495240778,0.0,0.025056134527615747,229691.0,0.5009904610977357,order_flow,cancel_signed,5,5,True
233456,-0.003644737860607049,116713,0.003146319265928413,116743,-0.010371844213325026,26,0.0027480837934496082,109864.0,122782.0,0.125,-0.08643641229156047,0.0,0.07183565180563926,230829.0,0.5014058025638026,order_flow,cancel_signed,5,15,True
233066,-0.0088984908717301,116518,-0.00035042551950325966,116548,-0.017606701301355467,26,0.0003887099318290808,109682.0,122576.0,0.125,-0.12760183986433507,0.125,0.07981068887873646,231078.0,0.5002033945247925,order_flow,cancel_signed,5,30,True
232286,-0.006041335457269346,116128,0.0090498873371463,116158,-0.02089195621305304,26,0.0006617036173422141,109271.0,122209.0,0.375,-0.16226857995259492,0.25,0.06305693525026798,230605.0,0.5009301619652653,order_flow,cancel_signed,5,60,True
233842,-0.0013072182892328542,116913,-0.0065109342929188406,116929,0.004050661980917112,26,-0.00039379372880981906,116599.0,116082.0,0.0,0.024517791747785143,0.0,-0.024488077393566617,224574.0,0.4967093252112889,order_flow,replenish_net,5,1,True
233726,-0.0032204503430895842,116853,-0.004462303607770278,116873,-0.002034617749606683,26,-0.006066693637984131,116551.0,116015.0,0.0,0.027864411287762438,0.125,-0.025595828125673403,229353.0,0.49516247879905645,order_flow,replenish_net,5,5,True
233456,0.003539532520836475,116713,0.0019340139688542356,116743,0.004952005105903807,26,0.003954404643246374,116440.0,115858.0,0.125,0.06608017004465819,0.125,-0.07125640870721055,230484.0,0.4999262421686538,order_flow,replenish_net,5,15,True
233066,-0.0015783249148958907,116518,0.0030010797400386205,116548,-0.006343183976772242,26,-0.0030357809642325663,116249.0,115659.0,0.125,-0.015311959672771379,0.125,-0.022674413577845217,230726.0,0.5009145046505379,order_flow,replenish_net,5,30,True
232286,-0.002994239783230834,116128,-0.0013840473581429953,116158,-0.004761233232660113,26,-0.0020471511722920097,115865.0,115269.0,0.25,-0.07313036723773357,0.25,-0.018052338443120007,230263.0,0.49987188562643586,order_flow,replenish_net,5,60,True
233582,-0.004212329868337197,116783,-0.003202525656750737,116799,-0.004947203410889159,26,-0.0017719115882603616,,,,,,,,,trade,buy_volume,15,1,False
233466,0.00016346735924509956,116723,0.004042123570193831,116743,-0.0036285432657188928,26,0.0039566136659157525,,,,,,,,,trade,buy_volume,15,5,False
233196,0.003052273818302885,116583,0.01171762865772603,116613,-0.005596807522406822,26,0.0058551207442806286,,,,,,,,,trade,buy_volume,15,15,False
232806,0.0014833858538590944,116388,0.010338960979672133,116418,-0.008482144944671033,26,0.01178921207952709,,,,,,,,,trade,buy_volume,15,30,False
232026,0.008586293283243947,115998,0.011995191490083382,116028,0.004411045896658524,26,0.022888465506142992,,,,,,,,,trade,buy_volume,15,60,False
233582,-0.0014958961705210775,116783,0.002004428193499103,116799,-0.004825984573030167,26,-0.00035268072200616825,,,,,,,,,trade,sell_volume,15,1,False
233466,-0.0006911092729385703,116723,0.004453271787277425,116743,-0.005515865776338501,26,0.0028632546028802054,,,,,,,,,trade,sell_volume,15,5,False
233196,-0.0024748430289961206,116583,0.0005670879972699087,116613,-0.004775927666987574,26,0.005647547990216774,,,,,,,,,trade,sell_volume,15,15,False
232806,0.0009012019509252676,116388,0.003710183738581993,116418,-0.0015652169963171398,26,0.01381047751622343,,,,,,,,,trade,sell_volume,15,30,False
232026,0.003234229891603612,115998,0.00039816178202626944,116028,0.006217928436136303,26,0.0061678355185011335,,,,,,,,,trade,sell_volume,15,60,False
233582,-0.006573593472184341,116783,-0.011035816580227013,116799,-0.001269581854325959,26,-0.006873757469144145,115903.0,115549.0,0.0,0.00027717142783189393,0.0,-0.0016756960250629603,223387.0,0.4968418036859799,trade,trade_imbalance,15,1,True
233466,-0.002337762530353489,116723,-0.007154997286762596,116743,0.0036185883370972384,26,-0.004553029381004088,115857.0,115480.0,0.0,0.006298713068696756,0.0,-0.004874220644267405,228140.0,0.49940825808713946,trade,trade_imbalance,15,5,True
233196,0.00328188737591556,116583,0.008208578207895327,116613,-0.0017090612331705343,26,-0.005554529608533913,115738.0,115332.0,0.125,-0.0170384834712886,0.0,0.01454496583775535,229272.0,0.5021546460099794,trade,trade_imbalance,15,15,True
232806,-0.00620172466904699,116388,0.0009074918316265608,116418,-0.014077676017989652,26,-0.011137454790622694,115570.0,115114.0,0.0,-0.15169702344899194,0.25,0.12564609865003387,229511.0,0.496106940408085,trade,trade_imbalance,15,30,True
232026,0.003587644860717241,115998,0.011612502906071069,116028,-0.006089518868405222,26,-0.012343296209801726,115179.0,114732.0,0.375,-0.07523615416004653,0.25,-0.00920296865739288,229044.0,0.5009124884301707,trade,trade_imbalance,15,60,True
233582,-0.00696669783183047,116783,-0.012110429431768136,116799,-0.0016731098398125891,26,-0.007959366183877103,115903.0,115549.0,0.0,0.00027717142783189393,0.0,-0.0016756960250629603,223387.0,0.4968418036859799,trade,signed_volume,15,1,True
233466,-0.002039978995365571,116723,-0.007851663978565309,116743,0.0037587538218374493,26,-0.004092672572969519,115857.0,115480.0,0.0,0.006298713068696756,0.0,-0.004874220644267405,228140.0,0.49940825808713946,trade,signed_volume,15,5,True
233196,0.002052723100180228,116583,0.008067173707623821,116613,-0.003961600020171879,26,-0.004445496666630775,115738.0,115332.0,0.125,-0.0170384834712886,0.0,0.01454496583775535,229272.0,0.5021546460099794,trade,signed_volume,15,15,True
232806,-0.007717096171909539,116388,0.0015987730116202256,116418,-0.017260148601001307,26,-0.014668350980663623,115570.0,115114.0,0.0,-0.15169702344899194,0.25,0.12564609865003387,229511.0,0.496106940408085,trade,signed_volume,15,30,True
232026,-9.813067335575182e-05,115998,0.009132747789404705,116028,-0.010125927891483208,26,-0.013757893175540067,115179.0,114732.0,0.375,-0.07523615416004653,0.25,-0.00920296865739288,229044.0,0.5009124884301707,trade,signed_volume,15,60,True
233582,-0.007158095296046892,116783,-0.011364244486591795,116799,-0.0020250498145419175,26,-0.006079538450399405,114873.0,114973.0,0.0,-0.001268792492578761,0.0,-0.0004294486531620467,221858.0,0.4967231292087732,trade,count_imbalance,15,1,True
233466,-0.0039815547878650475,116723,-0.008657628889853912,116743,0.0018331552302035582,26,-0.0053921656542055,114821.0,114909.0,0.0,-0.0025278476933661962,0.0,0.0023583879417626123,226559.0,0.49803362479530716,trade,count_imbalance,15,5,True
233196,-8.81501929622381e-05,116583,0.003439148358684636,116613,-0.0035792852057125535,26,-0.011246050626126722,114705.0,114759.0,0.125,-0.04300706159278148,0.0,0.042026115598776566,227675.0,0.5007225211375864,trade,count_imbalance,15,15,True
232806,-0.011359573020561925,116388,-0.003948534004831735,116418,-0.019755592988407213,26,-0.013689776797473456,114551.0,114532.0,0.0,-0.21436412602247035,0.25,0.17711862186987043,227926.0,0.49406825022156314,trade,count_imbalance,15,30,True
232026,0.00015693743283230275,115998,0.009373073886708787,116028,-0.01121151243371468,26,-0.009714001109966295,114211.0,114115.0,0.25,-0.13900259169432017,0.375,0.046795995267931476,227471.0,0.4993207925405876,trade,count_imbalance,15,60,True
233531,0.008520870865254906,116750,0.011602312756504807,116781,0.005667366713665781,26,0.013177442014305577,61180.0,60987.0,0.0,0.02929674730304021,0.0,-0.008706773574696246,117592.0,0.5072283828831893,book_change,depth_bid_change,15,1,True
233415,0.004080842261302877,116690,0.005403883081519191,116725,0.002916883174986797,26,0.0037300372914216497,61146.0,60949.0,0.0,0.024396526346776568,0.0,-0.01521969187353361,120281.0,0.5032548781603079,book_change,depth_bid_change,15,5,True
233145,0.004218873452835145,116550,0.003580014314191039,116595,0.004803408412463466,26,0.003724349305443226,61059.0,60864.0,0.125,0.03918750716520087,0.125,-0.03498578798633018,120899.0,0.5012034838997841,book_change,depth_bid_change,15,15,True
232755,0.0006221817224655289,116355,0.000137588124362815,116400,0.0010011596947761654,26,-4.5177770356289126e-05,60949.0,60750.0,0.125,0.00034455036177787984,0.125,-0.041224279835390946,121041.0,0.4998719442172487,book_change,depth_bid_change,15,30,True
231975,0.00151796075591632,115965,0.002185647008453037,116010,0.0009098675202446965,26,0.0020417819774391148,60700.0,60527.0,0.375,0.03348434925864909,0.25,-0.04661555999801741,120720.0,0.5004887342611001,book_change,depth_bid_change,15,60,True
233531,-0.00852813565908331,116750,-0.008615030926779189,116781,-0.008452354186592948,26,-0.007387418100071927,61745.0,61610.0,0.0,-0.028247226496072555,0.0,0.018142347021587405,118709.0,0.49298705237176627,book_change,depth_ask_change,15,1,True
233415,-0.006422591576019532,116690,-0.0057973711422757805,116725,-0.007042857007650121,26,-0.006006386439994459,61710.0,61577.0,0.0,-0.0613373035164479,0.0,0.0374185978530945,121453.0,0.4954920833573481,book_change,depth_ask_change,15,5,True
233145,-0.0039242119717598205,116550,-0.0036581388765223456,116595,-0.004186544795835901,26,-0.0062531150748289435,61622.0,61486.0,0.0,-0.09737796566161436,0.125,0.012334108577562371,122061.0,0.49709571443786305,book_change,depth_ask_change,15,15,True
232755,-0.002057077050576807,116355,-0.003866135869272484,116400,-0.0003442889516637324,26,-0.0017532814503652136,61493.0,61399.0,0.125,-0.07370554372042347,0.125,-0.027828221958012347,122233.0,0.49915325648556447,book_change,depth_ask_change,15,30,True
231975,-0.00110738238411266,115965,-0.0017582405255629388,116010,-0.0004452836050399789,26,-0.0010528486678437212,61280.0,61128.0,0.25,-0.1456857865535248,0.25,-0.08820017013479911,121911.0,0.5001353446366612,book_change,depth_ask_change,15,60,True
233531,0.012055335368424935,116750,0.013767874984221419,116781,0.010436111101470691,26,0.013186204818244573,80401.0,80673.0,0.0,0.029739990796134378,0.0,-0.023156756287729476,155160.0,0.5082108790925496,book_change,depth_net_change,15,1,True
233415,0.007532967132686074,116690,0.007877697996127551,116725,0.00731532136614506,26,0.007621112593152327,80361.0,80631.0,0.0,0.03736265103719466,0.0,-0.05500830945914102,158646.0,0.5051498304400993,book_change,depth_net_change,15,5,True
233145,0.006180440753023699,116550,0.005718245703871938,116595,0.006642876151737919,26,0.005797957233253315,80254.0,80529.0,0.125,0.04346823834326015,0.0,-0.09420829763190901,159411.0,0.5030267672870755,book_change,depth_net_change,15,15,True
232755,0.0021828854707034726,116355,0.003421220232324621,116400,0.0010182547475831752,26,0.00239761876463253,80131.0,80375.0,0.125,-0.010735545544171419,0.125,-0.07696889580093312,159670.0,0.5008267050792259,book_change,depth_net_change,15,30,True
231975,0.0020600060987342093,115965,0.0030235232703280804,116010,0.0011112976798754689,26,0.002059854023169273,79794.0,80114.0,0.375,0.00541864049928566,0.25,-0.09706636792570587,159245.0,0.5001412917203052,book_change,depth_net_change,15,60,True
233582,-0.004482935308972465,116783,-0.0039259326434574115,116799,-0.005031176572547456,26,-0.002350176579119993,106989.0,126243.0,0.0,0.0017606950247221677,0.0,-0.0018773318124569282,225089.0,0.49896707524579165,order_flow,add_signed,15,1,True
233466,-0.002413261424039096,116723,0.0013849365321492839,116743,-0.006154435024380237,26,0.0011458965783347735,106935.0,126182.0,0.0,-0.001763922008696872,0.0,0.002629138862912301,229887.0,0.49940623001735635,order_flow,add_signed,15,5,True
233196,-0.008475850878120762,116583,-0.00013380169645258176,116613,-0.01667383930727038,26,-0.004998082646292501,106825.0,126022.0,0.125,-0.0685607301661596,0.125,0.05932396724381457,231026.0,0.500108212928415,order_flow,add_signed,15,15,True
232806,-0.012845767122238099,116388,0.0018527596360958082,116418,-0.02761968402625354,26,-0.013873842833948526,106661.0,125798.0,0.125,-0.15959441595334753,0.125,0.11201290958520803,231279.0,0.49914172925341255,order_flow,add_signed,15,30,True
232026,-0.008132430379101422,115998,0.011961819715607143,116028,-0.028303702370975143,26,-0.015181282050363343,106230.0,125450.0,0.375,-0.1929327873482067,0.25,0.08584495815065764,230805.0,0.5014536080240896,order_flow,add_signed,15,60,True
233582,-0.0026132520297641767,116783,0.0012290240500610074,116799,-0.006332220015891223,26,-2.5552842865331622e-05,107449.0,125803.0,0.0,-0.00719643737959404,0.0,0.004967091404815466,225105.0,0.5004997667755048,order_flow,cancel_signed,15,1,True
233466,-0.003787309669637078,116723,0.001774323033453947,116743,-0.009148815918427066,26,-0.00018740378902362968,107396.0,125740.0,0.0,-0.03224398487839398,0.0,0.027014076666136474,229915.0,0.5000630667855512,order_flow,cancel_signed,15,5,True
