event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2016-08-15 19:59:00-04:00,IS,2016,<0.5,0.08264462809917356,4822.75,4835.25,1.0,1.0,-12.0,60,-2.25,0.5,-2.75,0,0
control,2016-08-16 03:44:00-04:00,IS,2016,0.5-1.0,0.5714285714285714,4815.5,4831.25,1.0,1.0,-13.75,1,0.0,0.0,-0.5,0,0
control,2016-08-16 03:44:00-04:00,IS,2016,0.5-1.0,0.5714285714285714,4815.5,4831.25,1.0,1.0,-13.75,5,0.75,0.75,-0.75,1,0
control,2016-08-16 03:44:00-04:00,IS,2016,0.5-1.0,0.5714285714285714,4815.5,4831.25,1.0,1.0,-13.75,15,1.25,1.75,-0.75,1,0
control,2016-08-16 03:44:00-04:00,IS,2016,0.5-1.0,0.5714285714285714,4815.5,4831.25,1.0,1.0,-13.75,30,-0.5,1.75,-1.25,0,0
control,2016-08-16 03:44:00-04:00,IS,2016,0.5-1.0,0.5714285714285714,4815.5,4831.25,1.0,1.0,-13.75,60,-0.75,2.0,-1.25,0,0
control,2016-08-16 05:14:00-04:00,IS,2016,1.5+,2.9,4821.75,4827.25,1.0,1.0,-2.75,1,2.0,2.0,0.0,1,0
control,2016-08-16 05:14:00-04:00,IS,2016,1.5+,2.9,4821.75,4827.25,1.0,1.0,-2.75,5,1.0,2.75,0.0,1,0
control,2016-08-16 05:14:00-04:00,IS,2016,1.5+,2.9,4821.75,4827.25,1.0,1.0,-2.75,15,2.0,2.75,0.0,1,0
control,2016-08-16 05:14:00-04:00,IS,2016,1.5+,2.9,4821.75,4827.25,1.0,1.0,-2.75,30,1.0,2.75,0.0,1,0
control,2016-08-16 05:14:00-04:00,IS,2016,1.5+,2.9,4821.75,4827.25,1.0,1.0,-2.75,60,-3.0,2.75,-3.25,0,0
control,2016-08-16 10:14:00-04:00,IS,2016,1.0-1.5,1.437125748502994,4811.75,4823.75,1.0,1.0,-12.0,1,-1.5,0.0,-1.5,0,0
control,2016-08-16 10:14:00-04:00,IS,2016,1.0-1.5,1.437125748502994,4811.75,4823.75,1.0,1.0,-12.0,5,-3.25,0.0,-4.0,0,0
control,2016-08-16 10:14:00-04:00,IS,2016,1.0-1.5,1.437125748502994,4811.75,4823.75,1.0,1.0,-12.0,15,-4.75,0.0,-7.25,0,0
control,2016-08-16 10:14:00-04:00,IS,2016,1.0-1.5,1.437125748502994,4811.75,4823.75,1.0,1.0,-12.0,30,-3.75,0.0,-8.5,0,0
control,2016-08-16 10:14:00-04:00,IS,2016,1.0-1.5,1.437125748502994,4811.75,4823.75,1.0,1.0,-12.0,60,-3.75,0.0,-10.5,0,0
control,2016-08-17 02:14:00-04:00,IS,2016,0.5-1.0,0.5027932960893855,4807.5,4812.5,1.0,1.0,-2.75,1,-0.25,0.0,-0.25,0,0
control,2016-08-17 02:14:00-04:00,IS,2016,0.5-1.0,0.5027932960893855,4807.5,4812.5,1.0,1.0,-2.75,5,0.5,1.0,-0.25,1,0
control,2016-08-17 02:14:00-04:00,IS,2016,0.5-1.0,0.5027932960893855,4807.5,4812.5,1.0,1.0,-2.75,15,0.25,1.0,-0.25,1,0
control,2016-08-17 02:14:00-04:00,IS,2016,0.5-1.0,0.5027932960893855,4807.5,4812.5,1.0,1.0,-2.75,30,0.25,1.0,-0.75,1,0
control,2016-08-17 02:14:00-04:00,IS,2016,0.5-1.0,0.5027932960893855,4807.5,4812.5,1.0,1.0,-2.75,60,-6.0,2.25,-7.5,0,0
control,2016-08-17 03:29:00-04:00,IS,2016,<0.5,0.4444444444444444,4802.75,4812.5,1.0,1.0,-8.75,1,0.75,0.75,-0.25,1,0
control,2016-08-17 03:29:00-04:00,IS,2016,<0.5,0.4444444444444444,4802.75,4812.5,1.0,1.0,-8.75,5,-0.25,1.0,-0.5,0,0
control,2016-08-17 03:29:00-04:00,IS,2016,<0.5,0.4444444444444444,4802.75,4812.5,1.0,1.0,-8.75,15,-1.5,1.0,-4.25,0,0
control,2016-08-17 03:29:00-04:00,IS,2016,<0.5,0.4444444444444444,4802.75,4812.5,1.0,1.0,-8.75,30,-8.0,1.0,-8.25,0,0
control,2016-08-17 03:29:00-04:00,IS,2016,<0.5,0.4444444444444444,4802.75,4812.5,1.0,1.0,-8.75,60,-11.5,1.0,-13.25,0,0
control,2016-08-17 07:44:00-04:00,IS,2016,1.0-1.5,1.4046822742474918,4804.25,4809.75,1.0,1.0,-4.25,1,-0.75,0.0,-0.75,0,0
control,2016-08-17 07:44:00-04:00,IS,2016,1.0-1.5,1.4046822742474918,4804.25,4809.75,1.0,1.0,-4.25,5,0.25,0.25,-1.0,1,0
control,2016-08-17 07:44:00-04:00,IS,2016,1.0-1.5,1.4046822742474918,4804.25,4809.75,1.0,1.0,-4.25,15,0.0,1.25,-1.0,0,0
control,2016-08-17 07:44:00-04:00,IS,2016,1.0-1.5,1.4046822742474918,4804.25,4809.75,1.0,1.0,-4.25,30,-0.25,1.25,-1.0,0,0
control,2016-08-17 07:44:00-04:00,IS,2016,1.0-1.5,1.4046822742474918,4804.25,4809.75,1.0,1.0,-4.25,60,-0.5,1.25,-2.5,0,0
control,2016-08-17 12:59:00-04:00,IS,2016,1.5+,2.557544757033248,4794.5,4805.5,1.0,1.0,-3.0,1,0.0,1.0,-0.5,0,0
control,2016-08-17 12:59:00-04:00,IS,2016,1.5+,2.557544757033248,4794.5,4805.5,1.0,1.0,-3.0,5,-0.75,1.0,-0.75,0,0
control,2016-08-17 12:59:00-04:00,IS,2016,1.5+,2.557544757033248,4794.5,4805.5,1.0,1.0,-3.0,15,-1.5,1.0,-2.25,0,0
control,2016-08-17 12:59:00-04:00,IS,2016,1.5+,2.557544757033248,4794.5,4805.5,1.0,1.0,-3.0,30,-1.5,1.0,-3.5,0,0
control,2016-08-17 12:59:00-04:00,IS,2016,1.5+,2.557544757033248,4794.5,4805.5,1.0,1.0,-3.0,60,-2.0,8.0,-3.5,0,0
break,2016-08-17 14:14:00-04:00,IS,2016,1.5+,2.1343873517786562,4805.75,4804.25,2.0,0.9666666666666667,2.5,1,-1.0,1.0,-1.25,0,1
break,2016-08-17 14:14:00-04:00,IS,2016,1.5+,2.1343873517786562,4805.75,4804.25,2.0,0.9666666666666667,2.5,5,-5.75,1.0,-7.5,0,0
break,2016-08-17 14:14:00-04:00,IS,2016,1.5+,2.1343873517786562,4805.75,4804.25,2.0,0.9666666666666667,2.5,15,-3.5,1.0,-10.0,0,0
break,2016-08-17 14:14:00-04:00,IS,2016,1.5+,2.1343873517786562,4805.75,4804.25,2.0,0.9666666666666667,2.5,30,-7.0,1.0,-10.0,0,0
break,2016-08-17 14:14:00-04:00,IS,2016,1.5+,2.1343873517786562,4805.75,4804.25,2.0,0.9666666666666667,2.5,60,-10.5,1.0,-11.75,0,0
control,2016-08-17 19:59:00-04:00,IS,2016,<0.5,0.34904013961605584,4806.5,4809.25,1.0,1.0,-2.75,1,-0.25,0.0,-0.25,0,0
control,2016-08-17 19:59:00-04:00,IS,2016,<0.5,0.34904013961605584,4806.5,4809.25,1.0,1.0,-2.75,5,-1.75,0.0,-1.75,0,0
control,2016-08-17 19:59:00-04:00,IS,2016,<0.5,0.34904013961605584,4806.5,4809.25,1.0,1.0,-2.75,15,0.0,0.0,-1.75,0,0
control,2016-08-17 19:59:00-04:00,IS,2016,<0.5,0.34904013961605584,4806.5,4809.25,1.0,1.0,-2.75,30,-2.75,0.0,-3.25,0,0
control,2016-08-17 19:59:00-04:00,IS,2016,<0.5,0.34904013961605584,4806.5,4809.25,1.0,1.0,-2.75,60,-0.5,0.0,-4.25,0,0
break,2016-08-17 21:59:00-04:00,IS,2016,<0.5,0.17857142857142858,4810.5,4809.25,,0.0,4.5,1,0.5,0.5,0.0,1,1
break,2016-08-17 21:59:00-04:00,IS,2016,<0.5,0.17857142857142858,4810.5,4809.25,,0.0,4.5,5,0.75,0.75,0.0,1,1
break,2016-08-17 21:59:00-04:00,IS,2016,<0.5,0.17857142857142858,4810.5,4809.25,,0.0,4.5,15,0.5,1.0,-0.25,1,1
break,2016-08-17 21:59:00-04:00,IS,2016,<0.5,0.17857142857142858,4810.5,4809.25,,0.0,4.5,30,1.75,3.25,-0.25,1,1
break,2016-08-17 21:59:00-04:00,IS,2016,<0.5,0.17857142857142858,4810.5,4809.25,,0.0,4.5,60,3.0,3.25,-0.25,1,1
control,2016-08-18 08:29:00-04:00,IS,2016,0.5-1.0,0.8849557522123893,4796.75,4813.75,1.0,1.0,-11.25,1,0.0,0.75,0.0,0,0
control,2016-08-18 08:29:00-04:00,IS,2016,0.5-1.0,0.8849557522123893,4796.75,4813.75,1.0,1.0,-11.25,5,1.75,2.0,0.0,1,0
control,2016-08-18 08:29:00-04:00,IS,2016,0.5-1.0,0.8849557522123893,4796.75,4813.75,1.0,1.0,-11.25,15,1.75,3.0,0.0,1,0
control,2016-08-18 08:29:00-04:00,IS,2016,0.5-1.0,0.8849557522123893,4796.75,4813.75,1.0,1.0,-11.25,30,1.75,3.25,0.0,1,0
control,2016-08-18 08:29:00-04:00,IS,2016,0.5-1.0,0.8849557522123893,4796.75,4813.75,1.0,1.0,-11.25,60,5.25,5.75,0.0,1,0
control,2016-08-18 09:29:00-04:00,IS,2016,1.0-1.5,1.083743842364532,4802.0,4806.0,7.0,0.45,6.25,1,4.25,5.5,0.0,1,1
control,2016-08-18 09:29:00-04:00,IS,2016,1.0-1.5,1.083743842364532,4802.0,4806.0,7.0,0.45,6.25,5,5.75,7.5,0.0,1,1
control,2016-08-18 09:29:00-04:00,IS,2016,1.0-1.5,1.083743842364532,4802.0,4806.0,7.0,0.45,6.25,15,-4.25,7.5,-6.5,0,0
control,2016-08-18 09:29:00-04:00,IS,2016,1.0-1.5,1.083743842364532,4802.0,4806.0,7.0,0.45,6.25,30,3.25,7.5,-6.5,1,0
control,2016-08-18 09:29:00-04:00,IS,2016,1.0-1.5,1.083743842364532,4802.0,4806.0,7.0,0.45,6.25,60,7.5,10.25,-6.5,1,1
control,2016-08-18 09:59:00-04:00,IS,2016,1.5+,2.32,4805.0,4809.5,1.0,0.31666666666666665,4.5,1,0.0,0.5,-0.75,0,0
control,2016-08-18 09:59:00-04:00,IS,2016,1.5+,2.32,4805.0,4809.5,1.0,0.31666666666666665,4.5,5,3.75,4.25,-2.25,1,0
control,2016-08-18 09:59:00-04:00,IS,2016,1.5+,2.32,4805.0,4809.5,1.0,0.31666666666666665,4.5,15,3.5,5.75,-2.25,1,0
control,2016-08-18 09:59:00-04:00,IS,2016,1.5+,2.32,4805.0,4809.5,1.0,0.31666666666666665,4.5,30,4.5,7.25,-2.25,1,0
control,2016-08-18 09:59:00-04:00,IS,2016,1.5+,2.32,4805.0,4809.5,1.0,0.31666666666666665,4.5,60,7.75,9.0,-2.25,1,1
control,2016-08-18 22:29:00-04:00,IS,2016,<0.5,0.264026402640264,4803.25,4811.25,1.0,1.0,-8.0,1,0.0,0.0,0.0,0,0
control,2016-08-18 22:29:00-04:00,IS,2016,<0.5,0.264026402640264,4803.25,4811.25,1.0,1.0,-8.0,5,-0.75,0.0,-1.0,0,0
control,2016-08-18 22:29:00-04:00,IS,2016,<0.5,0.264026402640264,4803.25,4811.25,1.0,1.0,-8.0,15,-0.75,0.0,-2.25,0,0
control,2016-08-18 22:29:00-04:00,IS,2016,<0.5,0.264026402640264,4803.25,4811.25,1.0,1.0,-8.0,30,-1.5,0.0,-2.25,0,0
control,2016-08-18 22:29:00-04:00,IS,2016,<0.5,0.264026402640264,4803.25,4811.25,1.0,1.0,-8.0,60,-0.75,0.0,-2.25,0,0
control,2016-08-19 03:44:00-04:00,IS,2016,0.5-1.0,0.5970149253731343,4799.0,4811.25,1.0,1.0,-12.0,1,-0.75,0.25,-0.75,0,0
control,2016-08-19 03:44:00-04:00,IS,2016,0.5-1.0,0.5970149253731343,4799.0,4811.25,1.0,1.0,-12.0,5,-2.25,0.25,-3.0,0,0
control,2016-08-19 03:44:00-04:00,IS,2016,0.5-1.0,0.5970149253731343,4799.0,4811.25,1.0,1.0,-12.0,15,-4.0,0.25,-4.75,0,0
control,2016-08-19 03:44:00-04:00,IS,2016,0.5-1.0,0.5970149253731343,4799.0,4811.25,1.0,1.0,-12.0,30,-4.25,0.25,-6.75,0,0
control,2016-08-19 03:44:00-04:00,IS,2016,0.5-1.0,0.5970149253731343,4799.0,4811.25,1.0,1.0,-12.0,60,-7.0,0.25,-11.0,0,0
break,2016-08-19 10:29:00-04:00,IS,2016,1.5+,5.1827242524916945,4811.0,4800.5,,0.0,16.25,1,0.75,1.0,-1.5,1,1
break,2016-08-19 10:29:00-04:00,IS,2016,1.5+,5.1827242524916945,4811.0,4800.5,,0.0,16.25,5,-1.0,2.25,-2.0,0,1
break,2016-08-19 10:29:00-04:00,IS,2016,1.5+,5.1827242524916945,4811.0,4800.5,,0.0,16.25,15,2.75,5.75,-2.0,1,1
break,2016-08-19 10:29:00-04:00,IS,2016,1.5+,5.1827242524916945,4811.0,4800.5,,0.0,16.25,30,-0.25,5.75,-2.0,0,1
break,2016-08-19 10:29:00-04:00,IS,2016,1.5+,5.1827242524916945,4811.0,4800.5,,0.0,16.25,60,4.5,5.75,-2.0,1,1
control,2016-08-21 21:14:00-04:00,IS,2016,<0.5,0.3409090909090909,4804.0,4815.5,1.0,1.0,-9.75,1,1.25,1.75,-0.25,1,0
control,2016-08-21 21:14:00-04:00,IS,2016,<0.5,0.3409090909090909,4804.0,4815.5,1.0,1.0,-9.75,5,0.0,1.75,-0.25,0,0
control,2016-08-21 21:14:00-04:00,IS,2016,<0.5,0.3409090909090909,4804.0,4815.5,1.0,1.0,-9.75,15,-4.25,1.75,-4.75,0,0
control,2016-08-21 21:14:00-04:00,IS,2016,<0.5,0.3409090909090909,4804.0,4815.5,1.0,1.0,-9.75,30,-1.75,1.75,-5.0,0,0
control,2016-08-21 21:14:00-04:00,IS,2016,<0.5,0.3409090909090909,4804.0,4815.5,1.0,1.0,-9.75,60,-0.75,1.75,-5.0,0,0
control,2016-08-21 21:44:00-04:00,IS,2016,0.5-1.0,0.5602240896358543,4802.75,4810.0,1.0,1.0,-6.5,1,-0.25,0.0,-0.25,0,0
control,2016-08-21 21:44:00-04:00,IS,2016,0.5-1.0,0.5602240896358543,4802.75,4810.0,1.0,1.0,-6.5,5,0.0,0.75,-0.25,0,0
control,2016-08-21 21:44:00-04:00,IS,2016,0.5-1.0,0.5602240896358543,4802.75,4810.0,1.0,1.0,-6.5,15,-0.25,0.75,-1.5,0,0
control,2016-08-21 21:44:00-04:00,IS,2016,0.5-1.0,0.5602240896358543,4802.75,4810.0,1.0,1.0,-6.5,30,0.5,0.75,-1.5,1,0
control,2016-08-21 21:44:00-04:00,IS,2016,0.5-1.0,0.5602240896358543,4802.75,4810.0,1.0,1.0,-6.5,60,-4.75,0.75,-6.0,0,0
control,2016-08-22 03:29:00-04:00,IS,2016,1.5+,2.310030395136778,4805.0,4809.5,1.0,0.5333333333333333,5.5,1,-0.5,0.0,-0.5,0,0
control,2016-08-22 03:29:00-04:00,IS,2016,1.5+,2.310030395136778,4805.0,4809.5,1.0,0.5333333333333333,5.5,5,1.75,2.75,-0.5,1,0
control,2016-08-22 03:29:00-04:00,IS,2016,1.5+,2.310030395136778,4805.0,4809.5,1.0,0.5333333333333333,5.5,15,-0.5,2.75,-0.75,0,0
control,2016-08-22 03:29:00-04:00,IS,2016,1.5+,2.310030395136778,4805.0,4809.5,1.0,0.5333333333333333,5.5,30,3.5,4.25,-1.0,1,0
control,2016-08-22 03:29:00-04:00,IS,2016,1.5+,2.310030395136778,4805.0,4809.5,1.0,0.5333333333333333,5.5,60,7.5,10.0,-1.0,1,1
break,2016-08-22 04:14:00-04:00,IS,2016,1.0-1.5,1.2813370473537604,4813.75,4809.5,,0.0,7.75,1,0.25,0.5,-0.5,1,1
break,2016-08-22 04:14:00-04:00,IS,2016,1.0-1.5,1.2813370473537604,4813.75,4809.5,,0.0,7.75,5,0.0,1.0,-0.5,0,1
break,2016-08-22 04:14:00-04:00,IS,2016,1.0-1.5,1.2813370473537604,4813.75,4809.5,,0.0,7.75,15,-1.25,1.0,-2.25,0,1
break,2016-08-22 04:14:00-04:00,IS,2016,1.0-1.5,1.2813370473537604,4813.75,4809.5,,0.0,7.75,30,-0.25,1.0,-2.25,0,1
break,2016-08-22 04:14:00-04:00,IS,2016,1.0-1.5,1.2813370473537604,4813.75,4809.5,,0.0,7.75,60,1.0,3.5,-2.25,1,1
control,2016-08-22 20:59:00-04:00,IS,2016,<0.5,0.11928429423459246,4810.75,4813.75,1.0,0.7833333333333333,2.0,1,-0.5,0.0,-0.5,0,0
control,2016-08-22 20:59:00-04:00,IS,2016,<0.5,0.11928429423459246,4810.75,4813.75,1.0,0.7833333333333333,2.0,5,0.5,0.5,-0.5,1,0
control,2016-08-22 20:59:00-04:00,IS,2016,<0.5,0.11928429423459246,4810.75,4813.75,1.0,0.7833333333333333,2.0,15,0.5,0.75,-1.25,1,0
control,2016-08-22 20:59:00-04:00,IS,2016,<0.5,0.11928429423459246,4810.75,4813.75,1.0,0.7833333333333333,2.0,30,0.5,3.5,-1.25,1,0
control,2016-08-22 20:59:00-04:00,IS,2016,<0.5,0.11928429423459246,4810.75,4813.75,1.0,0.7833333333333333,2.0,60,0.75,5.0,-1.25,1,0
break,2016-08-22 21:29:00-04:00,IS,2016,0.5-1.0,0.5761316872427983,4813.75,4813.75,1.0,0.8333333333333334,2.0,1,-0.75,0.25,-1.0,0,0
break,2016-08-22 21:29:00-04:00,IS,2016,0.5-1.0,0.5761316872427983,4813.75,4813.75,1.0,0.8333333333333334,2.0,5,-2.25,0.25,-3.25,0,0
break,2016-08-22 21:29:00-04:00,IS,2016,0.5-1.0,0.5761316872427983,4813.75,4813.75,1.0,0.8333333333333334,2.0,15,0.0,0.75,-3.25,0,0
break,2016-08-22 21:29:00-04:00,IS,2016,0.5-1.0,0.5761316872427983,4813.75,4813.75,1.0,0.8333333333333334,2.0,30,-1.75,2.0,-3.25,0,0
break,2016-08-22 21:29:00-04:00,IS,2016,0.5-1.0,0.5761316872427983,4813.75,4813.75,1.0,0.8333333333333334,2.0,60,-2.0,2.0,-3.25,0,0
control,2016-08-23 03:44:00-04:00,IS,2016,0.5-1.0,0.6285714285714286,4818.25,4819.75,1.0,0.26666666666666666,8.5,1,0.75,1.0,-0.25,1,0
control,2016-08-23 03:44:00-04:00,IS,2016,0.5-1.0,0.6285714285714286,4818.25,4819.75,1.0,0.26666666666666666,8.5,5,0.25,1.0,-0.25,1,0
control,2016-08-23 03:44:00-04:00,IS,2016,0.5-1.0,0.6285714285714286,4818.25,4819.75,1.0,0.26666666666666666,8.5,15,-0.75,1.25,-0.75,0,0
control,2016-08-23 03:44:00-04:00,IS,2016,0.5-1.0,0.6285714285714286,4818.25,4819.75,1.0,0.26666666666666666,8.5,30,5.75,8.5,-0.75,1,1
control,2016-08-23 03:44:00-04:00,IS,2016,0.5-1.0,0.6285714285714286,4818.25,4819.75,1.0,0.26666666666666666,8.5,60,5.5,10.0,-0.75,1,1
control,2016-08-23 22:59:00-04:00,IS,2016,<0.5,0.36923076923076925,4810.5,4826.5,1.0,1.0,-12.5,1,0.0,0.25,-0.25,0,0
control,2016-08-23 22:59:00-04:00,IS,2016,<0.5,0.36923076923076925,4810.5,4826.5,1.0,1.0,-12.5,5,0.25,0.25,-0.5,1,0
control,2016-08-23 22:59:00-04:00,IS,2016,<0.5,0.36923076923076925,4810.5,4826.5,1.0,1.0,-12.5,15,1.75,1.75,-0.75,1,0
control,2016-08-23 22:59:00-04:00,IS,2016,<0.5,0.36923076923076925,4810.5,4826.5,1.0,1.0,-12.5,30,1.5,2.0,-0.75,1,0
control,2016-08-23 22:59:00-04:00,IS,2016,<0.5,0.36923076923076925,4810.5,4826.5,1.0,1.0,-12.5,60,2.75,3.5,-0.75,1,0
control,2016-08-24 03:29:00-04:00,IS,2016,1.5+,1.5942028985507246,4813.5,4826.25,1.0,1.0,-7.0,1,-0.75,0.25,-0.75,0,0
control,2016-08-24 03:29:00-04:00,IS,2016,1.5+,1.5942028985507246,4813.5,4826.25,1.0,1.0,-7.0,5,0.75,1.25,-0.75,1,0
control,2016-08-24 03:29:00-04:00,IS,2016,1.5+,1.5942028985507246,4813.5,4826.25,1.0,1.0,-7.0,15,4.25,5.5,-1.25,1,0
control,2016-08-24 03:29:00-04:00,IS,2016,1.5+,1.5942028985507246,4813.5,4826.25,1.0,1.0,-7.0,30,3.25,5.5,-1.25,1,0
control,2016-08-24 03:29:00-04:00,IS,2016,1.5+,1.5942028985507246,4813.5,4826.25,1.0,1.0,-7.0,60,2.5,5.75,-1.25,1,0
control,2016-08-24 03:44:00-04:00,IS,2016,1.0-1.5,1.1971830985915493,4818.0,4825.0,1.0,1.0,-5.75,1,-0.75,0.25,-0.75,0,0
control,2016-08-24 03:44:00-04:00,IS,2016,1.0-1.5,1.1971830985915493,4818.0,4825.0,1.0,1.0,-5.75,5,-1.5,0.25,-1.75,0,0
control,2016-08-24 03:44:00-04:00,IS,2016,1.0-1.5,1.1971830985915493,4818.0,4825.0,1.0,1.0,-5.75,15,-1.25,0.25,-2.5,0,0
control,2016-08-24 03:44:00-04:00,IS,2016,1.0-1.5,1.1971830985915493,4818.0,4825.0,1.0,1.0,-5.75,30,1.0,1.25,-2.5,1,0
control,2016-08-24 03:44:00-04:00,IS,2016,1.0-1.5,1.1971830985915493,4818.0,4825.0,1.0,1.0,-5.75,60,-2.0,1.25,-3.25,0,0
control,2016-08-24 04:14:00-04:00,IS,2016,0.5-1.0,0.5594405594405594,4818.75,4824.25,1.0,1.0,-2.0,1,0.25,0.25,-0.25,1,0
control,2016-08-24 04:14:00-04:00,IS,2016,0.5-1.0,0.5594405594405594,4818.75,4824.25,1.0,1.0,-2.0,5,-0.75,0.5,-0.75,0,0
control,2016-08-24 04:14:00-04:00,IS,2016,0.5-1.0,0.5594405594405594,4818.75,4824.25,1.0,1.0,-2.0,15,-2.75,0.5,-4.0,0,0
control,2016-08-24 04:14:00-04:00,IS,2016,0.5-1.0,0.5594405594405594,4818.75,4824.25,1.0,1.0,-2.0,30,-2.75,0.5,-4.0,0,0
control,2016-08-24 04:14:00-04:00,IS,2016,0.5-1.0,0.5594405594405594,4818.75,4824.25,1.0,1.0,-2.0,60,2.0,3.5,-4.0,1,0
break,2016-08-24 05:29:00-04:00,IS,2016,0.5-1.0,0.6338028169014085,4823.0,4822.25,3.0,0.8666666666666667,0.75,1,-0.25,0.0,-0.5,0,1
break,2016-08-24 05:29:00-04:00,IS,2016,0.5-1.0,0.6338028169014085,4823.0,4822.25,3.0,0.8666666666666667,0.75,5,-2.0,0.0,-2.25,0,0
break,2016-08-24 05:29:00-04:00,IS,2016,0.5-1.0,0.6338028169014085,4823.0,4822.25,3.0,0.8666666666666667,0.75,15,-1.25,0.0,-2.5,0,0
break,2016-08-24 05:29:00-04:00,IS,2016,0.5-1.0,0.6338028169014085,4823.0,4822.25,3.0,0.8666666666666667,0.75,30,-1.5,0.0,-2.5,0,0
break,2016-08-24 05:29:00-04:00,IS,2016,0.5-1.0,0.6338028169014085,4823.0,4822.25,3.0,0.8666666666666667,0.75,60,-1.25,0.0,-3.0,0,0
control,2016-08-24 22:29:00-04:00,IS,2016,<0.5,0.22675736961451246,4787.5,4813.75,1.0,1.0,-21.75,1,0.0,0.0,-0.25,0,0
control,2016-08-24 22:29:00-04:00,IS,2016,<0.5,0.22675736961451246,4787.5,4813.75,1.0,1.0,-21.75,5,0.25,0.25,-1.0,1,0
control,2016-08-24 22:29:00-04:00,IS,2016,<0.5,0.22675736961451246,4787.5,4813.75,1.0,1.0,-21.75,15,2.0,2.25,-1.0,1,0
control,2016-08-24 22:29:00-04:00,IS,2016,<0.5,0.22675736961451246,4787.5,4813.75,1.0,1.0,-21.75,30,1.75,4.5,-1.0,1,0
control,2016-08-24 22:29:00-04:00,IS,2016,<0.5,0.22675736961451246,4787.5,4813.75,1.0,1.0,-21.75,60,2.5,4.5,-1.0,1,0
control,2016-08-25 03:59:00-04:00,IS,2016,0.5-1.0,0.670391061452514,4780.5,4791.0,1.0,1.0,-10.25,1,-4.25,0.25,-4.75,0,0
control,2016-08-25 03:59:00-04:00,IS,2016,0.5-1.0,0.670391061452514,4780.5,4791.0,1.0,1.0,-10.25,5,-3.75,0.25,-5.5,0,0
control,2016-08-25 03:59:00-04:00,IS,2016,0.5-1.0,0.670391061452514,4780.5,4791.0,1.0,1.0,-10.25,15,-1.5,0.25,-5.75,0,0
control,2016-08-25 03:59:00-04:00,IS,2016,0.5-1.0,0.670391061452514,4780.5,4791.0,1.0,1.0,-10.25,30,-4.5,0.25,-5.75,0,0
control,2016-08-25 03:59:00-04:00,IS,2016,0.5-1.0,0.670391061452514,4780.5,4791.0,1.0,1.0,-10.25,60,-6.0,0.25,-7.75,0,0
control,2016-08-25 05:29:00-04:00,IS,2016,1.0-1.5,1.1920529801324504,4782.25,4791.0,1.0,1.0,-6.0,1,1.0,1.75,-0.25,1,0
control,2016-08-25 05:29:00-04:00,IS,2016,1.0-1.5,1.1920529801324504,4782.25,4791.0,1.0,1.0,-6.0,5,0.25,1.75,-0.5,1,0
control,2016-08-25 05:29:00-04:00,IS,2016,1.0-1.5,1.1920529801324504,4782.25,4791.0,1.0,1.0,-6.0,15,-1.5,2.75,-1.75,0,0
control,2016-08-25 05:29:00-04:00,IS,2016,1.0-1.5,1.1920529801324504,4782.25,4791.0,1.0,1.0,-6.0,30,-3.75,2.75,-4.5,0,0
control,2016-08-25 05:29:00-04:00,IS,2016,1.0-1.5,1.1920529801324504,4782.25,4791.0,1.0,1.0,-6.0,60,-4.25,2.75,-5.25,0,0
control,2016-08-25 09:44:00-04:00,IS,2016,1.5+,2.3404255319148937,4781.75,4785.0,1.0,1.0,1.0,1,-1.0,0.25,-1.75,0,0
control,2016-08-25 09:44:00-04:00,IS,2016,1.5+,2.3404255319148937,4781.75,4785.0,1.0,1.0,1.0,5,-2.0,0.25,-4.0,0,0
control,2016-08-25 09:44:00-04:00,IS,2016,1.5+,2.3404255319148937,4781.75,4785.0,1.0,1.0,1.0,15,-5.25,0.25,-8.75,0,0
control,2016-08-25 09:44:00-04:00,IS,2016,1.5+,2.3404255319148937,4781.75,4785.0,1.0,1.0,1.0,30,-0.75,3.0,-9.5,0,0
control,2016-08-25 09:44:00-04:00,IS,2016,1.5+,2.3404255319148937,4781.75,4785.0,1.0,1.0,1.0,60,1.0,4.25,-9.5,1,0
break,2016-08-25 11:14:00-04:00,IS,2016,1.0-1.5,1.3043478260869565,4789.25,4786.0,55.0,0.1,8.0,1,1.25,1.75,-0.5,1,1
break,2016-08-25 11:14:00-04:00,IS,2016,1.0-1.5,1.3043478260869565,4789.25,4786.0,55.0,0.1,8.0,5,3.25,4.75,-0.5,1,1
break,2016-08-25 11:14:00-04:00,IS,2016,1.0-1.5,1.3043478260869565,4789.25,4786.0,55.0,0.1,8.0,15,-1.0,4.75,-2.75,0,1
break,2016-08-25 11:14:00-04:00,IS,2016,1.0-1.5,1.3043478260869565,4789.25,4786.0,55.0,0.1,8.0,30,-0.25,4.75,-2.75,0,1
break,2016-08-25 11:14:00-04:00,IS,2016,1.0-1.5,1.3043478260869565,4789.25,4786.0,55.0,0.1,8.0,60,-6.25,4.75,-6.5,0,0
control,2016-08-26 02:14:00-04:00,IS,2016,<0.5,0.24193548387096772,4782.75,4791.25,1.0,1.0,-4.75,1,0.0,0.0,-0.25,0,0
