event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2020-10-01 03:29:00-04:00,IS,2020,1.5+,1.7131474103585655,11505.25,11507.75,1.0,0.75,11.25,5,-22.25,1.75,-25.0,0,0
control,2020-10-01 03:29:00-04:00,IS,2020,1.5+,1.7131474103585655,11505.25,11507.75,1.0,0.75,11.25,15,-17.75,1.75,-25.25,0,0
control,2020-10-01 03:29:00-04:00,IS,2020,1.5+,1.7131474103585655,11505.25,11507.75,1.0,0.75,11.25,30,-13.75,1.75,-29.25,0,0
control,2020-10-01 03:29:00-04:00,IS,2020,1.5+,1.7131474103585655,11505.25,11507.75,1.0,0.75,11.25,60,-1.0,13.75,-29.25,0,0
control,2020-10-01 18:14:00-04:00,IS,2020,<0.5,0.20634314100114637,11573.5,11599.25,1.0,0.9166666666666666,5.5,1,7.5,8.75,0.0,1,0
control,2020-10-01 18:14:00-04:00,IS,2020,<0.5,0.20634314100114637,11573.5,11599.25,1.0,0.9166666666666666,5.5,5,19.0,19.0,0.0,1,0
control,2020-10-01 18:14:00-04:00,IS,2020,<0.5,0.20634314100114637,11573.5,11599.25,1.0,0.9166666666666666,5.5,15,-4.0,31.25,-9.25,0,0
control,2020-10-01 18:14:00-04:00,IS,2020,<0.5,0.20634314100114637,11573.5,11599.25,1.0,0.9166666666666666,5.5,30,16.0,31.25,-18.75,1,0
control,2020-10-01 18:14:00-04:00,IS,2020,<0.5,0.20634314100114637,11573.5,11599.25,1.0,0.9166666666666666,5.5,60,7.0,31.25,-18.75,1,0
control,2020-10-01 18:44:00-04:00,IS,2020,0.5-1.0,0.5789270551910459,11590.5,11604.75,1.0,1.0,-8.25,1,-0.5,0.75,-1.75,0,0
control,2020-10-01 18:44:00-04:00,IS,2020,0.5-1.0,0.5789270551910459,11590.5,11604.75,1.0,1.0,-8.25,5,1.0,6.0,-6.75,1,0
control,2020-10-01 18:44:00-04:00,IS,2020,0.5-1.0,0.5789270551910459,11590.5,11604.75,1.0,1.0,-8.25,15,-0.5,6.0,-6.75,0,0
control,2020-10-01 18:44:00-04:00,IS,2020,0.5-1.0,0.5789270551910459,11590.5,11604.75,1.0,1.0,-8.25,30,-10.0,6.0,-18.25,0,0
control,2020-10-01 18:44:00-04:00,IS,2020,0.5-1.0,0.5789270551910459,11590.5,11604.75,1.0,1.0,-8.25,60,-17.5,6.0,-20.5,0,0
control,2020-10-02 02:29:00-04:00,IS,2020,1.0-1.5,1.200470772852099,11403.5,11568.5,1.0,1.0,-118.5,1,-11.5,3.5,-12.0,0,0
control,2020-10-02 02:29:00-04:00,IS,2020,1.0-1.5,1.200470772852099,11403.5,11568.5,1.0,1.0,-118.5,5,-17.75,3.5,-20.5,0,0
control,2020-10-02 02:29:00-04:00,IS,2020,1.0-1.5,1.200470772852099,11403.5,11568.5,1.0,1.0,-118.5,15,-21.25,3.5,-27.5,0,0
control,2020-10-02 02:29:00-04:00,IS,2020,1.0-1.5,1.200470772852099,11403.5,11568.5,1.0,1.0,-118.5,30,-8.75,3.5,-27.5,0,0
control,2020-10-02 02:29:00-04:00,IS,2020,1.0-1.5,1.200470772852099,11403.5,11568.5,1.0,1.0,-118.5,60,33.75,46.5,-30.0,1,0
control,2020-10-02 09:44:00-04:00,IS,2020,1.5+,2.3448275862068964,11401.25,11403.0,6.0,0.16666666666666666,65.75,1,1.75,5.25,-10.75,1,0
control,2020-10-02 09:44:00-04:00,IS,2020,1.5+,2.3448275862068964,11401.25,11403.0,6.0,0.16666666666666666,65.75,5,16.5,28.25,-10.75,1,1
control,2020-10-02 09:44:00-04:00,IS,2020,1.5+,2.3448275862068964,11401.25,11403.0,6.0,0.16666666666666666,65.75,15,5.75,28.25,-34.0,1,1
control,2020-10-02 09:44:00-04:00,IS,2020,1.5+,2.3448275862068964,11401.25,11403.0,6.0,0.16666666666666666,65.75,30,59.25,64.25,-34.0,1,1
control,2020-10-02 09:44:00-04:00,IS,2020,1.5+,2.3448275862068964,11401.25,11403.0,6.0,0.16666666666666666,65.75,60,-7.0,67.5,-34.0,0,0
break,2020-10-02 10:14:00-04:00,IS,2020,1.0-1.5,1.2321167883211679,11460.25,11429.5,24.0,0.6166666666666667,39.25,1,-1.5,3.0,-7.5,0,1
break,2020-10-02 10:14:00-04:00,IS,2020,1.0-1.5,1.2321167883211679,11460.25,11429.5,24.0,0.6166666666666667,39.25,5,-4.75,3.5,-17.5,0,1
break,2020-10-02 10:14:00-04:00,IS,2020,1.0-1.5,1.2321167883211679,11460.25,11429.5,24.0,0.6166666666666667,39.25,15,5.0,8.5,-28.25,1,1
break,2020-10-02 10:14:00-04:00,IS,2020,1.0-1.5,1.2321167883211679,11460.25,11429.5,24.0,0.6166666666666667,39.25,30,-66.0,8.5,-70.0,0,0
break,2020-10-02 10:14:00-04:00,IS,2020,1.0-1.5,1.2321167883211679,11460.25,11429.5,24.0,0.6166666666666667,39.25,60,-60.0,8.5,-83.25,0,0
control,2020-10-04 18:14:00-04:00,IS,2020,<0.5,0.08093311116400856,11312.75,11352.0,1.0,1.0,-34.0,1,-13.5,2.75,-16.75,0,0
control,2020-10-04 18:14:00-04:00,IS,2020,<0.5,0.08093311116400856,11312.75,11352.0,1.0,1.0,-34.0,5,-21.75,2.75,-32.5,0,0
control,2020-10-04 18:14:00-04:00,IS,2020,<0.5,0.08093311116400856,11312.75,11352.0,1.0,1.0,-34.0,15,-10.25,2.75,-32.5,0,0
control,2020-10-04 18:14:00-04:00,IS,2020,<0.5,0.08093311116400856,11312.75,11352.0,1.0,1.0,-34.0,30,-23.25,5.25,-32.5,0,0
control,2020-10-04 18:14:00-04:00,IS,2020,<0.5,0.08093311116400856,11312.75,11352.0,1.0,1.0,-34.0,60,0.25,5.25,-32.5,1,0
break,2020-10-04 20:14:00-04:00,IS,2020,<0.5,0.3109815354713314,11344.25,11337.0,,0.0,26.75,1,0.0,1.5,-1.5,0,1
break,2020-10-04 20:14:00-04:00,IS,2020,<0.5,0.3109815354713314,11344.25,11337.0,,0.0,26.75,5,3.25,4.75,-2.5,1,1
break,2020-10-04 20:14:00-04:00,IS,2020,<0.5,0.3109815354713314,11344.25,11337.0,,0.0,26.75,15,-0.75,9.75,-2.5,0,1
break,2020-10-04 20:14:00-04:00,IS,2020,<0.5,0.3109815354713314,11344.25,11337.0,,0.0,26.75,30,5.25,9.75,-3.5,1,1
break,2020-10-04 20:14:00-04:00,IS,2020,<0.5,0.3109815354713314,11344.25,11337.0,,0.0,26.75,60,6.25,19.5,-3.5,1,1
control,2020-10-05 00:44:00-04:00,IS,2020,0.5-1.0,0.5998286203941731,11337.0,11365.75,1.0,1.0,-20.25,1,0.75,1.75,-0.5,1,0
control,2020-10-05 00:44:00-04:00,IS,2020,0.5-1.0,0.5998286203941731,11337.0,11365.75,1.0,1.0,-20.25,5,-4.75,1.75,-6.75,0,0
control,2020-10-05 00:44:00-04:00,IS,2020,0.5-1.0,0.5998286203941731,11337.0,11365.75,1.0,1.0,-20.25,15,0.0,1.75,-6.75,0,0
control,2020-10-05 00:44:00-04:00,IS,2020,0.5-1.0,0.5998286203941731,11337.0,11365.75,1.0,1.0,-20.25,30,-0.5,8.5,-6.75,0,0
control,2020-10-05 00:44:00-04:00,IS,2020,0.5-1.0,0.5998286203941731,11337.0,11365.75,1.0,1.0,-20.25,60,0.75,8.5,-9.5,1,0
control,2020-10-05 04:14:00-04:00,IS,2020,1.0-1.5,1.2237330037082816,11323.0,11365.75,1.0,1.0,-32.0,1,-2.0,2.0,-3.0,0,0
control,2020-10-05 04:14:00-04:00,IS,2020,1.0-1.5,1.2237330037082816,11323.0,11365.75,1.0,1.0,-32.0,5,1.0,3.0,-5.5,1,0
control,2020-10-05 04:14:00-04:00,IS,2020,1.0-1.5,1.2237330037082816,11323.0,11365.75,1.0,1.0,-32.0,15,-3.25,6.5,-10.5,0,0
control,2020-10-05 04:14:00-04:00,IS,2020,1.0-1.5,1.2237330037082816,11323.0,11365.75,1.0,1.0,-32.0,30,3.75,6.5,-10.5,1,0
control,2020-10-05 04:14:00-04:00,IS,2020,1.0-1.5,1.2237330037082816,11323.0,11365.75,1.0,1.0,-32.0,60,3.5,10.75,-10.5,1,0
control,2020-10-05 09:44:00-04:00,IS,2020,1.5+,1.6817234190410006,11355.5,11361.75,1.0,0.15,71.75,1,5.25,6.5,-3.5,1,0
control,2020-10-05 09:44:00-04:00,IS,2020,1.5+,1.6817234190410006,11355.5,11361.75,1.0,0.15,71.75,5,-7.75,12.25,-13.5,0,0
control,2020-10-05 09:44:00-04:00,IS,2020,1.5+,1.6817234190410006,11355.5,11361.75,1.0,0.15,71.75,15,10.5,14.25,-13.5,1,1
control,2020-10-05 09:44:00-04:00,IS,2020,1.5+,1.6817234190410006,11355.5,11361.75,1.0,0.15,71.75,30,54.5,58.75,-13.5,1,1
control,2020-10-05 09:44:00-04:00,IS,2020,1.5+,1.6817234190410006,11355.5,11361.75,1.0,0.15,71.75,60,67.75,78.0,-13.5,1,1
control,2020-10-05 18:14:00-04:00,IS,2020,<0.5,0.4740406320541761,11484.25,11497.5,1.0,1.0,-6.5,1,0.5,1.5,-0.25,1,0
control,2020-10-05 18:14:00-04:00,IS,2020,<0.5,0.4740406320541761,11484.25,11497.5,1.0,1.0,-6.5,5,5.25,6.75,-0.25,1,0
control,2020-10-05 18:14:00-04:00,IS,2020,<0.5,0.4740406320541761,11484.25,11497.5,1.0,1.0,-6.5,15,2.0,6.75,-0.25,1,0
control,2020-10-05 18:14:00-04:00,IS,2020,<0.5,0.4740406320541761,11484.25,11497.5,1.0,1.0,-6.5,30,6.25,6.75,-1.0,1,0
control,2020-10-05 18:14:00-04:00,IS,2020,<0.5,0.4740406320541761,11484.25,11497.5,1.0,1.0,-6.5,60,-55.25,6.75,-66.5,0,0
control,2020-10-05 20:14:00-04:00,IS,2020,1.0-1.5,1.005586592178771,11459.25,11497.5,1.0,1.0,-35.75,1,-0.25,1.0,-3.0,0,0
control,2020-10-05 20:14:00-04:00,IS,2020,1.0-1.5,1.005586592178771,11459.25,11497.5,1.0,1.0,-35.75,5,-4.25,2.5,-5.75,0,0
control,2020-10-05 20:14:00-04:00,IS,2020,1.0-1.5,1.005586592178771,11459.25,11497.5,1.0,1.0,-35.75,15,-9.0,2.5,-11.25,0,0
control,2020-10-05 20:14:00-04:00,IS,2020,1.0-1.5,1.005586592178771,11459.25,11497.5,1.0,1.0,-35.75,30,-26.0,2.5,-38.5,0,0
control,2020-10-05 20:14:00-04:00,IS,2020,1.0-1.5,1.005586592178771,11459.25,11497.5,1.0,1.0,-35.75,60,-12.5,2.5,-38.5,0,0
control,2020-10-05 21:59:00-04:00,IS,2020,0.5-1.0,0.6022584692597239,11451.25,11497.5,1.0,1.0,-39.5,1,2.5,3.25,0.0,1,0
control,2020-10-05 21:59:00-04:00,IS,2020,0.5-1.0,0.6022584692597239,11451.25,11497.5,1.0,1.0,-39.5,5,6.25,6.75,0.0,1,0
control,2020-10-05 21:59:00-04:00,IS,2020,0.5-1.0,0.6022584692597239,11451.25,11497.5,1.0,1.0,-39.5,15,1.75,6.75,0.0,1,0
control,2020-10-05 21:59:00-04:00,IS,2020,0.5-1.0,0.6022584692597239,11451.25,11497.5,1.0,1.0,-39.5,30,3.75,6.75,-0.75,1,0
control,2020-10-05 21:59:00-04:00,IS,2020,0.5-1.0,0.6022584692597239,11451.25,11497.5,1.0,1.0,-39.5,60,-3.5,6.75,-14.5,0,0
break,2020-10-06 10:14:00-04:00,IS,2020,1.5+,2.4509803921568625,11490.5,11479.0,10.0,0.6833333333333333,19.75,1,-6.75,1.5,-9.5,0,1
break,2020-10-06 10:14:00-04:00,IS,2020,1.5+,2.4509803921568625,11490.5,11479.0,10.0,0.6833333333333333,19.75,5,5.5,6.75,-9.5,1,1
break,2020-10-06 10:14:00-04:00,IS,2020,1.5+,2.4509803921568625,11490.5,11479.0,10.0,0.6833333333333333,19.75,15,-9.0,8.25,-18.0,0,1
break,2020-10-06 10:14:00-04:00,IS,2020,1.5+,2.4509803921568625,11490.5,11479.0,10.0,0.6833333333333333,19.75,30,-44.0,8.25,-56.75,0,0
break,2020-10-06 10:14:00-04:00,IS,2020,1.5+,2.4509803921568625,11490.5,11479.0,10.0,0.6833333333333333,19.75,60,-62.25,8.25,-74.5,0,0
control,2020-10-06 18:14:00-04:00,IS,2020,<0.5,0.3201219512195122,11236.25,11524.5,1.0,1.0,-269.75,1,-1.5,3.0,-4.75,0,0
control,2020-10-06 18:14:00-04:00,IS,2020,<0.5,0.3201219512195122,11236.25,11524.5,1.0,1.0,-269.75,5,3.75,3.75,-4.75,1,0
control,2020-10-06 18:14:00-04:00,IS,2020,<0.5,0.3201219512195122,11236.25,11524.5,1.0,1.0,-269.75,15,0.5,7.25,-4.75,1,0
control,2020-10-06 18:14:00-04:00,IS,2020,<0.5,0.3201219512195122,11236.25,11524.5,1.0,1.0,-269.75,30,10.5,18.5,-4.75,1,0
control,2020-10-06 18:14:00-04:00,IS,2020,<0.5,0.3201219512195122,11236.25,11524.5,1.0,1.0,-269.75,60,-4.0,18.5,-26.0,0,0
control,2020-10-06 21:59:00-04:00,IS,2020,1.0-1.5,1.0643444605708756,11279.0,11349.25,1.0,1.0,-47.25,1,4.0,4.0,0.0,1,0
control,2020-10-06 21:59:00-04:00,IS,2020,1.0-1.5,1.0643444605708756,11279.0,11349.25,1.0,1.0,-47.25,5,12.25,16.5,0.0,1,0
control,2020-10-06 21:59:00-04:00,IS,2020,1.0-1.5,1.0643444605708756,11279.0,11349.25,1.0,1.0,-47.25,15,3.5,16.5,0.0,1,0
control,2020-10-06 21:59:00-04:00,IS,2020,1.0-1.5,1.0643444605708756,11279.0,11349.25,1.0,1.0,-47.25,30,-1.75,23.0,-7.5,0,0
control,2020-10-06 21:59:00-04:00,IS,2020,1.0-1.5,1.0643444605708756,11279.0,11349.25,1.0,1.0,-47.25,60,-6.75,23.0,-22.0,0,0
break,2020-10-07 01:44:00-04:00,IS,2020,1.5+,2.1929101401483924,11325.25,11302.0,,0.0,27.75,1,-2.25,1.25,-5.5,0,1
break,2020-10-07 01:44:00-04:00,IS,2020,1.5+,2.1929101401483924,11325.25,11302.0,,0.0,27.75,5,-2.25,1.25,-5.75,0,1
break,2020-10-07 01:44:00-04:00,IS,2020,1.5+,2.1929101401483924,11325.25,11302.0,,0.0,27.75,15,-9.75,1.25,-12.75,0,1
break,2020-10-07 01:44:00-04:00,IS,2020,1.5+,2.1929101401483924,11325.25,11302.0,,0.0,27.75,30,-9.0,1.25,-14.5,0,1
break,2020-10-07 01:44:00-04:00,IS,2020,1.5+,2.1929101401483924,11325.25,11302.0,,0.0,27.75,60,-3.0,4.5,-14.5,0,1
control,2020-10-07 03:59:00-04:00,IS,2020,0.5-1.0,0.5488297013720742,11349.5,11358.0,1.0,1.0,-4.75,1,1.75,2.5,-1.25,1,0
control,2020-10-07 03:59:00-04:00,IS,2020,0.5-1.0,0.5488297013720742,11349.5,11358.0,1.0,1.0,-4.75,5,-0.5,3.75,-2.5,0,0
control,2020-10-07 03:59:00-04:00,IS,2020,0.5-1.0,0.5488297013720742,11349.5,11358.0,1.0,1.0,-4.75,15,-10.75,3.75,-15.5,0,0
control,2020-10-07 03:59:00-04:00,IS,2020,0.5-1.0,0.5488297013720742,11349.5,11358.0,1.0,1.0,-4.75,30,-17.25,3.75,-17.25,0,0
control,2020-10-07 03:59:00-04:00,IS,2020,0.5-1.0,0.5488297013720742,11349.5,11358.0,1.0,1.0,-4.75,60,-19.5,3.75,-29.5,0,0
control,2020-10-07 18:14:00-04:00,IS,2020,0.5-1.0,0.5506493506493506,11485.75,11506.5,1.0,1.0,-7.25,1,-1.0,2.25,-2.25,0,0
control,2020-10-07 18:14:00-04:00,IS,2020,0.5-1.0,0.5506493506493506,11485.75,11506.5,1.0,1.0,-7.25,5,-2.5,2.25,-5.5,0,0
control,2020-10-07 18:14:00-04:00,IS,2020,0.5-1.0,0.5506493506493506,11485.75,11506.5,1.0,1.0,-7.25,15,3.0,9.75,-5.5,1,0
control,2020-10-07 18:14:00-04:00,IS,2020,0.5-1.0,0.5506493506493506,11485.75,11506.5,1.0,1.0,-7.25,30,4.25,9.75,-5.5,1,0
control,2020-10-07 18:14:00-04:00,IS,2020,0.5-1.0,0.5506493506493506,11485.75,11506.5,1.0,1.0,-7.25,60,-1.0,13.5,-5.5,0,0
control,2020-10-07 18:29:00-04:00,IS,2020,<0.5,0.12493492972410203,11489.0,11506.5,1.0,1.0,-7.25,1,-0.75,0.5,-1.25,0,0
control,2020-10-07 18:29:00-04:00,IS,2020,<0.5,0.12493492972410203,11489.0,11506.5,1.0,1.0,-7.25,5,3.0,4.75,-1.25,1,0
control,2020-10-07 18:29:00-04:00,IS,2020,<0.5,0.12493492972410203,11489.0,11506.5,1.0,1.0,-7.25,15,1.0,6.0,-1.25,1,0
control,2020-10-07 18:29:00-04:00,IS,2020,<0.5,0.12493492972410203,11489.0,11506.5,1.0,1.0,-7.25,30,-0.75,10.25,-1.5,0,0
control,2020-10-07 18:29:00-04:00,IS,2020,<0.5,0.12493492972410203,11489.0,11506.5,1.0,1.0,-7.25,60,-4.0,10.25,-5.0,0,0
break,2020-10-07 21:59:00-04:00,IS,2020,1.5+,1.9154443485763588,11513.5,11506.5,17.0,0.23333333333333334,14.5,1,-1.25,5.25,-2.0,0,1
break,2020-10-07 21:59:00-04:00,IS,2020,1.5+,1.9154443485763588,11513.5,11506.5,17.0,0.23333333333333334,14.5,5,-0.5,5.25,-4.0,0,1
break,2020-10-07 21:59:00-04:00,IS,2020,1.5+,1.9154443485763588,11513.5,11506.5,17.0,0.23333333333333334,14.5,15,-6.25,5.25,-11.0,0,1
break,2020-10-07 21:59:00-04:00,IS,2020,1.5+,1.9154443485763588,11513.5,11506.5,17.0,0.23333333333333334,14.5,30,-15.25,5.25,-23.0,0,0
break,2020-10-07 21:59:00-04:00,IS,2020,1.5+,1.9154443485763588,11513.5,11506.5,17.0,0.23333333333333334,14.5,60,-1.5,7.5,-23.0,0,1
control,2020-10-08 11:14:00-04:00,IS,2020,1.5+,1.5376458112407212,11549.5,11578.75,1.0,1.0,-20.75,1,2.5,3.5,-0.75,1,0
control,2020-10-08 11:14:00-04:00,IS,2020,1.5+,1.5376458112407212,11549.5,11578.75,1.0,1.0,-20.75,5,-6.0,3.5,-7.5,0,0
control,2020-10-08 11:14:00-04:00,IS,2020,1.5+,1.5376458112407212,11549.5,11578.75,1.0,1.0,-20.75,15,-22.75,3.5,-27.75,0,0
control,2020-10-08 11:14:00-04:00,IS,2020,1.5+,1.5376458112407212,11549.5,11578.75,1.0,1.0,-20.75,30,-16.75,3.5,-53.5,0,0
control,2020-10-08 11:14:00-04:00,IS,2020,1.5+,1.5376458112407212,11549.5,11578.75,1.0,1.0,-20.75,60,3.75,8.5,-53.5,1,0
control,2020-10-08 12:14:00-04:00,IS,2020,1.0-1.5,1.0565338276181648,11553.25,11578.75,1.0,1.0,-15.5,1,-6.5,0.5,-7.0,0,0
control,2020-10-08 12:14:00-04:00,IS,2020,1.0-1.5,1.0565338276181648,11553.25,11578.75,1.0,1.0,-15.5,5,-5.5,0.5,-13.25,0,0
control,2020-10-08 12:14:00-04:00,IS,2020,1.0-1.5,1.0565338276181648,11553.25,11578.75,1.0,1.0,-15.5,15,-6.75,2.75,-13.75,0,0
control,2020-10-08 12:14:00-04:00,IS,2020,1.0-1.5,1.0565338276181648,11553.25,11578.75,1.0,1.0,-15.5,30,-0.75,4.25,-13.75,0,0
control,2020-10-08 12:14:00-04:00,IS,2020,1.0-1.5,1.0565338276181648,11553.25,11578.75,1.0,1.0,-15.5,60,-14.75,10.0,-21.75,0,0
break,2020-10-08 18:14:00-04:00,IS,2020,0.5-1.0,0.7284345047923323,11576.25,11569.25,32.0,0.016666666666666666,15.5,1,0.5,1.5,-0.5,1,1
break,2020-10-08 18:14:00-04:00,IS,2020,0.5-1.0,0.7284345047923323,11576.25,11569.25,32.0,0.016666666666666666,15.5,5,2.0,8.5,-3.0,1,1
break,2020-10-08 18:14:00-04:00,IS,2020,0.5-1.0,0.7284345047923323,11576.25,11569.25,32.0,0.016666666666666666,15.5,15,4.25,8.5,-3.0,1,1
break,2020-10-08 18:14:00-04:00,IS,2020,0.5-1.0,0.7284345047923323,11576.25,11569.25,32.0,0.016666666666666666,15.5,30,-5.0,8.5,-6.0,0,1
break,2020-10-08 18:14:00-04:00,IS,2020,0.5-1.0,0.7284345047923323,11576.25,11569.25,32.0,0.016666666666666666,15.5,60,-0.5,8.5,-11.25,0,1
control,2020-10-08 18:29:00-04:00,IS,2020,<0.5,0.21546261089987323,11580.5,11583.75,1.0,1.0,-1.0,1,-0.75,1.0,-3.75,0,0
control,2020-10-08 18:29:00-04:00,IS,2020,<0.5,0.21546261089987323,11580.5,11583.75,1.0,1.0,-1.0,5,-3.25,1.0,-5.25,0,0
control,2020-10-08 18:29:00-04:00,IS,2020,<0.5,0.21546261089987323,11580.5,11583.75,1.0,1.0,-1.0,15,-9.25,1.0,-10.25,0,0
control,2020-10-08 18:29:00-04:00,IS,2020,<0.5,0.21546261089987323,11580.5,11583.75,1.0,1.0,-1.0,30,-6.75,2.25,-15.5,0,0
control,2020-10-08 18:29:00-04:00,IS,2020,<0.5,0.21546261089987323,11580.5,11583.75,1.0,1.0,-1.0,60,-9.25,2.25,-15.5,0,0
control,2020-10-08 19:59:00-04:00,IS,2020,0.5-1.0,0.6142322097378277,11579.0,11584.75,2.0,0.9333333333333333,4.5,1,7.5,10.25,-3.75,1,1
control,2020-10-08 19:59:00-04:00,IS,2020,0.5-1.0,0.6142322097378277,11579.0,11584.75,2.0,0.9333333333333333,4.5,5,5.25,10.25,-3.75,1,0
control,2020-10-08 19:59:00-04:00,IS,2020,0.5-1.0,0.6142322097378277,11579.0,11584.75,2.0,0.9333333333333333,4.5,15,3.75,10.25,-3.75,1,0
control,2020-10-08 19:59:00-04:00,IS,2020,0.5-1.0,0.6142322097378277,11579.0,11584.75,2.0,0.9333333333333333,4.5,30,-8.25,10.25,-15.75,0,0
control,2020-10-08 19:59:00-04:00,IS,2020,0.5-1.0,0.6142322097378277,11579.0,11584.75,2.0,0.9333333333333333,4.5,60,-7.0,10.25,-15.75,0,0
control,2020-10-09 03:14:00-04:00,IS,2020,1.0-1.5,1.162162162162162,11570.75,11602.5,1.0,1.0,-26.75,1,-1.5,0.25,-3.25,0,0
control,2020-10-09 03:14:00-04:00,IS,2020,1.0-1.5,1.162162162162162,11570.75,11602.5,1.0,1.0,-26.75,5,0.0,1.5,-3.25,0,0
control,2020-10-09 03:14:00-04:00,IS,2020,1.0-1.5,1.162162162162162,11570.75,11602.5,1.0,1.0,-26.75,15,-0.5,2.0,-6.75,0,0
control,2020-10-09 03:14:00-04:00,IS,2020,1.0-1.5,1.162162162162162,11570.75,11602.5,1.0,1.0,-26.75,30,-2.25,2.0,-7.25,0,0
control,2020-10-09 03:14:00-04:00,IS,2020,1.0-1.5,1.162162162162162,11570.75,11602.5,1.0,1.0,-26.75,60,-3.5,5.0,-10.5,0,0
control,2020-10-09 07:14:00-04:00,IS,2020,1.5+,1.6458333333333333,11576.0,11585.75,1.0,0.8,5.25,1,1.0,1.0,-1.25,1,0
control,2020-10-09 07:14:00-04:00,IS,2020,1.5+,1.6458333333333333,11576.0,11585.75,1.0,0.8,5.25,5,-1.5,2.25,-2.5,0,0
control,2020-10-09 07:14:00-04:00,IS,2020,1.5+,1.6458333333333333,11576.0,11585.75,1.0,0.8,5.25,15,3.75,7.25,-2.5,1,0
control,2020-10-09 07:14:00-04:00,IS,2020,1.5+,1.6458333333333333,11576.0,11585.75,1.0,0.8,5.25,30,8.25,15.0,-2.5,1,0
control,2020-10-09 07:14:00-04:00,IS,2020,1.5+,1.6458333333333333,11576.0,11585.75,1.0,0.8,5.25,60,4.25,15.0,-2.5,1,0
control,2020-10-11 18:14:00-04:00,IS,2020,<0.5,0.2294455066921606,11727.25,11739.0,1.0,0.5166666666666667,6.0,1,-2.0,0.5,-2.25,0,0
control,2020-10-11 18:14:00-04:00,IS,2020,<0.5,0.2294455066921606,11727.25,11739.0,1.0,0.5166666666666667,6.0,5,5.25,6.5,-2.25,1,0
control,2020-10-11 18:14:00-04:00,IS,2020,<0.5,0.2294455066921606,11727.25,11739.0,1.0,0.5166666666666667,6.0,15,15.5,17.75,-2.25,1,1
control,2020-10-11 18:14:00-04:00,IS,2020,<0.5,0.2294455066921606,11727.25,11739.0,1.0,0.5166666666666667,6.0,30,14.75,17.75,-2.25,1,1
control,2020-10-11 18:14:00-04:00,IS,2020,<0.5,0.2294455066921606,11727.25,11739.0,1.0,0.5166666666666667,6.0,60,9.5,17.75,-2.25,1,0
break,2020-10-11 18:29:00-04:00,IS,2020,0.5-1.0,0.7551766138855055,11743.0,11739.0,2.0,0.5833333333333334,6.0,1,-2.0,1.75,-2.0,0,1
break,2020-10-11 18:29:00-04:00,IS,2020,0.5-1.0,0.7551766138855055,11743.0,11739.0,2.0,0.5833333333333334,6.0,5,-2.0,1.75,-6.75,0,1
break,2020-10-11 18:29:00-04:00,IS,2020,0.5-1.0,0.7551766138855055,11743.0,11739.0,2.0,0.5833333333333334,6.0,15,-1.0,2.0,-6.75,0,1
break,2020-10-11 18:29:00-04:00,IS,2020,0.5-1.0,0.7551766138855055,11743.0,11739.0,2.0,0.5833333333333334,6.0,30,-3.5,2.0,-7.5,0,1
break,2020-10-11 18:29:00-04:00,IS,2020,0.5-1.0,0.7551766138855055,11743.0,11739.0,2.0,0.5833333333333334,6.0,60,-13.5,2.0,-19.5,0,0
control,2020-10-11 19:59:00-04:00,IS,2020,0.5-1.0,0.5516265912305516,11744.0,11745.0,1.0,1.0,0.0,1,-3.5,0.5,-8.0,0,0
control,2020-10-11 19:59:00-04:00,IS,2020,0.5-1.0,0.5516265912305516,11744.0,11745.0,1.0,1.0,0.0,5,-5.75,0.5,-11.25,0,0
control,2020-10-11 19:59:00-04:00,IS,2020,0.5-1.0,0.5516265912305516,11744.0,11745.0,1.0,1.0,0.0,15,-15.5,0.5,-21.0,0,0
control,2020-10-11 19:59:00-04:00,IS,2020,0.5-1.0,0.5516265912305516,11744.0,11745.0,1.0,1.0,0.0,30,-13.75,0.5,-26.25,0,0
control,2020-10-11 19:59:00-04:00,IS,2020,0.5-1.0,0.5516265912305516,11744.0,11745.0,1.0,1.0,0.0,60,-10.25,1.0,-26.25,0,0
control,2020-10-12 05:14:00-04:00,IS,2020,1.0-1.5,1.0256410256410258,11858.25,11879.5,1.0,1.0,-20.0,1,-1.5,0.25,-1.75,0,0
control,2020-10-12 05:14:00-04:00,IS,2020,1.0-1.5,1.0256410256410258,11858.25,11879.5,1.0,1.0,-20.0,5,-4.5,0.25,-6.75,0,0
control,2020-10-12 05:14:00-04:00,IS,2020,1.0-1.5,1.0256410256410258,11858.25,11879.5,1.0,1.0,-20.0,15,-13.25,1.25,-15.75,0,0
control,2020-10-12 05:14:00-04:00,IS,2020,1.0-1.5,1.0256410256410258,11858.25,11879.5,1.0,1.0,-20.0,30,-12.25,1.25,-16.25,0,0
control,2020-10-12 05:14:00-04:00,IS,2020,1.0-1.5,1.0256410256410258,11858.25,11879.5,1.0,1.0,-20.0,60,-7.5,1.25,-29.75,0,0
control,2020-10-12 18:14:00-04:00,IS,2020,<0.5,0.45122760451227606,12116.75,12197.0,1.0,1.0,-77.0,1,2.0,2.0,-1.25,1,0
control,2020-10-12 18:14:00-04:00,IS,2020,<0.5,0.45122760451227606,12116.75,12197.0,1.0,1.0,-77.0,5,3.0,3.25,-1.25,1,0
