session,entry_mode,horizon,split,regime,n,mean_resid,median_resid,p_struct,mean_pre_exc,mean_pre_psr,cover_tight,mean_net_tight,mean_netR_tight,p_net_pos_tight,breakeven_pts,cover_mid,mean_net_mid,mean_netR_mid,p_net_pos_mid,cover_wide,mean_net_wide,mean_netR_wide,p_net_pos_wide
NY_PM,next_open,15,Validation,HIGH,1447,31.94678645473393,26.25,0.2653766413268832,57.149447131997235,0.37379889465018556,1.0,31.44678645473393,62.89357290946786,1.0,2.0,1.0,30.94678645473393,30.94678645473393,1.0,1.0,29.94678645473393,14.973393227366966,1.0
NY_PM,next_open,15,Validation,LOW,1042,28.186180422264876,24.25,0.06238003838771593,19.96641074856046,0.08694833243310614,1.0,27.686180422264876,55.37236084452975,1.0,2.0,1.0,27.186180422264876,27.186180422264876,1.0,1.0,26.186180422264876,13.093090211132438,1.0
NY_PM,next_open,15,Validation,ALL,3741,29.7802058273189,25.0,0.1595829991980754,38.373229083132856,0.22452772554726538,1.0,29.2802058273189,58.5604116546378,1.0,2.0,1.0,28.7802058273189,28.7802058273189,1.0,1.0,27.7802058273189,13.89010291365945,1.0
NY_PM,next_open,15,OOS,HIGH,686,49.62427113702624,37.875,0.28717201166180756,88.18367346938776,0.3706128975546373,1.0,49.12427113702624,98.24854227405248,1.0,2.0,1.0,48.62427113702624,48.62427113702624,1.0,1.0,47.62427113702624,23.81213556851312,1.0
NY_PM,next_open,15,OOS,LOW,677,35.57127031019203,28.5,0.03840472673559823,31.62850812407681,0.09619642021948833,1.0,35.07127031019203,70.14254062038405,1.0,2.0,1.0,34.57127031019203,34.57127031019203,1.0,1.0,33.57127031019203,16.785635155096013,1.0
NY_PM,next_open,15,OOS,ALL,1988,43.734406438631794,33.5,0.16096579476861167,55.217806841046276,0.20879371128115218,1.0,43.234406438631794,86.46881287726359,1.0,2.0,1.0,42.734406438631794,42.734406438631794,1.0,1.0,41.734406438631794,20.867203219315897,1.0
NY_PM,next_open,15,Y2025,HIGH,469,48.71535181236674,35.25,0.31343283582089554,83.63113006396588,0.3816702531952965,1.0,48.21535181236674,96.43070362473348,1.0,2.0,1.0,47.71535181236674,47.71535181236674,1.0,1.0,46.71535181236674,23.35767590618337,1.0
NY_PM,next_open,15,Y2025,LOW,381,32.08464566929134,26.0,0.03412073490813648,27.504593175853017,0.09572318980570135,1.0,31.584645669291337,63.169291338582674,1.0,2.0,1.0,31.084645669291337,31.084645669291337,1.0,1.0,30.084645669291337,15.042322834645669,1.0
NY_PM,next_open,15,Y2025,ALL,1238,40.70557350565428,30.0,0.17205169628432956,51.806946688206786,0.22119684053293806,1.0,40.20557350565428,80.41114701130856,1.0,2.0,1.0,39.70557350565428,39.70557350565428,1.0,1.0,38.70557350565428,19.35278675282714,1.0
NY_PM,next_open,15,Y2026,HIGH,217,51.58870967741935,42.5,0.2304147465437788,98.02304147465438,0.34671474181514816,1.0,51.08870967741935,102.1774193548387,1.0,2.0,1.0,50.58870967741935,50.58870967741935,1.0,1.0,49.58870967741935,24.794354838709676,1.0
NY_PM,next_open,15,Y2026,LOW,296,40.05912162162162,32.0,0.04391891891891892,36.9366554054054,0.09680554450209924,1.0,39.55912162162162,79.11824324324324,1.0,2.0,1.0,39.05912162162162,39.05912162162162,1.0,1.0,38.05912162162162,19.02956081081081,1.0
NY_PM,next_open,15,Y2026,ALL,750,48.734,39.75,0.14266666666666666,60.848,0.18832027926287082,1.0,48.234,96.468,1.0,2.0,1.0,47.734,47.734,1.0,1.0,46.734,23.367,1.0
NY_PM,next_open,30,IS,HIGH,3980,16.936934673366835,10.0,0.5178391959798995,20.748743718592966,0.37232521489242393,1.0,16.436934673366835,32.87386934673367,1.0,2.0,1.0,15.936934673366833,15.936934673366833,0.9994974874371859,0.9914572864321608,14.936934673366833,7.468467336683417,0.9806532663316583
NY_PM,next_open,30,IS,LOW,3863,12.513461040641989,7.75,0.18017085166968677,6.614548278539995,0.08818656745260879,1.0,12.013461040641989,24.026922081283978,1.0,2.0,1.0,11.513461040641989,11.513461040641989,0.9992234015014237,0.9849857623608594,10.513461040641989,5.256730520320994,0.9725601863836396
NY_PM,next_open,30,IS,ALL,11704,14.745044429254955,8.75,0.33877306903622695,13.068288619275462,0.21099726249585127,1.0,14.245044429254955,28.49008885850991,1.0,2.0,0.9999145591250854,13.745044429254955,13.745044429254955,0.9993164730006835,0.987012987012987,12.745044429254955,6.372522214627478,0.9752221462747779
NY_PM,next_open,30,Validation,HIGH,1447,45.59329647546648,37.25,0.5362819626814098,57.149447131997235,0.37379889465018556,1.0,45.09329647546648,90.18659295093296,1.0,2.0,1.0,44.59329647546648,44.59329647546648,1.0,1.0,43.59329647546648,21.79664823773324,1.0
NY_PM,next_open,30,Validation,LOW,1042,39.40475047984645,33.0,0.17754318618042225,19.96641074856046,0.08694833243310614,1.0,38.90475047984645,77.8095009596929,1.0,2.0,1.0,38.40475047984645,38.40475047984645,1.0,1.0,37.40475047984645,18.702375239923224,1.0
NY_PM,next_open,30,Validation,ALL,3741,42.2036888532478,34.75,0.3627372360331462,38.373229083132856,0.22452772554726538,1.0,41.7036888532478,83.4073777064956,1.0,2.0,1.0,41.2036888532478,41.2036888532478,1.0,1.0,40.2036888532478,20.1018444266239,1.0
NY_PM,next_open,30,OOS,HIGH,686,70.8061224489796,53.875,0.5058309037900874,88.18367346938776,0.3706128975546373,1.0,70.3061224489796,140.6122448979592,1.0,2.0,1.0,69.8061224489796,69.8061224489796,1.0,1.0,68.8061224489796,34.4030612244898,1.0
NY_PM,next_open,30,OOS,LOW,677,50.13589364844904,40.25,0.13737075332348597,31.62850812407681,0.09619642021948833,1.0,49.63589364844904,99.27178729689808,1.0,2.0,1.0,49.13589364844904,49.13589364844904,1.0,1.0,48.13589364844904,24.06794682422452,1.0
NY_PM,next_open,30,OOS,ALL,1988,61.30784708249497,48.0,0.3158953722334004,55.217806841046276,0.20879371128115218,1.0,60.80784708249497,121.61569416498995,1.0,2.0,1.0,60.30784708249497,60.30784708249497,1.0,1.0,59.30784708249497,29.653923541247487,1.0
NY_PM,next_open,30,Y2025,HIGH,469,69.2771855010661,52.25,0.5543710021321961,83.63113006396588,0.3816702531952965,1.0,68.7771855010661,137.5543710021322,1.0,2.0,1.0,68.2771855010661,68.2771855010661,1.0,1.0,67.2771855010661,33.63859275053305,1.0
NY_PM,next_open,30,Y2025,LOW,381,45.75,36.75,0.13910761154855644,27.504593175853017,0.09572318980570135,1.0,45.25,90.5,1.0,2.0,1.0,44.75,44.75,1.0,1.0,43.75,21.875,1.0
NY_PM,next_open,30,Y2025,ALL,1238,57.63610662358643,43.25,0.34168012924071084,51.806946688206786,0.22119684053293806,1.0,57.13610662358643,114.27221324717286,1.0,2.0,1.0,56.63610662358643,56.63610662358643,1.0,1.0,55.63610662358643,27.818053311793214,1.0
NY_PM,next_open,30,Y2026,HIGH,217,74.11059907834101,58.25,0.4009216589861751,98.02304147465438,0.34671474181514816,1.0,73.61059907834101,147.22119815668202,1.0,2.0,1.0,73.11059907834101,73.11059907834101,1.0,1.0,72.11059907834101,36.055299539170505,1.0
NY_PM,next_open,30,Y2026,LOW,296,55.78125,47.0,0.13513513513513514,36.9366554054054,0.09680554450209924,1.0,55.28125,110.5625,1.0,2.0,1.0,54.78125,54.78125,1.0,1.0,53.78125,26.890625,1.0
NY_PM,next_open,30,Y2026,ALL,750,67.36866666666667,55.75,0.2733333333333333,60.848,0.18832027926287082,1.0,66.86866666666667,133.73733333333334,1.0,2.0,1.0,66.36866666666667,66.36866666666667,1.0,1.0,65.36866666666667,32.684333333333335,1.0
NY_PM,next_open,45,IS,HIGH,3980,20.7714824120603,12.25,0.6776381909547738,20.748743718592966,0.37232521489242393,1.0,20.2714824120603,40.5429648241206,1.0,2.0,1.0,19.7714824120603,19.7714824120603,1.0,0.9972361809045226,18.7714824120603,9.38574120603015,0.9939698492462311
NY_PM,next_open,45,IS,LOW,3863,15.444279057727154,9.75,0.28863577530416773,6.614548278539995,0.08818656745260879,1.0,14.944279057727154,29.88855811545431,1.0,2.0,1.0,14.444279057727154,14.444279057727154,1.0,0.9958581413409268,13.444279057727154,6.722139528863577,0.9919751488480456
NY_PM,next_open,45,IS,ALL,11704,18.156848086124402,11.0,0.4788961038961039,13.068288619275462,0.21099726249585127,1.0,17.656848086124402,35.313696172248804,1.0,2.0,1.0,17.156848086124402,17.156848086124402,0.9999145591250854,0.9958133971291866,16.156848086124402,8.078424043062201,0.9916267942583732
NY_PM,next_open,45,Validation,HIGH,1447,56.2232204561161,45.5,0.6917760884588804,57.149447131997235,0.37379889465018556,1.0,55.7232204561161,111.4464409122322,1.0,2.0,1.0,55.2232204561161,55.2232204561161,1.0,1.0,54.2232204561161,27.11161022805805,1.0
NY_PM,next_open,45,Validation,LOW,1042,49.189779270633395,41.5,0.30134357005758156,19.96641074856046,0.08694833243310614,1.0,48.689779270633395,97.37955854126679,1.0,2.0,1.0,48.189779270633395,48.189779270633395,1.0,1.0,47.189779270633395,23.594889635316697,1.0
NY_PM,next_open,45,Validation,ALL,3741,52.6186848436247,43.5,0.5137663726276397,38.373229083132856,0.22452772554726538,1.0,52.1186848436247,104.2373696872494,1.0,2.0,1.0,51.6186848436247,51.6186848436247,1.0,1.0,50.6186848436247,25.30934242181235,1.0
NY_PM,next_open,45,OOS,HIGH,686,85.12718658892128,66.75,0.6341107871720116,88.18367346938776,0.3706128975546373,1.0,84.62718658892128,169.25437317784255,1.0,2.0,1.0,84.12718658892128,84.12718658892128,1.0,1.0,83.12718658892128,41.56359329446064,1.0
NY_PM,next_open,45,OOS,LOW,677,60.011078286558345,49.0,0.20827178729689808,31.62850812407681,0.09619642021948833,1.0,59.511078286558345,119.02215657311669,1.0,2.0,1.0,59.011078286558345,59.011078286558345,1.0,1.0,58.011078286558345,29.005539143279172,1.0
NY_PM,next_open,45,OOS,ALL,1988,73.35990945674044,58.0,0.42303822937625757,55.217806841046276,0.20879371128115218,1.0,72.85990945674044,145.71981891348088,1.0,2.0,1.0,72.35990945674044,72.35990945674044,1.0,1.0,71.35990945674044,35.67995472837022,1.0
NY_PM,next_open,45,Y2025,HIGH,469,84.06023454157783,62.75,0.6801705756929638,83.63113006396588,0.3816702531952965,1.0,83.56023454157783,167.12046908315565,1.0,2.0,1.0,83.06023454157783,83.06023454157783,1.0,1.0,82.06023454157783,41.030117270788914,1.0
NY_PM,next_open,45,Y2025,LOW,381,55.24671916010499,43.5,0.22572178477690288,27.504593175853017,0.09572318980570135,1.0,54.74671916010499,109.49343832020998,1.0,2.0,1.0,54.24671916010499,54.24671916010499,1.0,1.0,53.24671916010499,26.623359580052494,1.0
NY_PM,next_open,45,Y2025,ALL,1238,69.82148626817448,53.25,0.4620355411954766,51.806946688206786,0.22119684053293806,1.0,69.32148626817448,138.64297253634896,1.0,2.0,1.0,68.82148626817448,68.82148626817448,1.0,1.0,67.82148626817448,33.91074313408724,1.0
NY_PM,next_open,45,Y2026,HIGH,217,87.4331797235023,71.25,0.5345622119815668,98.02304147465438,0.34671474181514816,1.0,86.9331797235023,173.8663594470046,1.0,2.0,1.0,86.4331797235023,86.4331797235023,1.0,1.0,85.4331797235023,42.71658986175115,1.0
NY_PM,next_open,45,Y2026,LOW,296,66.14358108108108,58.5,0.1858108108108108,36.9366554054054,0.09680554450209924,1.0,65.64358108108108,131.28716216216216,1.0,2.0,1.0,65.14358108108108,65.14358108108108,1.0,1.0,64.14358108108108,32.07179054054054,1.0
NY_PM,next_open,45,Y2026,ALL,750,79.20066666666666,67.625,0.3586666666666667,60.848,0.18832027926287082,1.0,78.70066666666666,157.40133333333333,1.0,2.0,1.0,78.20066666666666,78.20066666666666,1.0,1.0,77.20066666666666,38.60033333333333,1.0
NY_PM,delay1,15,IS,HIGH,3977,12.045260246416897,7.25,0.272818707568519,20.76238370631129,0.37249766388940886,1.0,11.545260246416897,23.090520492833793,1.0,2.0,0.9989942167462912,11.045260246416897,11.045260246416897,0.9954739753583103,0.9527281870756852,10.045260246416897,5.022630123208448,0.9308524013075182
NY_PM,delay1,15,IS,LOW,3860,8.847927461139896,5.5,0.061917098445595856,6.6178108808290155,0.08816446717145872,1.0,8.347927461139896,16.695854922279793,1.0,2.0,0.9976683937823834,7.847927461139896,7.847927461139896,0.9904145077720208,0.9310880829015544,6.847927461139896,3.423963730569948,0.8987046632124353
NY_PM,delay1,15,IS,ALL,11696,10.456309849521205,6.25,0.15706224350205197,13.075709644322846,0.2110634414305952,1.0,9.956309849521205,19.91261969904241,1.0,2.0,0.9986320109439124,9.456309849521205,9.456309849521205,0.9934165526675787,0.9422879616963065,8.456309849521205,4.228154924760602,0.9144151846785226
NY_PM,delay1,15,Validation,HIGH,1447,31.657394609536972,25.75,0.27574291637871456,57.149447131997235,0.37379889465018556,1.0,31.157394609536972,62.314789219073944,1.0,2.0,1.0,30.657394609536972,30.657394609536972,1.0,1.0,29.657394609536972,14.828697304768486,1.0
NY_PM,delay1,15,Validation,LOW,1042,28.077015355086374,23.5,0.05950095969289827,19.96641074856046,0.08694833243310614,1.0,27.577015355086374,55.15403071017275,1.0,2.0,1.0,27.077015355086374,27.077015355086374,1.0,1.0,26.077015355086374,13.038507677543187,1.0
NY_PM,delay1,15,Validation,ALL,3741,29.759489441325847,24.75,0.16599839615076184,38.373229083132856,0.22452772554726538,1.0,29.259489441325847,58.518978882651695,1.0,2.0,1.0,28.759489441325847,28.759489441325847,1.0,1.0,27.759489441325847,13.879744720662924,1.0
NY_PM,delay1,15,OOS,HIGH,686,49.29992711370262,37.875,0.2915451895043732,88.18367346938776,0.3706128975546373,1.0,48.79992711370262,97.59985422740525,1.0,2.0,1.0,48.29992711370262,48.29992711370262,1.0,1.0,47.29992711370262,23.64996355685131,1.0
NY_PM,delay1,15,OOS,LOW,677,35.43426883308715,28.75,0.03692762186115214,31.62850812407681,0.09619642021948833,1.0,34.93426883308715,69.8685376661743,1.0,2.0,1.0,34.43426883308715,34.43426883308715,1.0,1.0,33.43426883308715,16.717134416543576,1.0
NY_PM,delay1,15,OOS,ALL,1988,43.44554828973843,33.5,0.16046277665995975,55.217806841046276,0.20879371128115218,1.0,42.94554828973843,85.89109657947687,1.0,2.0,1.0,42.44554828973843,42.44554828973843,1.0,1.0,41.44554828973843,20.722774144869216,1.0
NY_PM,delay1,15,Y2025,HIGH,469,48.09434968017057,36.0,0.3347547974413646,83.63113006396588,0.3816702531952965,1.0,47.59434968017057,95.18869936034115,1.0,2.0,1.0,47.09434968017057,47.09434968017057,1.0,1.0,46.09434968017057,23.047174840085287,1.0
NY_PM,delay1,15,Y2025,LOW,381,31.921916010498688,25.0,0.03674540682414698,27.504593175853017,0.09572318980570135,1.0,31.421916010498688,62.843832020997375,1.0,2.0,1.0,30.921916010498688,30.921916010498688,1.0,1.0,29.921916010498688,14.960958005249344,1.0
NY_PM,delay1,15,Y2025,ALL,1238,40.25302907915994,30.25,0.18174474959612277,51.806946688206786,0.22119684053293806,1.0,39.75302907915994,79.50605815831987,1.0,2.0,1.0,39.25302907915994,39.25302907915994,1.0,1.0,38.25302907915994,19.12651453957997,1.0
NY_PM,delay1,15,Y2026,HIGH,217,51.90552995391705,42.5,0.19815668202764977,98.02304147465438,0.34671474181514816,1.0,51.40552995391705,102.8110599078341,1.0,2.0,1.0,50.90552995391705,50.90552995391705,1.0,1.0,49.90552995391705,24.952764976958527,1.0
NY_PM,delay1,15,Y2026,LOW,296,39.955236486486484,33.25,0.037162162162162164,36.9366554054054,0.09680554450209924,1.0,39.455236486486484,78.91047297297297,1.0,2.0,1.0,38.955236486486484,38.955236486486484,1.0,1.0,37.955236486486484,18.977618243243242,1.0
NY_PM,delay1,15,Y2026,ALL,750,48.715333333333334,40.25,0.12533333333333332,60.848,0.18832027926287082,1.0,48.215333333333334,96.43066666666667,1.0,2.0,1.0,47.715333333333334,47.715333333333334,1.0,1.0,46.715333333333334,23.357666666666667,1.0
NY_PM,delay1,30,IS,HIGH,3977,16.87968317827508,10.25,0.5147095800854916,20.76238370631129,0.37249766388940886,1.0,16.37968317827508,32.75936635655016,1.0,2.0,0.9997485541865728,15.879683178275082,15.879683178275082,0.9997485541865728,0.9891878300226301,14.879683178275082,7.439841589137541,0.9798843349258235
NY_PM,delay1,30,IS,LOW,3860,12.51619170984456,7.75,0.17797927461139895,6.6178108808290155,0.08816446717145872,1.0,12.01619170984456,24.03238341968912,1.0,2.0,1.0,11.51619170984456,11.51619170984456,0.9994818652849741,0.983419689119171,10.51619170984456,5.25809585492228,0.9720207253886011
NY_PM,delay1,30,IS,ALL,11696,14.705412106703147,8.75,0.33678180574555405,13.075709644322846,0.2110634414305952,1.0,14.205412106703147,28.410824213406293,1.0,2.0,0.9999145006839946,13.705412106703147,13.705412106703147,0.9994870041039672,0.9859781121751026,12.705412106703147,6.352706053351573,0.9741792065663475
NY_PM,delay1,30,Validation,HIGH,1447,45.56651693158258,37.0,0.5321354526606773,57.149447131997235,0.37379889465018556,1.0,45.06651693158258,90.13303386316517,1.0,2.0,1.0,44.56651693158258,44.56651693158258,1.0,1.0,43.56651693158258,21.78325846579129,1.0
NY_PM,delay1,30,Validation,LOW,1042,39.672504798464495,33.75,0.18426103646833014,19.96641074856046,0.08694833243310614,1.0,39.172504798464495,78.34500959692899,1.0,2.0,1.0,38.672504798464495,38.672504798464495,1.0,1.0,37.672504798464495,18.836252399232247,1.0
NY_PM,delay1,30,Validation,ALL,3741,42.49873028601978,35.25,0.36728147554129914,38.373229083132856,0.22452772554726538,1.0,41.99873028601978,83.99746057203956,1.0,2.0,1.0,41.49873028601978,41.49873028601978,1.0,1.0,40.49873028601978,20.24936514300989,1.0
NY_PM,delay1,30,OOS,HIGH,686,70.00072886297376,54.25,0.521865889212828,88.18367346938776,0.3706128975546373,1.0,69.50072886297376,139.00145772594752,1.0,2.0,1.0,69.00072886297376,69.00072886297376,1.0,1.0,68.00072886297376,34.00036443148688,1.0
NY_PM,delay1,30,OOS,LOW,677,49.7788035450517,40.5,0.1344165435745938,31.62850812407681,0.09619642021948833,1.0,49.2788035450517,98.5576070901034,1.0,2.0,1.0,48.7788035450517,48.7788035450517,1.0,1.0,47.7788035450517,23.88940177252585,1.0
NY_PM,delay1,30,OOS,ALL,1988,60.67769114688129,48.375,0.3153923541247485,55.217806841046276,0.20879371128115218,1.0,60.17769114688129,120.35538229376257,1.0,2.0,1.0,59.67769114688129,59.67769114688129,1.0,1.0,58.67769114688129,29.338845573440643,1.0
NY_PM,delay1,30,Y2025,HIGH,469,68.24253731343283,51.75,0.5650319829424307,83.63113006396588,0.3816702531952965,1.0,67.74253731343283,135.48507462686567,1.0,2.0,1.0,67.24253731343283,67.24253731343283,1.0,1.0,66.24253731343283,33.12126865671642,1.0
NY_PM,delay1,30,Y2025,LOW,381,45.54658792650918,36.25,0.13385826771653545,27.504593175853017,0.09572318980570135,1.0,45.04658792650918,90.09317585301837,1.0,2.0,1.0,44.54658792650918,44.54658792650918,1.0,1.0,43.54658792650918,21.77329396325459,1.0
NY_PM,delay1,30,Y2025,ALL,1238,57.05674474959612,43.0,0.34248788368336025,51.806946688206786,0.22119684053293806,1.0,56.55674474959612,113.11348949919224,1.0,2.0,1.0,56.05674474959612,56.05674474959612,1.0,1.0,55.05674474959612,27.52837237479806,1.0
NY_PM,delay1,30,Y2026,HIGH,217,73.80069124423963,60.25,0.42857142857142855,98.02304147465438,0.34671474181514816,1.0,73.30069124423963,146.60138248847926,1.0,2.0,1.0,72.80069124423963,72.80069124423963,1.0,1.0,71.80069124423963,35.900345622119815,1.0
NY_PM,delay1,30,Y2026,LOW,296,55.226351351351354,47.5,0.13513513513513514,36.9366554054054,0.09680554450209924,1.0,54.726351351351354,109.45270270270271,1.0,2.0,1.0,54.226351351351354,54.226351351351354,1.0,1.0,53.226351351351354,26.613175675675677,1.0
NY_PM,delay1,30,Y2026,ALL,750,66.65466666666667,55.75,0.27066666666666667,60.848,0.18832027926287082,1.0,66.15466666666667,132.30933333333334,1.0,2.0,1.0,65.65466666666667,65.65466666666667,1.0,1.0,64.65466666666667,32.327333333333335,1.0
NY_PM,delay1,45,IS,HIGH,3977,20.63917525773196,12.25,0.6698516469700779,20.76238370631129,0.37249766388940886,1.0,20.13917525773196,40.27835051546392,1.0,2.0,1.0,19.63917525773196,19.63917525773196,1.0,0.9969826502388736,18.63917525773196,9.31958762886598,0.9932109630374655
NY_PM,delay1,45,IS,LOW,3860,15.462240932642487,9.75,0.28808290155440414,6.6178108808290155,0.08816446717145872,1.0,14.962240932642487,29.924481865284974,1.0,2.0,1.0,14.462240932642487,14.462240932642487,1.0,0.9937823834196892,13.462240932642487,6.731120466321244,0.9906735751295337
NY_PM,delay1,45,IS,ALL,11696,18.10093194254446,11.0,0.47819767441860467,13.075709644322846,0.2110634414305952,1.0,17.60093194254446,35.20186388508892,1.0,2.0,1.0,17.10093194254446,17.10093194254446,1.0,0.9953830369357045,16.10093194254446,8.05046597127223,0.9913645690834473
NY_PM,delay1,45,Validation,HIGH,1447,55.963199723566,45.5,0.6876295784381479,57.149447131997235,0.37379889465018556,1.0,55.463199723566,110.926399447132,1.0,2.0,1.0,54.963199723566,54.963199723566,1.0,1.0,53.963199723566,26.981599861783,1.0
NY_PM,delay1,45,Validation,LOW,1042,49.27927063339731,42.25,0.29942418426103645,19.96641074856046,0.08694833243310614,1.0,48.77927063339731,97.55854126679462,1.0,2.0,1.0,48.27927063339731,48.27927063339731,1.0,1.0,47.27927063339731,23.639635316698655,1.0
NY_PM,delay1,45,Validation,ALL,3741,52.68404170008019,44.0,0.5175086875167068,38.373229083132856,0.22452772554726538,1.0,52.18404170008019,104.36808340016039,1.0,2.0,1.0,51.68404170008019,51.68404170008019,1.0,1.0,50.68404170008019,25.342020850040097,1.0
NY_PM,delay1,45,OOS,HIGH,686,84.3039358600583,64.75,0.6486880466472303,88.18367346938776,0.3706128975546373,1.0,83.8039358600583,167.6078717201166,1.0,2.0,1.0,83.3039358600583,83.3039358600583,1.0,1.0,82.3039358600583,41.15196793002915,1.0
NY_PM,delay1,45,OOS,LOW,677,59.98929098966027,48.25,0.20974889217134415,31.62850812407681,0.09619642021948833,1.0,59.48929098966027,118.97858197932054,1.0,2.0,1.0,58.98929098966027,58.98929098966027,1.0,1.0,57.98929098966027,28.994645494830134,1.0
NY_PM,delay1,45,OOS,ALL,1988,72.83299798792757,57.75,0.42655935613682094,55.217806841046276,0.20879371128115218,1.0,72.33299798792757,144.66599597585514,1.0,2.0,1.0,71.83299798792757,71.83299798792757,1.0,1.0,70.83299798792757,35.416498993963785,1.0
NY_PM,delay1,45,Y2025,HIGH,469,82.86780383795309,62.25,0.6908315565031983,83.63113006396588,0.3816702531952965,1.0,82.36780383795309,164.73560767590618,1.0,2.0,1.0,81.86780383795309,81.86780383795309,1.0,1.0,80.86780383795309,40.433901918976545,1.0
NY_PM,delay1,45,Y2025,LOW,381,55.59514435695538,44.5,0.2283464566929134,27.504593175853017,0.09572318980570135,1.0,55.09514435695538,110.19028871391076,1.0,2.0,1.0,54.59514435695538,54.59514435695538,1.0,1.0,53.59514435695538,26.79757217847769,1.0
NY_PM,delay1,45,Y2025,ALL,1238,69.27968497576737,52.5,0.46607431340872374,51.806946688206786,0.22119684053293806,1.0,68.77968497576737,137.55936995153473,1.0,2.0,1.0,68.27968497576737,68.27968497576737,1.0,1.0,67.27968497576737,33.63984248788368,1.0
NY_PM,delay1,45,Y2026,HIGH,217,87.40783410138249,70.5,0.5576036866359447,98.02304147465438,0.34671474181514816,1.0,86.90783410138249,173.81566820276498,1.0,2.0,1.0,86.40783410138249,86.40783410138249,1.0,1.0,85.40783410138249,42.703917050691246,1.0
NY_PM,delay1,45,Y2026,LOW,296,65.64527027027027,56.0,0.1858108108108108,36.9366554054054,0.09680554450209924,1.0,65.14527027027027,130.29054054054055,1.0,2.0,1.0,64.64527027027027,64.64527027027027,1.0,1.0,63.645270270270274,31.822635135135137,1.0
NY_PM,delay1,45,Y2026,ALL,750,78.69833333333334,65.0,0.36133333333333334,60.848,0.18832027926287082,1.0,78.19833333333334,156.39666666666668,1.0,2.0,1.0,77.69833333333334,77.69833333333334,1.0,1.0,76.69833333333334,38.34916666666667,1.0
NY_AM,next_open,15,IS,HIGH,3280,14.878658536585366,9.5,0.8926829268292683,28.78330792682927,1.0168099049172403,1.0,14.378658536585366,28.757317073170732,1.0,2.0,1.0,13.878658536585366,13.878658536585366,0.9996951219512196,0.9926829268292683,12.878658536585366,6.439329268292683,0.9871951219512195
NY_AM,next_open,15,IS,LOW,3183,17.16760917373547,11.0,0.5086396481306943,16.210885956644674,0.25080323143136984,1.0,16.66760917373547,33.33521834747094,0.9984291548853284,2.0,0.9952874646559849,16.16760917373547,16.16760917373547,0.9915174363807728,0.9758089852340559,15.16760917373547,7.583804586867735,0.9682689286836318
NY_AM,next_open,15,IS,ALL,9645,16.12812337998963,10.25,0.7188180404354588,21.95611715914982,0.5798987021047635,1.0,15.628123379989631,31.256246759979263,0.9994815966822188,2.0,0.9984447900466563,15.128123379989631,15.128123379989631,0.997096941420425,0.9867288750648004,14.128123379989631,7.064061689994816,0.9799896319336444
NY_AM,next_open,15,Validation,HIGH,922,46.99213665943601,40.5,0.8947939262472885,91.74267895878525,0.9896847190762189,1.0,46.49213665943601,92.98427331887201,1.0,2.0,1.0,45.99213665943601,45.99213665943601,1.0,1.0,44.99213665943601,22.496068329718003,1.0
NY_AM,next_open,15,Validation,LOW,1180,46.73050847457627,40.5,0.511864406779661,42.86398305084746,0.24865976299049206,1.0,46.23050847457627,92.46101694915254,1.0,2.0,1.0,45.73050847457627,45.73050847457627,1.0,1.0,44.73050847457627,22.365254237288134,1.0
NY_AM,next_open,15,Validation,ALL,3096,46.636224160206716,40.25,0.7002583979328165,63.064760981912144,0.5391164560201511,1.0,46.136224160206716,92.27244832041343,1.0,2.0,1.0,45.636224160206716,45.636224160206716,1.0,1.0,44.636224160206716,22.318112080103358,1.0
NY_AM,next_open,15,OOS,HIGH,580,72.875,58.75,0.8827586206896552,136.21508620689656,1.062945351374667,1.0,72.375,144.75,1.0,2.0,1.0,71.875,71.875,1.0,1.0,70.875,35.4375,1.0
NY_AM,next_open,15,OOS,LOW,561,69.19964349376114,57.75,0.49376114081996436,63.88235294117647,0.24729322049190938,1.0,68.69964349376114,137.3992869875223,1.0,2.0,1.0,68.19964349376114,68.19964349376114,1.0,1.0,67.19964349376114,33.59982174688057,1.0
NY_AM,next_open,15,OOS,ALL,1648,68.86438106796116,57.375,0.6941747572815534,97.15260922330097,0.610549595066938,1.0,68.36438106796116,136.72876213592232,1.0,2.0,1.0,67.86438106796116,67.86438106796116,1.0,1.0,66.86438106796116,33.43219053398058,1.0
NY_AM,next_open,15,Y2025,HIGH,346,62.84393063583815,47.125,0.8786127167630058,117.28468208092485,1.0431041620408166,1.0,62.34393063583815,124.6878612716763,1.0,2.0,1.0,61.84393063583815,61.84393063583815,1.0,1.0,60.84393063583815,30.421965317919074,1.0
NY_AM,next_open,15,Y2025,LOW,348,64.0007183908046,51.5,0.514367816091954,60.946120689655174,0.2591322151458683,1.0,63.5007183908046,127.0014367816092,1.0,2.0,1.0,63.0007183908046,63.0007183908046,1.0,1.0,62.0007183908046,31.0003591954023,1.0
NY_AM,next_open,15,Y2025,ALL,1028,60.67558365758755,49.0,0.6916342412451362,85.39713035019456,0.5986184164664552,1.0,60.17558365758755,120.3511673151751,1.0,2.0,1.0,59.67558365758755,59.67558365758755,1.0,1.0,58.67558365758755,29.337791828793776,1.0
