candidate,session_date,year,period,original_risk_points,risk_points,stop_dollars,exit_kind,net_points,net_dollars
hard_150_2r,2022-08-11,2022,Validation,59.75,75.0,150.0,time,92.5,185.0
hard_200_1p5r,2022-08-11,2022,Validation,59.75,100.0,200.0,time,92.5,185.0
hard_200_2r,2022-08-11,2022,Validation,59.75,100.0,200.0,time,92.5,185.0
skip_if_original_stop_over_200,2022-08-11,2022,Validation,59.75,59.75,119.5,target,118.5,237.0
hard_150_1r,2022-08-16,2022,Validation,50.375,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2022-08-16,2022,Validation,50.375,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-08-16,2022,Validation,50.375,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2022-08-16,2022,Validation,50.375,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2022-08-16,2022,Validation,50.375,50.375,100.75,stop,-51.375,-102.75
hard_150_1r,2022-08-17,2022,Validation,50.125,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2022-08-17,2022,Validation,50.125,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-08-17,2022,Validation,50.125,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2022-08-17,2022,Validation,50.125,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2022-08-17,2022,Validation,50.125,50.125,100.25,stop,-51.125,-102.25
hard_150_1r,2022-08-18,2022,Validation,39.875,75.0,150.0,time,11.75,23.5
hard_150_2r,2022-08-18,2022,Validation,39.875,75.0,150.0,time,11.75,23.5
hard_200_1p5r,2022-08-18,2022,Validation,39.875,100.0,200.0,time,11.75,23.5
hard_200_2r,2022-08-18,2022,Validation,39.875,100.0,200.0,time,11.75,23.5
skip_if_original_stop_over_200,2022-08-18,2022,Validation,39.875,39.875,79.75,time,11.75,23.5
hard_150_1r,2022-08-26,2022,Validation,119.0,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-08-26,2022,Validation,119.0,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2022-08-26,2022,Validation,119.0,100.0,200.0,target,149.0,298.0
hard_200_2r,2022-08-26,2022,Validation,119.0,100.0,200.0,target,199.0,398.0
hard_150_1r,2022-08-30,2022,Validation,101.875,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-08-30,2022,Validation,101.875,75.0,150.0,time,8.5,17.0
hard_200_1p5r,2022-08-30,2022,Validation,101.875,100.0,200.0,time,8.5,17.0
hard_200_2r,2022-08-30,2022,Validation,101.875,100.0,200.0,time,8.5,17.0
hard_150_1r,2022-09-02,2022,Validation,71.25,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2022-09-02,2022,Validation,71.25,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-09-02,2022,Validation,71.25,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2022-09-02,2022,Validation,71.25,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2022-09-02,2022,Validation,71.25,71.25,142.5,stop,-72.25,-144.5
hard_150_1r,2022-09-14,2022,Validation,57.625,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2022-09-14,2022,Validation,57.625,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-09-14,2022,Validation,57.625,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2022-09-14,2022,Validation,57.625,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2022-09-14,2022,Validation,57.625,57.625,115.25,stop,-58.625,-117.25
hard_150_1r,2022-09-15,2022,Validation,63.625,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-09-15,2022,Validation,63.625,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2022-09-15,2022,Validation,63.625,100.0,200.0,target,149.0,298.0
hard_200_2r,2022-09-15,2022,Validation,63.625,100.0,200.0,time,104.5,209.0
skip_if_original_stop_over_200,2022-09-15,2022,Validation,63.625,63.625,127.25,target,126.25,252.5
hard_150_1r,2022-09-19,2022,Validation,60.0,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2022-09-19,2022,Validation,60.0,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-09-19,2022,Validation,60.0,100.0,200.0,time,73.0,146.0
hard_200_2r,2022-09-19,2022,Validation,60.0,100.0,200.0,time,73.0,146.0
skip_if_original_stop_over_200,2022-09-19,2022,Validation,60.0,60.0,120.0,stop,-61.0,-122.0
hard_150_1r,2022-09-27,2022,Validation,81.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-09-27,2022,Validation,81.5,75.0,150.0,time,33.75,67.5
hard_200_1p5r,2022-09-27,2022,Validation,81.5,100.0,200.0,time,33.75,67.5
hard_200_2r,2022-09-27,2022,Validation,81.5,100.0,200.0,time,33.75,67.5
skip_if_original_stop_over_200,2022-09-27,2022,Validation,81.5,81.5,163.0,time,33.75,67.5
hard_150_1r,2022-10-10,2022,Validation,71.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-10-10,2022,Validation,71.5,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2022-10-10,2022,Validation,71.5,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2022-10-10,2022,Validation,71.5,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2022-10-10,2022,Validation,71.5,71.5,143.0,stop,-72.5,-145.0
hard_150_1r,2022-10-13,2022,Validation,106.125,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-10-13,2022,Validation,106.125,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2022-10-13,2022,Validation,106.125,100.0,200.0,target,149.0,298.0
hard_200_2r,2022-10-13,2022,Validation,106.125,100.0,200.0,target,199.0,398.0
hard_150_1r,2022-11-01,2022,Validation,121.875,75.0,150.0,time,28.25,56.5
hard_150_2r,2022-11-01,2022,Validation,121.875,75.0,150.0,time,28.25,56.5
hard_200_1p5r,2022-11-01,2022,Validation,121.875,100.0,200.0,time,28.25,56.5
hard_200_2r,2022-11-01,2022,Validation,121.875,100.0,200.0,time,28.25,56.5
hard_150_1r,2022-11-22,2022,Validation,50.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-11-22,2022,Validation,50.5,75.0,150.0,time,101.25,202.5
hard_200_1p5r,2022-11-22,2022,Validation,50.5,100.0,200.0,time,101.25,202.5
hard_200_2r,2022-11-22,2022,Validation,50.5,100.0,200.0,time,101.25,202.5
skip_if_original_stop_over_200,2022-11-22,2022,Validation,50.5,50.5,101.0,target,100.0,200.0
hard_150_1r,2022-11-29,2022,Validation,33.375,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-11-29,2022,Validation,33.375,75.0,150.0,time,31.25,62.5
hard_200_1p5r,2022-11-29,2022,Validation,33.375,100.0,200.0,time,31.25,62.5
hard_200_2r,2022-11-29,2022,Validation,33.375,100.0,200.0,time,31.25,62.5
skip_if_original_stop_over_200,2022-11-29,2022,Validation,33.375,33.375,66.75,target,65.75,131.5
hard_150_1r,2022-12-16,2022,Validation,76.875,75.0,150.0,time,-28.75,-57.5
hard_150_2r,2022-12-16,2022,Validation,76.875,75.0,150.0,time,-28.75,-57.5
hard_200_1p5r,2022-12-16,2022,Validation,76.875,100.0,200.0,time,-28.75,-57.5
hard_200_2r,2022-12-16,2022,Validation,76.875,100.0,200.0,time,-28.75,-57.5
skip_if_original_stop_over_200,2022-12-16,2022,Validation,76.875,76.875,153.75,time,-28.75,-57.5
hard_150_1r,2022-12-19,2022,Validation,64.375,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-12-19,2022,Validation,64.375,75.0,150.0,time,35.75,71.5
hard_200_1p5r,2022-12-19,2022,Validation,64.375,100.0,200.0,time,35.75,71.5
hard_200_2r,2022-12-19,2022,Validation,64.375,100.0,200.0,time,35.75,71.5
skip_if_original_stop_over_200,2022-12-19,2022,Validation,64.375,64.375,128.75,time,35.75,71.5
hard_150_1r,2022-12-21,2022,Validation,61.0,75.0,150.0,time,6.0,12.0
hard_150_2r,2022-12-21,2022,Validation,61.0,75.0,150.0,time,6.0,12.0
hard_200_1p5r,2022-12-21,2022,Validation,61.0,100.0,200.0,time,6.0,12.0
hard_200_2r,2022-12-21,2022,Validation,61.0,100.0,200.0,time,6.0,12.0
skip_if_original_stop_over_200,2022-12-21,2022,Validation,61.0,61.0,122.0,time,6.0,12.0
hard_150_1r,2022-12-22,2022,Validation,92.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2022-12-22,2022,Validation,92.5,75.0,150.0,time,-53.25,-106.5
hard_200_1p5r,2022-12-22,2022,Validation,92.5,100.0,200.0,time,-53.25,-106.5
hard_200_2r,2022-12-22,2022,Validation,92.5,100.0,200.0,time,-53.25,-106.5
skip_if_original_stop_over_200,2022-12-22,2022,Validation,92.5,92.5,185.0,time,-53.25,-106.5
hard_150_1r,2022-12-28,2022,Validation,67.375,75.0,150.0,time,59.75,119.5
hard_150_2r,2022-12-28,2022,Validation,67.375,75.0,150.0,time,59.75,119.5
hard_200_1p5r,2022-12-28,2022,Validation,67.375,100.0,200.0,time,59.75,119.5
hard_200_2r,2022-12-28,2022,Validation,67.375,100.0,200.0,time,59.75,119.5
skip_if_original_stop_over_200,2022-12-28,2022,Validation,67.375,67.375,134.75,time,59.75,119.5
hard_150_1r,2023-01-25,2023,Validation,54.625,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-01-25,2023,Validation,54.625,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-01-25,2023,Validation,54.625,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-01-25,2023,Validation,54.625,100.0,200.0,time,124.5,249.0
skip_if_original_stop_over_200,2023-01-25,2023,Validation,54.625,54.625,109.25,target,108.25,216.5
hard_150_1r,2023-01-30,2023,Validation,57.875,75.0,150.0,time,27.5,55.0
hard_150_2r,2023-01-30,2023,Validation,57.875,75.0,150.0,time,27.5,55.0
hard_200_1p5r,2023-01-30,2023,Validation,57.875,100.0,200.0,time,27.5,55.0
hard_200_2r,2023-01-30,2023,Validation,57.875,100.0,200.0,time,27.5,55.0
skip_if_original_stop_over_200,2023-01-30,2023,Validation,57.875,57.875,115.75,stop,-58.875,-117.75
hard_150_1r,2023-02-02,2023,Validation,50.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-02-02,2023,Validation,50.5,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-02-02,2023,Validation,50.5,100.0,200.0,time,24.25,48.5
hard_200_2r,2023-02-02,2023,Validation,50.5,100.0,200.0,time,24.25,48.5
skip_if_original_stop_over_200,2023-02-02,2023,Validation,50.5,50.5,101.0,target,100.0,200.0
hard_150_1r,2023-02-08,2023,Validation,48.375,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-02-08,2023,Validation,48.375,75.0,150.0,time,65.25,130.5
hard_200_1p5r,2023-02-08,2023,Validation,48.375,100.0,200.0,time,65.25,130.5
hard_200_2r,2023-02-08,2023,Validation,48.375,100.0,200.0,time,65.25,130.5
skip_if_original_stop_over_200,2023-02-08,2023,Validation,48.375,48.375,96.75,target,95.75,191.5
hard_150_1r,2023-02-09,2023,Validation,55.25,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-02-09,2023,Validation,55.25,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-02-09,2023,Validation,55.25,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-02-09,2023,Validation,55.25,100.0,200.0,target,199.0,398.0
skip_if_original_stop_over_200,2023-02-09,2023,Validation,55.25,55.25,110.5,target,109.5,219.0
hard_150_1r,2023-02-22,2023,Validation,67.25,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-02-22,2023,Validation,67.25,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-02-22,2023,Validation,67.25,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2023-02-22,2023,Validation,67.25,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2023-02-22,2023,Validation,67.25,67.25,134.5,stop,-68.25,-136.5
hard_150_1r,2023-02-23,2023,Validation,47.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-02-23,2023,Validation,47.5,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-02-23,2023,Validation,47.5,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2023-02-23,2023,Validation,47.5,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2023-02-23,2023,Validation,47.5,47.5,95.0,stop,-48.5,-97.0
hard_150_1r,2023-02-27,2023,Validation,41.625,75.0,150.0,time,25.0,50.0
hard_150_2r,2023-02-27,2023,Validation,41.625,75.0,150.0,time,25.0,50.0
hard_200_1p5r,2023-02-27,2023,Validation,41.625,100.0,200.0,time,25.0,50.0
hard_200_2r,2023-02-27,2023,Validation,41.625,100.0,200.0,time,25.0,50.0
skip_if_original_stop_over_200,2023-02-27,2023,Validation,41.625,41.625,83.25,time,25.0,50.0
hard_150_1r,2023-03-01,2023,Validation,63.25,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-03-01,2023,Validation,63.25,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-03-01,2023,Validation,63.25,100.0,200.0,time,-19.5,-39.0
hard_200_2r,2023-03-01,2023,Validation,63.25,100.0,200.0,time,-19.5,-39.0
skip_if_original_stop_over_200,2023-03-01,2023,Validation,63.25,63.25,126.5,stop,-64.25,-128.5
hard_150_1r,2023-03-08,2023,Validation,53.875,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-03-08,2023,Validation,53.875,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-03-08,2023,Validation,53.875,100.0,200.0,time,6.0,12.0
hard_200_2r,2023-03-08,2023,Validation,53.875,100.0,200.0,time,6.0,12.0
skip_if_original_stop_over_200,2023-03-08,2023,Validation,53.875,53.875,107.75,stop,-54.875,-109.75
hard_150_1r,2023-03-16,2023,Validation,60.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-03-16,2023,Validation,60.5,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-03-16,2023,Validation,60.5,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-03-16,2023,Validation,60.5,100.0,200.0,target,199.0,398.0
skip_if_original_stop_over_200,2023-03-16,2023,Validation,60.5,60.5,121.0,target,120.0,240.0
hard_150_1r,2023-03-17,2023,Validation,70.75,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-03-17,2023,Validation,70.75,75.0,150.0,time,0.75,1.5
hard_200_1p5r,2023-03-17,2023,Validation,70.75,100.0,200.0,time,0.75,1.5
hard_200_2r,2023-03-17,2023,Validation,70.75,100.0,200.0,time,0.75,1.5
skip_if_original_stop_over_200,2023-03-17,2023,Validation,70.75,70.75,141.5,time,0.75,1.5
hard_150_1r,2023-03-28,2023,Validation,52.125,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-03-28,2023,Validation,52.125,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-03-28,2023,Validation,52.125,100.0,200.0,time,-71.0,-142.0
hard_200_2r,2023-03-28,2023,Validation,52.125,100.0,200.0,time,-71.0,-142.0
skip_if_original_stop_over_200,2023-03-28,2023,Validation,52.125,52.125,104.25,stop,-53.125,-106.25
hard_150_1r,2023-03-31,2023,Validation,41.25,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-03-31,2023,Validation,41.25,75.0,150.0,time,114.5,229.0
hard_200_1p5r,2023-03-31,2023,Validation,41.25,100.0,200.0,time,114.5,229.0
hard_200_2r,2023-03-31,2023,Validation,41.25,100.0,200.0,time,114.5,229.0
skip_if_original_stop_over_200,2023-03-31,2023,Validation,41.25,41.25,82.5,target,81.5,163.0
hard_150_1r,2023-04-03,2023,Validation,35.0,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-04-03,2023,Validation,35.0,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-04-03,2023,Validation,35.0,100.0,200.0,time,-68.75,-137.5
hard_200_2r,2023-04-03,2023,Validation,35.0,100.0,200.0,time,-68.75,-137.5
skip_if_original_stop_over_200,2023-04-03,2023,Validation,35.0,35.0,70.0,stop,-36.0,-72.0
hard_150_1r,2023-04-12,2023,Validation,73.5,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-04-12,2023,Validation,73.5,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-04-12,2023,Validation,73.5,100.0,200.0,time,52.25,104.5
hard_200_2r,2023-04-12,2023,Validation,73.5,100.0,200.0,time,52.25,104.5
skip_if_original_stop_over_200,2023-04-12,2023,Validation,73.5,73.5,147.0,stop,-74.5,-149.0
hard_150_1r,2023-04-17,2023,Validation,33.875,75.0,150.0,time,-57.5,-115.0
hard_150_2r,2023-04-17,2023,Validation,33.875,75.0,150.0,time,-57.5,-115.0
hard_200_1p5r,2023-04-17,2023,Validation,33.875,100.0,200.0,time,-57.5,-115.0
hard_200_2r,2023-04-17,2023,Validation,33.875,100.0,200.0,time,-57.5,-115.0
skip_if_original_stop_over_200,2023-04-17,2023,Validation,33.875,33.875,67.75,stop,-34.875,-69.75
hard_150_1r,2023-04-18,2023,Validation,65.375,75.0,150.0,time,-32.25,-64.5
hard_150_2r,2023-04-18,2023,Validation,65.375,75.0,150.0,time,-32.25,-64.5
hard_200_1p5r,2023-04-18,2023,Validation,65.375,100.0,200.0,time,-32.25,-64.5
hard_200_2r,2023-04-18,2023,Validation,65.375,100.0,200.0,time,-32.25,-64.5
skip_if_original_stop_over_200,2023-04-18,2023,Validation,65.375,65.375,130.75,time,-32.25,-64.5
hard_150_1r,2023-04-24,2023,Validation,40.0,75.0,150.0,time,-16.25,-32.5
hard_150_2r,2023-04-24,2023,Validation,40.0,75.0,150.0,time,-16.25,-32.5
hard_200_1p5r,2023-04-24,2023,Validation,40.0,100.0,200.0,time,-16.25,-32.5
hard_200_2r,2023-04-24,2023,Validation,40.0,100.0,200.0,time,-16.25,-32.5
skip_if_original_stop_over_200,2023-04-24,2023,Validation,40.0,40.0,80.0,time,-16.25,-32.5
hard_150_1r,2023-04-27,2023,Validation,39.25,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-04-27,2023,Validation,39.25,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-04-27,2023,Validation,39.25,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-04-27,2023,Validation,39.25,100.0,200.0,time,138.0,276.0
skip_if_original_stop_over_200,2023-04-27,2023,Validation,39.25,39.25,78.5,target,77.5,155.0
hard_150_1r,2023-05-01,2023,Validation,24.375,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-05-01,2023,Validation,24.375,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-05-01,2023,Validation,24.375,100.0,200.0,time,-33.5,-67.0
hard_200_2r,2023-05-01,2023,Validation,24.375,100.0,200.0,time,-33.5,-67.0
skip_if_original_stop_over_200,2023-05-01,2023,Validation,24.375,24.375,48.75,stop,-25.375,-50.75
hard_150_1r,2023-05-02,2023,Validation,57.75,75.0,150.0,time,-17.5,-35.0
hard_150_2r,2023-05-02,2023,Validation,57.75,75.0,150.0,time,-17.5,-35.0
hard_200_1p5r,2023-05-02,2023,Validation,57.75,100.0,200.0,time,-17.5,-35.0
hard_200_2r,2023-05-02,2023,Validation,57.75,100.0,200.0,time,-17.5,-35.0
skip_if_original_stop_over_200,2023-05-02,2023,Validation,57.75,57.75,115.5,time,-17.5,-35.0
hard_150_1r,2023-05-12,2023,Validation,42.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-05-12,2023,Validation,42.5,75.0,150.0,time,-6.25,-12.5
hard_200_1p5r,2023-05-12,2023,Validation,42.5,100.0,200.0,time,-6.25,-12.5
hard_200_2r,2023-05-12,2023,Validation,42.5,100.0,200.0,time,-6.25,-12.5
skip_if_original_stop_over_200,2023-05-12,2023,Validation,42.5,42.5,85.0,time,-6.25,-12.5
hard_150_1r,2023-05-16,2023,Validation,40.625,75.0,150.0,time,-31.0,-62.0
hard_150_2r,2023-05-16,2023,Validation,40.625,75.0,150.0,time,-31.0,-62.0
hard_200_1p5r,2023-05-16,2023,Validation,40.625,100.0,200.0,time,-31.0,-62.0
hard_200_2r,2023-05-16,2023,Validation,40.625,100.0,200.0,time,-31.0,-62.0
skip_if_original_stop_over_200,2023-05-16,2023,Validation,40.625,40.625,81.25,time,-31.0,-62.0
hard_150_1r,2023-05-18,2023,Validation,61.5,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-05-18,2023,Validation,61.5,75.0,150.0,time,94.0,188.0
hard_200_1p5r,2023-05-18,2023,Validation,61.5,100.0,200.0,time,94.0,188.0
hard_200_2r,2023-05-18,2023,Validation,61.5,100.0,200.0,time,94.0,188.0
skip_if_original_stop_over_200,2023-05-18,2023,Validation,61.5,61.5,123.0,time,94.0,188.0
hard_150_1r,2023-05-19,2023,Validation,33.625,75.0,150.0,time,-10.25,-20.5
hard_150_2r,2023-05-19,2023,Validation,33.625,75.0,150.0,time,-10.25,-20.5
hard_200_1p5r,2023-05-19,2023,Validation,33.625,100.0,200.0,time,-10.25,-20.5
hard_200_2r,2023-05-19,2023,Validation,33.625,100.0,200.0,time,-10.25,-20.5
skip_if_original_stop_over_200,2023-05-19,2023,Validation,33.625,33.625,67.25,time,-10.25,-20.5
hard_150_1r,2023-05-26,2023,Validation,95.125,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-05-26,2023,Validation,95.125,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-05-26,2023,Validation,95.125,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-05-26,2023,Validation,95.125,100.0,200.0,time,131.25,262.5
skip_if_original_stop_over_200,2023-05-26,2023,Validation,95.125,95.125,190.25,time,131.25,262.5
hard_150_1r,2023-06-06,2023,Validation,38.625,75.0,150.0,time,-15.5,-31.0
hard_150_2r,2023-06-06,2023,Validation,38.625,75.0,150.0,time,-15.5,-31.0
hard_200_1p5r,2023-06-06,2023,Validation,38.625,100.0,200.0,time,-15.5,-31.0
hard_200_2r,2023-06-06,2023,Validation,38.625,100.0,200.0,time,-15.5,-31.0
skip_if_original_stop_over_200,2023-06-06,2023,Validation,38.625,38.625,77.25,stop,-39.625,-79.25
hard_150_1r,2023-06-07,2023,Validation,71.875,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-06-07,2023,Validation,71.875,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-06-07,2023,Validation,71.875,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-06-07,2023,Validation,71.875,100.0,200.0,target,199.0,398.0
skip_if_original_stop_over_200,2023-06-07,2023,Validation,71.875,71.875,143.75,target,142.75,285.5
hard_150_1r,2023-06-09,2023,Validation,65.25,75.0,150.0,time,1.5,3.0
hard_150_2r,2023-06-09,2023,Validation,65.25,75.0,150.0,time,1.5,3.0
hard_200_1p5r,2023-06-09,2023,Validation,65.25,100.0,200.0,time,1.5,3.0
hard_200_2r,2023-06-09,2023,Validation,65.25,100.0,200.0,time,1.5,3.0
skip_if_original_stop_over_200,2023-06-09,2023,Validation,65.25,65.25,130.5,time,1.5,3.0
hard_150_1r,2023-07-07,2023,Validation,44.625,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-07-07,2023,Validation,44.625,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-07-07,2023,Validation,44.625,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2023-07-07,2023,Validation,44.625,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2023-07-07,2023,Validation,44.625,44.625,89.25,stop,-45.625,-91.25
hard_150_1r,2023-07-20,2023,Validation,74.875,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-07-20,2023,Validation,74.875,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-07-20,2023,Validation,74.875,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-07-20,2023,Validation,74.875,100.0,200.0,time,122.75,245.5
skip_if_original_stop_over_200,2023-07-20,2023,Validation,74.875,74.875,149.75,target,148.75,297.5
hard_150_1r,2023-07-26,2023,Validation,36.625,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-07-26,2023,Validation,36.625,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-07-26,2023,Validation,36.625,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2023-07-26,2023,Validation,36.625,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2023-07-26,2023,Validation,36.625,36.625,73.25,stop,-37.625,-75.25
hard_150_1r,2023-08-09,2023,Validation,55.625,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-08-09,2023,Validation,55.625,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-08-09,2023,Validation,55.625,100.0,200.0,time,32.75,65.5
hard_200_2r,2023-08-09,2023,Validation,55.625,100.0,200.0,time,32.75,65.5
skip_if_original_stop_over_200,2023-08-09,2023,Validation,55.625,55.625,111.25,stop,-56.625,-113.25
hard_150_1r,2023-08-22,2023,Validation,47.25,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2023-08-22,2023,Validation,47.25,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-08-22,2023,Validation,47.25,100.0,200.0,time,24.0,48.0
hard_200_2r,2023-08-22,2023,Validation,47.25,100.0,200.0,time,24.0,48.0
skip_if_original_stop_over_200,2023-08-22,2023,Validation,47.25,47.25,94.5,stop,-48.25,-96.5
hard_150_1r,2023-08-23,2023,Validation,72.75,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-08-23,2023,Validation,72.75,75.0,150.0,time,34.25,68.5
hard_200_1p5r,2023-08-23,2023,Validation,72.75,100.0,200.0,time,34.25,68.5
hard_200_2r,2023-08-23,2023,Validation,72.75,100.0,200.0,time,34.25,68.5
skip_if_original_stop_over_200,2023-08-23,2023,Validation,72.75,72.75,145.5,time,34.25,68.5
hard_150_1r,2023-08-24,2023,Validation,134.0,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-08-24,2023,Validation,134.0,75.0,150.0,target,149.0,298.0
hard_200_1p5r,2023-08-24,2023,Validation,134.0,100.0,200.0,target,149.0,298.0
hard_200_2r,2023-08-24,2023,Validation,134.0,100.0,200.0,target,199.0,398.0
hard_150_1r,2023-08-25,2023,Validation,89.375,75.0,150.0,target,74.0,148.0
hard_150_2r,2023-08-25,2023,Validation,89.375,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2023-08-25,2023,Validation,89.375,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2023-08-25,2023,Validation,89.375,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2023-08-25,2023,Validation,89.375,89.375,178.75,stop,-90.375,-180.75
hard_150_1r,2023-09-07,2023,Validation,41.75,75.0,150.0,time,14.0,28.0
hard_150_2r,2023-09-07,2023,Validation,41.75,75.0,150.0,time,14.0,28.0
hard_200_1p5r,2023-09-07,2023,Validation,41.75,100.0,200.0,time,14.0,28.0
hard_200_2r,2023-09-07,2023,Validation,41.75,100.0,200.0,time,14.0,28.0
skip_if_original_stop_over_200,2023-09-07,2023,Validation,41.75,41.75,83.5,stop,-42.75,-85.5
hard_150_1r,2023-09-14,2023,Validation,53.875,75.0,150.0,time,22.5,45.0
hard_150_2r,2023-09-14,2023,Validation,53.875,75.0,150.0,time,22.5,45.0
hard_200_1p5r,2023-09-14,2023,Validation,53.875,100.0,200.0,time,22.5,45.0
hard_200_2r,2023-09-14,2023,Validation,53.875,100.0,200.0,time,22.5,45.0
