candidate,family,session_date,year,period,signal_ts,entry_ts,exit_ts,side,entry,exit,natural_stop_dollars,stop_dollars,target_dollars,exit_kind,net_dollars,zscore
B4_zmean_nearer_1p5R,B,2023-01-05,2023,Validation,2023-01-05 11:13:00-05:00,2023-01-05 11:14:00-05:00,2023-01-05 11:15:00-05:00,short_spread,2564.0,,,150.0,22.058333333333394,target,18.058333333333394,2.6250086848917396
B5_z_fixed_1p5R,B,2023-01-05,2023,Validation,2023-01-05 11:13:00-05:00,2023-01-05 11:14:00-05:00,2023-01-05 15:55:00-05:00,short_spread,2564.0,,,150.0,225.0,session_time,65.5,2.6250086848917396
B4_zmean_nearer_1p5R,B,2023-01-06,2023,Validation,2023-01-06 11:02:00-05:00,2023-01-06 11:03:00-05:00,2023-01-06 14:54:00-05:00,short_spread,2540.0,,,150.0,50.92916666666679,stop,-154.0,2.059456190222844
B5_z_fixed_1p5R,B,2023-01-06,2023,Validation,2023-01-06 11:02:00-05:00,2023-01-06 11:03:00-05:00,2023-01-06 14:54:00-05:00,short_spread,2540.0,,,150.0,225.0,stop,-154.0,2.059456190222844
B4_zmean_nearer_1p5R,B,2023-01-09,2023,Validation,2023-01-09 12:12:00-05:00,2023-01-09 12:13:00-05:00,2023-01-09 12:15:00-05:00,short_spread,2908.0,,,150.0,19.566666666666606,target,15.566666666666606,2.7996112692296258
B5_z_fixed_1p5R,B,2023-01-09,2023,Validation,2023-01-09 12:12:00-05:00,2023-01-09 12:13:00-05:00,2023-01-09 15:55:00-05:00,short_spread,2908.0,,,150.0,225.0,session_time,134.75,2.7996112692296258
B4_zmean_nearer_1p5R,B,2023-01-10,2023,Validation,2023-01-10 10:45:00-05:00,2023-01-10 10:46:00-05:00,2023-01-10 10:50:00-05:00,long_spread,2771.0,,,150.0,53.17916666666679,target,49.17916666666679,-2.0646542638190386
B5_z_fixed_1p5R,B,2023-01-10,2023,Validation,2023-01-10 10:45:00-05:00,2023-01-10 10:46:00-05:00,2023-01-10 15:55:00-05:00,long_spread,2771.0,,,150.0,225.0,session_time,69.75,-2.0646542638190386
B4_zmean_nearer_1p5R,B,2023-01-11,2023,Validation,2023-01-11 12:14:00-05:00,2023-01-11 12:15:00-05:00,2023-01-11 13:16:00-05:00,short_spread,2961.75,,,150.0,23.875,target,19.875,2.3742702833322222
B5_z_fixed_1p5R,B,2023-01-11,2023,Validation,2023-01-11 12:14:00-05:00,2023-01-11 12:15:00-05:00,2023-01-11 15:55:00-05:00,short_spread,2961.75,,,150.0,225.0,session_time,-49.25,2.3742702833322222
B4_zmean_nearer_1p5R,B,2023-01-12,2023,Validation,2023-01-12 11:44:00-05:00,2023-01-12 11:45:00-05:00,2023-01-12 11:49:00-05:00,short_spread,2975.25,,,150.0,37.57916666666688,target,33.57916666666688,2.2066686744764827
B5_z_fixed_1p5R,B,2023-01-12,2023,Validation,2023-01-12 11:44:00-05:00,2023-01-12 11:45:00-05:00,2023-01-12 15:55:00-05:00,short_spread,2975.25,,,150.0,225.0,session_time,-75.75,2.2066686744764827
B4_zmean_nearer_1p5R,B,2023-01-13,2023,Validation,2023-01-13 10:46:00-05:00,2023-01-13 10:47:00-05:00,2023-01-13 10:56:00-05:00,short_spread,3071.0,,,150.0,32.86666666666679,target,28.866666666666788,2.16668134026413
B5_z_fixed_1p5R,B,2023-01-13,2023,Validation,2023-01-13 10:46:00-05:00,2023-01-13 10:47:00-05:00,2023-01-13 15:55:00-05:00,short_spread,3071.0,,,150.0,225.0,session_time,-58.0,2.16668134026413
B4_zmean_nearer_1p5R,B,2023-01-16,2023,Validation,2023-01-16 11:28:00-05:00,2023-01-16 11:29:00-05:00,2023-01-16 12:35:00-05:00,long_spread,3089.25,,,150.0,7.025000000000091,target,3.025000000000091,-2.134983122348956
B5_z_fixed_1p5R,B,2023-01-16,2023,Validation,2023-01-16 11:28:00-05:00,2023-01-16 11:29:00-05:00,2023-01-16 12:59:00-05:00,long_spread,3089.25,,,150.0,225.0,session_time,-14.0,-2.134983122348956
B4_zmean_nearer_1p5R,B,2023-01-17,2023,Validation,2023-01-17 11:10:00-05:00,2023-01-17 11:11:00-05:00,2023-01-17 11:34:00-05:00,long_spread,3094.0,,,150.0,61.50833333333321,target,57.50833333333321,-2.4842781555002067
B5_z_fixed_1p5R,B,2023-01-17,2023,Validation,2023-01-17 11:10:00-05:00,2023-01-17 11:11:00-05:00,2023-01-17 15:55:00-05:00,long_spread,3094.0,,,150.0,225.0,session_time,100.0,-2.4842781555002067
B4_zmean_nearer_1p5R,B,2023-01-18,2023,Validation,2023-01-18 10:39:00-05:00,2023-01-18 10:40:00-05:00,2023-01-18 15:55:00-05:00,long_spread,3250.0,,,150.0,48.82916666666688,session_time,-22.25,-2.1300596677980987
B5_z_fixed_1p5R,B,2023-01-18,2023,Validation,2023-01-18 10:39:00-05:00,2023-01-18 10:40:00-05:00,2023-01-18 15:55:00-05:00,long_spread,3250.0,,,150.0,225.0,session_time,-22.25,-2.1300596677980987
B4_zmean_nearer_1p5R,B,2023-01-19,2023,Validation,2023-01-19 10:55:00-05:00,2023-01-19 10:56:00-05:00,2023-01-19 11:08:00-05:00,long_spread,3119.5,,,150.0,42.96250000000009,target,38.96250000000009,-2.908283849612972
B5_z_fixed_1p5R,B,2023-01-19,2023,Validation,2023-01-19 10:55:00-05:00,2023-01-19 10:56:00-05:00,2023-01-19 15:55:00-05:00,long_spread,3119.5,,,150.0,225.0,session_time,13.0,-2.908283849612972
B4_zmean_nearer_1p5R,B,2023-01-20,2023,Validation,2023-01-20 10:52:00-05:00,2023-01-20 10:53:00-05:00,2023-01-20 10:56:00-05:00,long_spread,3250.0,,,150.0,23.566666666666606,target,19.566666666666606,-2.0588005097096747
B5_z_fixed_1p5R,B,2023-01-20,2023,Validation,2023-01-20 10:52:00-05:00,2023-01-20 10:53:00-05:00,2023-01-20 15:55:00-05:00,long_spread,3250.0,,,150.0,225.0,session_time,160.25,-2.0588005097096747
B4_zmean_nearer_1p5R,B,2023-01-23,2023,Validation,2023-01-23 10:48:00-05:00,2023-01-23 10:49:00-05:00,2023-01-23 11:04:00-05:00,short_spread,3615.0,,,150.0,38.495833333333394,target,34.495833333333394,2.022420909185066
B5_z_fixed_1p5R,B,2023-01-23,2023,Validation,2023-01-23 10:48:00-05:00,2023-01-23 10:49:00-05:00,2023-01-23 15:55:00-05:00,short_spread,3615.0,,,150.0,225.0,session_time,-70.75,2.022420909185066
B4_zmean_nearer_1p5R,B,2023-01-24,2023,Validation,2023-01-24 12:01:00-05:00,2023-01-24 12:02:00-05:00,2023-01-24 12:03:00-05:00,long_spread,3672.75,,,150.0,10.845833333333303,target,6.845833333333303,-2.148311951315182
B5_z_fixed_1p5R,B,2023-01-24,2023,Validation,2023-01-24 12:01:00-05:00,2023-01-24 12:02:00-05:00,2023-01-24 15:55:00-05:00,long_spread,3672.75,,,150.0,225.0,session_time,-33.0,-2.148311951315182
B4_zmean_nearer_1p5R,B,2023-01-25,2023,Validation,2023-01-25 10:53:00-05:00,2023-01-25 10:54:00-05:00,2023-01-25 14:12:00-05:00,short_spread,3436.5,,,150.0,35.395833333333485,stop,-154.0,2.114945315912038
B5_z_fixed_1p5R,B,2023-01-25,2023,Validation,2023-01-25 10:53:00-05:00,2023-01-25 10:54:00-05:00,2023-01-25 14:12:00-05:00,short_spread,3436.5,,,150.0,225.0,stop,-154.0,2.114945315912038
B4_zmean_nearer_1p5R,B,2023-01-26,2023,Validation,2023-01-26 10:54:00-05:00,2023-01-26 10:55:00-05:00,2023-01-26 12:09:00-05:00,long_spread,3699.75,,,150.0,54.5958333333333,target,50.5958333333333,-2.744488220685344
B5_z_fixed_1p5R,B,2023-01-26,2023,Validation,2023-01-26 10:54:00-05:00,2023-01-26 10:55:00-05:00,2023-01-26 15:55:00-05:00,long_spread,3699.75,,,150.0,225.0,session_time,128.0,-2.744488220685344
B4_zmean_nearer_1p5R,B,2023-01-27,2023,Validation,2023-01-27 10:42:00-05:00,2023-01-27 10:43:00-05:00,2023-01-27 10:46:00-05:00,short_spread,3929.5,,,150.0,38.958333333333485,target,34.958333333333485,2.0137062112244677
B5_z_fixed_1p5R,B,2023-01-27,2023,Validation,2023-01-27 10:42:00-05:00,2023-01-27 10:43:00-05:00,2023-01-27 15:11:00-05:00,short_spread,3929.5,,,150.0,225.0,stop,-154.0,2.0137062112244677
B4_zmean_nearer_1p5R,B,2023-01-30,2023,Validation,2023-01-30 10:30:00-05:00,2023-01-30 10:31:00-05:00,2023-01-30 13:17:00-05:00,long_spread,3772.25,,,150.0,84.48750000000018,target,80.48750000000018,-2.414257381241382
B5_z_fixed_1p5R,B,2023-01-30,2023,Validation,2023-01-30 10:30:00-05:00,2023-01-30 10:31:00-05:00,2023-01-30 15:55:00-05:00,long_spread,3772.25,,,150.0,225.0,session_time,0.75,-2.414257381241382
B4_zmean_nearer_1p5R,B,2023-01-31,2023,Validation,2023-01-31 11:59:00-05:00,2023-01-31 12:00:00-05:00,2023-01-31 12:18:00-05:00,long_spread,3848.5,,,150.0,21.595833333333303,target,17.595833333333303,-2.737428324704346
B5_z_fixed_1p5R,B,2023-01-31,2023,Validation,2023-01-31 11:59:00-05:00,2023-01-31 12:00:00-05:00,2023-01-31 15:55:00-05:00,long_spread,3848.5,,,150.0,225.0,session_time,-14.0,-2.737428324704346
B4_zmean_nearer_1p5R,B,2023-02-01,2023,Validation,2023-02-01 10:57:00-05:00,2023-02-01 10:58:00-05:00,2023-02-01 10:59:00-05:00,long_spread,3853.0,,,150.0,16.195833333333212,target,12.195833333333212,-2.155677920880162
B5_z_fixed_1p5R,B,2023-02-01,2023,Validation,2023-02-01 10:57:00-05:00,2023-02-01 10:58:00-05:00,2023-02-01 14:42:00-05:00,long_spread,3853.0,,,150.0,225.0,target,221.0,-2.155677920880162
B4_zmean_nearer_1p5R,B,2023-02-02,2023,Validation,2023-02-02 10:30:00-05:00,2023-02-02 10:31:00-05:00,2023-02-02 13:40:00-05:00,short_spread,4646.75,,,150.0,67.64999999999964,stop,-154.0,2.3000161489292275
B5_z_fixed_1p5R,B,2023-02-02,2023,Validation,2023-02-02 10:30:00-05:00,2023-02-02 10:31:00-05:00,2023-02-02 13:40:00-05:00,short_spread,4646.75,,,150.0,225.0,stop,-154.0,2.3000161489292275
B4_zmean_nearer_1p5R,B,2023-02-03,2023,Validation,2023-02-03 11:31:00-05:00,2023-02-03 11:32:00-05:00,2023-02-03 11:39:00-05:00,short_spread,4776.0,,,150.0,48.42500000000018,target,44.42500000000018,2.7804274462408802
B5_z_fixed_1p5R,B,2023-02-03,2023,Validation,2023-02-03 11:31:00-05:00,2023-02-03 11:32:00-05:00,2023-02-03 13:41:00-05:00,short_spread,4776.0,,,150.0,225.0,target,221.0,2.7804274462408802
B4_zmean_nearer_1p5R,B,2023-02-06,2023,Validation,2023-02-06 10:31:00-05:00,2023-02-06 10:32:00-05:00,2023-02-06 10:50:00-05:00,long_spread,4394.75,,,150.0,72.1291666666666,target,68.1291666666666,-2.183990936962519
B5_z_fixed_1p5R,B,2023-02-06,2023,Validation,2023-02-06 10:31:00-05:00,2023-02-06 10:32:00-05:00,2023-02-06 15:55:00-05:00,long_spread,4394.75,,,150.0,225.0,session_time,14.0,-2.183990936962519
B4_zmean_nearer_1p5R,B,2023-02-07,2023,Validation,2023-02-07 11:12:00-05:00,2023-02-07 11:13:00-05:00,2023-02-07 12:20:00-05:00,short_spread,4512.5,,,150.0,36.38333333333321,target,32.38333333333321,2.071693461007986
B5_z_fixed_1p5R,B,2023-02-07,2023,Validation,2023-02-07 11:12:00-05:00,2023-02-07 11:13:00-05:00,2023-02-07 12:53:00-05:00,short_spread,4512.5,,,150.0,225.0,stop,-154.0,2.071693461007986
B4_zmean_nearer_1p5R,B,2023-02-08,2023,Validation,2023-02-08 10:30:00-05:00,2023-02-08 10:31:00-05:00,2023-02-08 15:55:00-05:00,long_spread,4512.25,,,150.0,93.91666666666697,session_time,-82.0,-2.198629423849075
B5_z_fixed_1p5R,B,2023-02-08,2023,Validation,2023-02-08 10:30:00-05:00,2023-02-08 10:31:00-05:00,2023-02-08 15:55:00-05:00,long_spread,4512.25,,,150.0,225.0,session_time,-82.0,-2.198629423849075
B4_zmean_nearer_1p5R,B,2023-02-09,2023,Validation,2023-02-09 11:03:00-05:00,2023-02-09 11:04:00-05:00,2023-02-09 15:04:00-05:00,long_spread,4506.75,,,150.0,48.10416666666697,stop,-154.0,-2.0770351542618455
B5_z_fixed_1p5R,B,2023-02-09,2023,Validation,2023-02-09 11:03:00-05:00,2023-02-09 11:04:00-05:00,2023-02-09 15:04:00-05:00,long_spread,4506.75,,,150.0,225.0,stop,-154.0,-2.0770351542618455
B4_zmean_nearer_1p5R,B,2023-02-10,2023,Validation,2023-02-10 11:05:00-05:00,2023-02-10 11:06:00-05:00,2023-02-10 15:55:00-05:00,long_spread,4222.75,,,150.0,51.1875,session_time,-28.5,-2.0025193834841604
B5_z_fixed_1p5R,B,2023-02-10,2023,Validation,2023-02-10 11:05:00-05:00,2023-02-10 11:06:00-05:00,2023-02-10 15:55:00-05:00,long_spread,4222.75,,,150.0,225.0,session_time,-28.5,-2.0025193834841604
B4_zmean_nearer_1p5R,B,2023-02-13,2023,Validation,2023-02-13 10:49:00-05:00,2023-02-13 10:50:00-05:00,2023-02-13 15:55:00-05:00,short_spread,4298.25,,,150.0,24.766666666666424,session_time,-41.25,2.011232210975285
B5_z_fixed_1p5R,B,2023-02-13,2023,Validation,2023-02-13 10:49:00-05:00,2023-02-13 10:50:00-05:00,2023-02-13 15:55:00-05:00,short_spread,4298.25,,,150.0,225.0,session_time,-41.25,2.011232210975285
B4_zmean_nearer_1p5R,B,2023-02-14,2023,Validation,2023-02-14 10:45:00-05:00,2023-02-14 10:46:00-05:00,2023-02-14 11:00:00-05:00,long_spread,4307.0,,,150.0,111.17083333333358,target,107.17083333333358,-2.4653154156251373
B5_z_fixed_1p5R,B,2023-02-14,2023,Validation,2023-02-14 10:45:00-05:00,2023-02-14 10:46:00-05:00,2023-02-14 15:31:00-05:00,long_spread,4307.0,,,150.0,225.0,target,221.0,-2.4653154156251373
B4_zmean_nearer_1p5R,B,2023-02-15,2023,Validation,2023-02-15 11:27:00-05:00,2023-02-15 11:28:00-05:00,2023-02-15 15:55:00-05:00,short_spread,4549.75,,,150.0,26.945833333333212,session_time,-101.0,2.1328022714190014
B5_z_fixed_1p5R,B,2023-02-15,2023,Validation,2023-02-15 11:27:00-05:00,2023-02-15 11:28:00-05:00,2023-02-15 15:55:00-05:00,short_spread,4549.75,,,150.0,225.0,session_time,-101.0,2.1328022714190014
B4_zmean_nearer_1p5R,B,2023-02-16,2023,Validation,2023-02-16 10:47:00-05:00,2023-02-16 10:48:00-05:00,2023-02-16 11:11:00-05:00,short_spread,4656.5,,,150.0,44.42916666666679,target,40.42916666666679,2.252803144305665
B5_z_fixed_1p5R,B,2023-02-16,2023,Validation,2023-02-16 10:47:00-05:00,2023-02-16 10:48:00-05:00,2023-02-16 15:55:00-05:00,short_spread,4656.5,,,150.0,225.0,session_time,173.25,2.252803144305665
B4_zmean_nearer_1p5R,B,2023-02-17,2023,Validation,2023-02-17 10:59:00-05:00,2023-02-17 11:00:00-05:00,2023-02-17 11:08:00-05:00,long_spread,4310.25,,,150.0,31.300000000000182,target,27.300000000000182,-2.217058224101538
B5_z_fixed_1p5R,B,2023-02-17,2023,Validation,2023-02-17 10:59:00-05:00,2023-02-17 11:00:00-05:00,2023-02-17 15:55:00-05:00,long_spread,4310.25,,,150.0,225.0,session_time,38.5,-2.217058224101538
B4_zmean_nearer_1p5R,B,2023-02-20,2023,Validation,2023-02-20 11:14:00-05:00,2023-02-20 11:15:00-05:00,2023-02-20 11:30:00-05:00,short_spread,4378.0,,,150.0,8.22916666666697,target,4.22916666666697,2.134179595103229
B5_z_fixed_1p5R,B,2023-02-20,2023,Validation,2023-02-20 11:14:00-05:00,2023-02-20 11:15:00-05:00,2023-02-20 12:59:00-05:00,short_spread,4378.0,,,150.0,225.0,session_time,19.25,2.134179595103229
B4_zmean_nearer_1p5R,B,2023-02-21,2023,Validation,2023-02-21 11:28:00-05:00,2023-02-21 11:29:00-05:00,2023-02-21 11:30:00-05:00,long_spread,4212.5,,,150.0,17.608333333333576,target,13.608333333333576,-2.141536251546685
B5_z_fixed_1p5R,B,2023-02-21,2023,Validation,2023-02-21 11:28:00-05:00,2023-02-21 11:29:00-05:00,2023-02-21 15:55:00-05:00,long_spread,4212.5,,,150.0,225.0,session_time,-42.75,-2.141536251546685
B4_zmean_nearer_1p5R,B,2023-02-22,2023,Validation,2023-02-22 12:25:00-05:00,2023-02-22 12:26:00-05:00,2023-02-22 12:27:00-05:00,short_spread,4178.0,,,150.0,11.837499999999636,target,7.837499999999636,2.2228802452931284
B5_z_fixed_1p5R,B,2023-02-22,2023,Validation,2023-02-22 12:25:00-05:00,2023-02-22 12:26:00-05:00,2023-02-22 15:55:00-05:00,short_spread,4178.0,,,150.0,225.0,session_time,-13.0,2.2228802452931284
B4_zmean_nearer_1p5R,B,2023-02-23,2023,Validation,2023-02-23 10:57:00-05:00,2023-02-23 10:58:00-05:00,2023-02-23 13:01:00-05:00,long_spread,4214.0,,,150.0,46.933333333333394,target,42.933333333333394,-2.122403758397677
B5_z_fixed_1p5R,B,2023-02-23,2023,Validation,2023-02-23 10:57:00-05:00,2023-02-23 10:58:00-05:00,2023-02-23 15:55:00-05:00,long_spread,4214.0,,,150.0,225.0,session_time,105.25,-2.122403758397677
B4_zmean_nearer_1p5R,B,2023-02-24,2023,Validation,2023-02-24 11:01:00-05:00,2023-02-24 11:02:00-05:00,2023-02-24 11:15:00-05:00,long_spread,4097.75,,,150.0,29.75,target,25.75,-2.210800425221867
B5_z_fixed_1p5R,B,2023-02-24,2023,Validation,2023-02-24 11:01:00-05:00,2023-02-24 11:02:00-05:00,2023-02-24 15:55:00-05:00,long_spread,4097.75,,,150.0,225.0,session_time,13.25,-2.210800425221867
B4_zmean_nearer_1p5R,B,2023-02-27,2023,Validation,2023-02-27 10:36:00-05:00,2023-02-27 10:37:00-05:00,2023-02-27 11:12:00-05:00,long_spread,4183.0,,,150.0,38.975000000000364,target,34.975000000000364,-2.2906524909869472
B5_z_fixed_1p5R,B,2023-02-27,2023,Validation,2023-02-27 10:36:00-05:00,2023-02-27 10:37:00-05:00,2023-02-27 15:55:00-05:00,long_spread,4183.0,,,150.0,225.0,session_time,36.25,-2.2906524909869472
B4_zmean_nearer_1p5R,B,2023-02-28,2023,Validation,2023-02-28 12:04:00-05:00,2023-02-28 12:05:00-05:00,2023-02-28 15:50:00-05:00,short_spread,4267.25,,,150.0,21.795833333333576,target,17.795833333333576,2.1922680949599473
B5_z_fixed_1p5R,B,2023-02-28,2023,Validation,2023-02-28 12:04:00-05:00,2023-02-28 12:05:00-05:00,2023-02-28 15:55:00-05:00,short_spread,4267.25,,,150.0,225.0,session_time,1.0,2.1922680949599473
B4_zmean_nearer_1p5R,B,2023-03-01,2023,Validation,2023-03-01 11:08:00-05:00,2023-03-01 11:09:00-05:00,2023-03-01 11:41:00-05:00,long_spread,4130.0,,,150.0,46.70833333333303,target,42.70833333333303,-2.0985903891833684
B5_z_fixed_1p5R,B,2023-03-01,2023,Validation,2023-03-01 11:08:00-05:00,2023-03-01 11:09:00-05:00,2023-03-01 15:55:00-05:00,long_spread,4130.0,,,150.0,225.0,session_time,-3.5,-2.0985903891833684
B4_zmean_nearer_1p5R,B,2023-03-02,2023,Validation,2023-03-02 11:13:00-05:00,2023-03-02 11:14:00-05:00,2023-03-02 11:15:00-05:00,long_spread,4072.0,,,150.0,14.791666666666515,target,10.791666666666515,-2.2880775104918656
B5_z_fixed_1p5R,B,2023-03-02,2023,Validation,2023-03-02 11:13:00-05:00,2023-03-02 11:14:00-05:00,2023-03-02 15:55:00-05:00,long_spread,4072.0,,,150.0,225.0,session_time,124.75,-2.2880775104918656
B4_zmean_nearer_1p5R,B,2023-03-03,2023,Validation,2023-03-03 11:10:00-05:00,2023-03-03 11:11:00-05:00,2023-03-03 11:18:00-05:00,long_spread,4284.5,,,150.0,36.504166666666606,target,32.504166666666606,-2.405955868171881
B5_z_fixed_1p5R,B,2023-03-03,2023,Validation,2023-03-03 11:10:00-05:00,2023-03-03 11:11:00-05:00,2023-03-03 15:55:00-05:00,long_spread,4284.5,,,150.0,225.0,session_time,85.0,-2.405955868171881
B4_zmean_nearer_1p5R,B,2023-03-06,2023,Validation,2023-03-06 10:31:00-05:00,2023-03-06 10:32:00-05:00,2023-03-06 12:47:00-05:00,short_spread,4502.0,,,150.0,53.254166666666606,target,49.254166666666606,2.032284874167659
B5_z_fixed_1p5R,B,2023-03-06,2023,Validation,2023-03-06 10:31:00-05:00,2023-03-06 10:32:00-05:00,2023-03-06 15:55:00-05:00,short_spread,4502.0,,,150.0,225.0,session_time,115.0,2.032284874167659
B4_zmean_nearer_1p5R,B,2023-03-07,2023,Validation,2023-03-07 11:43:00-05:00,2023-03-07 11:44:00-05:00,2023-03-07 12:20:00-05:00,short_spread,4435.25,,,150.0,37.78333333333376,target,33.78333333333376,2.204697435509362
B5_z_fixed_1p5R,B,2023-03-07,2023,Validation,2023-03-07 11:43:00-05:00,2023-03-07 11:44:00-05:00,2023-03-07 15:55:00-05:00,short_spread,4435.25,,,150.0,225.0,session_time,47.0,2.204697435509362
B4_zmean_nearer_1p5R,B,2023-03-08,2023,Validation,2023-03-08 10:33:00-05:00,2023-03-08 10:34:00-05:00,2023-03-08 10:49:00-05:00,short_spread,4429.0,,,150.0,38.170833333333576,target,34.170833333333576,2.047008949852433
B5_z_fixed_1p5R,B,2023-03-08,2023,Validation,2023-03-08 10:33:00-05:00,2023-03-08 10:34:00-05:00,2023-03-08 15:55:00-05:00,short_spread,4429.0,,,150.0,225.0,session_time,-48.75,2.047008949852433
B4_zmean_nearer_1p5R,B,2023-03-09,2023,Validation,2023-03-09 11:50:00-05:00,2023-03-09 11:51:00-05:00,2023-03-09 11:53:00-05:00,short_spread,4615.5,,,150.0,19.79166666666697,target,15.79166666666697,2.0456994762650704
B5_z_fixed_1p5R,B,2023-03-09,2023,Validation,2023-03-09 11:50:00-05:00,2023-03-09 11:51:00-05:00,2023-03-09 15:19:00-05:00,short_spread,4615.5,,,150.0,225.0,target,221.0,2.0456994762650704
B4_zmean_nearer_1p5R,B,2023-03-10,2023,Validation,2023-03-10 10:58:00-05:00,2023-03-10 10:59:00-05:00,2023-03-10 11:11:00-05:00,short_spread,4445.5,,,150.0,46.92916666666679,target,42.92916666666679,2.2027237021868435
B5_z_fixed_1p5R,B,2023-03-10,2023,Validation,2023-03-10 10:58:00-05:00,2023-03-10 10:59:00-05:00,2023-03-10 15:55:00-05:00,short_spread,4445.5,,,150.0,225.0,session_time,83.5,2.2027237021868435
B4_zmean_nearer_1p5R,B,2023-03-13,2023,Validation,2023-03-13 11:12:00-04:00,2023-03-13 11:13:00-04:00,2023-03-13 12:00:00-04:00,short_spread,4633.25,,,150.0,48.48750000000018,stop,-154.0,2.880544762824896
B5_z_fixed_1p5R,B,2023-03-13,2023,Validation,2023-03-13 11:12:00-04:00,2023-03-13 11:13:00-04:00,2023-03-13 12:00:00-04:00,short_spread,4633.25,,,150.0,225.0,stop,-154.0,2.880544762824896
B4_zmean_nearer_1p5R,B,2023-03-14,2023,Validation,2023-03-14 10:31:00-04:00,2023-03-14 10:32:00-04:00,2023-03-14 10:58:00-04:00,short_spread,4823.25,,,150.0,42.77916666666624,target,38.77916666666624,2.1181466459098117
B5_z_fixed_1p5R,B,2023-03-14,2023,Validation,2023-03-14 10:31:00-04:00,2023-03-14 10:32:00-04:00,2023-03-14 15:55:00-04:00,short_spread,4823.25,,,150.0,225.0,session_time,-51.5,2.1181466459098117
B4_zmean_nearer_1p5R,B,2023-03-15,2023,Validation,2023-03-15 10:34:00-04:00,2023-03-15 10:35:00-04:00,2023-03-15 10:36:00-04:00,long_spread,4947.75,,,150.0,26.058333333333394,target,22.058333333333394,-2.2625598969390897
B5_z_fixed_1p5R,B,2023-03-15,2023,Validation,2023-03-15 10:34:00-04:00,2023-03-15 10:35:00-04:00,2023-03-15 14:27:00-04:00,long_spread,4947.75,,,150.0,225.0,target,221.0,-2.2625598969390897
B4_zmean_nearer_1p5R,B,2023-03-16,2023,Validation,2023-03-16 10:49:00-04:00,2023-03-16 10:50:00-04:00,2023-03-16 11:45:00-04:00,short_spread,5302.75,,,150.0,52.045833333333576,stop,-154.0,2.2810937621452756
B5_z_fixed_1p5R,B,2023-03-16,2023,Validation,2023-03-16 10:49:00-04:00,2023-03-16 10:50:00-04:00,2023-03-16 11:45:00-04:00,short_spread,5302.75,,,150.0,225.0,stop,-154.0,2.2810937621452756
B4_zmean_nearer_1p5R,B,2023-03-17,2023,Validation,2023-03-17 10:45:00-04:00,2023-03-17 10:46:00-04:00,2023-03-17 13:32:00-04:00,long_spread,5509.5,,,150.0,81.80416666666679,target,77.80416666666679,-2.1231958688621617
B5_z_fixed_1p5R,B,2023-03-17,2023,Validation,2023-03-17 10:45:00-04:00,2023-03-17 10:46:00-04:00,2023-03-17 15:55:00-04:00,long_spread,5509.5,,,150.0,225.0,session_time,45.0,-2.1231958688621617
B4_zmean_nearer_1p5R,B,2023-03-20,2023,Validation,2023-03-20 10:49:00-04:00,2023-03-20 10:50:00-04:00,2023-03-20 12:12:00-04:00,short_spread,5380.0,,,150.0,32.441666666666606,target,28.441666666666606,2.501738435012757
B5_z_fixed_1p5R,B,2023-03-20,2023,Validation,2023-03-20 10:49:00-04:00,2023-03-20 10:50:00-04:00,2023-03-20 15:55:00-04:00,short_spread,5380.0,,,150.0,225.0,session_time,-82.0,2.501738435012757
B4_zmean_nearer_1p5R,B,2023-03-21,2023,Validation,2023-03-21 10:51:00-04:00,2023-03-21 10:52:00-04:00,2023-03-21 11:14:00-04:00,long_spread,5404.75,,,150.0,55.141666666666424,target,51.141666666666424,-2.0617730975189854
B5_z_fixed_1p5R,B,2023-03-21,2023,Validation,2023-03-21 10:51:00-04:00,2023-03-21 10:52:00-04:00,2023-03-21 15:55:00-04:00,long_spread,5404.75,,,150.0,225.0,session_time,153.75,-2.0617730975189854
B4_zmean_nearer_1p5R,B,2023-03-22,2023,Validation,2023-03-22 10:30:00-04:00,2023-03-22 10:31:00-04:00,2023-03-22 14:00:00-04:00,short_spread,5630.25,,,150.0,40.60416666666697,stop,-154.0,2.882886059306928
B5_z_fixed_1p5R,B,2023-03-22,2023,Validation,2023-03-22 10:30:00-04:00,2023-03-22 10:31:00-04:00,2023-03-22 14:00:00-04:00,short_spread,5630.25,,,150.0,225.0,stop,-154.0,2.882886059306928
B4_zmean_nearer_1p5R,B,2023-03-23,2023,Validation,2023-03-23 10:47:00-04:00,2023-03-23 10:48:00-04:00,2023-03-23 14:09:00-04:00,short_spread,5858.25,,,150.0,76.17500000000018,target,72.17500000000018,2.0053257109752174
B5_z_fixed_1p5R,B,2023-03-23,2023,Validation,2023-03-23 10:47:00-04:00,2023-03-23 10:48:00-04:00,2023-03-23 15:55:00-04:00,short_spread,5858.25,,,150.0,225.0,session_time,41.0,2.0053257109752174
B4_zmean_nearer_1p5R,B,2023-03-24,2023,Validation,2023-03-24 11:08:00-04:00,2023-03-24 11:09:00-04:00,2023-03-24 11:10:00-04:00,long_spread,5772.5,,,150.0,26.995833333333394,target,22.995833333333394,-2.7342750984480264
B5_z_fixed_1p5R,B,2023-03-24,2023,Validation,2023-03-24 11:08:00-04:00,2023-03-24 11:09:00-04:00,2023-03-24 15:55:00-04:00,long_spread,5772.5,,,150.0,225.0,session_time,-25.25,-2.7342750984480264
